Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-none_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-blagec2019_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-none_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-blagec2019_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-none_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-blagec2019_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-none_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-biosses_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-blagec2019_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-none_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-biosses_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-blagec2019_ner-none;WBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-none
3.5;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9309493362512627
2.5;0.6709301646591995;0.7814626123529511;0.7814626123529511;0.7814626123529511;0.5570066518960167;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.6184996387682312;0.7211174857632355;0.7211174857632355;0.7211174857632355;0.7028757064375142;0.8107423767590137;0.8107423767590137;0.8107423767590137;0.6709301646591995;0.7814626123529511;0.7814626123529511;0.7814626123529511
3.45;0.7475899000943885;0.914256228850836;0.914256228850836;0.914256228850836;0.5636018619766345;0.6521235987467637;0.6521235987467637;0.6521235987467637;0.6972685144687163;0.8533377436519188;0.8533377436519188;0.8533377436519188;0.770607877338749;0.9369900369657495;0.9369900369657495;0.9369900369657495;0.7475899000943885;0.914256228850836;0.914256228850836;0.914256228850836
4.0;0.8849702270523306;0.9040884376290146;0.9040884376290146;0.9040884376290146;0.85648556092631;0.8602680757063524;0.8602680757063524;0.8602680757063524;0.8806541548789601;0.8976249474485481;0.8976249474485481;0.8976249474485481;0.8859436114335956;0.9054292969971649;0.9054292969971649;0.9054292969971649;0.8849702270523306;0.9040884376290146;0.9040884376290146;0.9040884376290146
3.0;0.5763622165123178;0.6474768701059856;0.6474768701059856;0.672951580898707;0.28867513459481287;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.47073497650706725;0.5538253627871182;0.5538253627871182;0.5759064296468133;0.6215078768228512;0.6839196287223996;0.6839196287223996;0.7094045491764537;0.5763622165123178;0.6474768701059856;0.6474768701059856;0.672951580898707
2.0;0.606620925598679;0.6615492784982775;0.6615492784982775;0.6615492784982775;0.40009880202694836;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.5496951310858582;0.60541744370149;0.60541744370149;0.60541744370149;0.627629005191635;0.6820131707777021;0.6820131707777021;0.6820131707777021;0.606620925598679;0.6615492784982775;0.6615492784982775;0.6615492784982775
2.5;0.7345740969513472;0.8055773507032205;0.7850945171095421;0.8055773507032205;0.6768912897813194;0.7046717400805453;0.6829895326934516;0.7046717400805453;0.714084271473708;0.7813354327302141;0.7603397271438749;0.7813354327302141;0.7430435873903095;0.812919233154003;0.7926286758914225;0.812919233154003;0.7345740969513472;0.8055773507032205;0.7850945171095421;0.8055773507032205
3.0;0.6194897546575537;0.7611097068603043;0.7611097068603043;0.7611097068603043;0.46291004988627577;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5666890702517808;0.6926281040802493;0.6926281040802493;0.6926281040802493;0.6480296748808254;0.7907532020154341;0.7907532020154341;0.7907532020154341;0.6194897546575537;0.7611097068603043;0.7611097068603043;0.7611097068603043
0.0;0.39291929807345677;0.5172050779382256;0.5172050779382256;0.5172050779382256;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.30657028326533314;0.3975617236093394;0.3975617236093394;0.3975617236093394;0.45870534883356745;0.5819275199906273;0.5819275199906273;0.5819275199906273;0.39291929807345677;0.5172050779382256;0.5172050779382256;0.5172050779382256
2.5;0.6055093931519612;0.7837505916918813;0.7837505916918813;0.7837505916918813;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5687309360202097;0.697375788836256;0.697375788836256;0.697375788836256;0.6360161393469841;0.8298414597622148;0.8298414597622148;0.8298414597622148;0.6055093931519611;0.7837505916918813;0.7837505916918813;0.7837505916918813
3.0;0.9722208899146527;0.9722208899146527;0.9722208899146527;0.9722208899146527;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.9464062328460143;0.9464062328460143;0.9464062328460143;0.9464062328460143;0.9828247496187742;0.9828247496187742;0.9828247496187742;0.9828247496187742;0.9722208899146527;0.9722208899146527;0.9722208899146527;0.9722208899146527
0.5;0.539871684045581;0.599166090505315;0.599166090505315;0.599166090505315;0.28306925853614895;0.2946278254943948;0.2946278254943948;0.2946278254943948;0.4723293442284653;0.5168801359191129;0.5168801359191129;0.5168801359191129;0.5664404607575293;0.6304301661753128;0.6304301661753128;0.6304301661753128;0.539871684045581;0.599166090505315;0.599166090505315;0.599166090505315
3.0;0.7000866513081161;0.7784962463807682;0.7354366545430743;0.7784962463807682;0.48065801332024816;0.5577109385180498;0.5242939075035329;0.5577109385180498;0.6606722939442725;0.7405692959551087;0.6977558908857167;0.7405692959551087;0.7104782130026182;0.7890539733601178;0.7462639843149291;0.7890539733601178;0.7000866513081161;0.7784962463807682;0.7354366545430743;0.7784962463807682
4.1;0.8572281585188858;0.9082869469213275;0.9082869469213275;0.9082869469213275;0.8010018789148141;0.85106449634699;0.85106449634699;0.85106449634699;0.8374612820492123;0.8894151420826744;0.8894151420826744;0.8894151420826744;0.8657921619207992;0.9153311642369841;0.9153311642369841;0.9153311642369841;0.8572281585188858;0.9082869469213275;0.9082869469213275;0.9082869469213275
3.5;0.7811899877910824;0.9243351564787664;0.9243351564787664;0.9243351564787664;0.6301260378126045;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7449041620222319;0.9021545736658567;0.9021545736658567;0.9021545736658567;0.793401935763221;0.9290375168942336;0.9290375168942336;0.9290375168942336;0.7811899877910824;0.9243351564787664;0.9243351564787664;0.9243351564787664
4.0;0.9727875143447519;0.975176547438829;0.975176547438829;0.975176547438829;0.9360522496483156;0.933624235740937;0.933624235740937;0.933624235740937;0.9623064870645035;0.9668357974514421;0.9668357974514421;0.9668357974514421;0.9760268971411195;0.9769139426839257;0.9769139426839257;0.9769139426839257;0.9727875143447519;0.975176547438829;0.975176547438829;0.975176547438829
2.5;0.703546039134732;0.7735667773588677;0.7735667773588677;0.7735667773588677;0.5685352436149612;0.5938156952201644;0.5938156952201644;0.5938156952201644;0.6700030293461235;0.7381684884206552;0.7381684884206552;0.7381684884206552;0.7177506615773699;0.7876385193556381;0.7876385193556381;0.7876385193556381;0.703546039134732;0.7735667773588677;0.7735667773588677;0.7735667773588677
4.0;0.9661398380818743;0.9649013138444292;0.9649013138444292;0.9526469369569676;0.9296696802013682;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9596301957989775;0.9587216163205032;0.9587216163205032;0.9498308811511766;0.9684208520704809;0.9663578542559759;0.9663578542559759;0.9531258239875965;0.9661398380818743;0.9649013138444292;0.9649013138444292;0.9526469369569676
4.0;0.8474507431184984;0.8864757358506715;0.8864757358506715;0.8712291119790693;0.7378647873726218;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.8232490254562453;0.8580977189250699;0.8580977189250699;0.8468181353183056;0.8548668267532072;0.8937794242017363;0.8937794242017363;0.8774405744288913;0.8474507431184984;0.8864757358506715;0.8864757358506715;0.8712291119790693
4.1;0.8035942733413501;0.8580349381400201;0.8580349381400201;0.8580349381400201;0.7514691493021793;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.7870051104597521;0.8401915388504079;0.8401915388504079;0.8401915388504079;0.8094530634917544;0.867034676588706;0.867034676588706;0.867034676588706;0.8035942733413501;0.8580349381400201;0.8580349381400201;0.8580349381400201
4.0;0.8258548257622691;0.8448725955792671;0.8448725955792671;0.8448725955792671;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.8025319622085045;0.81323539430118;0.81323539430118;0.81323539430118;0.8489791365422853;0.8708847470771993;0.8708847470771993;0.8708847470771993;0.8258548257622691;0.8448725955792671;0.8448725955792671;0.8448725955792671
3.0;0.8977015115432595;0.9228881945372654;0.9228881945372654;0.9106006004185382;0.7804881763180784;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.875868655823438;0.8988162208336403;0.8988162208336403;0.8895393246088387;0.9052979421580649;0.9301248047496866;0.9301248047496866;0.917066593529708;0.8977015115432595;0.9228881945372654;0.9228881945372654;0.9106006004185382
4.0;0.8022314559930961;0.8649776473793126;0.8649776473793126;0.8649776473793126;0.7357672073819589;0.7614311298414659;0.7614311298414659;0.7614311298414659;0.7663047504496553;0.8232447237824059;0.8232447237824059;0.8232447237824059;0.830528659780172;0.8922357751970945;0.8922357751970945;0.8922357751970945;0.8022314559930961;0.8649776473793126;0.8649776473793126;0.8649776473793126
3.0;0.7743914409517224;0.8760401689309648;0.8760401689309648;0.8760401689309648;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7607775418026788;0.8389446645298038;0.8389446645298038;0.8389446645298038;0.7836953630408292;0.8960286262670643;0.8960286262670643;0.8960286262670643;0.7743914409517224;0.8760401689309648;0.8760401689309648;0.8760401689309648
4.5;0.891746247366829;0.9385111210487683;0.9255268865389854;0.9535835365235371;0.8473551868301962;0.9075959033238988;0.8945831021282741;0.9284944150777122;0.884201144479621;0.9321989260159683;0.9191412780910702;0.9489520975429195;0.894249289542816;0.940845785002933;0.9278921047322913;0.955415091129834;0.891746247366829;0.9385111210487683;0.9255268865389854;0.9535835365235371
3.5;0.7746605300218373;0.9219373631655744;0.9219373631655744;0.9219373631655744;0.7205766921228922;0.8362420100070909;0.8362420100070909;0.8362420100070909;0.7394406938099162;0.8753992285735666;0.8753992285735666;0.8753992285735666;0.8111473693801255;0.960617840652743;0.960617840652743;0.960617840652743;0.7746605300218373;0.9219373631655744;0.9219373631655744;0.9219373631655744
3.5;0.5547436757536064;0.6206031816330886;0.6206031816330886;0.6206031816330886;0.34668762264076824;0.34668762264076824;0.34668762264076824;0.34668762264076824;0.5045981789057604;0.5589683739205621;0.5589683739205621;0.5589683739205621;0.5713961044127268;0.638934710539563;0.638934710539563;0.638934710539563;0.5547436757536064;0.6206031816330886;0.6206031816330886;0.6206031816330886
3.0;0.9104833477181252;0.9323627589102463;0.9323627589102463;0.9323627589102463;0.8117077033708016;0.8113480845393759;0.8113480845393759;0.8113480845393759;0.8879677512910034;0.9066302586077952;0.9066302586077952;0.9066302586077952;0.9186032869351242;0.9413154908225292;0.9413154908225292;0.9413154908225292;0.9104833477181252;0.9323627589102463;0.9323627589102463;0.9323627589102463
3.5;0.9493970336239206;0.9589952297319906;0.9589952297319906;0.9589952297319906;0.9074852129730301;0.8980265101338746;0.8980265101338746;0.8980265101338746;0.9434966084520545;0.9496348781135637;0.9496348781135637;0.9496348781135637;0.9511865003112357;0.9615593102460811;0.9615593102460811;0.9615593102460811;0.9493970336239206;0.9589952297319906;0.9589952297319906;0.9589952297319906
4.0;0.9769952740261912;0.9838860086966241;0.9838860086966241;0.9838860086966241;0.9666389043738985;0.9730618248952598;0.9730618248952598;0.9730618248952598;0.9738812168714143;0.9811278401298985;0.9811278401298985;0.9811278401298985;0.978016802362051;0.9847357149851604;0.9847357149851604;0.9847357149851604;0.9769952740261912;0.9838860086966241;0.9838860086966241;0.9838860086966241
4.0;0.9788362946170498;0.9928181712159944;0.9928181712159944;0.9799276605275649;0.9553302944424514;0.9509474618867318;0.9509474618867318;0.9509474618867318;0.9724647170331209;0.9842995509674832;0.9842995509674832;0.9748488429716231;0.9811903089323196;0.9948088121352924;0.9948088121352924;0.9809613455464121;0.9788362946170498;0.9928181712159944;0.9928181712159944;0.9799276605275649
4.0;0.8479975098448415;0.9373239760544074;0.9373239760544074;0.9404275466648352;0.8140915784106942;0.8767140075192092;0.8767140075192092;0.8767140075192092;0.844889539684375;0.9311026286444254;0.9311026286444254;0.9378960594131742;0.8484054157946206;0.9382349408640842;0.9382349408640842;0.9405920651197328;0.8479975098448415;0.9373239760544074;0.9373239760544074;0.9404275466648352
3.0;0.7423255409180707;0.7976886776542187;0.7423255409180707;0.7976886776542187;0.5457051563317492;0.6063390625908325;0.5457051563317492;0.6063390625908325;0.7077475449677288;0.7645819908311607;0.7077475449677288;0.7645819908311607;0.7610163498780209;0.8156831745929204;0.7610163498780209;0.8156831745929204;0.7423255409180707;0.7976886776542187;0.7423255409180707;0.7976886776542187
2.5;0.799778566229204;0.9006154107045936;0.9006154107045936;0.9006154107045936;0.7024393586862705;0.7372097807744858;0.7372097807744858;0.7372097807744858;0.7714599645881646;0.860686228267562;0.860686228267562;0.860686228267562;0.8094322904304234;0.9118159651645913;0.9118159651645913;0.9118159651645913;0.799778566229204;0.9006154107045936;0.9006154107045936;0.9006154107045936
