Human;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
4.0;0.6997048323904761;0.7244317971127492;0.7244317971127492;0.7917604647919134
3.0;0.6889770259840421;0.6630445645423005;0.6630445645423005;0.6937307599483679
2.2;0.4865104347120416;0.5589655061531168;0.5589655061531168;0.5698640897466954
3.2;0.7403472204383157;0.7608422249385012;0.7184572053996825;0.7672814095250469
3.2;0.6524668858784864;0.6431334065789927;0.6431334065789927;0.680838459351605
3.2;0.6109081386285528;0.5847054513262724;0.5847054513262724;0.6908191183525575
1.4;0.34449046782240716;0.44071038625575387;0.36434350326858417;0.44071038625575387
3.0;0.5662526342994764;0.668319379752534;0.668319379752534;0.668319379752534
1.4;0.42603203463837186;0.4627037005693346;0.4627037005693346;0.44733480458967995
3.0;0.6121427053785617;0.6089877380723343;0.6089877380723343;0.6353077448508756
3.0;0.6940076569450165;0.6851041925280834;0.6851041925280834;0.6851041925280834
1.0;0.4320148601376601;0.49117758800908423;0.49117758800908423;0.49117758800908423
3.0;0.30171674317971525;0.4591151019654099;0.4591151019654099;0.4591151019654099
2.0;0.47368173081873527;0.5678780379151089;0.5678780379151089;0.6253615891219083
2.4;0.5354977859644819;0.7611800724437411;0.7611800724437411;0.7305683300945827
3.4;0.553605019191495;0.5467843776989758;0.5467843776989758;0.578334262731493
3.0;0.6849606029853638;0.7167960490939679;0.704108070446425;0.7231001404653906
2.0;0.5908851742436899;0.5932641990624661;0.5932641990624661;0.6204557276134809
3.2;0.7142946503965021;0.6623859166663542;0.6740357827153183;0.726246196145681
2.0;0.5290169454830209;0.6560020023091739;0.6571817275643514;0.664747082345729
3.0;0.5023579596876424;0.6042787097831384;0.6042787097831384;0.6960076531583047
1.2;0.5231132502528629;0.5031079593222841;0.5031079593222841;0.5595744070421603
3.4;0.5857370260957221;0.5761216878513434;0.5244011842329056;0.7569796363109965
1.8;0.5242186977557827;0.5595470328453277;0.5439547984497438;0.5716915446395298
3.6;0.5547753666132921;0.46381570326960425;0.46381570326960425;0.5690495565262159
2.0;0.41542999535234204;0.453691934771452;0.4607928999211891;0.5966454309398441
2.4;0.5377237153756087;0.4712785668896671;0.4712785668896671;0.5213547020710682
3.4;0.5766447281987983;0.6302116425214103;0.6124815837025689;0.6302116425214103
3.0;0.58769692525185;0.659785974549322;0.5357563668093206;0.7186813366867303
4.0;0.5096857048460862;0.6727584123429889;0.6205572515160579;0.6639820051183175
4.0;0.7438564515879647;0.7214250027583322;0.7214250027583322;0.7214250027583322
3.4;0.6291523050394988;0.6566490999918078;0.6566490999918078;0.8146805898490472
3.4;0.6089906926780804;0.7525666052984632;0.7525666052984632;0.7525666052984632
3.0;0.46245879405020734;0.48678806016686205;0.48678806016686205;0.493257408383881
2.0;0.640107919185412;0.6852575591362335;0.6852575591362335;0.6852575591362335
3.8;0.5749802750127975;0.7228798394428662;0.7228798394428662;0.8533249499655624
3.4;0.5163376683716651;0.5727139224408919;0.5794183054129769;0.6933005136798311
2.0;0.4279912708076138;0.4133792502935345;0.4133792502935345;0.49629928656782185
4.0;0.5887573753267867;0.6083429896967643;0.5320624517005362;0.7436278030980911
3.2;0.5105554677532146;0.5619686051216436;0.5619686051216436;0.5351275012222864
2.2;0.36443575149196894;0.2934187801411328;0.2517400325525866;0.34907907148282996
3.0;0.5986361228864363;0.6516393345342626;0.6567229727985671;0.623473924320426
2.0;0.4627893774745067;0.4389700144057729;0.43857764914705555;0.5777696684973367
0.6;0.5567605132160777;0.48943780394020203;0.48943780394020203;0.5740143478734242
3.2;0.7171893842472521;0.7736809363887468;0.7736809363887468;0.7606337230080261
3.6;0.7008156090667426;0.7546211765638207;0.7546211765638207;0.7546211765638207
1.0;0.3346965683069163;0.4314365414362472;0.4305212211847992;0.48898159680264647
1.8;0.546572422126385;0.5442196627598421;0.5476110037648562;0.6439266026196367
2.8;0.5442613432519782;0.5635567577965347;0.5594817963346684;0.4485105449778855
2.8;0.4886608984318103;0.5549465552386064;0.5242627815392519;0.4737723934856526
1.8;0.5993750673266163;0.6235067092616207;0.6190759721037569;0.6861238638799865
