Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Sum
2.6666666666666665;0.9987280150423573;0.9987280150423573;0.9990164519772935
1.3333333333333333;0.9979523434336358;0.9979523434336358;0.9979523434336358
4.0;0.9994915829791696;0.9994915829791696;0.9993171936494749
2.6666666666666665;0.9980580055865039;0.9980580055865039;0.9960239198439705
2.6666666666666665;0.998946877372423;0.998946877372423;0.998946877372423
1.6666666666666667;0.9980017977937976;0.9980017977937976;0.9983006333241785
2.3333333333333335;0.9966229515239728;0.9966229515239728;0.9966229515239728
1.0;0.9967953525152647;0.9967953525152647;0.9965564607169296
1.6666666666666667;0.9929544103445964;0.9929544103445964;0.9862616858435241
3.0;0.9988521028752874;0.9988521028752874;0.9988521028752874
1.6666666666666667;0.9989308231143192;0.9989308231143192;0.9989308231143192
1.3333333333333333;0.9960105416679642;0.9960105416679642;0.9960105416679642
1.3333333333333333;0.9963135812315845;0.9963135812315845;0.9963135812315845
1.0;0.9939433902121322;0.9939433902121322;0.9939433902121322
1.6666666666666667;0.9939765563952313;0.9939765563952313;0.9939765563952313
2.3333333333333335;0.991267115794956;0.991267115794956;0.9900802314880619
3.0;0.9951274965847786;0.9951274965847786;0.9955845674674366
2.3333333333333335;0.9989426968648941;0.9989426968648941;0.9991775115950638
3.0;0.9979937723889339;0.9979937723889339;0.9979937723889339
1.6666666666666667;0.9987301185809254;0.9987301185809254;0.9974822514257558
3.0;0.9963358210175501;0.9963358210175501;0.9942793002496619
2.6666666666666665;0.9976099916701502;0.9976099916701502;0.9977411278046683
1.6666666666666667;0.99394817606131;0.99394817606131;0.99394817606131
3.0;0.996831204699375;0.996831204699375;0.996831204699375
2.6666666666666665;0.9957453503648744;0.9957453503648744;0.9969279453613221
2.6666666666666665;0.9990517454905425;0.9990517454905425;0.9990517454905425
2.0;0.9936822615626357;0.9936822615626357;0.9934593851699186
2.0;0.996965069687673;0.996965069687673;0.997002713823894
2.6666666666666665;0.9994551194953504;0.9994551194953504;0.99928385639985
1.0;0.9984123257444018;0.9984123257444018;0.9984123257444018
3.0;0.9920559967464629;0.9920559967464629;0.9922079382446548
3.0;0.9985513933840904;0.9985513933840904;0.9987953538840206
1.0;0.9980397731582951;0.9980397731582951;0.998812065687367
2.0;0.9911658855461073;0.9911658855461073;0.988781763137012
2.0;0.997203238162853;0.997203238162853;0.997203238162853
0.0;0.9900825833163933;0.9900825833163933;0.9910438135658024
1.3333333333333333;0.9975580402694266;0.9975580402694266;0.9975580402694266
2.3333333333333335;0.9959386368616548;0.9959386368616548;0.9967871586483571
0.3333333333333333;0.9970243840070858;0.9970243840070858;0.9971424261356076
1.0;0.9986678128894919;0.9986678128894919;0.9989394479614064
3.0;0.9997429959043513;0.9997429959043513;0.9990368099600112
2.0;0.9959589832128104;0.9959589832128104;0.9959589832128104
1.0;0.9971618100705143;0.9971618100705143;0.9962825221644837
1.3333333333333333;0.9983797389511971;0.9983797389511971;0.9984681865664382
1.6666666666666667;0.9890178037342284;0.9890178037342284;0.9882862201362334
0.6666666666666666;0.9981061973308751;0.9981061973308751;0.9978050428427443
1.3333333333333333;0.998290852372518;0.998290852372518;0.9973308347485432
2.0;0.9989534258745542;0.9989534258745542;0.9978592181460286
2.0;0.987610671231059;0.987610671231059;0.9865710703789058
0.6666666666666666;0.9946521424411326;0.9946521424411326;0.9923496139546586
3.0;0.9993031882324128;0.9993031882324128;0.9991951250402917
3.0;0.9993758279418132;0.9993758279418132;0.9993758279418132
1.3333333333333333;0.9972988982571417;0.9972988982571417;0.9969089313464133
2.0;0.9993969605841352;0.9993969605841352;0.999580796053989
