Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-none_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum
2.6666666666666665;0.9991910878956235;0.9987472325993182;0.9987677221821621;0.9987280150423573
1.3333333333333333;0.9984598220312324;0.998014949684093;0.9980136665431342;0.9979523434336358
4.0;0.9995183401842339;0.9994915829791696;0.9994915829791696;0.9994915829791696
2.6666666666666665;0.9983129322947857;0.9980580055865039;0.9980519676523656;0.9980580055865039
2.6666666666666665;0.9986041421667472;0.998946877372423;0.9989091479809177;0.998946877372423
1.6666666666666667;0.9984662684676248;0.9980210211133196;0.9980360402424016;0.9980017977937976
2.3333333333333335;0.9967931656814576;0.9966229515239728;0.9966229515239728;0.9966229515239728
1.0;0.9980867466150214;0.9967953525152647;0.9967839462027951;0.9967953525152647
1.6666666666666667;0.9937933766563252;0.9929544103445964;0.9928557606759;0.9929544103445964
3.0;0.9988753103476607;0.9988521028752874;0.9988633860425122;0.9988521028752874
1.6666666666666667;0.9990352286760773;0.9989308231143192;0.9989308231143192;0.9989308231143192
1.3333333333333333;0.9982901022961215;0.9960105416679642;0.9960482555044565;0.9960105416679642
1.3333333333333333;0.9968650721650999;0.9963135812315845;0.996327896952223;0.9963135812315845
1.0;0.9959237773753727;0.9939433902121322;0.9939578235755562;0.9939433902121322
1.6666666666666667;0.9959689210734811;0.9939765563952313;0.9940062606744253;0.9939765563952313
2.3333333333333335;0.9932472198145056;0.991267115794956;0.9914057545154731;0.991267115794956
3.0;0.9964088182904148;0.9951274965847786;0.9952339662953924;0.9951274965847786
2.3333333333333335;0.9990016345180017;0.9989426968648941;0.9989683540995182;0.9989426968648941
3.0;0.9979645929103828;0.9979937723889339;0.9978831488502081;0.9979937723889339
1.6666666666666667;0.9983502106857769;0.9974786401466129;0.9974890125321216;0.9987301185809254
3.0;0.9965664860173065;0.9963358210175501;0.9963358210175501;0.9963358210175501
2.6666666666666665;0.9975253844659662;0.9976099916701502;0.9976099916701502;0.9976099916701502
1.6666666666666667;0.9934766874288203;0.99394817606131;0.99394817606131;0.99394817606131
3.0;0.9971098274508066;0.996831204699375;0.996831204699375;0.996831204699375
2.6666666666666665;0.995841303683492;0.9957453503648744;0.9955374416635285;0.9957453503648744
2.6666666666666665;0.9991268195794578;0.9990517454905425;0.9989703197880492;0.9990517454905425
2.0;0.9943860718797809;0.9938426540084996;0.993382115886392;0.9936822615626357
2.0;0.9963284493665414;0.9976500195930367;0.9976643159661903;0.996965069687673
2.6666666666666665;0.99935731179648;0.9994280844916643;0.9994245463565526;0.9994551194953504
1.0;0.9980721966654881;0.9984123257444018;0.9981260377604231;0.9984123257444018
3.0;0.9921676248632803;0.9913641293230304;0.991115096891482;0.9920559967464629
3.0;0.9983185411999891;0.9986200426074637;0.9986200426074637;0.9985513933840904
1.0;0.9986261118003171;0.9983853430917181;0.9983853430917181;0.9980397731582951
2.0;0.9916733753597268;0.9910254463750298;0.9910254463750298;0.9911658855461073
2.0;0.9973069868919561;0.9972036597469185;0.9972036597469185;0.997203238162853
0.0;0.9961222829497154;0.9944745785082746;0.9944745785082746;0.9900825833163933
1.3333333333333333;0.9979444618139968;0.9974974373374947;0.9974974373374947;0.9975580402694266
2.3333333333333335;0.9961139813146179;0.995931521645935;0.995931521645935;0.9959386368616548
0.3333333333333333;0.995852636550079;0.9972193973858586;0.9972193973858586;0.9970243840070858
1.0;0.9988783462692504;0.998875469891841;0.998875469891841;0.9986678128894919
