Human;bio_embedding_extrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bio_embedding_extrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Sum
2.6666666666666665;0.9387723030691829;0.942823719198163;0.9092003594058898;0.9128978479243827
1.3333333333333333;0.9142507404910051;0.9063378814534863;0.8565864129224694;0.8759634248407359
4.0;0.9518503015696144;0.9397318643521869;0.9222538316669052;0.9258041379134362
2.6666666666666665;0.9355139140358658;0.9258951691068542;0.8949641176125801;0.8898361947300705
2.6666666666666665;0.9296425677467807;0.9268708623659898;0.898937767118894;0.8980214725525878
1.6666666666666667;0.890373095750057;0.918037019505861;0.8807173325765976;0.8789175321976616
2.3333333333333335;0.9284723307397544;0.9323943730171108;0.8903484162184694;0.8924208989137316
1.0;0.8952253100865657;0.9111039948245913;0.8799043472387044;0.8478118729557269
1.6666666666666667;0.9395228944864125;0.9391345107914338;0.9142671158860142;0.9148910501917692
3.0;0.9422141636830488;0.9255019951321818;0.8743013018901332;0.881665693780415
1.6666666666666667;0.925304092285884;0.9036392012519238;0.8703372007405357;0.8794666458267631
1.3333333333333333;0.8979765437494496;0.8968003725783007;0.8698018904813803;0.8652634327047978
1.3333333333333333;0.9358974241235252;0.938886173363447;0.9017040248175847;0.913325548191311
1.0;0.7653619753797163;0.7303106918990662;0.5971657091777608;0.6162028998306004
1.6666666666666667;0.7554626346198721;0.7927303020705464;0.6596779657586394;0.6639503839867132
2.3333333333333335;0.8957412394485448;0.9069436999143486;0.8379693236458312;0.8522532116437704
3.0;0.9410060909507152;0.9413900932929429;0.892243618277378;0.9218731777999724
2.3333333333333335;0.9248916027270202;0.9215840105310141;0.9028431218741956;0.8990733854863555
3.0;0.9110766904453812;0.9163545121487622;0.8440771199576967;0.8589058437159798
1.6666666666666667;0.9507683625790732;0.9412781587321215;0.9089502499700054;0.9193211766273383
3.0;0.9451193924345712;0.9389599291901973;0.9141741164856817;0.9244725025682176
2.6666666666666665;0.9321193244345166;0.9220926803948606;0.8752437526471484;0.8815057837040041
1.6666666666666667;0.9203315760745899;0.9053470358056868;0.8659783696312874;0.87151270730932
3.0;0.9457920263715417;0.9347036934923062;0.9096403801779102;0.9111340730667705
2.6666666666666665;0.9639871928085307;0.9416743338982747;0.9065964390936774;0.9196198976075485
2.6666666666666665;0.9077943089969895;0.9312425918586055;0.912251303082671;0.9168070126929884
2.0;0.8805856840366767;0.9377474016720554;0.9120222928574919;0.9065542691268608
2.0;0.9025805763195062;0.8642980394090659;0.8389920414759704;0.8493494177980517
2.6666666666666665;0.9763461764446397;0.9677103761732208;0.9512153178696406;0.951915459800309
1.0;0.8481806960948941;0.9429971527879757;0.9267522089364301;0.9273729272229623
3.0;0.9286291881063272;0.907421131143079;0.900354175391861;0.8979721386540699
3.0;0.9317375761511413;0.9231886791636078;0.8858827601342184;0.891658053993201
1.0;0.9131720072964887;0.9055011940026975;0.8639821133951746;0.8640779265534699
2.0;0.9205950596619313;0.9112089545891608;0.865959666093532;0.8582266849657443
2.0;0.9551830982429685;0.9527418089808483;0.9347863891602478;0.9223226931920682
0.0;0.7905939855969425;0.6452756282631976;0.6825753049695839;0.7367421419973885
1.3333333333333333;0.891247232758142;0.895524420270304;0.8512784773082499;0.8191201676172216
2.3333333333333335;0.9208380988981963;0.9164981730142793;0.8671109613588788;0.8702187349159871
0.3333333333333333;0.8488975210483354;0.833190305006838;0.7376707009018804;0.7530697149677826
1.0;0.9081810429199054;0.9217990156809672;0.8873503359724735;0.8803791522071476
3.0;0.9610526125632387;0.955581912641159;0.9229150624185913;0.9174271360496402
2.0;0.9248533385978481;0.9298617928597053;0.9018661703313301;0.8910137049435006
1.0;0.927007582545671;0.9230035307906576;0.8890517107187159;0.8808916844890471
1.3333333333333333;0.936440812689126;0.9232181285785166;0.9109527894251258;0.9034624057165982
1.6666666666666667;0.916730084999443;0.913358576436093;0.8716517024923824;0.8562397484666973
0.6666666666666666;0.9312983997854057;0.9202674011995258;0.900377076429326;0.8957149525124527
1.3333333333333333;0.9740442882992218;0.9790639117835693;0.9725871935680825;0.9668990844915876
2.0;0.9832559132978291;0.9805303037197732;0.9708771863664499;0.97237734474993
2.0;0.9575926527948004;0.9530270619527353;0.9299343180366735;0.9338481770673589
0.6666666666666666;0.9237580317969442;0.9107115175140378;0.8767994542163687;0.8736428761875764
3.0;0.9765488007702645;0.9675282293978678;0.9612733597110554;0.9611626613233664
3.0;0.9471725437440299;0.9444726934361772;0.9109328605803165;0.8988351688789712
1.3333333333333333;0.9613618810243904;0.9659761625882832;0.9333021016353202;0.9301302757104093
2.0;0.9590747783181942;0.9535943057899577;0.9329179176720631;0.9322699713531327
2.0;0.9373490385149168;0.9318687135054667;0.9128890535173436;0.9041138761763232
1.0;0.9070024721311937;0.9012218329862209;0.8767758525135081;0.8459533921430332
