Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Max
2.6666666666666665;0.9918169914444749;0.9918169914444749;0.9918138187595427
1.3333333333333333;0.9938352232396738;0.9938352232396738;0.9938352232396738
4.0;0.9951645331401238;0.9951645331401238;0.9951645331401238
2.6666666666666665;0.9831793538546824;0.9831793538546824;0.9831793538546821
2.6666666666666665;0.9717292137731854;0.9717292137731854;0.9717292137731854
1.6666666666666667;0.9962402770362507;0.9962402770362507;0.9883095387285902
2.3333333333333335;0.9937749119573962;0.9937749119573962;0.9937749119573962
1.0;0.9721478639027348;0.9721478639027348;0.9721436947667377
1.6666666666666667;0.9650601772801383;0.9650601772801383;0.9545956563458708
3.0;0.9642178312676309;0.9642178312676309;0.9642178312676309
1.6666666666666667;0.9897561366887918;0.9897561366887918;0.9897561366887918
1.3333333333333333;0.9867409113013208;0.9867409113013208;0.9867409113013208
1.3333333333333333;0.9855980505252898;0.9855980505252898;0.9855980505252898
1.0;0.9778479728948363;0.9778479728948363;0.9778479728948363
1.6666666666666667;0.9813361380191254;0.9813361380191254;0.9813361380191254
2.3333333333333335;0.9620353680559279;0.9620353680559279;0.9591565748632116
3.0;0.9722086268291624;0.9722086268291624;0.9767436503447532
2.3333333333333335;0.9914000059648662;0.9914000059648662;0.9935329102648114
3.0;0.9926796441671238;0.9926796441671238;0.9926796441671238
1.6666666666666667;0.9865516303258034;0.9865516303258034;0.9865516303258038
3.0;0.9959187341574903;0.9959187341574903;0.9959187341574904
2.6666666666666665;0.9731218221605582;0.9731218221605582;0.9704047884288856
1.6666666666666667;0.9732837858666512;0.9732837858666512;0.9732837858666512
3.0;0.9788681186121355;0.9788681186121355;0.9788681186121355
2.6666666666666665;0.9882887269121375;0.9882887269121375;0.995190988592077
2.6666666666666665;0.9986195345464444;0.9986195345464444;0.9986195345464444
2.0;0.9809319825949431;0.9809319825949431;0.9809379877256135
2.0;0.9778495157348802;0.9778495157348802;0.9778495157348801
2.6666666666666665;0.9914257219416388;0.9914257219416388;0.9914609563600647
1.0;0.9869720774111918;0.9869720774111918;0.9869720774111918
3.0;0.9959569516615523;0.9959569516615523;0.9959569516615522
3.0;0.9749827602114558;0.9749827602114558;0.9680521942484006
1.0;0.9971284400662477;0.9971284400662477;0.9972044831421774
2.0;0.97092538344923;0.97092538344923;0.9663390743077868
2.0;0.9991953744722833;0.9991953744722833;0.9991953744722833
0.0;0.97501921877047;0.97501921877047;0.9753591909376662
1.3333333333333333;0.9580784139585126;0.9580784139585126;0.9580784139585126
2.3333333333333335;0.9764099837408456;0.9764099837408456;0.9385513497663576
0.3333333333333333;0.9962442875271803;0.9962442875271803;0.9958087404020965
1.0;0.9897272939292847;0.9897272939292847;0.9906467454484369
3.0;0.9928439926691437;0.9928439926691437;0.9953853330686492
2.0;0.9872711152268885;0.9872711152268885;0.9872711152268885
1.0;0.9745766090222652;0.9745766090222652;0.9745049421395505
1.3333333333333333;0.9831163849642628;0.9831163849642628;0.9829052161033521
1.6666666666666667;0.9851992326302185;0.9851992326302185;0.9844920613494325
0.6666666666666666;0.971950943110385;0.971950943110385;0.9728751127888605
1.3333333333333333;0.9882443024152452;0.9882443024152452;0.9882443024152459
2.0;0.9938877127157949;0.9938877127157949;0.9938877127157943
2.0;0.9927961419867022;0.9927961419867022;0.9939192750317547
0.6666666666666666;0.9885521805699877;0.9885521805699877;0.9873911665788634
3.0;0.9944595137368206;0.9944595137368206;0.9948650851103429
3.0;0.9906140795851814;0.9906140795851814;0.9906140795851814
1.3333333333333333;0.9668009176388707;0.9668009176388707;0.9668009176388705
2.0;0.9909210748262116;0.9909210748262116;0.9909811001359787
2.0;0.9642029868428881;0.9642029868428881;0.9642798577946109
1.0;0.9952943664097148;0.9952943664097148;0.9946616643567256
1.6666666666666667;0.9853817131844774;0.9853817131844774;0.9845960037815441
2.0;0.9777814087450487;0.9777814087450487;0.977781408745049
0.3333333333333333;0.9702233413048675;0.9702233413048675;0.9702233413048675
2.3333333333333335;0.9717753725746291;0.9717753725746291;0.971775776543355
2.0;0.9951449988631056;0.9951449988631056;0.9951449988631056
1.3333333333333333;0.9888034635651365;0.9888034635651365;0.9888034635651365
2.6666666666666665;0.9999979445793769;0.9999979445793769;0.9999935858803146
1.0;0.9866937454989947;0.9866937454989947;0.9866937454989947
0.3333333333333333;0.9869867348253923;0.9869867348253923;0.9869318638587465
1.3333333333333333;0.9955614363886666;0.9955614363886666;0.9955614363886666
1.3333333333333333;0.9738409371953998;0.9738409371953998;0.9733800575572255
2.3333333333333335;0.977714500550457;0.977714500550457;0.9776768587129911
3.0;0.9846101442666328;0.9846101442666328;0.9846101442666328
3.0;0.9810035604942754;0.9810035604942754;0.9810035604942761
3.0;0.9933549916880136;0.9933549916880136;0.9933549916880141
1.3333333333333333;0.9811592551851114;0.9811592551851114;0.9811592551851109
3.0;0.9687080725295054;0.9687080725295054;0.9687080725295054
1.3333333333333333;0.9899078280963711;0.9899078280963711;0.9858569454586358
4.0;0.9919829896008165;0.9919829896008165;0.9919829896008165
2.6666666666666665;0.9799381324469819;0.9799381324469819;0.9768937228349677
0.3333333333333333;0.9750958361711984;0.9750958361711984;0.9750958361711984
0.0;0.9826529924518626;0.9826529924518626;0.9826529924518626
0.0;0.9936116411021509;0.9936116411021509;0.9936116411021509
0.0;0.9919057022340138;0.9919057022340138;0.9921344415605068
0.6666666666666666;0.9905925033253427;0.9905925033253427;0.9793787723049237
