Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
3.5;0.9945134016976701;0.9945134016976701;0.9958258144992149
2.5;0.9670865122720611;0.9670865122720611;0.9692391430856552
3.45;0.9516457764786119;0.9516457764786119;0.9555617674991732
4.0;0.9915385707706345;0.9915385707706345;0.9919690989224645
3.0;0.9482581096650786;0.9482581096650786;0.9603970279697667
2.0;0.9392520934860211;0.9392520934860211;0.9457990551021986
2.5;0.9764020364061895;0.9764020364061895;0.9804554019831421
3.0;0.9175082952760376;0.9175082952760376;0.9179002466422489
0.0;0.8412236793886347;0.8412236793886347;0.8702729975129396
2.5;0.9314732173589286;0.9314732173589286;0.9320134342569152
3.0;0.9909327424610687;0.9909327424610687;0.9918038304380559
0.5;0.8497034085231245;0.8497034085231245;0.8876938811118709
3.0;0.9641954627024242;0.9641954627024242;0.9729901382593422
4.1;0.9759889190866926;0.9759889190866926;0.977688837571635
3.5;0.9702417337029337;0.9702417337029337;0.968672011435322
4.0;0.9963558430621479;0.9963558430621479;0.9964640272518183
2.5;0.980424882998673;0.980424882998673;0.9814899948070489
4.0;0.9960837493206943;0.9960837493206943;0.9964527382759013
4.0;0.9773411367008372;0.9773411367008372;0.9801500414559956
4.1;0.962693708029262;0.962693708029262;0.9674055007942299
4.0;0.9942132925210145;0.9942132925210145;0.9855281180773969
3.0;0.9811771241017706;0.9811771241017706;0.9840140729887782
4.0;0.9740912448483899;0.9740912448483899;0.9760709359396978
3.0;0.9681134101037063;0.9681134101037063;0.9672766599515713
4.5;0.9938954025791177;0.9938954025791177;0.9952414955248827
3.5;0.9548448950235315;0.9548448950235315;0.9611008656434946
3.5;0.8272406936750292;0.8272406936750292;0.8683935113214027
3.0;0.9833771520674253;0.9833771520674253;0.9856175243051069
3.5;0.9921953677446289;0.9921953677446289;0.9926859774353983
4.0;0.9981971252304797;0.9981971252304797;0.9986176430725285
4.0;0.995102200715228;0.995102200715228;0.9954652849604226
4.0;0.9993605449716282;0.9993605449716282;0.9986525886020611
3.0;0.9394980665790482;0.9394980665790482;0.944346707228647
2.5;0.978212321293707;0.978212321293707;0.9787040481449334
2.5;0.9124423135502401;0.9152093987910257;0.9238198147474859
3.0;0.9499167096240086;0.9499167096240086;0.9590535239742287
0.0;0.8086377400273183;0.8086377400273183;0.8612919040487006
4.25;0.9714579588514645;0.9714579588514645;0.9749491504669663
3.0;0.9210704538353078;0.9210704538353078;0.9286820481079364
3.0;0.9251447902574116;0.9251447902574116;0.9324226419573989
4.0;0.9503483775631588;0.9503483775631588;0.9380299236475668
0.0;0.8587380502097692;0.8587380502097692;0.8807936495066774
3.5;0.924001945778673;0.924001945778673;0.9314835213756055
1.0;0.8386410727382378;0.8416190599843375;0.8669802402284748
0.0;0.8410133222117924;0.8410133222117924;0.8751828138599059
1.5;0.9256401501497985;0.9256401501497985;0.9535636467987921
3.6;0.9514418685113298;0.9514418685113298;0.9544646951104873
3.0;0.9555562012777021;0.9555562012777021;0.9735411430953146
3.0;0.9810282504911213;0.9810282504911213;0.9845176363804382
5.0;0.9829161465304325;0.9829161465304325;0.9838815137301823
3.5;0.9491937877530249;0.9491937877530249;0.9571216433688077
0.0;0.8539611786393754;0.8539611786393754;0.8683183807461045
4.0;0.9618693720679108;0.9618693720679108;0.9637322324221501
4.5;0.9869562513116574;0.9869562513116574;0.9902990600685764
3.0;0.9692263977055755;0.9692263977055755;0.9751465386522663
3.5;0.9772081403647888;0.9772081403647888;0.9789826760610119
4.0;0.9859196038271514;0.9859196038271514;0.9873954803512054
3.0;0.9858975273854983;0.9858975273854983;0.9882264746250242
3.0;0.9725789295014465;0.9725789295014465;0.9708717079658802
3.5;0.9806816764666267;0.9806816764666267;0.9785056303754688
2.5;0.9050801013313693;0.9050801013313693;0.9143328984259198
3.5;0.981379915125837;0.981379915125837;0.9819990723499825
3.5;0.8724469738964147;0.8724469738964147;0.8924430921228509
3.0;0.9662734464085566;0.9662734464085566;0.97256495798244
4.5;0.9743012787111841;0.9743012787111841;0.9595251065072667
2.5;0.9205463022641329;0.9182384943417661;0.9321805308186848
3.5;0.9064680973780376;0.9064680973780376;0.9121904111408162
3.0;0.9835195043752782;0.9835195043752782;0.9784173579937043
2.5;0.9601162390951793;0.9601162390951793;0.961289918089623
4.0;0.9675162923820857;0.9675162923820857;0.9681662269590757
