Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
3.5;0.9975855556642786;0.9987581385398426
2.5;0.9624791788453019;0.9711013617024833
3.45;0.95979058487933;0.9699534587769854
4.0;0.9861350454596004;0.9865281059415976
3.0;0.9354651888462484;0.9273827401863489
2.0;0.9320571240718875;0.9364083619409935
2.5;0.9726128223583022;0.9742451617501853
3.0;0.9179087997357765;0.9575333890361237
0.0;0.8695846301270969;0.8504442034641402
2.5;0.9235405842275071;0.9195269118024955
3.0;0.9813486744187958;0.9683262670136497
0.5;0.8835274476138489;0.8854480214424043
3.0;0.9678864515825256;0.9723612344914857
4.1;0.9752092487602475;0.9774708332501961
3.5;0.9631401275725371;0.9173091885545861
4.0;0.9914879313952444;0.993625054651628
2.5;0.969284948959349;0.9758035644433065
4.0;0.9934560807828037;0.9926165907716752
4.0;0.9795309621600843;0.9753853867726434
4.1;0.9656012526970235;0.9691774045824519
4.0;0.9846515862167661;0.9550871094326687
3.0;0.9790265060008884;0.9827393208013722
4.0;0.9844637519569115;0.9138721641897142
3.0;0.967166858189897;0.9656214111750789
4.5;0.9952036529223574;0.9953311920362687
3.5;0.9596819857872413;0.965563406000515
3.5;0.8447897169813686;0.8492125406889582
3.0;0.9858018940830097;0.9914873843984608
3.5;0.9911645447961638;0.9928811367783478
4.0;0.99863530562902;0.985918627075275
4.0;0.993772877618084;0.996420792116838
4.0;0.9986361190803438;0.9991507845706149
3.0;0.9395462833657178;0.9502939004770585
2.5;0.9719025230027666;0.9713964164520295
2.5;0.9285933156705303;0.8915659632813001
3.0;0.9616487978675528;0.9164375166295926
0.0;0.8654245925669108;0.8565073200890556
4.25;0.9546640044743061;0.9598622297441168
3.0;0.9137907827342874;0.9268095318930535
3.0;0.9389892303274356;0.9311231263556151
4.0;0.911862005981938;0.9410748181364675
0.0;0.8967668278851754;0.8520345124562522
3.5;0.9175966881753195;0.8961642356346982
1.0;0.8604265147728327;0.8301982316822207
0.0;0.856305479356644;0.8727407775317328
1.5;0.951146681056329;0.9168531205537294
3.6;0.9381490282569412;0.944980665682927
3.0;0.9670138561543619;0.9782848878523496
3.0;0.9832955116801211;0.9713019916379827
5.0;0.9840167273601675;0.988011534547254
3.5;0.9393090042599648;0.9337248814904268
0.0;0.8381656295575479;0.8501617096822291
4.0;0.9481927966786409;0.9269236690388244
4.5;0.9888442318264304;0.9657062473262549
3.0;0.9705638867337272;0.9653354636007137
3.5;0.970312730774388;0.9796493514669602
4.0;0.984245019741525;0.9902428640433146
3.0;0.9845748649940694;0.9893854911916284
3.0;0.967457247360424;0.9680798144476724
3.5;0.9653135284981997;0.9774320547182526
2.5;0.9103873060286805;0.9142322093311247
3.5;0.9735093577642652;0.9760157757362306
3.5;0.8987769159290243;0.8704879554645837
3.0;0.9652801292603403;0.9676642743231557
4.5;0.9543753795546507;0.9516234706835881
2.5;0.9312954192758051;0.9154265900483884
3.5;0.9255446990242339;0.9277222720736898
3.0;0.960050794590203;0.9647464280968535
2.5;0.9565718112882161;0.9605350093264281
4.0;0.9659973095849484;0.9393088292880504
3.5;0.9743046957128001;0.9268637057174745
3.5;0.9429966180525738;0.9141729827743736
3.0;0.9879617083005812;0.9888657223952843
2.5;0.9797676743645526;0.9830973200852273
4.0;0.9772016681722488;0.9794250300479058
3.5;0.9031517333039031;0.8879636556858593
2.5;0.8410748376444812;0.863988852412221
2.5;0.9478028830122364;0.962897078452681
5.0;0.9608006394563299;0.9587364736198714
4.25;0.9624466437226936;0.9656673214028636
2.5;0.9538405359345833;0.958030287498601
2.95;0.9416810867988971;0.9537951759499377
3.0;0.9781043438203673;0.9795863313125888
3.45;0.966544893251276;0.9742618137762571
2.5;0.9478409725518526;0.9553388130337788
0.5;0.9057952227361971;0.909981940441275
4.5;0.9365121163179814;0.9488313727045631
2.0;0.8518906912462261;0.8594408163450358
2.0;0.9263532898276647;0.9186973753639354
3.5;0.9929247170785754;0.9918163058138326
3.5;0.9811281619224802;0.9856523531452946
4.0;0.9906162061916777;0.991888273069408
3.5;0.9787884368658509;0.9797647062529318
4.0;0.9905376438999404;0.9934312848676681
2.5;0.9211234959936184;0.9346186217223449
3.0;0.9688021459911271;0.9736352390658409
3.0;0.9450723671122148;0.9480715211526436
3.0;0.8859997902268505;0.8950627342729625
1.0;0.8709430145851442;0.83853469907743
2.0;0.9398445260374826;0.9498044691266851
2.0;0.9088619031220477;0.9176241455054466
4.5;0.9899049122618133;0.9883331030166512
4.0;NaN;NaN
3.0;0.9777154132133417;0.9684527459672219
3.0;0.974978556306138;0.9764229499066975
4.15;0.9043702575995398;0.9430330293879108
2.5;0.9142794330139814;0.9208373690542485
3.5;0.9579396950880323;0.9635918020941714
4.0;0.913367872824324;0.9078953784586875
5.0;0.9654414377944892;0.965835905078034
4.8;0.996563805421387;0.996767307927194
0.0;0.797770882458422;0.8246800199035442
4.6;0.9622025091207279;0.9716780560200438
3.0;0.9393286608433858;0.9544454601441803
2.7;0.9432846155957451;0.9473653363557166
3.6;0.984103403956615;0.9781803331622216
3.75;0.9717680386432183;0.9741065792899659
3.65;0.898625885119115;0.9117436257989809
0.0;0.9474287619959776;0.9155074526095655
3.0;0.9309607331860403;0.9125732082030055
4.75;0.9922733028221231;0.9888449212725225
3.6;0.9901336905289108;0.9812793151834042
3.5;0.9874036657435963;0.9864661966142246
2.75;0.9685133702788195;0.9692966844523948
5.0;0.9800875389471824;0.9513733006321753
4.0;0.9517979082861145;0.9534747776670329
3.0;0.947964471213423;0.9652765410898388
3.5;0.9570650478959761;0.9413653314091844
3.35;0.9569500536441223;0.961260148111183
3.2;0.9570551836380486;0.8984179713272328
3.6;0.9508903456571212;0.962493551580252
3.75;0.9465691023655686;0.9715212305182406
4.0;0.9861416015705224;0.9880038729577988
3.75;0.9811671649686974;0.9732050757347426
3.5;0.9784078498741029;0.9803675025297077
3.5;0.9898674770809458;0.9889315431500091
4.25;0.9900365941213927;0.9908695836962702
0.0;0.862075344571519;0.8043226081473479
3.5;0.9726685630563461;0.9791848932393833
2.75;0.9257558617669203;0.9346558810163642
5.0;0.9794904728988983;0.9718414168376556
3.75;0.9787581518904307;0.9833648910491565
3.45;0.9607692594615053;0.9706138936501465
3.0;0.9860307132368997;0.9865288506801029
2.25;0.9166232742627523;0.9218094022597164
3.25;0.8874100566632896;0.8754592630297515
4.2;0.9672879049621583;0.9777579615271078
4.25;0.9808907603763469;0.9812097511744713
4.4;0.9746505841262707;0.9912101313875487
2.5;0.9634674626660631;0.9633692772719455
1.75;0.8923222389823611;0.8872788125788079
3.5;0.9595464863877633;0.9716361841680076
3.5;0.9813132104844481;0.9843165232742633
5.0;0.9995511732365506;0.9993918024005775
3.95;0.9834847394722219;0.9839563932308646
3.5;0.9632778028581399;0.9685218685482092
3.25;0.900349989764333;0.9047052088887845
4.5;0.9394944088565644;0.9014598450791415
0.0;0.8510581901772247;0.8522865828065855
3.1;0.9506728784450482;0.9490132786502578
3.5;0.9874093077540758;0.9881998351728595
4.25;0.9885193792629072;0.9796538760354122
2.75;0.9088397294266753;0.9081232788705881
3.5;0.9418011714721714;0.9365525315487091
4.5;0.9948229351561555;0.9927665928039622
3.5;0.9830449473403696;0.9663194114409192
2.9;0.9665402305971166;0.9671373303378215
3.0;0.9745495041475244;0.9564485947330363
3.0;0.9664726389653648;0.9699457931702147
3.0;0.9289335078586827;0.924690443956055
4.0;0.9291245865637381;0.9087620538512877
0.0;0.8081072324397475;0.8107649825117819
3.75;0.9660625345242959;0.9525880519622533
3.0;0.9908173715064241;0.9922377286758971
2.5;0.9137651205689231;0.9455230902498954
3.5;0.9835497060461129;0.9801264599948438
4.0;0.9463130430059777;0.9022440540462893
4.5;0.9599338920021223;0.9704960941692732
3.5;0.9765100270249965;0.9169368537193251
2.5;0.9407498448444431;0.8989930684338684
3.75;0.983909869603563;0.9867234584354132
3.5;0.94885153756158;0.9561434948982314
3.0;0.9475174103163175;0.9493976494182103
3.9;0.9494631516747967;0.9444516649446778
3.25;0.9388637796164846;0.9271946935151177
3.75;0.9926521417633;0.9905911210811121
3.4;0.9133632291946372;0.9119456789545171
4.75;0.9874703492198597;0.98929975528404
3.5;0.9587814557978297;0.9636035172151358
3.75;0.8662841420170849;0.8943665081628429
3.25;0.9163120540753538;0.9219564791380224
0.5;0.8423990456509012;0.8518313734322681
0.5;0.9407848018271313;0.9366708538708355
3.75;0.9802624056262087;0.940042556456379
3.25;0.9844637519569115;0.9138721641897142
2.5;0.8782577213849184;0.8352185127376074
4.95;0.9886941474782193;0.9344915483361602
0.0;0.8884885150020857;0.8672153846905268
3.4;0.9933707002452501;0.9902733500867114
3.0;0.98259263264835;0.9839481091366686
3.5;0.9480827470533594;0.9504216354579891
4.25;0.9919605483147649;0.9922200017257927
3.0;0.9961438157914597;0.9957367385641251
3.9;0.9847280849350484;0.970920683660455
3.25;0.9018791517050824;0.9018791517050824
3.0;0.9152876222871923;0.92226386521142
3.5;0.9443745775312724;0.9456543944912448
3.25;0.9466398856440015;0.9489222636814416
4.45;NaN;NaN
1.5;0.9289980793516877;0.9282779756409111
