Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max
2.6666666666666665;0.9918169914444749;0.9964642256066562
1.3333333333333333;0.9938352232396738;0.9941272898332034
4.0;0.9951645331401238;0.9818085332962404
2.6666666666666665;0.9831793538546824;0.9847399820975229
2.6666666666666665;0.9717292137731854;0.9938524686596888
1.6666666666666667;0.9962402770362507;0.998034641844935
2.3333333333333335;0.9937749119573962;0.9876549333610424
1.0;0.9721478639027348;0.9877231567033085
1.6666666666666667;0.9650601772801383;0.9650636256480554
3.0;0.9642178312676309;0.9719106856736663
1.6666666666666667;0.9897561366887918;0.9894247489133264
1.3333333333333333;0.9867409113013208;0.9891287063324097
1.3333333333333333;0.9855980505252898;0.9931049983612407
1.0;0.9778479728948363;0.9770014363677623
1.6666666666666667;0.9813361380191254;0.9821236929112914
2.3333333333333335;0.9620353680559279;0.9608514159843146
3.0;0.9722086268291624;0.9676998545153656
2.3333333333333335;0.9914000059648662;0.9962490449422212
3.0;0.9926796441671238;0.9954903173926483
1.6666666666666667;0.9865516303258034;0.9863535242155603
3.0;0.9959187341574903;0.9960114277219528
2.6666666666666665;0.9731218221605582;0.9898401904787484
1.6666666666666667;0.9732837858666512;0.9889224475945089
3.0;0.9788681186121355;0.9926242122639876
2.6666666666666665;0.9882887269121375;0.9867923013915327
2.6666666666666665;0.9986195345464444;0.9992571663991576
2.0;0.9809319825949431;0.9833245507614228
2.0;0.9778495157348802;0.9867949306651381
2.6666666666666665;0.9914257219416388;0.9978848099091802
1.0;0.9869720774111918;0.9997783444428257
3.0;0.9959569516615523;0.9919084731720464
3.0;0.9749827602114558;0.9927313809468454
1.0;0.9971284400662477;0.9971258094005052
2.0;0.97092538344923;0.9863013512283747
2.0;0.9991953744722833;0.9772743559682235
0.0;0.97501921877047;0.9813532993757493
1.3333333333333333;0.9580784139585126;0.9563620590754638
2.3333333333333335;0.9764099837408456;0.9755273002058946
0.3333333333333333;0.9962442875271803;0.9962001759771488
1.0;0.9897272939292847;0.9892829969128727
3.0;0.9928439926691437;0.98027988325715
2.0;0.9872711152268885;0.9903132850285502
1.0;0.9745766090222652;0.9745354409769419
1.3333333333333333;0.9831163849642628;0.9839068549624664
1.6666666666666667;0.9851992326302185;0.9922520729379707
0.6666666666666666;0.971950943110385;0.9924327082592573
1.3333333333333333;0.9882443024152452;0.9865427293418099
2.0;0.9938877127157949;0.9961778860489842
2.0;0.9927961419867022;0.9944959461501397
0.6666666666666666;0.9885521805699877;0.9928054023481723
3.0;0.9944595137368206;0.985690168369501
3.0;0.9906140795851814;0.9851125443460065
1.3333333333333333;0.9668009176388707;0.9678463469790467
2.0;0.9909210748262116;0.9909166238007618
2.0;0.9642029868428881;0.9648489669557407
1.0;0.9952943664097148;0.9961465467157831
1.6666666666666667;0.9853817131844774;0.9932091565772003
2.0;0.9777814087450487;0.9773109297746143
0.3333333333333333;0.9702233413048675;0.9877656482998665
2.3333333333333335;0.9717753725746291;0.9559562990318218
2.0;0.9951449988631056;0.9951743966527781
1.3333333333333333;0.9888034635651365;0.993071814211311
2.6666666666666665;0.9999979445793769;0.9999978667392839
1.0;0.9866937454989947;0.992743208672159
0.3333333333333333;0.9869867348253923;0.9939134331003056
1.3333333333333333;0.9955614363886666;0.9955610499005096
1.3333333333333333;0.9738409371953998;0.9763532746271741
2.3333333333333335;0.977714500550457;0.9788063038876262
3.0;0.9846101442666328;0.9959985004173966
3.0;0.9810035604942754;0.9668167217234801
3.0;0.9933549916880136;0.9925089860475038
1.3333333333333333;0.9811592551851114;0.978825019592036
3.0;0.9687080725295054;0.9632415067989866
1.3333333333333333;0.9899078280963711;0.9942309863613312
4.0;0.9919829896008165;0.9880357580674185
2.6666666666666665;0.9799381324469819;0.9792546953001112
0.3333333333333333;0.9750958361711984;0.9832557061222765
0.0;0.9826529924518626;0.9758989447745229
0.0;0.9936116411021509;0.9894333997092136
0.0;0.9919057022340138;0.9933189939566215
0.6666666666666666;0.9905925033253427;0.9810766682441813
0.3333333333333333;0.9924752499968088;0.9936783757180707
0.6666666666666666;0.9702611552527791;0.9816292515975592
0.3333333333333333;0.9957590439797022;0.9947882643997485
0.3333333333333333;0.9721393071839971;0.990098427645285
0.0;0.9937218698043372;0.9937389218082278
0.0;0.9861082335323447;0.9860530068910709
0.0;0.9552190928793042;0.9548730126386995
1.0;0.9827378635344056;0.9895645471803742
0.0;0.9800647946656137;0.9910920325121203
