Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
2.6666666666666665;0.9609743904708339;0.8171159716636109;0.9747381605902208;0.8171159716636109;0.9433550903077753;0.9482854444059527;0.9530519810994498;0.9482854444059527;0.9536838400389609;0.808742078132846;0.9772539634293755;0.808742078132846;0.9460624077822251;0.9577890370087164;0.9567716455303814;0.9577890370087164
1.3333333333333333;0.9788546040619773;0.9701033949913606;0.9830745317638812;0.9701033949913606;0.9280584423734991;0.9361548484038229;0.9203663478344051;0.9361548484038229;0.9497759894841716;0.9120799766345586;0.97081382654663;0.9120799766345586;0.9270945941382752;0.9386194659929025;0.9199402125000411;0.9386194659929025
4.0;0.9792836235071021;0.9584960750897886;0.9739451066107712;0.9584960750897886;0.974159830200993;0.9638932258915957;0.9713011523370211;0.9638932258915957;0.974159830200993;0.9638932258915957;0.9713011523370211;0.9638932258915957;0.974413995938662;0.9665807181386881;0.9720224735651679;0.9665807181386881
2.6666666666666665;0.9308970562929723;0.8657647913389517;0.9069884679296548;0.8657647913389517;0.956078202345643;0.9428303347256352;0.9493185422862953;0.9428303347256352;0.8378766571774814;0.8583061050885673;0.8073246400186868;0.8583061050885673;0.9529269010902931;0.9435138907705627;0.9485496013401559;0.9435138907705627
2.6666666666666665;0.9322251294892941;0.8073027976551533;0.9079923109308116;0.8073027976551533;0.9701208669785838;0.9355790231522191;0.9684989797287151;0.9355790231522191;0.8570152639167664;0.8498290307090588;0.8088307645168903;0.8498290307090588;0.9701208669785838;0.9355790231522191;0.9684989797287151;0.9355790231522191
1.6666666666666667;0.9866179269564559;0.9583493577341564;0.9864972193677467;0.9583493577341564;0.8758115308811684;0.9003686761638688;0.8717063040800437;0.9003686761638688;0.9654948827954823;0.930122427163583;0.9748409806068804;0.930122427163583;0.8831712279304252;0.8983893547586087;0.8723909658341187;0.8983893547586087
2.3333333333333335;0.973975040632436;0.9518896287837542;0.9691866099055308;0.9518896287837542;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016
1.0;0.902694607245006;0.7155341519976971;0.8703031417209339;0.7155341519976971;0.8682880578790738;0.8702919088234707;0.8700699356341621;0.8702919088234707;0.8014241911506436;0.7622095549498589;0.7431387712468529;0.7622095549498589;0.8682880578790738;0.8702919088234707;0.8700699356341621;0.8702919088234707
1.6666666666666667;0.9469179735388553;0.8053180148875217;0.9443881426065571;0.8053180148875217;0.9754812766444282;0.9498345004656462;0.9504367464264672;0.9498345004656462;0.8451007022957777;0.7839623487294543;0.7947539519759839;0.7839623487294543;0.967640864310352;0.9431859881511778;0.9456930053684661;0.9431859881511778
3.0;0.955672305714722;0.8051492691658585;0.9543924586238042;0.8051492691658585;0.9241473169413323;0.9456092725336852;0.9454751033777482;0.9456092725336852;0.8190121785612042;0.791934573487651;0.7994397343597683;0.791934573487651;0.9241473169413323;0.9456092725336852;0.9454751033777482;0.9456092725336852
