Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-none_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
2.6666666666666665;0.9544154186379038;0.9266208769142611;0.9402469625433603;0.9428172315656159
1.3333333333333333;0.8946391689327812;0.8645440115518681;0.8913389456304904;0.8623523392671859
4.0;0.9504096121306509;0.9486915859605195;0.9486915859605195;0.9486915859605195
2.6666666666666665;0.9135336873885034;0.9033767444673693;0.9033998831422642;0.9033767444673693
2.6666666666666665;0.920178706768411;0.9058590779512387;0.9058591259997708;0.9058590779512387
1.6666666666666667;0.8732285723079793;0.8626384599256367;0.8665874296990042;0.8641559306438495
2.3333333333333335;0.9387796858616705;0.9337917050339037;0.9337917050339037;0.9337917050339037
1.0;0.8511108359129305;0.8413625675946745;0.8413848514007747;0.8413625675946745
1.6666666666666667;0.9471291131774253;0.9483362992533639;0.9454295606486268;0.9483362992533639
3.0;0.8753973121860671;0.8564488841505493;0.8584551156365382;0.8564488841505493
1.6666666666666667;0.8957750743783184;0.8897565553287213;0.8897565553287213;0.8897565553287213
1.3333333333333333;0.8636585291699599;0.8533827873514253;0.8534057821421112;0.8533827873514253
1.3333333333333333;0.895084981291125;0.8918232514713448;0.8939128668408478;0.8918232514713448
1.0;0.8195359307654227;0.7917788155242597;0.7917788155242595;0.7917788155242597
1.6666666666666667;0.844812012723211;0.817276528934438;0.8175002657400425;0.817276528934438
2.3333333333333335;0.8844015341286564;0.8774827251304267;0.8797312215049387;0.8774827251304267
3.0;0.9457023318321461;0.9418992980828816;0.9422902608867415;0.9418992980828816
2.3333333333333335;0.9314941378759967;0.9262310299707519;0.9275285502025559;0.9262310299707519
3.0;0.9273430616211944;0.9236567791326001;0.9247172758001161;0.9236567791326001
1.6666666666666667;0.9395395835475133;0.935640373618642;0.937081446515978;0.9360402001969637
3.0;0.9302618556403485;0.9286209113325835;0.9286209113325835;0.9286209113325835
2.6666666666666665;0.8862353794719561;0.8739021346808035;0.8739021346808035;0.8739021346808035
1.6666666666666667;0.8844251795295831;0.8782810542330468;0.8782810542330468;0.8782810542330468
3.0;0.9153889868338688;0.9123168300098106;0.9123168300098106;0.9123168300098106
2.6666666666666665;0.926096480305794;0.9293653143118793;0.9239990690140621;0.9293653143118793
2.6666666666666665;0.9603142589115851;0.9562229224791265;0.9584279098723593;0.9562229224791265
2.0;0.9031172457487037;0.8877438490427444;0.9023787954702508;0.8871017756271196
2.0;0.852200161107515;0.8442276766309215;0.8489914466036709;0.8366069998131141
2.6666666666666665;0.9806489992254659;0.9797301999717581;0.9827815623316387;0.9822320263571985
1.0;0.9058229957292725;0.9007519557448923;0.896652697201704;0.9007519557448923
3.0;0.9436094218657136;0.950488924617953;0.9506663060640056;0.9405541096187429
3.0;0.9184327347676269;0.9064544408466791;0.9064544408466791;0.9021751444741694
1.0;0.9002945397823119;0.9002876522733348;0.9002876522733348;0.888942282853129
