Human;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
4.0;0.34782608695652173;0.34782608695652173;0.375;0.5161290168762207;0.5161290168762207;0.5454545021057129;0.5596330275229358;0.5596330275229358;0.5596330275229358;0.6153846153846154;0.6153846153846154;0.6428571428571429;0.5263157894736843;0.5263157894736843;0.5263157894736843;0.4281548369168046;0.4281548369168046;0.44257935950079375
3.0;0.15517241379310345;0.15517241379310345;0.19672131147540983;0.25641024112701416;0.25641024112701416;0.3146067261695862;0.2425373134328358;0.2425373134328358;0.2425373134328358;0.2903225806451613;0.2903225806451613;0.35294117647058826;0.3705179282868526;0.3705179282868526;0.3705179282868526;0.245815081008454;0.245815081008454;0.27588161540269973
2.2;0.13953488372093023;0.13953488372093023;0.13636363636363635;0.2222222089767456;0.2222222089767456;0.2181817889213562;0.22988505747126442;0.22988505747126442;0.22988505747126442;0.2608695652173913;0.2608695652173913;0.2608695652173913;0.25214899713467054;0.25214899713467054;0.25214899713467054;0.17823467526061604;0.17823467526061604;0.1759414053299556
3.2;0.18181818181818182;0.18181818181818182;0.2;0.2816901206970215;0.2816901206970215;0.29333335161209106;0.33231707317073167;0.33231707317073167;0.33231707317073167;0.4166666666666667;0.4166666666666667;0.44;0.4362934362934363;0.4362934362934363;0.4362934362934363;0.3226594959442861;0.3226594959442861;0.33505645575591825
3.2;0.24242424242424243;0.24242424242424243;0.21621621621621623;0.3404255509376526;0.3404255509376526;0.31372547149658203;0.3146067415730337;0.3146067415730337;0.3146067415730337;0.4;0.4;0.36363636363636365;0.3876404494382022;0.3876404494382022;0.3876404494382022;0.3716505923065341;0.3716505923065341;0.3542922675065822
3.2;0.18604651162790697;0.18604651162790697;0.23255813953488372;0.2950819730758667;0.2950819730758667;0.3492063283920288;0.2985781990521327;0.2985781990521327;0.2985781990521327;0.32;0.32;0.38461538461538464;0.3408521303258145;0.3408521303258145;0.3408521303258145;0.23797400046818273;0.23797400046818273;0.2697939313817348
1.4;0.07692307692307693;0.07692307692307693;0.07692307692307693;0.125;0.125;0.125;0.2554347826086957;0.2554347826086957;0.2554347826086957;0.1875;0.1875;0.1875;0.15540540540540537;0.15540540540540537;0.15540540540540537;0.10687688202333086;0.10687688202333086;0.10687688202333086
3.0;0.125;0.125;0.125;0.21621620655059814;0.21621620655059814;0.21621620655059814;0.31176470588235294;0.31176470588235294;0.31176470588235294;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.30996309963099633;0.30996309963099633;0.30996309963099633;0.22934518496679432;0.22934518496679432;0.22934518496679432
1.4;0.12;0.11764705882352941;0.11538461538461539;0.19672131538391113;0.19354838132858276;0.1904761791229248;0.24766355140186913;0.25116279069767444;0.25116279069767444;0.24;0.23076923076923078;0.2222222222222222;0.19759036144578312;0.19711538461538458;0.19711538461538458;0.15538222599679613;0.15328953783218324;0.15131421425377373
3.0;0.13043478260869565;0.13043478260869565;0.17777777777777778;0.2539682388305664;0.2539682388305664;0.3125;0.2941176470588235;0.2941176470588235;0.2941176470588235;0.3;0.3;0.38095238095238093;0.2892156862745098;0.2892156862745098;0.2892156862745098;0.17263946389396376;0.17263946389396376;0.20835740159974145
3.0;0.23809523809523808;0.23809523809523808;0.23809523809523808;0.32786887884140015;0.32786887884140015;0.32786887884140015;0.3308823529411765;0.3308823529411765;0.3308823529411765;0.5;0.5;0.5;0.3820754716981132;0.3820754716981132;0.3820754716981132;0.3087534582488965;0.3087534582488965;0.3087534582488965
1.0;0.05405405405405406;0.05405405405405406;0.05405405405405406;0.09090906381607056;0.09090906381607056;0.09090906381607056;0.19354838709677424;0.19354838709677424;0.19354838709677424;0.2;0.2;0.2;0.13013698630136983;0.13013698630136983;0.13013698630136983;0.058722021951470346;0.058722021951470346;0.058722021951470346
3.0;0.11764705882352941;0.11764705882352941;0.11764705882352941;0.19999998807907104;0.19999998807907104;0.19999998807907104;0.2987012987012987;0.2987012987012987;0.2987012987012987;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.23529411764705888;0.23529411764705888;0.23529411764705888;0.25925540001515446;0.25925540001515446;0.25925540001515446
2.0;0.20454545454545456;0.20454545454545456;0.1956521739130435;0.35087716579437256;0.35087716579437256;0.33898305892944336;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.375;0.375;0.36;0.37119113573407203;0.37119113573407203;0.37119113573407203;0.30946095531688045;0.30946095531688045;0.30320566276317706
2.4;0.21428571428571427;0.21428571428571427;0.2;0.34285712242126465;0.34285712242126465;0.3243243098258972;0.30625;0.30625;0.30625;0.42857142857142855;0.42857142857142855;0.4;0.38247011952191234;0.38247011952191234;0.38247011952191234;0.3459509481327182;0.3459509481327182;0.3356975076782625
3.4;0.25806451612903225;0.2727272727272727;0.29411764705882354;0.4390243887901306;0.45454543828964233;0.47826087474823;0.3921568627450981;0.4;0.4;0.42105263157894735;0.45;0.5;0.4593639575971732;0.47017543859649125;0.47017543859649125;0.35334381966896866;0.36267723183219613;0.3763658815457571
3.0;0.25;0.25;0.24390243902439024;0.38596493005752563;0.38596493005752563;0.37931036949157715;0.2282608695652174;0.2282608695652174;0.2282608695652174;0.45454545454545453;0.45454545454545453;0.43478260869565216;0.3571428571428571;0.3571428571428571;0.3571428571428571;0.34034463651797225;0.34034463651797225;0.33591649707140236
2.0;0.13513513513513514;0.1282051282051282;0.125;0.25531917810440063;0.2448979616165161;0.24000000953674316;0.22560975609756095;0.22560975609756095;0.22560975609756095;0.2777777777777778;0.25;0.25;0.2295081967213115;0.23026315789473684;0.23026315789473684;0.1536146374276839;0.14744219749342147;0.1451367302215013
3.2;0.3;0.3;0.3125;0.4651162624359131;0.4651162624359131;0.4583333134651184;0.33532934131736525;0.33532934131736525;0.33532934131736525;0.47368421052631576;0.47368421052631576;0.5;0.47770700636942676;0.47770700636942676;0.47770700636942676;0.4308451172982307;0.4308451172982307;0.4383656353904691
2.0;0.1951219512195122;0.1951219512195122;0.21428571428571427;0.3103448152542114;0.3103448152542114;0.32786887884140015;0.29929577464788737;0.29929577464788737;0.29929577464788737;0.42105263157894735;0.42105263157894735;0.45;0.32018561484918795;0.32018561484918795;0.32018561484918795;0.278652667805051;0.278652667805051;0.291835453491435
3.0;0.14814814814814814;0.14814814814814814;0.20689655172413793;0.22857141494750977;0.22857141494750977;0.307692289352417;0.28358208955223885;0.28358208955223885;0.28358208955223885;0.3333333333333333;0.3333333333333333;0.42857142857142855;0.32258064516129037;0.32258064516129037;0.32258064516129037;0.2324532297460399;0.2324532297460399;0.2749635470954769
1.2;0.07142857142857142;0.07142857142857142;0.06896551724137931;0.11764705181121826;0.11764705181121826;0.1111111044883728;0.23376623376623373;0.23376623376623373;0.23376623376623373;0.18181818181818182;0.18181818181818182;0.16666666666666666;0.1228070175438597;0.1228070175438597;0.1228070175438597;0.06917144638660747;0.06917144638660747;0.06622661785325219
3.4;0.2631578947368421;0.2631578947368421;0.35;0.3999999761581421;0.3999999761581421;0.5230768918991089;0.40086206896551724;0.40086206896551724;0.40086206896551724;0.45454545454545453;0.45454545454545453;0.56;0.4832535885167464;0.4832535885167464;0.4832535885167464;0.3932710413659084;0.3932710413659084;0.4441840123120084
1.8;0.1111111111111111;0.1111111111111111;0.1;0.1860465407371521;0.1860465407371521;0.16326528787612915;0.3131868131868132;0.3131868131868132;0.3131868131868132;0.2222222222222222;0.2222222222222222;0.21052631578947367;0.31547619047619047;0.31547619047619047;0.31547619047619047;0.16946930596096454;0.16946930596096454;0.16073181798326802
3.6;0.18518518518518517;0.18518518518518517;0.20689655172413793;0.2857142686843872;0.2857142686843872;0.31578946113586426;0.3656716417910447;0.3656716417910447;0.3656716417910447;0.35714285714285715;0.35714285714285715;0.4;0.31355932203389836;0.31355932203389836;0.31355932203389836;0.25748519112671353;0.25748519112671353;0.2732050747964232
2.0;0.12121212121212122;0.12121212121212122;0.14705882352941177;0.19512194395065308;0.19512194395065308;0.21739131212234497;0.23699421965317924;0.23699421965317924;0.23699421965317924;0.2857142857142857;0.2857142857142857;0.3333333333333333;0.20363636363636362;0.20363636363636362;0.20363636363636362;0.1549338930186106;0.1549338930186106;0.17523981967722252
2.4;0.18604651162790697;0.18181818181818182;0.1956521739130435;0.36666667461395264;0.3606557250022888;0.375;0.34065934065934067;0.34191176470588236;0.34191176470588236;0.47058823529411764;0.47058823529411764;0.5;0.4170854271356784;0.4181360201511335;0.4181360201511335;0.3092352005037342;0.3068411466803511;0.31722859245792256
3.4;0.13043478260869565;0.13043478260869565;0.13043478260869565;0.2222222089767456;0.2222222089767456;0.2222222089767456;0.19999999999999996;0.19999999999999996;0.19999999999999996;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.1797752808988764;0.1797752808988764;0.1797752808988764;0.24117759991699078;0.24117759991699078;0.24117759991699078
3.0;0.1794871794871795;0.1794871794871795;0.19047619047619047;0.2641509175300598;0.2641509175300598;0.28070175647735596;0.32547169811320753;0.32547169811320753;0.32547169811320753;0.3684210526315789;0.3684210526315789;0.4;0.3753501400560224;0.3753501400560224;0.3753501400560224;0.2896639189862068;0.2896639189862068;0.2984344601808302
4.0;0.16666666666666666;0.16666666666666666;0.16129032258064516;0.27027028799057007;0.27027028799057007;0.2631579041481018;0.3049645390070922;0.3049645390070922;0.3049645390070922;0.3125;0.3125;0.3125;0.31707317073170727;0.31707317073170727;0.31707317073170727;0.2972309783453096;0.2972309783453096;0.29360039326994536
4.0;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.41379308700561523;0.41379308700561523;0.41379308700561523;0.32258064516129037;0.32258064516129037;0.32258064516129037;0.6;0.6;0.6;0.38743455497382195;0.38743455497382195;0.38743455497382195;0.42360678582905004;0.42360678582905004;0.42360678582905004
3.4;0.2857142857142857;0.2857142857142857;0.3103448275862069;0.41025638580322266;0.41025638580322266;0.4285714030265808;0.2802197802197802;0.2802197802197802;0.2802197802197802;0.5714285714285714;0.5714285714285714;0.6;0.40727272727272723;0.40727272727272723;0.40727272727272723;0.40183418473575844;0.40183418473575844;0.41618488774265705
