Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Sum;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
4.0;0.914135987643934;0.914135987643934;0.9690216183201639;0.8434599981955407;0.8434599981955407;0.9257305399905698
3.0;0.9494594437534243;0.9494594437534243;0.9760946730317911;0.8581414864779958;0.8581414864779958;0.9202352978308699
2.2;0.928982745482043;0.928982745482043;0.9641115077552112;0.8657199355755528;0.8657199355755528;0.9197503093661554
3.2;0.9688153642504874;0.9712437195711462;0.982995215479281;0.9205682122037117;0.9237840052734625;0.947649212008317
3.2;0.9608070110551665;0.9608070110551665;0.9727935780741838;0.8989610244193279;0.8989610244193279;0.9048489757644718
3.2;0.919945967700847;0.919945967700847;0.9628622780421769;0.8613880797490581;0.8613880797490581;0.9215965968689485
1.4;0.8526254390154121;0.8526254390154121;0.9250715798332082;0.7498052327632001;0.7498052327632001;0.8529421275876152
3.0;0.9587370209900437;0.9602063004719363;0.9734000634533058;0.901910327762869;0.90410404460804;0.9299472904460618
1.4;0.9195184700884742;0.9195184700884742;0.939135710674944;0.8345801450274452;0.8345801450274452;0.8649330077554176
3.0;0.9521928685473118;0.9521928685473118;0.980105723637577;0.891056695576534;0.891056695576534;0.9467991533090427
3.0;0.9520106697672177;0.9571710023835749;0.9764314688870872;0.8916573821218544;0.8978766007553851;0.9367117634711181
1.0;0.8951766064797525;0.8951766064797525;0.9390813892554298;0.7622836468435683;0.7622836468435683;0.8400965140056521
3.0;0.8682888941100504;0.8682888941100504;0.9251965594851385;0.7494231871578012;0.7494231871578012;0.8105723431733995
2.0;0.9476728266931708;0.9443769257550487;0.9657787255624541;0.8781605739077184;0.8729003751671786;0.9264242143248865
2.4;0.9737316231412274;0.9737316231412274;0.9753315613429587;0.8871809154691715;0.8871809154691715;0.9097709164502913
3.4;0.9631698410495102;0.9631698410495102;0.9810619634033935;0.9110859772474377;0.9110859772474377;0.9400085384191679
3.0;0.9518346341657643;0.9518346341657643;0.9759187166523187;0.9009653056886247;0.9009653056886247;0.9382195856207528
2.0;0.8918676786839485;0.8918676786839485;0.9404574053135741;0.8092992361407073;0.8092992361407073;0.8900003285418789
3.2;0.9654873261761204;0.9654873261761204;0.9789819402372361;0.9152027538379794;0.9152027538379794;0.9404907613643214
2.0;0.9372788964132498;0.9372788964132498;0.9353021844452646;0.9207579214873236;0.9207579214873236;0.9076327255017967
3.0;0.9047166950973679;0.9047166950973679;0.9615493361800752;0.8258786631090931;0.8258786631090931;0.9105225417697059
1.2;0.9254542149121653;0.9254542149121653;0.9611308700605075;0.7550262244776094;0.7550262244776094;0.8694122192366565
3.4;0.9340558719125233;0.9340558719125233;0.9593319258709504;0.8264276735133477;0.8264276735133477;0.8777634842264689
1.8;0.9185056883108643;0.9185056883108643;0.9442437156217273;0.850057977990173;0.850057977990173;0.884725276750018
3.6;0.882431923945365;0.882431923945365;0.9546598493423039;0.7679393233108774;0.7679393233108774;0.8957786700582658
2.0;0.8745029056570585;0.8745029056570585;0.9433028346150091;0.8227648024307338;0.8227648024307338;0.8922856351879249
2.4;0.8622024187663234;0.8622024187663234;0.9471035328091623;0.8003740512767686;0.8003740512767686;0.9127760406415035
3.4;0.890863990494333;0.890863990494333;0.9325364733778023;0.7684832810669895;0.7684832810669895;0.8377032603657777
3.0;0.9504829256937138;0.9504829256937138;0.967165023868707;0.8443492477269434;0.8443492477269434;0.8882887314909572
4.0;0.9528477913578413;0.9558616969788397;0.9619158201145908;0.7999598515963957;0.8091969194001457;0.8379426260965237
4.0;0.950931195621458;0.950931195621458;0.9663449384094446;0.8923925401742658;0.8923925401742658;0.9274081309759016
3.4;0.9667489681921945;0.9667489681921945;0.9747745849201528;0.8682972037493312;0.8682972037493312;0.9096440510668695
3.4;0.9548760534451984;0.9548760534451984;0.9643808981922236;0.8171965874853727;0.8171965874853727;0.8752250920847663
3.0;0.8562341708957645;0.8562341708957645;0.9016957842549091;0.6737590443375597;0.6737590443375597;0.7864835571438702
2.0;0.877113568439905;0.877113568439905;0.9097535445204591;0.7683382189415552;0.7683382189415552;0.7992627008243444
3.8;0.9392353421812417;0.9490810350002036;0.9672407391472996;0.8654576070852602;0.8800089792760686;0.92160348300377
3.4;0.9424569385585507;0.9445433991824477;0.9660262674912946;0.8641559667382983;0.8622825633859124;0.9320321100446363
2.0;0.8724878341025153;0.8724878341025153;0.946251382093791;0.6444360905805552;0.6444360905805552;0.8044466396860378
4.0;0.9137295964444611;0.9137295964444611;0.9386392591071028;0.8153445802148678;0.8153445802148678;0.8739196669363992
3.2;0.9440804160830312;0.9440804160830312;0.9706840954415118;0.9010212751014588;0.9010212751014588;0.9259722768536051
2.2;0.791042988024109;0.791042988024109;0.8905035353729568;0.6510783486021531;0.6510783486021531;0.7961995876509131
3.0;0.9578693312794491;0.9578693312794491;0.9789967153708843;0.9008816125996617;0.9008816125996617;0.9483908509868827
