Human;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.9509705613951223;0.9509705613951223;0.9509705613951223
2.5;0.8267539115098456;0.8267539115098456;0.8267539115098456
3.45;0.8119276318708842;0.8119276318708842;0.8119276318708842
4.0;0.9632065315356892;0.9632065315356892;0.9632065315356892
3.0;0.5757870344821654;0.5757870344821654;0.5757870344821654
2.0;0.6552645221828359;0.6552645221828359;0.6552645221828359
2.5;0.861116662792344;0.861116662792344;0.861116662792344
3.0;0.7857021529432374;0.7857021529432374;0.7857021529432374
0.0;0.3601053149464766;0.3601053149464766;0.3601053149464766
2.5;0.7116103333027419;0.7116103333027419;0.7116103333027419
3.0;0.9203415644777324;0.9203415644777324;0.9203415644777324
0.5;0.4670332916142434;0.4670332916142434;0.4670332916142434
3.0;0.7491136430268516;0.7491136430268516;0.7491136430268516
4.1;0.9121385441273134;0.9121385441273134;0.9121385441273134
3.5;0.8135383827499875;0.8135383827499875;0.8135383827499875
4.0;0.9652062137762676;0.9652062137762676;0.9652062137762676
2.5;0.723747382708242;0.9853398670081045;0.723747382708242
4.0;0.9580988599505242;0.9580988599505242;0.9580988599505242
4.0;0.925473808906506;0.925473808906506;0.925473808906506
4.1;0.8030887611806754;0.8030887611806754;0.8030887611806754
4.0;0.8901071154670085;0.8901071154670085;0.8901071154670085
3.0;0.903392480657619;0.903392480657619;0.903392480657619
4.0;0.8951921021143049;0.8951921021143049;0.8951921021143049
3.0;0.8493403118559184;0.8493403118559184;0.8493403118559184
4.5;0.9746682260148406;0.9746682260148406;0.9746682260148406
3.5;0.9028421181355674;0.9028421181355674;0.9028421181355674
3.5;0.5338960545348952;0.5338960545348952;0.5338960545348952
3.0;0.9148094591518228;0.9148094591518228;0.9148094591518228
3.5;0.9693161044696645;0.9693161044696645;0.9693161044696645
4.0;0.9918521313075399;0.9918521313075399;0.9918521313075399
4.0;0.9801641227954034;0.9801641227954034;0.9801641227954034
4.0;0.9422186409237036;0.9422186409237036;0.9422186409237036
3.0;0.8697456719154726;0.8697456719154726;0.8697456719154726
2.5;0.8741678671075696;0.8741678671075696;0.8741678671075696
2.5;0.6517297260180857;0.6517297260180857;0.6517297260180857
3.0;0.8497064581094939;0.8497064581094939;0.8497064581094939
0.0;0.257042509423525;0.257042509423525;0.257042509423525
4.25;0.8365208971145544;0.8365208971145544;0.8365208971145544
3.0;0.7381138382712342;0.7381138382712342;0.7381138382712342
3.0;0.767322111353931;0.767322111353931;0.767322111353931
4.0;0.7994664019099715;0.7994664019099715;0.7994664019099715
0.0;0.4328594318430134;0.4328594318430134;0.4328594318430134
3.5;0.8215264083200425;0.8215264083200425;0.8215264083200425
1.0;0.4797068386913042;0.4797068386913042;0.4797068386913042
0.0;0.3524183796810935;0.3524183796810935;0.3524183796810935
1.5;0.7029024855334151;0.7029024855334151;0.7029024855334151
3.6;0.7442488480476954;0.7442488480476954;0.7442488480476954
3.0;0.8985787157846038;0.8985787157846038;0.8985787157846038
3.0;0.8890552418886418;0.8890552418886418;0.8890552418886418
5.0;0.9064116635985602;0.9064116635985602;0.9064116635985602
3.5;0.6063460224475776;0.6063460224475776;0.6063460224475776
0.0;0.34992654482210755;0.34992654482210755;0.34992654482210755
4.0;0.8147903790603332;0.8147903790603332;0.8147903790603332
4.5;0.9690641226552088;0.9690641226552088;0.9690641226552088
3.0;0.8661629435453607;0.8661629435453607;0.8661629435453607
3.5;0.8913972046830357;0.8913972046830357;0.8913972046830357
4.0;0.9462194014843034;0.9462194014843034;0.9462194014843034
3.0;0.92308505219451;0.92308505219451;0.92308505219451
3.0;0.8054073306749936;0.8054073306749936;0.8054073306749936
3.5;0.8766576656029342;0.8766576656029342;0.8766576656029342
2.5;0.6214263592591359;0.6214263592591359;0.6214263592591359
3.5;0.8996824470015035;0.8996824470015035;0.8996824470015035
3.5;0.5566831023849097;0.5566831023849097;0.5566831023849097
3.0;0.9000441760897592;0.9000441760897592;0.9000441760897592
4.5;0.5914099051687125;0.5914099051687125;0.5914099051687125
2.5;0.6367731390980487;0.6367731390980487;0.6367731390980487
3.5;0.6377767765752307;0.6377767765752307;0.6377767765752307
3.0;0.8535320758999722;0.8535320758999722;0.8535320758999722
2.5;0.8187259561567193;0.8187259561567193;0.8187259561567193
4.0;0.833337649199799;0.833337649199799;0.833337649199799
3.5;0.8824531633695452;0.8824531633695452;0.8824531633695452
3.5;0.6535315054121379;0.6535315054121379;0.6535315054121379
3.0;0.8899547894875115;0.8899547894875115;0.8899547894875115
2.5;0.9331724153837658;0.9331724153837658;0.9331724153837658
4.0;0.8119095725300063;0.8119095725300063;0.8119095725300063
3.5;0.7023160393003274;0.7023160393003274;0.7023160393003274
2.5;0.6001985880280267;0.6001985880280267;0.6001985880280267
2.5;0.8861542912782879;0.8861542912782879;0.8861542912782879
5.0;0.8930226311590652;0.8930226311590652;0.8930226311590652
4.25;0.837606240086917;0.837606240086917;0.837606240086917
2.5;0.7626558084349815;0.7626558084349815;0.7626558084349815
2.95;0.9060644381891705;0.9060644381891705;0.9060644381891705
3.0;0.9150933432877658;0.9150933432877658;0.9150933432877658
3.45;0.9341216560352599;0.9341216560352599;0.9341216560352599
2.5;0.8732122647453674;0.8732122647453674;0.8732122647453674
0.5;0.7297680041394184;0.7297680041394184;0.7297680041394184
4.5;0.5633930705097203;0.5633930705097203;0.5633930705097203
2.0;0.5610955772928238;0.5610955772928238;0.5610955772928238
2.0;0.6595271212730895;0.6595271212730895;0.6595271212730895
3.5;0.9653815859903919;0.9653815859903919;0.9653815859903919
3.5;0.899360452684647;0.899360452684647;0.899360452684647
4.0;0.9297843718633202;0.9297843718633202;0.9297843718633202
3.5;0.9320850446785501;0.9324430974750318;0.9324430974750318
4.0;0.9307341593739178;0.9307341593739178;0.9307341593739178
2.5;0.7054655359607942;0.7054655359607942;0.7054655359607942
3.0;0.8155635186070906;0.8155635186070906;0.8155635186070906
3.0;0.6826924002080841;0.6826924002080841;0.6826924002080841
3.0;0.6148942860034589;0.6148942860034589;0.6148942860034589
1.0;0.4054633059598275;0.4054633059598275;0.4054633059598275
2.0;0.7996812395538264;0.8147737774205505;0.7996812395538264
2.0;0.3982262559533925;0.3982262559533925;0.3982262559533925
4.5;0.9395761355862304;0.9395761355862304;0.9395761355862304
4.0;NaN;NaN;NaN
3.0;0.9487958441882502;0.9487958441882502;0.9487958441882502
3.0;0.916345279631316;0.916345279631316;0.916345279631316
4.15;0.8853915136558024;0.8853915136558024;0.8853915136558024
2.5;0.6911150739996988;0.6911150739996988;0.6911150739996988
3.5;0.7487242317211147;0.7487242317211147;0.7487242317211147
4.0;0.6187698541621661;0.6187698541621661;0.6187698541621661
5.0;0.94828636112447;0.94828636112447;0.94828636112447
4.8;0.9621686475515671;0.9621686475515671;0.9621686475515671
0.0;0.23808827810344327;0.23808827810344327;0.23808827810344327
4.6;0.8494155054600312;0.8494155054600312;0.8494155054600312
3.0;0.8281322018151018;0.8281322018151018;0.8281322018151018
2.7;0.6572157071694391;0.6572157071694391;0.6572157071694391
3.6;0.9468290638027572;0.9468290638027572;0.9468290638027572
3.75;0.9471614019266541;0.9471614019266541;0.9471614019266541
3.65;0.7608326570347257;0.7608326570347257;0.7608326570347257
0.0;0.5487609247505556;0.5487609247505556;0.5487609247505556
3.0;0.7587043993227438;0.7587043993227438;0.7587043993227438
4.75;0.908291295995654;0.908291295995654;0.908291295995654
3.6;0.9761850351985987;0.9761850351985987;0.9761850351985987
3.5;0.9099316550323238;0.9099316550323238;0.9099316550323238
2.75;0.780456224108284;0.780456224108284;0.780456224108284
5.0;0.8705253387576412;0.8705253387576412;0.8705253387576412
4.0;0.7225901386425218;0.7225901386425218;0.7225901386425218
3.0;0.8778487841022236;0.8778487841022236;0.8778487841022236
3.5;0.7623605767852527;0.7623605767852527;0.7623605767852527
3.35;0.7556786388452874;0.7556786388452874;0.7556786388452874
3.2;0.8959631775301891;0.8959631775301891;0.8959631775301891
3.6;0.7638491226712282;0.7638491226712282;0.7638491226712282
3.75;0.8959257012952235;0.8959257012952235;0.8959257012952235
4.0;0.9578602969191692;0.9578602969191692;0.9578602969191692
3.75;0.9234354588870536;0.9234354588870536;0.9234354588870536
3.5;0.8636633810638351;0.8636633810638351;0.8636633810638351
3.5;0.9006988437881668;0.9006988437881668;0.9006988437881668
4.25;0.9457630502865646;0.9457630502865646;0.9457630502865646
0.0;0.36586247208618816;0.36586247208618816;0.36586247208618816
3.5;0.859506032192834;0.859506032192834;0.859506032192834
2.75;0.6498215803145944;0.6498215803145944;0.6498215803145944
5.0;0.9553822144592029;0.9553822144592029;0.9553822144592029
