Human;Jaccard_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Jaccard_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.8461538461538461;0.8461538461538461;0.8666666666666667;0.9166666865348816;0.9166666865348816;0.9285714030265808;0.8736842105263158;0.8736842105263158;0.8811881188118812;1.0;1.0;1.0;0.9230769230769231;0.9230769230769231;0.9278350515463918;0.9182664487713408;0.9182664487713408;0.9238080113930722
2.5;0.4166666666666667;0.4166666666666667;0.39285714285714285;0.6499999761581421;0.6499999761581421;0.6086956262588501;0.6149732620320856;0.6149732620320856;0.5853658536585367;0.7692307692307693;0.7692307692307693;0.7857142857142857;0.6729559748427674;0.6729559748427674;0.6510263929618768;0.6276137544134723;0.6276137544134723;0.6189873541827379
3.45;0.47058823529411764;0.47058823529411764;0.45454545454545453;0.6399999856948853;0.6399999856948853;0.6060606241226196;0.5172413793103448;0.5172413793103448;0.505050505050505;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.631578947368421;0.631578947368421;0.6326530612244898;0.640256300457617;0.640256300457617;0.6331121383900173
4.0;0.7049180327868853;0.7049180327868853;0.72;0.8318583965301514;0.8318583965301514;0.8354430198669434;0.6987951807228916;0.6987951807228916;0.7091836734693877;1.0;1.0;1.0;0.8235294117647058;0.8235294117647058;0.8305252725470763;0.8357261827667766;0.8357261827667766;0.8401932669770041
3.0;0.15789473684210525;0.15789473684210525;0.20689655172413793;0.25;0.25;0.307692289352417;0.3982300884955752;0.3982300884955752;0.3841059602649006;0.3333333333333333;0.3333333333333333;0.4;0.30434782608695654;0.30434782608695654;0.291497975708502;0.2636750490563073;0.2636750490563073;0.2982050807568877
2.0;0.24;0.24;0.29411764705882354;0.375;0.375;0.4399999976158142;0.49593495934959353;0.49593495934959353;0.5135135135135135;0.4;0.4;0.45454545454545453;0.42105263157894735;0.42105263157894735;0.44982698961937717;0.38114916731037085;0.38114916731037085;0.4147727272727273
2.5;0.42;0.42;0.5;0.5789473652839661;0.5789473652839661;0.6725664138793945;0.5443786982248521;0.5443786982248521;0.5714285714285714;0.75;0.75;0.8157894736842105;0.5843920145190562;0.5843920145190562;0.6284875183553598;0.5920786519367064;0.5920786519367064;0.6285196280683336
3.0;0.3888888888888889;0.3888888888888889;0.3684210526315789;0.5925925970077515;0.5925925970077515;0.5714285373687744;0.6;0.6;0.5769230769230769;0.5833333333333334;0.5833333333333334;0.5833333333333334;0.5851528384279476;0.5851528384279476;0.5726495726495726;0.5765205676627783;0.5765205676627783;0.5663271609375367
0.0;0.0;0.0;0.13793103448275862;0.0;0.0;0.3500000238418579;0.22330097087378642;0.22330097087378642;0.31506849315068497;0.0;0.0;0.26666666666666666;0.043010752688172005;0.043010752688172005;0.21886792452830184;0.0;0.0;0.12171612389003691
2.5;0.3125;0.3125;0.35294117647058826;0.476190447807312;0.476190447807312;0.52173912525177;0.5591397849462365;0.5591397849462365;0.5729166666666667;0.5;0.5;0.5454545454545454;0.4540540540540541;0.4540540540540541;0.47120418848167545;0.4764608712150541;0.4764608712150541;0.49921170783720276
