Human;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;USE_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
4.0;0.45178577419349636;0.4517857811126732
3.0;0.5754257283573544;0.5754257277470916
2.2;0.480668081923878;0.4806680972131197
3.2;0.7133703279281917;0.7133703554241412
3.2;0.584359900243205;0.584359897188317
3.2;0.5308887757164796;0.5308887837136048
1.4;0.30157631137419144;0.3015763073601968
3.0;0.3763518095335362;0.3763518267859363
1.4;0.4297739643134648;0.4297739757740412
3.0;0.5433661217889378;0.5433661061175398
3.0;0.5429377891921262;0.5429377959087321
1.0;0.1699888920366819;0.16998887407568403
3.0;0.3025634545589779;0.30256345828489395
2.0;0.42142892375219626;0.42142894197517355
2.4;0.5284709327638647;0.528470930831582
3.4;0.39851673356772666;0.39851673235749097
3.0;0.536948849119468;0.5369488635325118
2.0;0.2128953162902642;0.21289532592067822
3.2;0.6341331295802105;0.6341331310815139
2.0;0.6843587054496474;0.6843587255444507
3.0;0.5582869893835767;0.5582869752310904
1.2;0.20895563328166936;0.20895564470223357
3.4;0.6165950943676727;0.616595082774492
1.8;0.3745744676767117;0.3745744535068902
3.6;0.5530199128126605;0.5530199038658552
2.0;0.5132021198228122;0.5132021255205289
2.4;0.4122439330084353;0.4122439609099402
3.4;0.1901464555764099;0.1901464381683763
3.0;0.5023015826636772;0.5023015978583897
4.0;0.20185289096099024;0.20185290522207455
4.0;0.5286317872600437;0.528631792542215
3.4;0.5454917392257244;0.5454917337964256
3.4;0.27951074949310944;0.27951075281149634
3.0;0.013355736289979306;0.013355745288911482
2.0;0.34335882517978156;0.34335883064212624
3.8;0.7048885313400907;0.7048885278969802
3.4;0.5517584356254034;0.5517584332087715
2.0;0.3360788808417767;0.33607890182698696
4.0;0.5926306123794967;0.5926305918884671
3.2;0.6199690749720947;0.6199691000847503
2.2;0.24483046911579281;0.24483046236873188
3.0;0.5985448516253598;0.5985448301159824
2.0;0.33292106040939945;0.3329210683279804
0.6;0.45090971208601344;0.45090973594739353
3.2;0.4684426130798421;0.4684426189987875
3.6;0.4304266634348104;0.4304266720817158
1.0;0.3823940926708697;0.3823940748439875
1.8;0.5279895626807226;0.5279895495965067
2.8;0.13425852482373563;0.13425851972442113
2.8;0.1625752843518344;0.16257526309574735
1.8;0.48654408490214296;0.48654413196619023
1.8;0.36646389407894064;0.3664638822115361
2.6;0.5663561839051875;0.5663561614633915
1.4;0.18721278966083868;0.18721279848617411
3.0;0.3325221717042201;0.33252217501706155
0.6;0.211556075214548;0.2115560513117784
1.8;0.44128711502349754;0.44128711463750053
3.0;0.3536526585005368;0.3536526478834979
3.0;0.5379726270665405;0.5379726653932836
3.8;0.6737481066123933;0.6737481003438389
2.4;0.38285692595675264;0.3828569299567312
3.6;0.5222304665541209;0.5222304490423739
2.8;0.577961973707323;0.5779619452752119
3.6;0.5587493832291255;0.5587493881319957
3.0;0.5817276613164198;0.5817276679773364
0.0;0.2692702030871824;0.2692701836322734
0.0;0.06850292542789017;0.06850295667952967
0.2;0.17170366328163597;0.17170365598809006
0.0;0.1613111452883075;0.1613111760163043
0.2;0.18222511262819535;0.18222509009001694
0.2;0.020530358798336392;0.020530392571872603
1.8;0.34101966849662896;0.34101965636045434
1.4;0.34441064946647576;0.34441066258454767
1.8;0.15738181104377338;0.15738179362003177
2.0;0.38801617673618294;0.3880161624079394
0.0;0.14297133754889865;0.1429713507491775
0.8;0.2936705913655584;0.29367059722464245
2.2;0.396192130281626;0.39619215215034126
1.4;0.33162551463912615;0.33162550760122944
1.8;0.5062744358948408;0.5062744118977724
3.0;0.516456280945837;0.5164562882726915
1.2;0.35565264408719005;0.3556526519774529
0.2;0.09529147433942549;0.09529149272632147
0.2;0.12601349319161326;0.12601351124780988
0.6;0.24476900204565405;0.2447690296817769
0.2;0.14836055464067593;0.14836057454126364
0.2;0.06042754351862997;0.060427535917251765
0.0;0.08491789340561981;0.08491789025421372
0.2;0.22559171983419377;0.2255917058461663
0.2;-0.10215986815638901;-0.10215985732103101
2.0;0.21961121142749598;0.2196112181763558
2.8;0.48965088274671476;0.48965088755518343
2.0;0.2495621720125479;0.24956220696051434
4.0;0.6762468659487397;0.676246875074652
3.0;0.5471805712890562;0.5471805729025759
3.2;0.4182209913837817;0.418221018201872
1.6;0.12706853472649365;0.12706854794266165
2.4;0.2891225944307404;0.2891225883499446
3.2;0.357395500602552;0.35739550397141173
1.8;-0.07019260588435536;-0.07019260554242697
