Human;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;oubiobert-base-uncasedoubiobert-base-uncased_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;scibert_scivocab_uncased_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstractpubmedbert-base-uncased-abstract_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;BiomedNLP-PubMedBERT-base-uncased-abstract-fulltextpubmedbert-base-uncased-abstract-fulltext_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;biobert_v1.0_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;biobert_v1.0_pmc_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;biobert_v1.0_pubmed_pmc_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;ncbi_bert_pubmed_mimic_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-12_h-768_a-12_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;ncbi_bert_pubmed_uncased_l-24_h-1024_a-16_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;bio+clinicalbert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;bio+dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;clinicalbert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;dischargesummarybert_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;biobert_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nltk2018stopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-biosses2017stopwords_cf-default_ner-none;biobert_large_v1.1_pubmed_tok-wordpiecetokenizer_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.9746078593729431;0.9746078593729431;0.9748712051889772;0.9944360639970944;0.9944360639970944;0.9941994620284571;0.9974976693757632;0.9974976693757632;0.9983156589711057;0.9973368080943823;0.9973368080943823;0.9979812211135086;0.98516044531995;0.98516044531995;0.9879770875241674;0.9934141739307566;0.9934141739307566;0.989335685508127;0.9931561779691892;0.9931561779691892;0.9909484764060194;0.9855129302876268;0.9855129302876268;0.9863596639095698;0.9877007453785731;0.9877007453785731;0.989020939161236;0.9808445657441399;0.9808445657441399;0.9798999900909326;0.967564780493749;0.967564780493749;0.9873981553184906;0.9915714949635729;0.993636580461387;0.9949030141258786;0.9909351430978064;0.9925109014349126;0.994491802815084;0.9926144027670192;0.9929798790790784;0.9939086937846404;0.992501520928446;0.9927212010038332;0.9949832925221681;0.9810676666140364;0.9810676666140364;0.9862535977334161;0.9951323068422955;0.9951323068422955;0.9939771401968086
2.5;0.8859041366616656;0.8859041366616656;0.8715204238296909;0.9587766827667579;0.9587766827667579;0.9581033873412335;0.9864295592566074;0.9864295592566074;0.9882787582233346;0.9895508627596954;0.9895508627596954;0.9902935024260283;0.9792238308967387;0.9792238308967387;0.9752705153161073;0.9853025904325404;0.9853025904325404;0.982115211215189;0.9869369669403809;0.9869369669403809;0.9818683887600326;0.9551285809444309;0.9551285809444309;0.934387966840445;0.9703543624715454;0.9703543624715454;0.9680313245897543;0.9665054796480076;0.9665054796480076;0.9555105215916485;0.9641044135418138;0.9641044135418138;0.9639499605390163;0.9792898475239681;0.979703700106917;0.9858333995111522;0.9761676798533642;0.9828321843187536;0.9809311130966452;0.9842643313526087;0.980853621961498;0.984078482478433;0.9812061347695394;0.9850691895250797;0.9861489552235939;0.9739182901045231;0.9739182901045231;0.9693272301960522;0.9897892295782286;0.9897892295782286;0.9844191490858197
3.45;0.8980772721254496;0.8980772721254496;0.9066190620490925;0.9665449074509292;0.9665449074509292;0.9637361745958491;0.9794078049648212;0.9794078049648212;0.9864180432330026;0.9862075156956018;0.9862075156956018;0.9881484192095181;0.9829560976449345;0.9829560976449345;0.9751205269897866;0.9839536431971315;0.9839536431971315;0.9803881674801551;0.9771713582229206;0.9771713582229206;0.9793242692275361;0.9612262970886825;0.9612262970886825;0.9562696871312596;0.970472720300752;0.970472720300752;0.9684210298429917;0.9489173470146135;0.9489173470146135;0.9307603596089489;0.959519840758933;0.959519840758933;0.9694382556425467;0.9820853907138775;0.980341012699099;0.9810034858880139;0.9805872595903145;0.982647669754333;0.9810006040278746;0.9803468327276964;0.9800018903410251;0.9826103407839416;0.9766551550996166;0.9827104763092097;0.9836232065429564;0.9693217828526632;0.9693217828526632;0.9647648110470726;0.9729210406810935;0.9729210406810935;0.9296672357917284
4.0;0.9793808941963932;0.9794737807102176;0.9848290046998444;0.9148439060760354;0.9148439060760354;0.9392621087149302;0.9977546941649819;0.9977560938086952;0.9981941933733948;0.9965201702014219;0.9965631076202757;0.9973535255860029;0.9406864101736473;0.9406864101736473;0.9702628477005688;0.9521231723804946;0.9521231723804946;0.9702095232297692;0.9502143708500072;0.9502143708500072;0.965586085312388;0.9136112212522697;0.9136112212522697;0.9006581125764757;0.9277656244115366;0.9277656244115366;0.9459109668799364;0.8758506596860445;0.8758506596860445;0.8830083673819044;0.917198115486429;0.917198115486429;0.9462683894022859;0.9538536901675392;0.9577136126923721;0.9827784718554244;0.9456381571691158;0.9465268181043771;0.9776863457224014;0.9575282531157149;0.955559401888648;0.9768663180625733;0.9548035667787584;0.9550234908716356;0.9778728488179046;0.9167009675373142;0.9167009675373142;0.9553382037862972;0.978710591700516;0.978710591700516;0.9615866721278057
3.0;0.8636262186071858;0.8636262186071858;0.8343078073713434;0.9455802470082639;0.9455802470082639;0.9406750415572849;0.9807150940403163;0.9807150940403163;0.9716428053212146;0.976608187950457;0.976608187950457;0.9840344104288469;0.9655529088800641;0.9655529088800641;0.96731726607756;0.9642167948796629;0.9642167948796629;0.9693528820381597;0.960502652102108;0.960502652102108;0.958162822676948;0.8838248696085009;0.8838248696085009;0.903265518864432;0.8637464980122436;0.8637464980122436;0.9304571290429238;0.8874592048800873;0.8874592048800873;0.8416627012340159;0.9260387791926679;0.9260387791926679;0.9388655721510256;0.9357551605640424;0.9429059179035688;0.9647889605790358;0.9434885057066388;0.9542090318606392;0.9633951454573367;0.9562620290409825;0.9462266027427638;0.9635949114396879;0.9510923734452603;0.942893424586328;0.965596876026251;0.9467148191341541;0.9467148191341541;0.954163312369505;0.9830335158149964;0.9830335158149964;0.970585764185039
2.0;0.8422093970702766;0.8422093970702766;0.787393038793288;0.9459788468219638;0.9459788468219638;0.9429417123839083;0.9815427430653626;0.9815427430653626;0.9745255946754485;0.9762605125414283;0.9762605125414283;0.973371833585728;0.9583453587188384;0.9583453587188384;0.9636898783787959;0.9647771944257765;0.9647771944257765;0.9654093178016362;0.9407622835407276;0.9407622835407276;0.9573939716439885;0.9087726989564036;0.9087726989564036;0.9186528695252089;0.9061937165166876;0.9061937165166876;0.9309463727527346;0.87666059236331;0.87666059236331;0.8894332188806078;0.9360972868859831;0.9360972868859831;0.9358687128165185;0.9725265360192007;0.9636721687012172;0.9807886788403037;0.9671214016512116;0.9652455510792924;0.97814921983657;0.9605271241356961;0.9634453586344296;0.9803998052181099;0.960335621164202;0.9672096237171754;0.9794151745550552;0.9252013300060626;0.9252013300060626;0.9578067766263099;0.9689427862632727;0.9689427862632727;0.9665264622718583
2.5;0.9418663012189793;0.9404061395006093;0.9443011992535617;0.9432305892894839;0.9432305892894839;0.9667535309141441;0.9955523456364923;0.9956437342582105;0.9955618731689394;0.991324363782192;0.9915633885625327;0.9939939710502973;0.981962535970456;0.981962535970456;0.9846046786101152;0.9859901567544223;0.9859901567544223;0.9742952787341116;0.9749068042717436;0.9749068042717436;0.980287967774003;0.9623639000267532;0.9623639000267532;0.9462780598864298;0.9654814752631268;0.9654814752631268;0.9538481083420144;0.9491151596271814;0.9491151596271814;0.9511895507930124;0.9517263080345164;0.9517263080345164;0.965929008714694;0.9887466149526628;0.9870418974476026;0.9916092789178798;0.9887604333476393;0.9890602235302064;0.9898637094719848;0.9878292560145138;0.9884536869398101;0.9894161865381165;0.988237932125925;0.9876386372948639;0.9911056693761171;0.9738169618176797;0.9738169618176797;0.9828155827773369;0.9920514328275735;0.9920514328275735;0.9836783981670681
3.0;0.9208812951720293;0.9208812951720293;0.9185735518661432;0.9610821435378958;0.9610821435378958;0.9625310604897093;0.9919227553175529;0.9919227553175529;0.9912059064873247;0.9909027897535398;0.9909027897535398;0.9911199291199037;0.9858592543876514;0.9858592543876514;0.9865053813625777;0.9864894560768406;0.9864894560768406;0.9866505190245776;0.9817412620639132;0.9817412620639132;0.979717253843299;0.8859214536385728;0.8859214536385728;0.9154809340701939;0.9369952655233966;0.9369952655233966;0.9510992461176866;0.7446626010205118;0.7446626010205118;0.8329922284235791;0.8645400429127583;0.8645400429127583;0.875143245450199;0.9893004461778295;0.989404719023501;0.9909052389794789;0.9898054758471556;0.9901635345050994;0.9883303756582743;0.9899284899304971;0.9877236502437915;0.9872197342270792;0.9885254053537559;0.9884666315591968;0.9915899755935481;0.9750134314461494;0.9750134314461494;0.9707347551617511;0.9787575924699002;0.9787575924699002;0.9659227469177455
0.0;0.7704664938358262;0.7635389786995495;0.7115030603887512;0.9236877458577504;0.9272156474738354;0.8892080343360225;0.9615960203453154;0.9655220496706548;0.9527981667167881;0.9552506964792654;0.952673080532292;0.9604243487165519;0.8925018290149899;0.8917649302902182;0.9189633519281903;0.9296579529270875;0.9253147345318254;0.9160778966731125;0.8971967724197817;0.8882695179617677;0.8736405457471961;0.7728956801624843;0.7839803942675247;0.7027297319277653;0.7897297486058498;0.793278736800825;0.8825564556901412;0.8377650761228583;0.8432156793689982;0.7305171310049405;0.8254881349484909;0.8327911515590721;0.9170335999245144;0.928823835776049;0.9308116761433177;0.9721439897180714;0.9263527443090857;0.9440813724347344;0.9710579164281914;0.9210400964807757;0.93328779341871;0.9702917878387519;0.9239299943255028;0.9336726275273326;0.9782951758734123;0.8994537153837615;0.8941050989143614;0.9008133874157437;0.9534860033266461;0.9571989400945845;0.9379344601912429
2.5;0.8473492088119177;0.8473492088119177;0.8314411110871133;0.956930702473933;0.956930702473933;0.9540191601564872;0.9795444443535237;0.9795444443535237;0.9755458407583807;0.9795647251807154;0.9795647251807154;0.9819684957759868;0.9564743337385327;0.9564743337385327;0.9719393902093799;0.973450519532579;0.973450519532579;0.9789432835948677;0.9531362198422875;0.9531362198422875;0.9683683045748377;0.89488081618269;0.89488081618269;0.8995300763143923;0.9173487301422821;0.9173487301422821;0.9261183913071809;0.9016476716845968;0.9016476716845968;0.9353571913865317;0.9397133933907759;0.9397133933907759;0.9368238653519317;0.9606283182191414;0.9604837057554809;0.9696646270286686;0.9624256999162485;0.9573711037331762;0.9651971108943024;0.9597459610237321;0.9598961145059579;0.9640069672487767;0.9591853052345661;0.9717385260219962;0.9652445992262049;0.9466516602073437;0.9466516602073437;0.9464365581820925;0.9681421432292545;0.9681421432292545;0.9626441919368096
