Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none_Sum;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum
2.6666666666666665;0.9969497065784962;0.9965990018625118;0.9987280150423573
1.3333333333333333;0.9927740787509031;0.9923552300654748;0.9979523434336358
4.0;0.9981566873123553;0.9974829426522172;0.9994915829791696
2.6666666666666665;0.9963813679266148;0.9963813679266148;0.9980580055865039
2.6666666666666665;0.9980018737331312;0.9978260264395737;0.998946877372423
1.6666666666666667;0.9912304355747353;0.9908154652284061;0.9980017977937976
2.3333333333333335;0.9806743627513447;0.9806743627513447;0.9966229515239728
1.0;0.991027085034981;0.991027085034981;0.9967953525152647
1.6666666666666667;0.993644664843227;0.993644664843227;0.9929544103445964
3.0;0.9916685460363056;0.9916685460363056;0.9988521028752874
1.6666666666666667;0.9947436184852649;0.9947436184852649;0.9989308231143192
1.3333333333333333;0.9925404921532416;0.9925404921532416;0.9960105416679642
1.3333333333333333;0.9849949967698578;0.9849949967698578;0.9963135812315845
1.0;0.9926773511505367;0.9926773511505367;0.9939433902121322
1.6666666666666667;0.994736428736909;0.994736428736909;0.9939765563952313
2.3333333333333335;0.9605749319681857;0.9605749319681857;0.991267115794956
3.0;0.9760696858502651;0.9760696858502651;0.9951274965847786
2.3333333333333335;0.997008434059554;0.997008434059554;0.9989426968648941
3.0;0.9974220332275903;0.9974220332275903;0.9979937723889339
1.6666666666666667;0.9954398342036006;0.9954398342036006;0.9987301185809254
3.0;0.9935783737454087;0.9935783737454087;0.9963358210175501
2.6666666666666665;0.9955916595899016;0.9955916595899016;0.9976099916701502
1.6666666666666667;0.9914911604743536;0.9914911604743536;0.99394817606131
3.0;0.9937234097618439;0.9929846431142296;0.996831204699375
2.6666666666666665;0.9904719763163575;0.9904719763163575;0.9957453503648744
2.6666666666666665;0.9886532363732219;0.9886532363732219;0.9990517454905425
2.0;0.983891276961203;0.983891276961203;0.9936822615626357
2.0;0.9930073213684913;0.9930073213684913;0.996965069687673
2.6666666666666665;0.9988687703587567;0.9988687703587567;0.9994551194953504
1.0;0.9963277550865344;0.9963277550865344;0.9984123257444018
3.0;0.9900846231250352;0.9900846231250352;0.9920559967464629
3.0;0.9971895397088415;0.9971895397088415;0.9985513933840904
1.0;0.9956698965505564;0.9956698965505564;0.9980397731582951
2.0;0.9830655714957466;0.9851361278875664;0.9911658855461073
2.0;0.9878102857787151;0.9907219524112227;0.997203238162853
0.0;0.9788826352884745;0.979682505430472;0.9900825833163933
1.3333333333333333;0.9950406855170071;0.9924103902193065;0.9975580402694266
2.3333333333333335;0.998586205756851;0.998586205756851;0.9959386368616548
0.3333333333333333;0.9972076763260026;0.9972076763260026;0.9970243840070858
1.0;0.987027673063306;0.987027673063306;0.9986678128894919
3.0;0.9987262167270026;0.9987262167270026;0.9997429959043513
2.0;0.9809357601773125;0.9835169467473149;0.9959589832128104
1.0;0.9976069411206515;0.9976069411206515;0.9971618100705143
1.3333333333333333;0.9977080587033302;0.9977080587033302;0.9983797389511971
1.6666666666666667;0.9796610570942272;0.9784560383321639;0.9890178037342284
0.6666666666666666;0.9945143166137281;0.9945143166137281;0.9981061973308751
