Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
3.5;1.0000000000000002;1.0000000000000002;1.0
2.5;0.9982134410449081;0.9982134410449081;0.9984720013722409
3.45;0.98341189529261;0.98341189529261;0.9890375512471717
4.0;0.9998691715215803;0.9998691715215803;0.9992556854253958
3.0;0.9954258788734491;0.9954258788734491;0.9946370270481907
2.0;0.9837059067645537;0.9837059067645537;0.9906299701321235
2.5;0.9987086517892677;0.9987086517892677;0.9990910558098755
3.0;0.9797196677623183;0.9797196677623183;0.9797230682127118
0.0;0.9844807922126896;0.9844807922126896;0.982560342400636
2.5;0.9870808477838846;0.9870808477838846;0.9870808775191718
3.0;0.9885985311961839;0.9885985311961839;0.9926082673685909
0.5;0.9566725210648831;0.9566725210648831;0.9762674921734112
3.0;0.9866180222381828;0.9866180222381828;0.9932267693774509
4.1;0.9999757304075348;0.9999757304075348;0.9999765413176889
3.5;0.996132542732108;0.996132542732108;0.9718565232101164
4.0;0.9998715460498031;0.9998715460498031;0.999871546049803
2.5;0.9992300589693679;0.9992300589693679;0.9968044355782443
4.0;0.9983141141769196;0.9983141141769196;0.999951451156062
4.0;0.9982338405691699;0.9982338405691699;0.9990360092054998
4.1;0.9924001198541318;0.9924001198541318;0.9927245808699692
4.0;0.9928912302002657;0.9928912302002657;0.9943755988321169
3.0;0.9943958857421965;0.9943958857421965;0.9967779598932859
4.0;0.9851190070141759;0.9851190070141759;0.987357200560556
3.0;0.9864608319633454;0.9864608319633454;0.9903698036660913
4.5;0.9999999138948217;0.9999999138948217;0.9999999188913874
3.5;0.9883097218847291;0.9883097218847291;0.9842510322758072
3.5;0.9973269554711881;0.9973269554711881;0.9928665469018727
3.0;0.9983768930751468;0.9983768930751468;0.9988801357339323
3.5;0.9999077393426568;0.9999077393426568;0.9990605751941226
4.0;0.9999942838561123;0.9999942838561123;1.0000000000000002
4.0;0.998289374515821;0.998289374515821;0.9999421331511881
4.0;0.9999999999999998;0.9999999999999998;1.0000000000000004
3.0;0.9980481668157487;0.9980481668157487;0.9975100470738667
2.5;0.9956943904621333;0.9956943904621333;0.9956981822314486
2.5;0.9965238740156408;0.9965238116315661;0.9965374739584805
3.0;0.9541866382938811;0.9541866382938811;0.9858371754470843
0.0;0.9795426458152735;0.9795426458152735;0.959725551766298
4.25;0.9937263925626941;0.9937263925626941;0.9930478700962333
3.0;0.9862342073604997;0.9862342073604997;0.9864533473432101
3.0;0.9978955315566902;0.9978955315566902;0.9944894716597595
4.0;0.9987711147759725;0.9987711147759725;0.9967435691711747
0.0;0.9906257046713537;0.9906257046713537;0.9909833954823185
3.5;0.994201453801002;0.994201453801002;0.9912603276863893
1.0;0.9853619778017885;0.9853990323950806;0.98598285652881
0.0;0.9921956892990322;0.9921956892990322;0.9952052044296905
1.5;0.9851636817006177;0.9851636817006177;0.9978900047378964
3.6;0.9984996507429144;0.9984996507429144;0.9791756875327386
3.0;0.9995893394931444;0.9995893394931444;0.9998706685168263
3.0;0.9991959403845183;0.9991959403845183;0.9993322939544629
5.0;0.9972705167699211;0.9972705167699211;0.9973879206316493
3.5;0.995288819147597;0.995288819147597;0.9882259065036294
0.0;0.9670581499104997;0.9670581499104997;0.9843685510815047
4.0;0.9961945133289845;0.9961945133289845;0.9954439546278843
4.5;0.9999312417951353;0.9999312417951353;0.999931553123989
3.0;0.9935264409960533;0.9935264409960533;0.9972226016928943
3.5;0.9969673688465077;0.9969673688465077;0.9970099849349873
4.0;0.9999784129984761;0.9999784129984761;0.9999784129984758
3.0;0.9887764770176765;0.9887764770176765;0.9923920412070323
3.0;0.9582638131973218;0.9582638131973218;0.9713163032762702
3.5;0.964893539029781;0.964893539029781;0.9773950148582572
2.5;0.9775167215871937;0.9775167215871937;0.9721909571606271
3.5;0.9966748940290547;0.9966748940290547;0.9940349220653845
3.5;0.9923945098666506;0.9923945098666506;0.9885590540959794
3.0;0.9914642999869558;0.9914642999869558;0.9891803147869751
4.5;0.9727412105723817;0.9727412105723817;0.8254950254652409
2.5;0.9930877988982239;0.9930877988982237;0.9893071294531898
3.5;0.9955136289828358;0.9955136289828358;0.9962196721567426
3.0;0.9992336843004441;0.9992336843004441;0.9961681166909993
2.5;0.997605406155502;0.997605406155502;0.9960482697722721
4.0;0.97937383577188;0.97937383577188;0.9793658570753646
3.5;0.9701295537842666;0.9701295537842666;0.9848435846925478
3.5;0.9451951367064909;0.9451951367064909;0.9747466266641072
3.0;0.9986715916734522;0.9986715916734522;0.998952354305868
2.5;0.9956909966857528;0.9956909966857528;0.9956909966857526
4.0;0.9963339742231546;0.9963339742231546;0.9939706074417376
3.5;0.8252035115940247;0.8281417591319531;0.8292955206493597
2.5;0.9553062469241711;0.9553062469241712;0.9867557646712778
2.5;0.9986862673889392;0.9986862673889392;0.9986930414802349
5.0;0.9992667694894719;0.9992667694894719;0.9997418856961431
4.25;0.9805355545179774;0.9805355545179774;0.994178118999626
2.5;0.9959670284340045;0.9959670284340045;0.9952626149671616
2.95;0.9663865613330749;0.9663865613330749;0.9877726216720775
3.0;0.9996185051859071;0.9996185051859071;0.9996185051859064
3.45;0.9999894516764075;0.9999894516764075;0.9999898084487131
2.5;0.9915733846560773;0.9915733846560773;0.9915733846560775
0.5;0.9373097561037088;0.9373097561037088;0.9692999533894037
4.5;0.9526515657487844;0.9526515657487844;0.9863008145195756
2.0;0.9997097364754908;0.9997097364754908;0.999438136578735
2.0;0.9882197047138891;0.9881643029776155;0.9884454041681096
3.5;0.9999983207875295;0.9999983207875295;0.9999983298975483
3.5;0.9995630622949894;0.9995630622949894;0.9987434052244016
4.0;0.9995270560952084;0.9995270560952084;0.999583662086584
3.5;0.9988740021783179;0.9988740021783179;0.9975960118466248
4.0;0.9999998688913502;0.9999998688913502;0.9999998689636349
2.5;0.9683718501508516;0.9698826631290728;0.9826085774505386
3.0;0.9955131875039274;0.9955131875039274;0.9955571591141005
3.0;0.9939909418407618;0.9939909418407618;0.994064360785247
3.0;0.993775977949787;0.993775977949787;0.9923995520516758
1.0;0.9946658583432205;0.9946658583432205;0.9771693771345019
2.0;0.9713103531994839;0.9713103531994839;0.9778598439140942
2.0;0.9970885802405934;0.9970885802405934;0.9989210340148225
4.5;0.9700914807849506;0.9700914807849506;0.9843130535337395
4.0;NaN;NaN;NaN
3.0;0.9903185544622108;0.9903185544622108;0.989059640388784
3.0;0.9990260650140066;0.9990260650140066;0.9999914537276219
4.15;0.9995764663823957;0.9995764663823957;0.9437299921832613
2.5;0.9961124081191158;0.9961124081191158;0.9913448892247593
3.5;0.9959186362547593;0.9959186362547593;0.9960918040559855
4.0;0.9935395360471873;0.9936051162275131;0.9864055265445091
5.0;0.9898797863408912;0.9898797863408912;0.9885136443827249
4.8;0.9863314416077474;0.9863314416077474;0.9901130408404125
0.0;0.9443473126946909;0.9443473126946909;0.9490207042782399
4.6;0.9999946298993738;0.9999946298993738;0.9999946627899717
3.0;0.9952226274069023;0.9783242130907789;0.9798714792116361
2.7;0.9939824341770376;0.9939824341770376;0.9937749599354919
3.6;0.9993928190543389;0.9993928190543389;0.9993928190543386
3.75;0.9865614927247538;0.9865614927247538;0.9913533176534587
3.65;0.9965679268707788;0.9965679268707788;0.9940169296396287
0.0;0.9983163821546246;0.9983163821546246;0.9965701120171603
3.0;0.9728630031021201;0.9728630031021201;0.9761771333180513
4.75;0.9958536529214231;0.9958536529214231;0.9930508550962098
3.6;0.9971712333897652;0.9971712333897652;0.9972853320037053
3.5;0.9988257986300382;0.9988257986300382;0.9991845403377271
2.75;0.9964281373326528;0.9964281373326528;0.9964348271057553
5.0;0.9999809619315609;0.9999809619315609;0.9999798828432879
4.0;0.9908989762738581;0.9909252415747736;0.991718964849475
3.0;0.9919332587406984;0.9919332587406984;0.9948777262545929
3.5;0.9948069768060205;0.9948069768060205;0.9251374376243567
3.35;0.9959213377927187;0.9959213377927187;0.9940253538301616
3.2;0.9590093145857312;0.9590093145857312;0.9717334038825065
3.6;0.9832951547561192;0.9832951547561192;0.9924097756930308
3.75;0.9617897964620862;0.9617897964620862;0.9741175518585439
4.0;0.9999849340581549;0.9999849340581549;0.9999850332589345
3.75;0.9998556461712398;0.9998556461712398;0.9990117658909288
3.5;0.9947782774655002;0.9947782774655002;0.9904521484269627
