Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bio_embedding_intrinsic__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Average;bio_embedding_intrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Average
3.5;0.995725965368544;0.995725965368544;0.9881354820603884;0.9879296188966564;0.9879296188966564;0.9828183937872975
2.5;0.971883201536337;0.971883201536337;0.971883201536337;0.9545715003086238;0.9545715003086238;0.9545715003086238
3.45;0.9880742074963252;0.9880742074963252;0.9880742074963252;0.9648965523946291;0.9648965523946291;0.9648965523946291
4.0;0.9936996743028526;0.9936996743028526;0.9945190687418248;0.9886954640648971;0.9886954640648971;0.9898596632073422
3.0;0.9635901374614008;0.9635901374614008;0.9671175907188373;0.9277580088737996;0.9277580088737996;0.9286999884778164
2.0;0.9411895707742258;0.9411895707742258;0.9411895707742258;0.8959072442408512;0.8959072442408512;0.8959072442408512
2.5;0.9880535101533444;0.9880535101533444;0.9889809299741062;0.9792770495671917;0.9792770495671917;0.9797509955801696
3.0;0.9577274333728417;0.9577274333728417;0.9577274333728417;0.9255261500610087;0.9255261500610087;0.9255261500610087
0.0;0.9408406150148314;0.9408406150148314;0.9408406150148314;0.8737615513685929;0.8737615513685929;0.8737615513685929
2.5;0.8887442335606246;0.8887442335606246;0.8887442335606246;0.8826099316533016;0.8826099316533016;0.8826099316533016
3.0;0.9899131242075355;0.9899131242075355;0.9899131242075355;0.9865953863380745;0.9865953863380745;0.9865953863380745
0.5;0.9510627798984036;0.9542540669807003;0.9542540669807003;0.8913106400229598;0.8995252813696737;0.8995252813696737
3.0;0.9784233687014776;0.9784233687014776;0.9736559126636652;0.9602126365667008;0.9602126365667008;0.9564236948463806
4.1;0.9921533433679197;0.9921533433679197;0.9921533433679197;0.986747108878154;0.986747108878154;0.986747108878154
3.5;0.9868410135594925;0.9868410135594925;0.9868410135594925;0.9618092018746386;0.9618092018746386;0.9618092018746386
4.0;0.9968998811119328;0.9968998811119328;0.9968998811119328;0.9944614589241942;0.9944614589241942;0.9944614589241942
2.5;0.979135845611503;0.9996617770320682;0.9727977954885304;0.9617335436293215;0.9985513940613631;0.9532354782961944
4.0;0.9979396119944773;0.9979396119944773;0.9978715671799343;0.9941874467776839;0.9941874467776839;0.9936747384553116
4.0;0.9945043680813141;0.9945043680813141;0.9942359047955613;0.9881713234191113;0.9881713234191113;0.9878872099811753
4.1;0.9916354051054882;0.9916354051054882;0.9916354051054882;0.9775816462111945;0.9775816462111945;0.9775816462111945
4.0;0.9811594855397271;0.9811594855397271;0.9811594855397271;0.9682513290802289;0.9682513290802289;0.9682513290802289
3.0;0.9929146555804703;0.9929146555804703;0.9921333397876015;0.9847016583126441;0.9847016583126441;0.9839204063095089
4.0;0.9862116460222015;0.9862116460222015;0.9862116460222015;0.9770715482978352;0.9770715482978352;0.9770715482978352
3.0;0.9621476729039787;0.9621476729039787;0.9621476729039787;0.9567364357782132;0.9567364357782132;0.9567364357782132
4.5;0.9971966118014156;0.9973523586175133;0.9973523586175133;0.9950571072493066;0.9950043928143173;0.9950043928143173
3.5;0.9766221198511822;0.982393471985531;0.982393471985531;0.9619183524839082;0.9711325410053508;0.9711325410053508
3.5;0.9519028923951977;0.9519028923951977;0.9519028923951977;0.8946260136644436;0.8946260136644436;0.8946260136644436
3.0;0.9925716084863054;0.9925716084863054;0.9932834030041423;0.9819173772558413;0.9819173772558413;0.9832810755623206
3.5;0.9971420879094169;0.9971420879094169;0.9971420879094169;0.9951351976674719;0.9951351976674719;0.9951351976674719
4.0;0.9994360353940527;0.9994360353940527;0.9994791141376278;0.9990752592883141;0.9990752592883141;0.999146395092481
4.0;0.9991056439348135;0.9991056439348135;0.9984660319508829;0.9984725630028468;0.9984725630028468;0.9971392536390616
4.0;0.9978757738319411;0.9978757738319411;0.9945614796843921;0.9930390344236377;0.9930390344236377;0.9866577394851374
3.0;0.9690653742166196;0.9690653742166196;0.9759186745658123;0.9503216367484982;0.9503216367484982;0.9632194245419794
2.5;0.990693244448699;0.990693244448699;0.990693244448699;0.9823558011495873;0.9823558011495873;0.9823558011495873
2.5;0.9809422697229162;0.9809422697229162;0.9809422697229162;0.9460927951846397;0.9460927951846397;0.9460927951846397
3.0;0.983776075762766;0.983776075762766;0.983776075762766;0.9601486339327738;0.9601486339327738;0.9601486339327738
0.0;0.8715283205760485;0.8715283205760485;0.8715283205760485;0.7976080904361807;0.7976080904361807;0.7976080904361807
4.25;0.9886325990147282;0.9886325990147282;0.9886325990147282;0.9804967159974641;0.9804967159974641;0.9804967159974641
3.0;0.9558121518540674;0.9558121518540674;0.9558121518540674;0.9353900195576095;0.9353900195576095;0.9353900195576095
3.0;0.9597153620581851;0.9597153620581851;0.9634175542483548;0.9306654896102888;0.9306654896102888;0.9402277589355666
4.0;0.9720423382730362;0.9720423382730362;0.9720423382730362;0.9406367527596673;0.9406367527596673;0.9406367527596673
0.0;0.9441427545649738;0.9503280965294516;0.9548289734339728;0.8849995397485537;0.8951208012426343;0.9042594867324608
3.5;0.9812734501819311;0.9812734501819311;0.9812734501819311;0.9657051579937702;0.9657051579937702;0.9657051579937702
1.0;0.9463465840463765;0.9463465840463765;0.9463465840463765;0.9067163434930033;0.9067163434930033;0.9067163434930033
0.0;0.9219749896399946;0.9219749896399946;0.9219749896399946;0.8728043926349256;0.8728043926349256;0.8728043926349256
1.5;0.952776054386106;0.952776054386106;0.952776054386106;0.9256470412738658;0.9256470412738658;0.9256470412738658
3.6;0.9808128802513485;0.9808128802513485;0.9808128802513485;0.9610089306678227;0.9610089306678227;0.9610089306678227
3.0;0.9832244932549674;0.9863017634351525;0.9863017634351525;0.9664723672433551;0.9723037874906911;0.9723037874906911
3.0;0.9819517378496871;0.9834890374658554;0.9857375766129983;0.9678371100163765;0.9711332602531207;0.9750066641345456
5.0;0.9937234398386682;0.9937234398386682;0.9957932982639233;0.9893741924943501;0.9893741924943501;0.992951143578013
3.5;0.9703401078801649;0.9703401078801649;0.9703401078801649;0.9349345031043865;0.9349345031043865;0.9349345031043865
0.0;0.9326483311142234;0.9377874271897916;0.9377874271897916;0.8543410763640863;0.8662306400714093;0.8662306400714093
4.0;0.9644010926925298;0.9707862513252643;0.9689363252147452;0.9430427929440859;0.9525738729125156;0.9499378643951796
4.5;0.9952907742478273;0.9952907742478273;0.9952907742478273;0.991250584305151;0.991250584305151;0.991250584305151
3.0;0.9904174966892074;0.9904174966892074;0.9904174966892074;0.9812120585292173;0.9812120585292173;0.9812120585292173
3.5;0.9925343827967962;0.9925343827967962;0.9925343827967962;0.9791340554462026;0.9791340554462026;0.9791340554462026
4.0;0.9928302629577888;0.9928302629577888;0.9928302629577888;0.9882536949967317;0.9882536949967317;0.9882536949967317
3.0;0.9816183537646749;0.9816183537646749;0.9816183537646749;0.9733396171711561;0.9733396171711561;0.9733396171711561
3.0;0.9742444059465286;0.9742444059465286;0.9742444059465286;0.9529739090584343;0.9529739090584343;0.9529739090584343
3.5;0.9769847182111787;0.9769847182111787;0.9786715568356337;0.956756044503968;0.956756044503968;0.9775107625818669
2.5;0.958228315477071;0.958228315477071;0.958228315477071;0.9369558560888833;0.9369558560888833;0.9369558560888833
3.5;0.9950961583679755;0.9950961583679755;0.9950961583679755;0.9870799410285983;0.9870799410285983;0.9870799410285983
3.5;0.9648244685524732;0.9679092025354031;0.9684019103621457;0.9258124265227199;0.9264678383919192;0.927978599422532
