Human;UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_AncSPLCaiStrategy1_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;UBSM_JiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct
2.6666666666666665;0.579035151126061;0.35714285714285715;0.4984928238554187;0.6274214836375566;0.6786461013444596
1.3333333333333333;0.32802796408380813;0.09805806756909201;0.21303882626914694;0.4697581068068498;0.5583077214647458
4.0;0.7075394914805258;0.5017452060042545;0.6423709389669607;0.749364756514102;0.7695994092874333
2.6666666666666665;0.4712549094012392;0.25087260300212727;0.35453969555752707;0.5672696403786152;0.6196769840425842
2.6666666666666665;0.4252609877208937;0.2773500981126146;0.33152464544163807;0.511698052882173;0.5283486991566643
1.6666666666666667;0.09128709291752768;0.09128709291752768;0.09128709291752768;0.09128709291752768;0.09128709291752768
2.3333333333333335;0.5085147216736682;0.22360679774997896;0.38049885899279395;0.6006416796471662;0.7126777278579268
1.0;0.4285061043290037;0.0816496580927726;0.2705071133284214;0.5703972066114441;0.6816865777346017
1.6666666666666667;0.6970878469937302;0.43550355630934223;0.6281393523283025;0.7206904899285076;0.727682840483454
3.0;0.24749323469863896;0.12499999999999997;0.17026736119696861;0.3404202318635224;0.5457850408476855
1.6666666666666667;0.3634349763705714;0.1178511301977579;0.2225121488284855;0.5507173673496326;0.703308618995574
1.3333333333333333;0.34335547762167007;0.0890870806374748;0.19934522819669556;0.5025229284960667;0.6414373317394236
1.3333333333333333;0.29127117768609057;0.0;0.1447928154411414;0.41993994620336456;0.548548118263961
1.0;0.25438169431343743;0.0;0.1321491126163154;0.4036828936648945;0.47337152994831233
1.6666666666666667;0.2254488909105802;0.14433756729740646;0.15763164988999215;0.4070754895984997;0.4891157668762796
2.3333333333333335;0.09944978227196083;0.08333333333333334;0.08526996948104147;0.14808569182809161;0.30359995403926626
3.0;0.48640051467241113;0.4003203845127179;0.46594307584930916;0.5186198022275028;0.5188745216627709
2.3333333333333335;0.012525188849746464;0.0;7.536975898039041E-4;0.10261520361178707;0.24935067723434548
3.0;0.37566671682786174;0.17677669529663687;0.28905985303677567;0.4555860991018529;0.5595954538315355
1.6666666666666667;0.48292293135104764;0.24253562503633297;0.40735429111016064;0.5471150258959235;0.582637209913569
3.0;0.5510481495119445;0.2927700218845599;0.4549333458420746;0.614961107149519;0.6516716173450464
2.6666666666666665;0.345896410290675;0.0890870806374748;0.2667297862640974;0.383275807301169;0.4201216493187833
1.6666666666666667;0.1222827852589676;0.0;0.0586597147833941;0.1689176208498401;0.2657464864216464
3.0;0.2438228597960526;0.21320071635561044;0.22204275107896476;0.2713952552774211;0.39530505021851525
2.6666666666666665;0.6072091612274382;0.48304589153964794;0.5342927606626516;0.6782316134189461;0.7373714222701103
2.6666666666666665;0.4493562112141351;0.3999999999999999;0.4338883531738371;0.4551095107885387;0.5914606707564971
2.0;0.31524416249564025;0.31524416249564025;0.31524416249564025;0.31524416249564025;0.31524416249564025
2.0;0.35788846571675914;0.09534625892455924;0.25518415954183626;0.4847748698436936;0.4350027076774851
2.6666666666666665;0.6581310020695816;0.5185629788417315;0.5923663976542441;0.7111754671235792;0.7694419625035148
1.0;0.513701025744639;0.28284271247461895;0.42164244486581776;0.6163461508249027;0.677671845685493
3.0;0.5296202181818753;0.3086066999241839;0.4558991331398979;0.5730894984347146;0.6249488907849718
3.0;0.47927241465255666;0.337099931231621;0.41627000616596305;0.5691018579099033;0.612393559622785
1.0;0.18512460986342225;0.07537783614444091;0.11696017389648447;0.29817792002405463;0.40192843858020666
