Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes
3.5;0.8735675442678617;0.8512568729806494;0.8735675442678617;0.8512568729806494;0.8486684247915056;0.8215838362577491;0.8486684247915056;0.8215838362577491;0.8611727359539576;0.8364259205036834;0.8611727359539576;0.8364259205036834;0.8808129280697536;0.8600152893790315;0.8808129280697536;0.8600152893790315;0.8735675442678617;0.8512568729806494;0.8735675442678617;0.8512568729806494
2.5;0.6515977156232037;0.6945385053356156;0.6945385053356156;0.6945385053356156;0.5883484054145521;0.6227523687795278;0.6227523687795278;0.6227523687795278;0.6205919408450553;0.6597269650039154;0.6597269650039154;0.6597269650039154;0.671205432267118;0.71581505944733;0.71581505944733;0.71581505944733;0.6948922955928865;0.7411328244972558;0.7411328244972558;0.7411328244972558
3.45;0.6198302719652219;0.6619825354793264;0.6619825354793264;0.6619825354793264;0.5345224838248488;0.5728918992315464;0.5728918992315464;0.5728918992315464;0.6156409530066006;0.6578422833006351;0.6578422833006351;0.6578422833006351;0.6200633681191213;0.6622110014164161;0.6622110014164161;0.6622110014164161;0.6198302719652219;0.6619825354793264;0.6619825354793264;0.6619825354793264
4.0;0.8985009069243501;0.8911418017623701;0.8942102265600101;0.8911418017623701;0.869718492622904;0.8600732686214939;0.8640987597877146;0.8600732686214939;0.8910089981841535;0.8830656143408875;0.886378424793386;0.8830656143408875;0.9045013341248173;0.8975924304089206;0.9004728988214251;0.8975924304089206;0.9041505911747103;0.8972142445641591;0.9001061934535626;0.8972142445641591
3.0;0.28867513459481287;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.28867513459481287;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.28867513459481287;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.28867513459481287;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.28867513459481287;0.3464101615137754;0.3464101615137754;0.3464101615137754
2.0;0.5671332377515778;0.5800521967027824;0.5800521967027824;0.5800521967027824;0.41871789467931186;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.5189894403843296;0.5308888440776693;0.5308888440776693;0.5308888440776693;0.5997588508858981;0.6134111565877911;0.6134111565877911;0.6134111565877911;0.5919322835357054;0.6054161500486398;0.6054161500486398;0.6054161500486398
2.5;0.7369149404343864;0.7516152442614803;0.747342345032148;0.7516152442614803;0.6678270969037458;0.6774581282657174;0.6755111321426339;0.6774581282657174;0.7100845380236039;0.7229958906801058;0.719537787203785;0.7229958906801058;0.7537476393377742;0.7693455805775434;0.764669483466602;0.7693455805775434;0.7657802531759412;0.7815939467538902;0.7768183151887337;0.7815939467538902
3.0;0.740789260704698;0.7526511357478985;0.7526511357478985;0.7526511357478985;0.5222329678670935;0.502518907629606;0.502518907629606;0.502518907629606;0.7108259094567451;0.7190566426597441;0.7190566426597441;0.7190566426597441;0.7530299101059643;0.7661452420359502;0.7661452420359502;0.7661452420359502;0.7753781143471536;0.7903013885939969;0.7903013885939969;0.7903013885939969
0.0;0.4039397505910948;0.36991792446584393;0.36991792446584393;0.36991792446584393;0.3392416765153054;0.29971166621518747;0.29971166621518747;0.29971166621518747;0.39322364194606574;0.35819859558175154;0.35819859558175154;0.35819859558175154;0.40581354216754023;0.37196863986452205;0.37196863986452205;0.37196863986452205;0.4039397505910948;0.36991792446584393;0.36991792446584393;0.36991792446584393
2.5;0.8300429666141486;0.8512255360606443;0.8512255360606443;0.8512255360606443;0.5833333333333334;0.5720775535473553;0.5720775535473553;0.5720775535473553;0.7651871288176014;0.7790038189082376;0.7790038189082376;0.7790038189082376;0.8708825232781029;0.8955243359728928;0.8955243359728928;0.8955243359728928;0.8586613046581565;0.8822450463574514;0.8822450463574514;0.8822450463574514
