Human;Sent2vec_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Sent2vec_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
4.0;0.729465993836351;0.729465993836351;0.7917604647919134
3.0;0.7354640963183823;0.7354640963183823;0.6937307599483679
2.2;0.5965607081034842;0.5965607081034842;0.5698640897466954
3.2;0.8086347234029418;0.803735809673703;0.7672814095250469
3.2;0.6671956066727442;0.6671956066727442;0.680838459351605
3.2;0.6909221752525819;0.6909221752525819;0.6908191183525575
1.4;0.49414313518317254;0.49414313518317254;0.44071038625575387
3.0;0.7027699889089832;0.7072106173332607;0.668319379752534
1.4;0.4249575444694572;0.4249575444694572;0.44733480458967995
3.0;0.5874399894536655;0.5874399894536655;0.6353077448508756
3.0;0.6379781544023971;0.6184457731134162;0.6851041925280834
1.0;0.46006208067090604;0.46006208067090604;0.49117758800908423
3.0;0.4955383901799668;0.4955383901799668;0.4591151019654099
2.0;0.6270316513274587;0.6153396783600144;0.6253615891219083
2.4;0.7553290286475218;0.7553290286475218;0.7305683300945827
3.4;0.5821084209679155;0.5821084209679155;0.578334262731493
3.0;0.701410686957251;0.701410686957251;0.7231001404653906
2.0;0.6325078488420821;0.6325078488420821;0.6204557276134809
3.2;0.7181119962471876;0.7181119962471876;0.726246196145681
2.0;0.6978172361289673;0.6978172361289673;0.664747082345729
3.0;0.683066553995242;0.683066553995242;0.6960076531583047
1.2;0.5566875129833413;0.5566875129833413;0.5595744070421603
3.4;0.774127076237329;0.774127076237329;0.7569796363109965
1.8;0.5762779319169498;0.5762779319169498;0.5716915446395298
3.6;0.5669719933699083;0.5669719933699083;0.5690495565262159
2.0;0.5939185387151028;0.5939185387151028;0.5966454309398441
2.4;0.4702203232271706;0.4702203232271706;0.5213547020710682
3.4;0.5569332412360114;0.5569332412360114;0.6302116425214103
3.0;0.6766486552558602;0.6766486552558602;0.7186813366867303
4.0;0.6085908727690285;0.6416216009371024;0.6639820051183175
4.0;0.6876432229681487;0.6876432229681487;0.7214250027583322
3.4;0.8100229180132544;0.8100229180132544;0.8146805898490472
3.4;0.7664941538287746;0.7664941538287746;0.7525666052984632
3.0;0.4402574469530893;0.4402574469530893;0.493257408383881
2.0;0.6438580935828271;0.6438580935828271;0.6852575591362335
3.8;0.857818226682893;0.8599916242552927;0.8533249499655624
3.4;0.698694060302707;0.6959484290825266;0.6933005136798311
2.0;0.5543806613566196;0.5543806613566196;0.49629928656782185
4.0;0.6745879704650516;0.6745879704650516;0.7436278030980911
3.2;0.5123508642362117;0.5123508642362117;0.5351275012222864
2.2;0.3796569912282813;0.3796569912282813;0.34907907148282996
3.0;0.6523556531233333;0.6523556531233333;0.623473924320426
2.0;0.5540356990596369;0.5540356990596369;0.5777696684973367
0.6;0.5692099611486395;0.5692099611486395;0.5740143478734242
3.2;0.7685393568719442;0.7685393568719442;0.7606337230080261
3.6;0.7434758972110016;0.7434758972110016;0.7546211765638207
1.0;0.4936606273538007;0.4936606273538007;0.48898159680264647
1.8;0.6730859765257229;0.6730859765257229;0.6439266026196367
2.8;0.42123518601058857;0.42123518601058857;0.4485105449778855
2.8;0.4570825939136152;0.452893029296561;0.4737723934856526
1.8;0.7151713983053661;0.7151713983053661;0.6861238638799865
1.8;0.48970099118802385;0.48970099118802385;0.5057087503121234
2.6;0.6348261734580051;0.6348261734580051;0.6426873674476892
1.4;0.5674199632599846;0.5674199632599846;0.5245852858478715
3.0;0.5073728126297326;0.5073728126297326;0.5478045897703165
0.6;0.4128610422961371;0.4128610422961371;0.4102376362217944
1.8;0.5690116360740203;0.5690116360740203;0.5432857367364277
3.0;0.6268622414479097;0.6268622414479097;0.622505253619112
3.0;0.7180692502235397;0.7064334136589298;0.7335851343433191
3.8;0.7927985687755473;0.7927985687755473;0.7859386381652352
2.4;0.5941167655359905;0.5941167655359905;0.5598487639245688
3.6;0.7585206867608654;0.7585206867608654;0.7408665547787615
2.8;0.8365680953676641;0.8365680953676641;0.7786814657802285
3.6;0.6542707198158036;0.6560161446819128;0.6697087265744065
3.0;0.7140241992520826;0.6991312001829878;0.6737608319179954
0.0;0.3836278824803922;0.3836278824803922;0.32217952385802984
0.0;0.3026303494938975;0.3026303494938975;0.36129233192150323
0.2;0.2009674073446022;0.2009674073446022;0.22661762649170847
0.0;0.34232704540193026;0.37310406355630266;0.38469357677299904
0.2;0.3355761082874782;0.3355761082874782;0.3429537432734188
0.2;0.44692290051784844;0.44692290051784844;0.46020483545036145
1.8;0.5308046112171001;0.5308046112171001;0.5021721780991817
1.4;0.3835265287346618;0.39273672439986257;0.43175013535815615
1.8;0.4328019614741606;0.4328019614741606;0.4091654567839779
2.0;0.5277560841796027;0.5277560841796027;0.48845822795212185
0.0;0.3403088361237884;0.3403088361237884;0.3854597883381718
0.8;0.4297874203412962;0.4297874203412962;0.6041086124677592
2.2;0.5582484623504211;0.5604403484012115;0.576726738587597
1.4;0.42492484653785595;0.4420916660454955;0.41683409166387153
1.8;0.552171781472322;0.552171781472322;0.5706897788032572
3.0;0.6544316756037054;0.6544316756037054;0.671898676505219
1.2;0.6222780676199523;0.6326429163230585;0.6648897179562139
0.2;0.35428158935173365;0.35428158935173365;0.3663540721441886
