Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bio_embedding_intrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average
4.0;0.9690216183201639;0.9565123921678468;0.9257305399905698;0.9202915285788793
3.0;0.9760946730317911;0.9755014681303386;0.9202352978308699;0.9227299012937935
2.2;0.9641115077552112;0.9611751724373718;0.9197503093661554;0.9242539130276778
3.2;0.982995215479281;0.9822783248490216;0.947649212008317;0.9517643787599118
3.2;0.9727935780741838;0.9706637911571937;0.9048489757644718;0.9092224102120381
3.2;0.9628622780421769;0.972574856664552;0.9215965968689485;0.9238196344211456
1.4;0.9250715798332082;0.9284914728856911;0.8529421275876152;0.8421797526057848
3.0;0.9734000634533058;0.9669332900912708;0.9299472904460618;0.929352479584841
1.4;0.939135710674944;0.9397645359249849;0.8649330077554176;0.8672268372816799
3.0;0.980105723637577;0.9795596433633248;0.9467991533090427;0.9466805752970069
3.0;0.9764314688870872;0.9735300912038052;0.9367117634711181;0.9356615869844562
1.0;0.9390813892554298;0.936700998632785;0.8400965140056521;0.8353550944132133
3.0;0.9251965594851385;0.8948712587585314;0.8105723431733995;0.8373171507462605
2.0;0.9657787255624541;0.9570962980282652;0.9264242143248865;0.9175913974909105
2.4;0.9753315613429587;0.9576512458819949;0.9097709164502913;0.9349832643167169
3.4;0.9810619634033935;0.9799356779685334;0.9400085384191679;0.9384430320494548
3.0;0.9759187166523187;0.9681913214572077;0.9382195856207528;0.9340114714862433
2.0;0.9404574053135741;0.9416031125654496;0.8900003285418789;0.8879561279874699
3.2;0.9789819402372361;0.9767007777608618;0.9404907613643214;0.9396847565681181
2.0;0.9353021844452646;0.9436539234123452;0.9076327255017967;0.9037937245791727
3.0;0.9615493361800752;0.9576096928169036;0.9105225417697059;0.9130692666326015
1.2;0.9611308700605075;0.9541362506796478;0.8694122192366565;0.8882996133363286
3.4;0.9593319258709504;0.9542691934346061;0.8777634842264689;0.8855216845377204
1.8;0.9442437156217273;0.9514246201905312;0.884725276750018;0.8773018293811234
