Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Max;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Max
2.6666666666666665;0.9478103226209619;0.9478103226209619;0.9440514302105355
1.3333333333333333;0.8832455151672165;0.8832455151672165;0.8832455151672165
4.0;0.9518424654030192;0.9518424654030192;0.95255221525714
2.6666666666666665;0.8951184254300775;0.8951184254300775;0.8984621106794126
2.6666666666666665;0.9289741331389351;0.9289741331389351;0.9289741331389351
1.6666666666666667;0.8708301196553476;0.8708301196553476;0.8705948570878395
2.3333333333333335;0.9089259545100793;0.9089259545100793;0.9089259545100793
1.0;0.8891973337014637;0.8891973337014637;0.8900271126404969
1.6666666666666667;0.9435594865421387;0.9435594865421387;0.9459651454827601
3.0;0.8838490524747972;0.8838490524747972;0.8838490524747972
1.6666666666666667;0.897688649478311;0.897688649478311;0.897688649478311
1.3333333333333333;0.887190903304185;0.887190903304185;0.887190903304185
1.3333333333333333;0.8960716747883217;0.8960716747883217;0.8960716747883217
1.0;0.7892310793070622;0.7892310793070622;0.7892310793070622
1.6666666666666667;0.7787397618369736;0.7787397618369736;0.7787397618369736
2.3333333333333335;0.856704984182885;0.856704984182885;0.8706588792261079
3.0;0.9341430845014816;0.9341430845014816;0.9621047697528385
2.3333333333333335;0.8992192006827918;0.8992192006827918;0.911424019971571
3.0;0.9307677667278083;0.9307677667278083;0.9307677667278083
1.6666666666666667;0.928847632229835;0.928847632229835;0.928847632229835
3.0;0.9149120840930395;0.9149120840930395;0.9149120840930399
2.6666666666666665;0.8817820979200928;0.8817820979200928;0.8729123984114874
1.6666666666666667;0.8834605547811223;0.8834605547811223;0.8834605547811223
3.0;0.9171682696173131;0.9171682696173131;0.9171682696173131
2.6666666666666665;0.9159727997615188;0.9159727997615188;0.9328382818395915
