Human;COM_0.5_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;COM_0.25_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct;COM_0.75_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-none_UBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-biosses_ner-metamapsnomedct
4.0;0.5424754878500786;0.6095890865431864;0.47536188915697075
3.0;0.3493493188834046;0.3560397680987837;0.34265886966802556
2.2;0.20800432417402173;0.25636499785356687;0.15964365049447657
3.2;0.4913509214283272;0.5694848188258126;0.4132170240308418
3.2;0.5084927546248766;0.5912405467948061;0.4257449624549472
3.2;0.43372369433475566;0.5114818204834692;0.3559655681860421
1.4;0.2487800065541283;0.3381630077304922;0.15939700537776438
3.0;0.3549180878398975;0.4111093192416797;0.29872685643811525
1.4;0.36616985899584875;0.4401618758415336;0.29217784215016385
3.0;0.32821027241383816;0.3808597661056866;0.27556077872198964
3.0;0.30034797422850235;0.33225948214493706;0.2684364663120677
1.0;0.0;0.0;0.0
3.0;0.3510213274762395;0.37222864125226734;0.3298140137002117
2.0;0.3254280371094078;0.3447572219950106;0.306098852223805
2.4;0.40534423669658265;0.4447170388593288;0.3659714345338365
3.4;0.33443240342029046;0.30799943782006484;0.3608653690205161
3.0;0.47050793973938193;0.5190288371535157;0.4219870423252482
2.0;0.12010571715074639;0.14774838954851136;0.09246304475298142
3.2;0.3696384771999953;0.3374290327293852;0.40184792167060546
2.0;0.454084961096441;0.5209992878395743;0.3871706343533077
3.0;0.3727733438676701;0.4174233384230449;0.32812334931229525
1.2;0.08328418091397412;0.12492627137096118;0.04164209045698706
3.4;0.5288977185378981;0.5302458975276303;0.527549539548166
1.8;0.1464407631957802;0.1534345269404181;0.1394469994511423
3.6;0.41082474063559715;0.4420356884296589;0.3796137928415355
2.0;0.2818173600498129;0.33665974349233235;0.2269749766072935
2.4;0.40000212933128754;0.37052476395561484;0.4294794947069603
3.4;0.36117693019011526;0.40309034622886564;0.3192635141513649
3.0;0.38251148425262155;0.3954051862265767;0.3696177822786664
4.0;0.35760004018757807;0.3807002714490626;0.33449980892609366
4.0;0.5753956225376184;0.5796200790495072;0.5711711660257297
3.4;0.5486891027657398;0.5813775278085489;0.5160006777229307
3.4;0.4707162017045886;0.4358040322866126;0.5056283711225646
3.0;0.14606702811877034;0.2191005421781555;0.07303351405938517
2.0;0.2719679132558401;0.24983798687534114;0.294097839636339
3.8;0.6809758114336177;0.7234439368107917;0.6385076860564437
3.4;0.520569605477283;0.5861091987897945;0.4550300121647715
2.0;0.4256815066328302;0.4877665876603635;0.3635964256052969
4.0;0.5578651357796839;0.591848729391208;0.5238815421681597
3.2;0.5561707097048538;0.6063349116380048;0.5060065077717028
2.2;0.08983450547169355;0.09903747249325462;0.08063153845013249
3.0;0.46997860400853075;0.556445774566295;0.3835114334507665
2.0;0.3017466929122878;0.3060211714663382;0.29747221435823734
0.6;0.2693098560683138;0.3228540735370894;0.21576563859953818
3.2;0.2617441322928379;0.27090007454921994;0.25258819003645583
3.6;0.4751154649303614;0.5358965020989052;0.4143344277618176
1.0;0.24169933400822827;0.30831638655767835;0.1750822814587782
1.8;0.2771176861991266;0.29145053054870157;0.26278484184955164
2.8;0.16971311752173157;0.20327075867833963;0.13615547636512348
2.8;0.09347686192479307;0.11665978444260382;0.07029393940698231
1.8;0.18675756136083616;0.21741819129072243;0.15609693143094988
1.8;0.33108864759273765;0.384829572514117;0.2773477226713583
2.6;0.39655593115213017;0.3804606653000593;0.4126511970042011
1.4;0.18304896526299702;0.19094924689378645;0.17514868363220756
3.0;0.46365824247110826;0.4987197765293496;0.4285967084128669
0.6;0.1584280475854669;0.18866084748682405;0.12819524768410978
1.8;0.27149129131886457;0.3038746581539565;0.23910792448377266
3.0;0.25785121396123956;0.2663909678560901;0.24931146006638902
3.0;0.34531339606132117;0.3459082936890604;0.3447184984335819
3.8;0.5205706969298242;0.5410052394946745;0.5001361543649738
2.4;0.25216796613323567;0.313431576844637;0.19090435542183426
3.6;0.43089959917816534;0.48300974682310677;0.3787894515332239
2.8;0.4609861999193866;0.4766448376672501;0.44532756217152314
3.6;0.4923075361284963;0.5700682370030987;0.4145468352538939
3.0;0.32274336251488756;0.31077123245194715;0.3347154925778279
0.0;0.044095751838799005;0.032810294424865175;0.05538120925273283
0.0;0.11018968405842307;0.1652845260876346;0.055094842029211534
0.2;0.14938245483384371;0.1560323005067884;0.14273260916089903
0.0;0.20746063416086472;0.3111909512412971;0.10373031708043236
0.2;0.14075844376917676;0.17239572344246215;0.10912116409589137
0.2;0.20889364056659648;0.31334046084989475;0.10444682028329824
1.8;0.4123466101549125;0.4935199152323687;0.33117330507745624
1.4;0.12898201014239796;0.1443256964952979;0.11363832378949804
1.8;0.24715601881096166;0.33845916699804734;0.15585287062387596
2.0;0.3893653341794874;0.4805381673678779;0.29819250099109684
0.0;0.10617568293673697;0.15926352440510547;0.05308784146836849
0.8;0.2697182781670241;0.3168716153198332;0.22256494101421498
2.2;0.46622206105562036;0.5153912897379408;0.41705283237329993
1.4;0.09128709291752767;0.04564354645876383;0.1369306393762915
1.8;0.3354742581599607;0.38509748942455746;0.28585102689536385
3.0;0.308380738145962;0.3712840143014153;0.24547746199050868
1.2;0.3576947016134011;0.41247868451869096;0.3029107187081113
0.2;0.10856732658684752;0.13436373596512727;0.08277091720856777
0.2;0.1323197517389497;0.19847962760842452;0.06615987586947485
0.6;0.09282270703656254;0.1392340605548438;0.04641135351828127
0.2;0.19161161317647604;0.24699481559199188;0.13622841076096018
0.2;0.1261693557010282;0.1892540335515423;0.0630846778505141
0.0;0.1988704328356956;0.25862966921063574;0.13911119646075548
0.2;0.18530397244114893;0.2779559586617234;0.09265198622057447
0.2;0.0;0.0;0.0
