Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-user_cf-default_ner-none_Sum
4.0;0.9395360497846166;0.9578032099314276;0.9680056281749467;0.9578032099314276;0.9068880235335629;0.9123678991624389;0.9250452910828796;0.9123678991624389
3.0;0.9373416655619478;0.9617898324858423;0.9431249981409893;0.9617898324858423;0.892598619844163;0.9562477555186201;0.8670172581663527;0.9562477555186201
2.2;0.9364517487402795;0.9546447711601136;0.9350807222691452;0.9546447711601136;0.9024915690624034;0.9400646078095476;0.9120419981144515;0.9400646078095476
3.2;0.9616188102877928;0.980120993020521;0.9669973991308066;0.980120993020521;0.9137941518538825;0.9122055943434118;0.9366425648779506;0.9122055943434118
3.2;0.9661950230779619;0.9669373732661934;0.9710355505554118;0.9669373732661934;0.9298195309694955;0.9399820493537833;0.9373530837074895;0.9399820493537833
3.2;0.9413275611782145;0.9475009428516656;0.9482482355311574;0.9475009428516656;0.9214528406256889;0.9058997403129984;0.9119533755936451;0.9058997403129984
1.4;0.8962106068866746;0.912005422658737;0.8976644580846734;0.912005422658737;0.9311616626400788;0.8898585447210142;0.9656802737008185;0.8898585447210142
3.0;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864;0.9391158612391616;0.9565426714144459;0.9434612875871874;0.9565426714144459
1.4;0.9168270018263878;0.8938720728289319;0.9222365825532994;0.8938720728289319;0.8069121460945541;0.8724379808990225;0.8292907993373182;0.8724379808990225
3.0;0.9495787027174093;0.9725193429312443;0.9479840584314683;0.9725193429312443;0.8912451493650719;0.9717665202440294;0.8646867620642087;0.9717665202440294
3.0;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598;0.8873618729353965;0.9658647376569521;0.8558400954568826;0.9658647376569521
