Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Flair_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
3.5;0.9627546095686784;0.9601232218858565
2.5;0.9223367534856953;0.9162696736384852
3.45;0.9269975219852902;0.9270363868308045
4.0;0.9783842383631667;0.9746714542987651
3.0;0.8245800782519214;0.8192206771902805
2.0;0.74626893394284;0.7453553691852294
2.5;0.9753452375617067;0.9741397040281768
3.0;0.9175203658074947;0.913135949790497
0.0;0.7091335878058362;0.7136534614788483
2.5;0.9129543485363282;0.9099765871317089
3.0;0.9625354321651299;0.9658676409800648
0.5;0.7063868127471852;0.7019148439206194
3.0;0.893996542808105;0.8898523341331003
4.1;0.9736467515048001;0.9730351703621717
3.5;0.8759834794797926;0.8577094255220656
4.0;0.9813968754397638;0.9772390119161862
2.5;0.9006362629795737;0.9175835627799244
4.0;0.9805980627291162;0.9797730371008059
4.0;0.9657128786069403;0.9704217363822172
4.1;0.948231908048096;0.9498457024498979
4.0;0.9206586412832288;0.8998330865120037
3.0;0.9626449598776907;0.9554552416865685
4.0;0.9406157435273949;0.908981888156752
3.0;0.9535149100266489;0.952887197029126
4.5;0.9881790703198975;0.9879645153448018
3.5;0.9475491778192175;0.9474886318067042
3.5;0.7949784412950783;0.7968112409625011
3.0;0.9616133611354907;0.9628608406381655
3.5;0.9832738562509633;0.9835122598882229
4.0;0.9902496803898658;0.988031622634445
4.0;0.9888399994822822;0.9874343886277123
4.0;0.9684249489124719;0.9691988625673835
3.0;0.9436986344207889;0.9398362705734254
2.5;0.9697061689462674;0.9585039639995633
2.5;0.8099186393532573;0.8080021638159395
3.0;0.9078571706805438;0.9008642147803816
0.0;0.6261625107034078;0.6051646957757472
4.25;0.922653229368416;0.9231294841571578
3.0;0.9546326639387415;0.9530494885292647
3.0;0.8804554368082289;0.8954631272505899
4.0;0.873252302576557;0.8612611451582196
0.0;0.7657521244495507;0.7850230490983952
3.5;0.9386616605592975;0.9149251067489083
1.0;0.7696254196493922;0.7616597815289577
0.0;0.6471621852906343;0.6390345691628445
