Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
3.5;0.9999482884324703;0.999990271727004;0.9999077055897102;0.9999999999999997
2.5;0.9978047968545181;0.998729061881416;0.998729061881416;0.998729061881416
3.45;0.9918552343985026;0.9921269414756047;0.9921269414756047;0.9921269414756047
4.0;0.9997106534392378;0.9999624446941834;0.9999227172509083;0.9999624446941832
3.0;0.9931998390775675;0.9936449488150144;0.9936449488150144;0.9936450511506421
2.0;0.9935626616783599;0.9935690795039774;0.9935690795039774;0.9935690795039774
2.5;0.9990312832869451;0.9989936973286394;0.9988668251431911;0.9989936973286394
3.0;0.9880021397254074;0.9933719163349218;0.9933719163349218;0.9933719163349218
0.0;0.9877225629871628;0.9873301280285273;0.9873301280285273;0.9873301280285273
2.5;0.9978065254799612;0.9955090104055355;0.9955090104055355;0.9955090104055355
3.0;0.9968264869928907;0.9968737628055923;0.9968737628055923;0.9968737628055923
0.5;0.9860157408795462;0.9862651991183685;0.9862651991183685;0.9809100490086462
3.0;0.9964523386273418;0.9945989960780592;0.995895759407638;0.9945989960780592
4.1;0.99657144506552;0.9999941399491129;0.9999941399491129;0.9999941399491129
3.5;0.978485610013689;0.9785029643597486;0.9785029643597486;0.9785029643597486
4.0;0.9998270931604486;0.9998959652998949;0.9998959652998949;0.9998959652998949
2.5;0.9956584497855009;0.9960383723622775;0.9960383723622775;0.9960383723622775
4.0;0.999839517556903;0.999795352508025;0.999795352508025;0.9999007740161763
4.0;0.9983273790521537;0.9982302258857775;0.9982302258857775;0.9983539654173548
4.1;0.9964099036757811;0.9918615289941081;0.9918615289941081;0.9918615289941081
4.0;0.9971270140240049;0.9963246941654909;0.9963246941654909;0.9963246941654909
3.0;0.9968323675649502;0.9973198714305245;0.9973198714305245;0.9974320443305428
4.0;0.9875948746406499;0.98842257032229;0.98842257032229;0.98842257032229
3.0;0.9853663243676904;0.9852479060202739;0.9852479060202739;0.9852479060202739
4.5;0.999891495074761;0.9999516962082621;0.9999516962082627;0.9999516962082621
3.5;0.9992385629478141;0.9992294975808665;0.9992294975808665;0.9928182520840146
3.5;0.9958347033299811;0.9957444242267962;0.9957444242267962;0.9957444242267962
3.0;0.9975944964536104;0.9980600760571979;0.9980600760571979;0.998041233822759
3.5;0.9984967317076818;0.9984386629341995;0.9984386629341995;0.9984386629341995
4.0;0.9999983249553707;0.9999999999999997;0.9999999647067689;1.0
4.0;0.9998407745482099;0.9997936424114018;0.9997936424114018;0.9999002907187937
4.0;0.9997193050103034;0.9999996460557098;0.9999996460557098;1.0000000000000004
3.0;0.9983597269620497;0.9983089950106164;0.9983536036117167;0.9983089950106164
2.5;0.9996385561973513;0.9995936703193875;0.9995936703193875;0.9995936703193875
2.5;0.9946096359933156;0.9979308330597616;0.9979308330597616;0.9979308330597616
3.0;0.9997763573597589;0.9912320981418997;0.9912320981418997;0.9912320981418997
0.0;0.9750015545904167;0.9757725747504998;0.9757725747504998;0.9757725747504998
4.25;0.9894950267173719;0.9903705674361314;0.9903705674361316;0.9903705674361314
3.0;0.9859524292895387;0.9950624008631747;0.9885082735556563;0.9950134149291854
3.0;0.9967279791333109;0.9968345285348605;0.9968345285348605;0.9968345285348605
4.0;0.9996840374586811;0.9996217039300712;0.9996217039300712;0.9996232103263522
0.0;0.9949617779220513;0.9939699981789212;0.9939699981789212;0.9938523217880495
3.5;0.9892327970724458;0.9900408906802316;0.9900408906802316;0.9900408906802316
1.0;0.9934486877038884;0.9916427785601892;0.9916427785601892;0.9935904857257125
0.0;0.9924106958565185;0.9924018824732905;0.9924018824732905;0.9924018824732905
1.5;0.9976970343983838;0.9977233770393149;0.9977233770393149;0.9977233770393149
3.6;0.9868142238345555;0.9917826446312513;0.9917826446312513;0.9917826446312513
3.0;0.9999916008868323;0.9999905903381848;0.9999618835152083;0.9999905903381849
3.0;0.9999483185710579;0.9999343194585015;0.999934312254088;0.9997703955029793
5.0;0.9997638172186457;0.9997707245906445;0.9997707245906445;0.9997707245906445
3.5;0.9885253373358811;0.9883660281936885;0.9883660281936885;0.9883660281936885
0.0;0.9935896129790421;0.9922723382677856;0.9922553653279321;0.989208918301411
4.0;0.9961291928682577;0.9961935091193885;0.9961935091193885;0.9961615284087697
4.5;0.9989990945031344;0.99999500471379;0.99999500471379;0.99999500471379
3.0;0.9984690243482032;0.9984109644495782;0.9984109644495782;0.9984109644495782
3.5;0.9991522705407223;0.9983196064274156;0.9983196064274156;0.9983196064274156
4.0;1.0000000000000002;1.0;1.0;1.0
3.0;0.9999032364858375;0.9966819841852145;0.9966819841852145;0.9966819841852145
3.0;0.9836754944245596;0.9838496802322062;0.9838893925913946;0.9838496802322062
3.5;0.9861090039300335;0.9894598025987867;0.9894598025987867;0.9894598025987867
2.5;0.9706124969423036;0.9706126121363126;0.9706126121363126;0.9706126121363126
3.5;0.9992960537335961;0.9922578478745817;0.9999468238989426;0.9922578478745817
3.5;0.9952846823975848;0.9955157158673077;0.9955157158673077;0.9955120626126108
3.0;0.9929820037532225;0.9933938833660287;0.9933938833660287;0.9905972284275567
4.5;0.8879499696942712;0.8879554730765719;0.8879554730765719;0.8879554730765719
2.5;0.9984361670631632;0.9896381802705427;0.9976950802567814;0.9896381802705427
3.5;0.9999513003544974;0.9995676414774218;0.9997135679057904;0.9995676414774218
3.0;0.9970949783655557;0.99800706824652;0.9979994799571594;0.99800706824652
2.5;0.9972592173326738;0.998964229287564;0.998964229287564;0.998964229287564
4.0;0.9851325904985144;0.9837894085821295;0.9837894085821295;0.9837894085821295
3.5;0.9875798198310872;0.9878731448995423;0.9878731448995423;0.9878731448995423
3.5;0.983479642359585;0.9838319094481924;0.9838319094481924;0.9838319094481924
3.0;0.9988240859483137;0.9989580170864091;0.9988875862580786;0.9989580170864091
2.5;0.9993424162795927;0.9996838800555758;0.9996838800555758;0.9996838800555758
4.0;0.9896107644392764;0.9922743263082536;0.9922743263082536;0.9922743263082536
3.5;0.8958119442475896;0.8956294173141751;0.8956294173141751;0.89565913748312
2.5;0.9982674844717196;0.9899477953855519;0.9899477953855519;0.9899477953855519
2.5;0.9987393092105438;0.9990173350923075;0.9990173350923075;0.9990173350923075
5.0;0.9997830069856665;0.9997800550164259;0.9997800550164259;0.9997800550164259
