Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_WuPalmerFast_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_WuPalmerFast_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_Lin_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_Lin_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.6765351373764563;0.6765351373764563;0.6893425491761739;0.4338609156373124;0.4338609156373124;0.4338609156373124;0.6192987247734466;0.6192987247734466;0.6251014026622402;0.6872415349442337;0.6872415349442337;0.7019384740571025;0.642418495782025;0.642418495782025;0.6465346803801395;0.6962851037748499;0.6962851037748499;0.7139232044553127
1.3333333333333333;0.33166361248332776;0.33166361248332776;0.33166361248332776;0.13245323570650439;0.13245323570650439;0.13245323570650439;0.25713548812427817;0.25713548812427817;0.25713548812427817;0.3401794315181613;0.3401794315181613;0.3401794315181613;0.28933970699800765;0.28933970699800765;0.28933970699800765;0.39174304995253273;0.39174304995253273;0.39174304995253273
4.0;0.5262256042272315;0.5262256042272315;0.5409731125499526;0.3077935056255462;0.3077935056255462;0.3077935056255462;0.43311213402694915;0.43311213402694915;0.4396726180453207;0.5435038291776835;0.5435038291776835;0.5604526202391705;0.4828940532677254;0.4828940532677254;0.4875254320080978;0.5735856573659226;0.5735856573659226;0.5938326431463173
2.6666666666666665;0.5668032030899869;0.5668032030899869;0.5804297227767057;0.28603877677367767;0.28603877677367767;0.28603877677367767;0.4656198479724288;0.4656198479724288;0.47191083597787037;0.6175919601157741;0.6175919601157741;0.646070203422438;0.5407515676369125;0.5407515676369125;0.5499353059009128;0.6107299812313938;0.6107299812313938;0.6292069562164534
2.6666666666666665;0.4852420921546039;0.4852420921546039;0.4852420921546039;0.2558408596267325;0.2558408596267325;0.2558408596267325;0.39004729230104157;0.39004729230104157;0.39004729230104157;0.44084678615468476;0.44084678615468476;0.44084678615468476;0.37630498854144356;0.37630498854144356;0.37630498854144356;0.5404848523410574;0.5404848523410574;0.5404848523410574
1.6666666666666667;0.5562647455161844;0.5562647455161844;0.5862598764083526;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.4584730463392346;0.4584730463392346;0.481700684733457;0.5788226778294489;0.5788226778294489;0.6053326211087544;0.509420941885966;0.509420941885966;0.5405052222436022;0.6031173563823606;0.6031173563823606;0.6315848884550856
2.3333333333333335;0.523746621403232;0.523746621403232;0.523746621403232;0.4576043153224295;0.4576043153224295;0.4576043153224295;0.49442501618914036;0.49442501618914036;0.49442501618914036;0.5125217442261175;0.5125217442261175;0.5125217442261175;0.505103601806623;0.505103601806623;0.505103601806623;0.5447999131059564;0.5447999131059564;0.5447999131059564
1.0;0.2945671466200126;0.2945671466200126;0.3503614040206162;0.17149858514250885;0.17149858514250885;0.16692446522239712;0.20843022920619578;0.20843022920619578;0.24659083232349613;0.29923230868898;0.29923230868898;0.37818784324015764;0.21723202990226465;0.21723202990226465;0.29801354807018077;0.40339694971864887;0.40339694971864887;0.4375261951428326
1.6666666666666667;0.6743630679874586;0.6743630679874586;0.6522975385304036;0.4626519455729923;0.4626519455729923;0.4458225700602823;0.6065624427618769;0.6065624427618769;0.5854864236074935;0.6939530343500636;0.6939530343500636;0.6717131063428559;0.6503550514392974;0.6503550514392974;0.6285324070930595;0.7030541424674005;0.7030541424674005;0.6809690814023461
3.0;0.6122798873127728;0.6122798873127728;0.6542070792969847;0.3450327796711771;0.3450327796711771;0.4008918628686366;0.5538335030013801;0.5538335030013801;0.5991688893724284;0.5974328814160978;0.5974328814160978;0.6405232750365415;0.5789317402093331;0.5789317402093331;0.6226857215859316;0.635494763440666;0.635494763440666;0.6760139622501327
