Human;USE_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;USE_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
4.0;0.4057552492398823;0.4057552703448453;0.45178577241076023
3.0;0.6027799317857997;0.6027799011099392;0.5754257181360428
2.2;0.5256087481868782;0.5256087451473812;0.48066805356537257
3.2;0.713155879588742;0.7027694230783189;0.7133703131823358
3.2;0.5196454617318741;0.5196454632558644;0.5843598812397769
3.2;0.5011263118113007;0.5011263052894396;0.5308887672361574
1.4;0.35207611792878013;0.3520761255191396;0.3015763090448159
3.0;0.31386214212358005;0.3256724642851824;0.37635183806230804
1.4;0.443447631682162;0.4434476587544776;0.4297739847633383
3.0;0.43802031166040306;0.4380203088024375;0.5433661219439353
3.0;0.5488310996085958;0.5328120859027756;0.5429378223599418
1.0;0.14388343192409572;0.14388343315568866;0.1699888749693112
3.0;0.2607016002249147;0.26070161108869044;0.3025634697950377
2.0;0.3485105021348404;0.35165720208855344;0.42142895438529876
2.4;0.5239916555376265;0.523991653683451;0.5284709397149775
3.4;0.3863403727568501;0.38634037641378666;0.39851671842977027
3.0;0.5090701043588062;0.509070118616651;0.5369488671718474
2.0;0.2756685033697322;0.27566848103803954;0.21289529763581402
3.2;0.5877936240049265;0.5877936184905919;0.6341331449530392
2.0;0.6951585372955229;0.6951585282803268;0.6843587139294256
3.0;0.5813745253093964;0.5813745162655594;0.5582870060489827
1.2;0.20303945672717089;0.20303945072394286;0.20895563348443538
3.4;0.6380275163535363;0.638027536209598;0.6165950720849873
1.8;0.47864537613556896;0.47864540882976964;0.37457445759859914
3.6;0.5460037858344401;0.5460038048409384;0.5530199067720561
2.0;0.4586193916858096;0.4586193941556744;0.5132021271392498
2.4;0.4714170458098255;0.4714170608198231;0.41224396285720044
3.4;0.23225015759996034;0.232250166834755;0.19014642701132933
3.0;0.4858377889986758;0.4858377723483045;0.5023016009636637
4.0;0.23151805782427343;0.24257821120966852;0.2018528748788522
4.0;0.4914370746691896;0.4914370622912608;0.5286317856942496
3.4;0.5407223716352368;0.5407223676175834;0.5454917302690749
3.4;0.20627932030287374;0.20627931639048186;0.2795107545032333
3.0;-0.013167084170028216;-0.013167116602551885;0.0133557271151407
2.0;0.37316733448287537;0.3731673329191365;0.3433588274974449
3.8;0.7128438323972449;0.7528782213087509;0.704888553185526
3.4;0.5552825267130259;0.588535088342713;0.5517584308448811
2.0;0.3988296813665791;0.3988296782815637;0.33607888422711873
4.0;0.6419521173433257;0.6419521025983002;0.5926305993640135
3.2;0.5786674907456301;0.5786674796071981;0.6199690919992824
2.2;0.3239361446265385;0.32393612237576735;0.24483048099717233
3.0;0.576974348200009;0.5769743548713101;0.5985448226380256
2.0;0.42266291578860243;0.42266289307551586;0.33292107821885764
0.6;0.46462698864268687;0.46462697282779014;0.450909732121878
3.2;0.4483774138642623;0.44837738289508094;0.4684426305743778
3.6;0.2783552589735039;0.2783552500119607;0.4304266705353214
1.0;0.39080662866218846;0.3908066192567541;0.38239408063851477
1.8;0.49181996046260823;0.491819976361058;0.5279895755314513
2.8;0.13093798692992453;0.13093799333791845;0.1342585331503419
2.8;0.0929857752174564;0.10986180838438417;0.16257527574110087
1.8;0.42098446454143507;0.42098445181426397;0.486544092844613
1.8;0.4204882451384808;0.4204882436701646;0.3664638711171314
2.6;0.6011272352422591;0.6011272399277329;0.5663561773768073
1.4;0.2587996841104854;0.25879969684427157;0.187212798469662
3.0;0.343358383628824;0.3433583854877476;0.33252218156505703
0.6;0.2578318536759109;0.2578318519906329;0.21155607521702763
1.8;0.4768313208232583;0.476831309974088;0.44128710711298696
3.0;0.28276833348037217;0.28276832148335157;0.35365265023679326
3.0;0.4917530215251276;0.4280880072154693;0.537972624541287
3.8;0.6368937466923308;0.6368937408292696;0.6737480851109944
2.4;0.4162465425413492;0.416246560923492;0.38285693681581145
3.6;0.558463871577702;0.5584638731502578;0.5222304718362292
2.8;0.6337127783034813;0.6337128024546033;0.5779619503714954
3.6;0.5531690145672565;0.5364223092243979;0.5587493895567436
3.0;0.5126146471689433;0.5122913288198312;0.5817276512157877
0.0;0.27135933322219863;0.27135933490431624;0.26927019725876733
0.0;0.15701645713031992;0.15701645043002913;0.06850295313940184
0.2;0.20597490510171756;0.205974923590408;0.1717036347215958
0.0;0.14691634914252905;0.1875748667691203;0.16131113619181564
0.2;0.13872849998607237;0.13872849834788836;0.1822251307381048
0.2;0.08109303379298083;0.08109303735184019;0.02053035227159863
1.8;0.3424742566859513;0.342474244858735;0.3410196864526869
1.4;0.2997733184516852;0.3317159509153369;0.3444106208912344
1.8;0.142388020580186;0.1423880156990023;0.1573817848641003
2.0;0.44995729397134776;0.44995730358811437;0.38801618081159484
0.0;0.14949069095062006;0.14949068444911656;0.1429713500684739
0.8;0.31906780555696507;0.3190678174928011;0.2936706018407958
