Human;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.24242424242424243;0.23529411764705882;0.3478260636329651;0.3478260636329651;0.3153846153846154;0.30000000000000004;0.4;0.38095238095238093;0.40157480314960625;0.40157480314960625;0.32421226880876186;0.31950844469524564
1.3333333333333333;0.06896551724137931;0.03333333333333333;0.1764705777168274;0.11764705181121826;0.2595419847328244;0.25190839694656486;0.16666666666666666;0.08333333333333333;0.1953488372093023;0.18604651162790697;0.14955996112069297;0.11644665219406689
4.0;0.18181818181818182;0.18181818181818182;0.30000001192092896;0.30000001192092896;0.3666666666666667;0.3583333333333333;0.3157894736842105;0.3157894736842105;0.3122362869198312;0.30379746835443033;0.3205634095453323;0.3205634095453323
2.6666666666666665;0.16666666666666666;0.13513513513513514;0.27272725105285645;0.22727274894714355;0.32061068702290074;0.3129770992366412;0.3;0.25;0.3137254901960784;0.29803921568627456;0.2541304928752116;0.23029392814407182
2.6666666666666665;0.14634146341463414;0.14634146341463414;0.23076921701431274;0.23076921701431274;0.276595744680851;0.276595744680851;0.2727272727272727;0.2727272727272727;0.29721362229102166;0.2910216718266254;0.2455674816245845;0.2455674816245845
1.6666666666666667;0.13793103448275862;0.13793103448275862;0.2631579041481018;0.2631579041481018;0.2727272727272727;0.2727272727272727;0.26666666666666666;0.26666666666666666;0.1800947867298578;0.1800947867298578;0.16933516867076812;0.16933516867076812
2.3333333333333335;0.25;0.24;0.3333333134651184;0.3333333134651184;0.2545454545454545;0.2545454545454545;0.46153846153846156;0.46153846153846156;0.2870813397129187;0.27751196172248804;0.3596965687668259;0.3540108657061162
1.0;0.09375;0.12121212121212122;0.21621620655059814;0.21621620655059814;0.3055555555555556;0.2962962962962963;0.17647058823529413;0.2222222222222222;0.13;0.13;0.08574929257125442;0.10814761408717503
1.6666666666666667;0.2857142857142857;0.2857142857142857;0.4615384340286255;0.4615384340286255;0.4666666666666667;0.45333333333333337;0.6153846153846154;0.6153846153846154;0.4461538461538461;0.4461538461538461;0.43965931605393693;0.43965931605393693
3.0;0.20833333333333334;0.16;0.3333333134651184;0.2666666507720947;0.27956989247311825;0.26881720430107525;0.35714285714285715;0.2857142857142857;0.3128491620111732;0.3016759776536313;0.3304111204035207;0.295907842436403
