Human;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.24242424242424243;0.24242424242424243;0.24242424242424243;0.3478260636329651;0.3478260636329651;0.38297873735427856;0.3153846153846154;0.3153846153846154;0.3153846153846154;0.4;0.4;0.4;0.40157480314960625;0.40157480314960625;0.40157480314960625;0.32421226880876186;0.32421226880876186;0.32421226880876186
1.3333333333333333;0.06896551724137931;0.06896551724137931;0.06896551724137931;0.1764705777168274;0.1764705777168274;0.1764705777168274;0.2595419847328244;0.2595419847328244;0.2595419847328244;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.1953488372093023;0.1953488372093023;0.1953488372093023;0.14955996112069297;0.14955996112069297;0.14955996112069297
4.0;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.30000001192092896;0.30000001192092896;0.292682945728302;0.3666666666666667;0.3666666666666667;0.3666666666666667;0.3157894736842105;0.3157894736842105;0.3157894736842105;0.3122362869198312;0.3122362869198312;0.3122362869198312;0.3205634095453323;0.3205634095453323;0.3205634095453323
2.6666666666666665;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.27272725105285645;0.27272725105285645;0.2666666507720947;0.32061068702290074;0.32061068702290074;0.32061068702290074;0.3;0.3;0.3;0.3137254901960784;0.3137254901960784;0.3137254901960784;0.2541304928752116;0.2541304928752116;0.2541304928752116
2.6666666666666665;0.14634146341463414;0.14634146341463414;0.14634146341463414;0.23076921701431274;0.23076921701431274;0.23076921701431274;0.276595744680851;0.276595744680851;0.276595744680851;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.29721362229102166;0.29721362229102166;0.29721362229102166;0.2455674816245845;0.2455674816245845;0.2455674816245845
1.6666666666666667;0.13793103448275862;0.13793103448275862;0.13793103448275862;0.2631579041481018;0.2631579041481018;0.25641024112701416;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.26666666666666666;0.26666666666666666;0.26666666666666666;0.1800947867298578;0.1800947867298578;0.1800947867298578;0.16933516867076812;0.16933516867076812;0.16933516867076812
2.3333333333333335;0.25;0.25;0.25;0.3333333134651184;0.3333333134651184;0.3333333134651184;0.2545454545454545;0.2545454545454545;0.2545454545454545;0.46153846153846156;0.46153846153846156;0.46153846153846156;0.2870813397129187;0.2870813397129187;0.2870813397129187;0.3596965687668259;0.3596965687668259;0.3596965687668259
1.0;0.09375;0.09375;0.09090909090909091;0.21621620655059814;0.21621620655059814;0.21052628755569458;0.3055555555555556;0.3055555555555556;0.3055555555555556;0.17647058823529413;0.17647058823529413;0.17647058823529413;0.13;0.13;0.13;0.08574929257125442;0.08574929257125442;0.08346223261119856
1.6666666666666667;0.2857142857142857;0.2857142857142857;0.27586206896551724;0.4615384340286255;0.4615384340286255;0.44999998807907104;0.4666666666666667;0.4666666666666667;0.4666666666666667;0.6153846153846154;0.6153846153846154;0.5714285714285714;0.4461538461538461;0.4461538461538461;0.4461538461538461;0.43965931605393693;0.43965931605393693;0.4312446282975819
3.0;0.20833333333333334;0.20833333333333334;0.25;0.3333333134651184;0.3333333134651184;0.3870967626571655;0.27956989247311825;0.27956989247311825;0.27956989247311825;0.35714285714285715;0.35714285714285715;0.42857142857142855;0.3128491620111732;0.3128491620111732;0.3128491620111732;0.3304111204035207;0.3304111204035207;0.35834066200225045
