Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;PubMed-and-PMC-w2v__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Sum;PubMed-and-PMC-w2v__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Sum
2.6666666666666665;0.817738914988921;0.817738914988921;0.8442264095864531
1.3333333333333333;0.7374733059190084;0.7374733059190084;0.7374733059190084
4.0;0.8748190154412948;0.8748190154412948;0.8606449746963696
2.6666666666666665;0.7887929286086145;0.7887929286086145;0.7819143266874766
2.6666666666666665;0.7579495581764862;0.7579495581764862;0.7579495581764862
1.6666666666666667;0.7276972283023508;0.7276972283023508;0.7085955305903714
2.3333333333333335;0.7703626032479886;0.7703626032479886;0.7703626032479886
1.0;0.7383576464580186;0.7383576464580186;0.7295049991721057
1.6666666666666667;0.8071774562544848;0.8071774562544848;0.8215772574738596
3.0;0.7794731034810222;0.7794731034810222;0.7794731034810222
1.6666666666666667;0.8098891283160552;0.8098891283160552;0.8098891283160552
1.3333333333333333;0.7363232452280248;0.7363232452280248;0.7363232452280248
1.3333333333333333;0.7332260006673003;0.7332260006673003;0.7332260006673003
1.0;0.4931494774657328;0.4931494774657328;0.4931494774657328
1.6666666666666667;0.5725016441977869;0.5725016441977869;0.5725016441977869
2.3333333333333335;0.6677453482825297;0.6677453482825297;0.6646094518813628
3.0;0.8068678206155493;0.8068678206155493;0.8376016985234366
2.3333333333333335;0.7994095358982084;0.7994095358982084;0.7942874793621171
3.0;0.7439936026159821;0.7439936026159821;0.7439936026159821
1.6666666666666667;0.8090909716890697;0.8090909716890697;0.7428946932244536
3.0;0.8168298202753907;0.8168298202753907;0.7343046340010937
2.6666666666666665;0.719402533356002;0.719402533356002;0.723001408108617
1.6666666666666667;0.7200282651366006;0.7200282651366006;0.7200282651366006
3.0;0.8433234849568625;0.8433234849568625;0.8433234849568625
2.6666666666666665;0.8262985035923793;0.8262985035923793;0.8815019493870843
2.6666666666666665;0.8602661385603684;0.8602661385603684;0.8602661385603684
2.0;0.8367645374322332;0.8367645374322332;0.8447818221599837
2.0;0.5893575889770899;0.5893575889770899;0.6371041583181379
2.6666666666666665;0.8876927228936723;0.8876927228936723;0.8836426560623124
1.0;0.8304561870707198;0.8304561870707198;0.8304561870707198
3.0;0.8465767172037076;0.8465767172037076;0.8586350499158922
3.0;0.7536617210578114;0.7536617210578114;0.7928543288958526
1.0;0.8028722002423633;0.8028722002423633;0.8114514116188919
2.0;0.7273667317804603;0.7273667317804603;0.7429809676013966
2.0;0.8580036606772595;0.8580036606772595;0.8580036606772595
0.0;0.14748092634987717;0.14748092634987717;0.13301544217352962
1.3333333333333333;0.6641071524117893;0.6641071524117893;0.6641071524117893
2.3333333333333335;0.7571028722357848;0.7571028722357848;0.7371451846069307
0.3333333333333333;0.657180459613289;0.657180459613289;0.6926556210505336
1.0;0.7302660411567355;0.7302660411567355;0.7607128143601433
3.0;0.8658449069557955;0.8658449069557955;0.8821799130288017
2.0;0.7925805316203155;0.7925805316203155;0.7925805316203155
1.0;0.791326347869845;0.791326347869845;0.7929650356224125
1.3333333333333333;0.7842458208949031;0.7842458208949031;0.7812956703970895
1.6666666666666667;0.752689124078651;0.752689124078651;0.7767914572688948
0.6666666666666666;0.7663657020023794;0.7663657020023794;0.7280738053773889
1.3333333333333333;0.937395298499277;0.937395298499277;0.9166693079511381
2.0;0.9282999758236291;0.9282999758236291;0.91740414921271
2.0;0.846387271682522;0.846387271682522;0.827612697203211
0.6666666666666666;0.7807786640917794;0.7807786640917794;0.77493891035998
3.0;0.9060896016803816;0.9060896016803816;0.9102102749972825
3.0;0.892553394016224;0.892553394016224;0.892553394016224
1.3333333333333333;0.8774451471875221;0.8774451471875221;0.8736327953245099
2.0;0.8847923331211563;0.8847923331211563;0.8879221958128595
2.0;0.8286037566797226;0.8286037566797226;0.8192324622889072
1.0;0.7306221679255147;0.7306221679255147;0.7117075250063621
1.6666666666666667;0.8641607544552786;0.8641607544552786;0.8541623699112576
2.0;0.8458661844930304;0.8458661844930304;0.814263289467485
0.3333333333333333;0.717546756762372;0.717546756762372;0.717546756762372
2.3333333333333335;0.839080333537537;0.839080333537537;0.8352015573206661
2.0;0.5573201392588824;0.5573201392588824;0.5573201392588824
1.3333333333333333;0.8386778154207324;0.8386778154207324;0.8386778154207324
2.6666666666666665;0.9970135634259337;0.9970135634259337;0.9906698510071001
1.0;0.8123790911198568;0.8123790911198568;0.8123790911198568
0.3333333333333333;0.709839655439145;0.709839655439145;0.6961232377008677
1.3333333333333333;0.8683111230994904;0.8683111230994904;0.8683111230994904
1.3333333333333333;0.8906265492426612;0.8906265492426612;0.8909648641209139
2.3333333333333335;0.7050548299868156;0.7050548299868156;0.6925169862797244
3.0;0.8417295342404149;0.8417295342404149;0.8417295342404149
3.0;0.8754190972548727;0.8754190972548727;0.8722881349351644
3.0;0.9067678626995432;0.9067678626995432;0.9127192057452765
1.3333333333333333;0.7679903552153449;0.7679903552153449;0.7679903552153449
3.0;0.7239245062262483;0.7239245062262483;0.7239245062262483
1.3333333333333333;0.7115331218252658;0.7115331218252658;0.6910874521108945
4.0;0.8673297350404329;0.8673297350404329;0.8673297350404329
2.6666666666666665;0.8777202526260917;0.8777202526260917;0.8666911721806219
0.3333333333333333;0.5395025465014026;0.5395025465014026;0.5395025465014026
0.0;0.7200956041802287;0.7200956041802287;0.7200956041802287
0.0;0.5642211398583864;0.5642211398583864;0.5642211398583864
0.0;0.5790919870162494;0.5790919870162494;0.5492206641739633
0.6666666666666666;0.6181651861121705;0.6181651861121705;0.6077318138570832
0.3333333333333333;0.7021168171906502;0.7021168171906502;0.7069046101720956
0.6666666666666666;0.7017091242325459;0.7017091242325459;0.7028111343306234
0.3333333333333333;0.7769258285416757;0.7769258285416757;0.7769258285416757
0.3333333333333333;0.7985497113892823;0.7985497113892823;0.7880339465721979
0.0;0.6954086013622257;0.6954086013622257;0.6954086013622257
0.0;0.7782167795923791;0.7782167795923791;0.7795181249668532
0.0;0.36622442428747687;0.36622442428747687;0.36622442428747687
1.0;0.7604685400840654;0.7604685400840654;0.7604685400840654
0.0;0.40073907926864233;0.40073907926864233;0.40073907926864233
0.0;0.5074559351179029;0.5074559351179029;0.5074559351179029
0.0;0.7713321635122962;0.7713321635122962;0.766201800241985
0.6666666666666666;0.7611532693052085;0.7611532693052085;0.7611532693052085
0.0;0.6623148701280047;0.6623148701280047;0.6623148701280047
0.0;0.7663622923619313;0.7663622923619313;0.7763045026086044
0.6666666666666666;0.5587871148805299;0.5587871148805299;0.5587871148805299
0.0;0.546665636590494;0.546665636590494;0.546665636590494
0.0;0.4799739674837455;0.4799739674837455;0.44787071444988497
0.6666666666666666;0.7059545846306863;0.7059545846306863;0.7259233489679361
0.3333333333333333;0.6075546448947972;0.6075546448947972;0.6283737473878837
0.0;0.3902414990760075;0.3902414990760075;0.3902414990760075
0.3333333333333333;0.5408619790140616;0.5408619790140616;0.5131709831791423
0.3333333333333333;0.5843055094755982;0.5843055094755982;0.5898858611494819
0.0;0.45195936545471316;0.45195936545471316;0.4524585944934426
1.0;0.8467606940263139;0.8467606940263139;0.8424486443048256
0.0;0.6008952572382098;0.6008952572382098;0.5521859525863114
0.3333333333333333;0.7137383758200035;0.7137383758200035;0.7137383758200035
0.6666666666666666;0.47204252905284083;0.47204252905284083;0.47204252905284083
0.0;0.5223736992629486;0.5223736992629486;0.5256664892700799
0.0;0.525189220152689;0.525189220152689;0.5344813805673265
0.3333333333333333;0.3337667431962364;0.3337667431962364;0.47285496938974747
0.0;0.6346403069090482;0.6346403069090482;0.6206458717074776
1.0;0.664654889602372;0.664654889602372;0.6677553323771528
0.0;0.5282862191897868;0.5282862191897868;0.5266297830106939
0.0;0.5058659848985883;0.5058659848985883;0.5130977830647208
0.3333333333333333;0.6220667540973187;0.6220667540973187;0.6380193932438041
0.0;0.3144612445251061;0.3144612445251061;0.3144612445251061
0.3333333333333333;0.27439615005108886;0.27439615005108886;0.38277880410370074
0.0;0.3794473941375413;0.3794473941375413;0.4003168245913732
0.0;0.41696657419414923;0.41696657419414923;0.43105601677468924
0.3333333333333333;0.6758088877774895;0.6758088877774895;0.7170377363389799
1.0;0.6611643873416942;0.6611643873416942;0.6747749753081744
0.0;0.5537130020942437;0.5537130020942437;0.5735375720221881
0.3333333333333333;0.726176709210051;0.726176709210051;0.6983578456384848
0.6666666666666666;0.7384736484713467;0.7384736484713467;0.7202542261868915
0.0;0.45300132817889155;0.45300132817889155;0.43369880722593795
0.6666666666666666;0.7113797414466531;0.7113797414466531;0.6862802559296765
1.0;0.8453225712375123;0.8453225712375123;0.8320898130396923
0.0;0.6896674862231577;0.6896674862231577;0.6896674862231577
0.0;0.555205510775485;0.555205510775485;0.5981551349810262
0.0;0.5094713248993056;0.5094713248993056;0.5094713248993056
0.0;0.34845883543749734;0.34845883543749734;0.34845883543749734
0.6666666666666666;0.5129876864154297;0.5129876864154297;0.5129876864154297
0.3333333333333333;0.5220266671675892;0.5220266671675892;0.5099989707690279
1.0;0.6659579891901587;0.6659579891901587;0.6637113859124619
0.6666666666666666;0.7353426935076002;0.7353426935076002;0.7533425135523266
0.3333333333333333;0.5211929396887462;0.5211929396887462;0.5211929396887462
0.3333333333333333;0.6950834123164498;0.6950834123164498;0.6950834123164498
0.0;0.5488834546001194;0.5488834546001194;0.5488834546001194
0.3333333333333333;0.6333841639121442;0.6333841639121442;0.5680955813221148
0.0;0.4334128035531435;0.4334128035531435;0.4175054534361089
0.0;0.39906690021826513;0.39906690021826513;0.39906690021826513
0.0;0.6343628720470592;0.6343628720470592;0.5300746694277954
0.3333333333333333;0.5344616228688519;0.5344616228688519;0.5344616228688519
0.3333333333333333;0.6905106097986037;0.6905106097986037;0.6633629762868438
0.6666666666666666;0.7071506216741379;0.7071506216741379;0.7071506216741379
0.3333333333333333;0.5226209051176363;0.5226209051176363;0.4614566780647329
0.0;0.7000500142317887;0.7000500142317887;0.693339081828515
0.3333333333333333;0.32191975453415916;0.32191975453415916;0.31122609793394534
0.0;0.19769298745831393;0.19769298745831393;0.19769298745831393
0.0;0.7090496849650298;0.7090496849650298;0.7090496849650298
0.0;0.7315467287571877;0.7315467287571877;0.7315467287571877
0.0;0.6492397861345747;0.6492397861345747;0.4661941346968905
0.3333333333333333;0.653231542730616;0.653231542730616;0.6722124047795095
0.0;0.653443520828962;0.653443520828962;0.6537355262661314
0.0;0.41943075342757213;0.41943075342757213;0.41943075342757213
0.3333333333333333;0.6863583992026496;0.6863583992026496;0.6467692459565602
