Human;bestCOM_bestWBSM_AncSPLRada_bestUBSM_AncSPLRada;worstCOM_worstWBSM_AncSPLRada_worstUBSM_AncSPLRada
4.0;0.49875197072632627;0.5837398735019902
3.0;0.3238866013419041;0.22182267030115246
2.2;0.11280768345496867;0.17398733349893233
3.2;0.3089629195539877;0.22743557365234285
3.2;0.34827528043914574;0.3961875776415491
3.2;0.27820744203732856;0.3171454700316991
1.4;0.0754296062734224;0.15446575017784323
3.0;0.242535625036333;0.12203405355108499
1.4;0.16172449159960792;0.24547180926100276
3.0;0.20015250191343298;0.3025634542986946
3.0;0.2892033438872734;0.35640557782980375
1.0;0.0;0.13015059338004176
3.0;0.3086066999241838;0.10860632710696773
2.0;0.2867696673382022;0.28555622851024215
2.4;0.3265986323710904;0.29242478673717953
3.4;0.4195731958391368;0.39417790692164445
3.0;0.3383178381032654;0.3591820187880065
2.0;0.06691346414472593;0.24080739909728596
3.2;0.42504125665506876;0.33138091528840946
2.0;0.28712828080527764;0.20983492211565483
3.0;0.2888237787320982;0.22989816874665164
1.2;0.0;0.13834289277321493
3.4;0.5262013605584338;0.2619410280590506
1.8;0.13245323570650439;0.17989220012966567
3.6;0.3078320434799491;0.3530680200784103
2.0;0.17213259316477406;0.16718346377260587
2.4;0.4141156665103156;0.3589571808280724
3.4;0.2773500981126146;0.17342199390482396
3.0;0.3941231002432497;0.1771358209210049
4.0;0.3113995776646092;0.11482726453637371
4.0;0.4931303221013041;0.466142422786312
3.4;0.46437382793374776;0.41122444432620575
3.4;0.5059725306657862;0.4009003996767443
3.0;0.0;0.08024250415718966
2.0;0.31622776601683794;0.11396057645963795
3.8;0.5960395606792697;0.4307055216465324
3.4;0.38949041885226;0.2948839123097943
2.0;0.30151134457776363;0.07142857142857142
4.0;0.47841097226622264;0.29897771422483105
3.2;0.4558423058385518;0.5240090235683736
2.2;0.07142857142857142;0.17192116955609876
3.0;0.30023865267375327;0.3319190396408641
2.0;0.275698312775674;0.12044681428459361
0.6;0.18651996590432723;0.18489903609618757
3.2;0.2469609821070668;0.20839101394923415
3.6;0.35566213349662;0.4314771093964977
1.0;0.10846522890932808;0.1742247596033698
1.8;0.24845199749997662;0.2701461100721126
2.8;0.1025978352085154;0.1490895680715068
2.8;0.02355550844458578;0.06088451132486461
1.8;0.12691222462716875;0.15312939638548018
1.8;0.22360679774997896;0.12764492560284746
2.6;0.42874646285627205;0.35271876855047934
1.4;0.170663028978558;0.029462782549439483
3.0;0.34829046886014436;0.3128126774306235
0.6;0.074299708068468;0.1510423998872923
1.8;0.18698647982504946;0.24267860563239235
3.0;0.24077170617153845;0.2859576425020506
3.0;0.2665529186552281;0.27257598633798974
3.8;0.4652252738276661;0.4132844614166945
2.4;0.09845401205503207;0.19471828941658187
3.6;0.314095324233023;0.3038079374500498
2.8;0.4296689244236597;0.22511278959516604
3.6;0.29749251206322636;0.2929734009129201
3.0;0.3224150098203701;0.3004640192296455
0.0;0.06666666666666665;0.14457282198301913
0.0;0.0;0.08635564081909194
0.2;0.06804138174397717;0.12490825537173017
0.0;0.0;0.15579298464941232
0.2;0.03874194221130299;0.07358443463059532
0.2;0.0;0.1947046309165315
1.8;0.25;0.12107536441521626
1.4;0.049147318718299055;0.11577695688548903
1.8;0.06560819455172846;0.12171916656027951
2.0;0.21065269104421028;0.13073541455572954
0.0;0.0;0.2178107735736171
0.8;0.1789928948482306;0.22579467291070443
2.2;0.3414269989326677;0.25849223567655366
1.4;0.09128709291752767;0.03892494720807615
1.8;0.19264949706537648;0.25929417249636183
3.0;0.18257418583505536;0.4405693510511631
1.2;0.17698898030390703;0.3349410967452522
0.2;0.028487253915144006;0.14959115274956733
0.2;0.0;0.0
0.6;0.0;0.0966478292279369
0.2;0.08329725045834938;0.15297385764818824
0.2;0.0;0.07618422224009282
0.0;0.0396759800429077;0.08292505338813079
0.2;0.0;0.18352545023161593
0.2;0.0;0.16604629797517453
2.0;0.0;0.0
2.8;0.2696799449852968;0.1360821597418236
2.0;0.1493204586297492;0.12174424485022903
4.0;0.4987162668555622;0.33504866017151513
3.0;0.24056261216234406;0.19790851815397653
3.2;0.30494729948422705;0.39666514776949036
1.6;0.0;0.18122906094943353
2.4;0.1690308509457033;0.22556643035056118
3.2;0.253546276418555;0.33677012102660964
1.8;0.0;0.0
