Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Min
2.6666666666666665;0.9921787233450954;0.9921787233450954;0.9921787233450949
1.3333333333333333;0.982092208739402;0.982092208739402;0.982092208739402
4.0;0.9952639209131224;0.9952639209131224;0.9952639209131228
2.6666666666666665;0.9564447484789989;0.9564447484789989;0.9564447484789986
2.6666666666666665;0.9753505335998844;0.9753505335998844;0.9753505335998844
1.6666666666666667;0.9945845845892586;0.9945845845892586;0.9721466514882661
2.3333333333333335;0.9885842303974057;0.9885842303974057;0.9885842303974057
1.0;0.9599294111302816;0.9599294111302816;0.9599287836664504
1.6666666666666667;0.9659723397084232;0.9659723397084232;0.9358307656424445
3.0;0.9665110781188876;0.9665110781188876;0.9665110781188876
1.6666666666666667;0.9879998816977096;0.9879998816977096;0.9879998816977096
1.3333333333333333;0.9760997542646674;0.9760997542646674;0.9760997542646674
1.3333333333333333;0.9773019766340277;0.9773019766340277;0.9773019766340277
1.0;0.9743287626398003;0.9743287626398003;0.9743287626398003
1.6666666666666667;0.9751998208759713;0.9751998208759713;0.9751998208759713
2.3333333333333335;0.9149761434623641;0.9149761434623641;0.9127821914312892
3.0;0.944250759956934;0.944250759956934;0.979838600071193
2.3333333333333335;0.9694484492772897;0.9694484492772897;0.9891093465025795
3.0;0.9719053357390487;0.9719053357390487;0.9719053357390487
1.6666666666666667;0.9876249290857945;0.9876249290857945;0.9876249290857948
3.0;0.9953585891889509;0.9953585891889509;0.9953585891889505
2.6666666666666665;0.9652078474151966;0.9652078474151966;0.9544022656574763
1.6666666666666667;0.9647942046645867;0.9647942046645867;0.9647942046645867
3.0;0.9734982128840957;0.9734982128840957;0.9734982128840957
2.6666666666666665;0.9845315979219008;0.9845315979219008;0.9957839084819061
2.6666666666666665;0.9989651343205395;0.9989651343205395;0.9989651343205395
2.0;0.9664805159078446;0.9664805159078446;0.9664918111697851
2.0;0.9700494324674345;0.9700494324674345;0.9700643452885845
2.6666666666666665;0.985382056885609;0.985382056885609;0.9857769909538276
1.0;0.9855927390598541;0.9855927390598541;0.9855927390598541
3.0;0.9916395043911556;0.9916395043911556;0.9916421619284469
3.0;0.9737958376302696;0.9737958376302696;0.9584034154180433
1.0;0.9939760853510333;0.9939760853510333;0.9940954641273699
2.0;0.9350549755941496;0.9350549755941496;0.9284567265972614
2.0;0.997651263048935;0.997651263048935;0.997651263048935
0.0;0.9719399735156647;0.9719399735156647;0.9722888949571301
1.3333333333333333;0.9405912943108968;0.9405912943108968;0.9405912943108968
2.3333333333333335;0.9776845674951934;0.9776845674951934;0.9059519041160876
0.3333333333333333;0.9907833299518365;0.9907833299518365;0.9887814714549721
1.0;0.9844502671009526;0.9844502671009526;0.9896176603827499
3.0;0.9929445064068474;0.9929445064068474;0.9976236197331515
2.0;0.9825857495265015;0.9825857495265015;0.9825857495265015
1.0;0.9748294691745336;0.9748294691745336;0.9743578117526147
1.3333333333333333;0.9798167551304569;0.9798167551304569;0.9772940749253234
1.6666666666666667;0.9792541528746751;0.9792541528746751;0.975698581574807
0.6666666666666666;0.9687632788257422;0.9687632788257422;0.9710883999141736
1.3333333333333333;0.9781723749722062;0.9781723749722062;0.9781723749722063
2.0;0.9872114721404756;0.9872114721404756;0.9872114721404751
2.0;0.9864434353939213;0.9864434353939213;0.987195696669937
0.6666666666666666;0.9855042602384013;0.9855042602384013;0.9832230893136623
3.0;0.9904688004937001;0.9904688004937001;0.9911618919421905
3.0;0.9863427793487426;0.9863427793487426;0.9863427793487426
1.3333333333333333;0.9589738184323472;0.9589738184323472;0.9589738184323472
2.0;0.9910659416438463;0.9910659416438463;0.9911341195080888
2.0;0.9628330458980489;0.9628330458980489;0.9630164597234048
1.0;0.9842585059505766;0.9842585059505766;0.9850568123589366
1.6666666666666667;0.9491576564815025;0.9491576564815025;0.9472682544653473
2.0;0.9701571632617194;0.9701571632617194;0.9701535286444668
0.3333333333333333;0.9314557981496684;0.9314557981496684;0.9314557981496684
2.3333333333333335;0.9696308837187918;0.9696308837187918;0.9696351094457561
2.0;0.9949549550696423;0.9949549550696423;0.9949549550696423
1.3333333333333333;0.9781616292430158;0.9781616292430158;0.9781616292430158
2.6666666666666665;0.9999874958279001;0.9999874958279001;0.9999759188692906
1.0;0.9723149856893181;0.9723149856893181;0.9723149856893181
0.3333333333333333;0.9783577903334836;0.9783577903334836;0.9784709600482849
1.3333333333333333;0.9863182600811435;0.9863182600811435;0.9863182600811435
1.3333333333333333;0.9669828690488171;0.9669828690488171;0.9651770191793235
2.3333333333333335;0.962287007481506;0.962287007481506;0.9622375379935835
3.0;0.9699057632243102;0.9699057632243102;0.9699057632243102
3.0;0.9815125621095603;0.9815125621095603;0.9815150882481608
3.0;0.9948140399495436;0.9948140399495436;0.9948140399495441
1.3333333333333333;0.9333634747255134;0.9333634747255134;0.9333634747255135
3.0;0.8847338489892673;0.8847338489892673;0.8847338489892673
1.3333333333333333;0.9862395276048801;0.9862395276048801;0.9602839107893006
4.0;0.994971946227107;0.994971946227107;0.994971946227107
2.6666666666666665;0.9784608960411815;0.9784608960411815;0.9618079109375557
