Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioconceptvec_fasttext__tok-whitespace_notlc_sw-user_cf-default_ner-none_Average
2.6666666666666665;0.9987280150423573;0.9991019951392451
1.3333333333333333;0.9979523434336358;0.9988334695846259
4.0;0.9994915829791696;0.9992599130250587
2.6666666666666665;0.9980580055865039;0.9992937435527036
2.6666666666666665;0.998946877372423;0.9990404636817352
1.6666666666666667;0.9980017977937976;0.99875374780644
2.3333333333333335;0.9966229515239728;0.9987558245854479
1.0;0.9967953525152647;0.9968705744316844
1.6666666666666667;0.9929544103445964;0.990340508701956
3.0;0.9988521028752874;0.9970402868312637
1.6666666666666667;0.9989308231143192;0.9985186987795368
1.3333333333333333;0.9960105416679642;0.9956272670510758
1.3333333333333333;0.9963135812315845;0.9988870309452248
1.0;0.9939433902121322;0.9947242728599796
1.6666666666666667;0.9939765563952313;0.9932194673297049
2.3333333333333335;0.991267115794956;0.9958191259962886
3.0;0.9951274965847786;0.9971576592584389
2.3333333333333335;0.9989426968648941;0.9995013302298742
3.0;0.9979937723889339;0.9958924901088642
1.6666666666666667;0.9987301185809254;0.9986238388750573
3.0;0.9963358210175501;0.9941854663045673
2.6666666666666665;0.9976099916701502;0.9985940456838271
1.6666666666666667;0.99394817606131;0.9947070838178159
3.0;0.996831204699375;0.9976104145738519
2.6666666666666665;0.9957453503648744;0.996991895828733
2.6666666666666665;0.9990517454905425;0.9993342409043473
2.0;0.9936822615626357;0.9962997541198535
2.0;0.996965069687673;0.9981504545272635
2.6666666666666665;0.9994551194953504;0.9978307457230208
1.0;0.9984123257444018;0.9994762599819422
3.0;0.9920559967464629;0.9916774014575233
3.0;0.9985513933840904;0.9986172206210815
1.0;0.9980397731582951;0.9977908017413532
2.0;0.9911658855461073;0.9955500440220788
2.0;0.997203238162853;0.999427066753614
0.0;0.9900825833163933;0.9920703412175602
1.3333333333333333;0.9975580402694266;0.997032347031446
2.3333333333333335;0.9959386368616548;0.9948824610849716
0.3333333333333333;0.9970243840070858;0.9967132292495412
1.0;0.9986678128894919;0.9986998572117027
3.0;0.9997429959043513;0.9996496112937475
2.0;0.9959589832128104;0.9994140625817974
1.0;0.9971618100705143;0.9956493684793409
1.3333333333333333;0.9983797389511971;0.9990877848963335
1.6666666666666667;0.9890178037342284;0.9961395415897413
0.6666666666666666;0.9981061973308751;0.9971537643935198
1.3333333333333333;0.998290852372518;0.9992397804462427
2.0;0.9989534258745542;0.9995367250891547
2.0;0.987610671231059;0.9890552906464168
0.6666666666666666;0.9946521424411326;0.996408652463038
3.0;0.9993031882324128;0.9991393523215599
3.0;0.9993758279418132;0.9988227680028333
1.3333333333333333;0.9972988982571417;0.9982694933592233
2.0;0.9993969605841352;0.999323784835089
2.0;0.9986011402898958;0.9984132323223824
1.0;0.996959694979204;0.9981517435278937
1.6666666666666667;0.9991621834638871;0.9983665615618967
2.0;0.9993598822000024;0.9992509234201431
