Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bio_embedding_intrinsic__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Min;bio_embedding_intrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Min
3.5;0.9957660316440361;0.9957660316440361;0.9933816645420466;0.9893249572076278;0.9893249572076278;0.9969394252160007
2.5;0.9622723752575288;0.9622723752575288;0.9622723752575288;0.9577691086338942;0.9577691086338942;0.9577691086338942
3.45;0.9667411687272822;0.9667411687272822;0.9667411687272822;0.976209193699358;0.976209193699358;0.976209193699358
4.0;0.9851496917604358;0.9851496917604358;0.9868789422168918;0.9930588575286027;0.9930588575286027;0.9934137576924091
3.0;0.9571819128675467;0.9571819128675467;0.9581884675639241;0.957878859365305;0.957878859365305;0.952086804102305
2.0;0.9360048871515002;0.9360048871515002;0.9360048871515002;0.9622456182894804;0.9622456182894804;0.9622456182894804
2.5;0.9649096082948462;0.9649096082948462;0.9690388084857419;0.9826001619578942;0.9826001619578942;0.9816623553675434
3.0;0.933667613292326;0.933667613292326;0.933667613292326;0.9428036658519745;0.9428036658519745;0.9428036658519745
0.0;0.8866792133915977;0.8866792133915977;0.8866792133915977;0.900913185086731;0.900913185086731;0.900913185086731
2.5;0.926314562786529;0.926314562786529;0.926314562786529;0.9527801980700424;0.9527801980700424;0.9527801980700424
3.0;0.9639641872113598;0.9639641872113598;0.9639641872113598;0.9920216211241635;0.9920216211241635;0.9920216211241635
0.5;0.8963447945156306;0.9031805910012314;0.9031805910012314;0.9074474052791776;0.9086111372892341;0.9086111372892341
3.0;0.964299632607601;0.964299632607601;0.9607067227058352;0.9783950545221288;0.9783950545221288;0.9784854431593442
4.1;0.9660024505704039;0.9660024505704039;0.9660024505704039;0.9895224174304058;0.9895224174304058;0.9895224174304058
3.5;0.9739250247907167;0.9739250247907167;0.9739250247907167;0.967606766848965;0.967606766848965;0.967606766848965
4.0;0.9968723769131254;0.9968723769131254;0.9968723769131254;0.9966589579428446;0.9966589579428446;0.9966589579428446
2.5;0.9766533685145821;0.9989567406670977;0.967894593756431;0.969526015737223;0.997318388121878;0.9680905368328944
4.0;0.9965508509322403;0.9965508509322403;0.9959036007591914;0.9961186821708757;0.9961186821708757;0.9952803317342553
4.0;0.9712975609958611;0.9712975609958611;0.970829818131617;0.9799369736426891;0.9799369736426891;0.9806468713820217
4.1;0.9756442939517801;0.9756442939517801;0.9756442939517801;0.982470839392421;0.982470839392421;0.982470839392421
4.0;0.987962251189586;0.987962251189586;0.987962251189586;0.9875078066713875;0.9875078066713875;0.9875078066713875
3.0;0.9585500624966877;0.9585500624966877;0.9581949490356529;0.9808701109873912;0.9808701109873912;0.9802317412055148
4.0;0.9753368825551998;0.9753368825551998;0.9753368825551998;0.9885094109217307;0.9885094109217307;0.9885094109217307
3.0;0.9712964779401375;0.9712964779401375;0.9712964779401375;0.9763910051999479;0.9763910051999479;0.9763910051999479
4.5;0.99336954907178;0.9968282774563464;0.9968282774563464;0.9961406384779581;0.9963333078689093;0.9963333078689093
3.5;0.9678835274690247;0.9771774909402873;0.9771774909402873;0.9660168464183185;0.9760669732367303;0.9760669732367303
3.5;0.8882733791000609;0.8882733791000609;0.8882733791000609;0.9112975047896633;0.9112975047896633;0.9112975047896633
3.0;0.9716482050707776;0.9716482050707776;0.9743970149070483;0.975338903162194;0.975338903162194;0.9760107253683578
3.5;0.97936354803447;0.97936354803447;0.97936354803447;0.9932987818391712;0.9932987818391712;0.9932987818391712
4.0;0.9982307448924252;0.9982307448924252;0.9983326258230193;0.9984757715345145;0.9984757715345145;0.9984895220230895
4.0;0.9961620651341762;0.9961620651341762;0.9954593854206141;0.9957775967885287;0.9957775967885287;0.9950168383173436
4.0;0.9996111565015139;0.9996111565015139;0.9997644023946045;0.9975797574215932;0.9975797574215932;0.9981195426148269
3.0;0.9706194404024694;0.9706194404024694;0.9707864812219918;0.9643346039919872;0.9643346039919872;0.9719985383357194
2.5;0.9587033654379469;0.9587033654379469;0.9587033654379469;0.9758891233241099;0.9758891233241099;0.9758891233241099
2.5;0.9529384340345637;0.9529384340345637;0.9529384340345637;0.9445218502529179;0.9445218502529179;0.9445218502529179
3.0;0.9756438460444126;0.9756438460444126;0.9756438460444126;0.9646743644775835;0.9646743644775835;0.9646743644775835
0.0;0.8377731670896365;0.8377731670896365;0.8377731670896365;0.8871641466352908;0.8871641466352908;0.8871641466352908
4.25;0.969306004338006;0.969306004338006;0.969306004338006;0.9875006476279357;0.9875006476279357;0.9875006476279357
3.0;0.9167586358157905;0.9167586358157905;0.9167586358157905;0.9498697692250248;0.9498697692250248;0.9498697692250248
3.0;0.9615125182427466;0.9615125182427466;0.9539883278845543;0.9754404555073704;0.9754404555073704;0.9723283344575165
4.0;0.9545635484103188;0.9545635484103188;0.9545635484103188;0.9462485216297901;0.9462485216297901;0.9462485216297901
0.0;0.8873178863273447;0.8960225163304478;0.9065406080083978;0.9079999891691178;0.9132346046355071;0.9163832633686383
3.5;0.9480363012787244;0.9480363012787244;0.9480363012787244;0.957352994515819;0.957352994515819;0.957352994515819
1.0;0.8689729034657855;0.8689729034657855;0.8689729034657855;0.9009320463705618;0.9009320463705618;0.9009320463705618
0.0;0.8716467728597679;0.8716467728597679;0.8716467728597679;0.899780134493736;0.899780134493736;0.899780134493736
1.5;0.9503640425463196;0.9503640425463196;0.9503640425463196;0.9493854513445934;0.9493854513445934;0.9493854513445934
3.6;0.9528639716089644;0.9528639716089644;0.9528639716089644;0.9649404103018842;0.9649404103018842;0.9649404103018842
3.0;0.9816373589227664;0.983160708506679;0.983160708506679;0.9616866772826866;0.9666377390832286;0.9666377390832286
3.0;0.9708626498413787;0.9717185829175135;0.9736419846701855;0.9758085096477274;0.9776812772302038;0.9797555691566624
5.0;0.9814302783882566;0.9814302783882566;0.9844435760468333;0.9898307267139933;0.9898307267139933;0.993829588065912
3.5;0.9573645258209453;0.9573645258209453;0.9573645258209453;0.9549479017817776;0.9549479017817776;0.9549479017817776
0.0;0.8892981021107971;0.8990600409194955;0.8990600409194955;0.8989015550071044;0.9073144696939901;0.9073144696939901
4.0;0.9557944196710706;0.9600689619454306;0.9630357141638717;0.9635256219838899;0.9685979344965303;0.9654429565951396
4.5;0.9890545054998653;0.9890545054998653;0.9890545054998653;0.9939072736663219;0.9939072736663219;0.9939072736663219
3.0;0.9561937103978427;0.9561937103978427;0.9561937103978427;0.9727606470834399;0.9727606470834399;0.9727606470834399
3.5;0.9858292724222214;0.9858292724222214;0.9858292724222214;0.9833877476045952;0.9833877476045952;0.9833877476045952
4.0;0.9795768850884846;0.9795768850884846;0.9795768850884846;0.9891172863315244;0.9891172863315244;0.9891172863315244
3.0;0.9787254624060738;0.9787254624060738;0.9787254624060738;0.9878408536602648;0.9878408536602648;0.9878408536602648
3.0;0.961372587737466;0.961372587737466;0.961372587737466;0.9697371603855507;0.9697371603855507;0.9697371603855507
3.5;0.9681048704710864;0.9681048704710864;0.9652362502918341;0.9848673876181586;0.9848673876181586;0.9782768659959206
2.5;0.9291215863788983;0.9291215863788983;0.9291215863788983;0.9404248560407318;0.9404248560407318;0.9404248560407318
3.5;0.9868246499462202;0.9868246499462202;0.9868246499462202;0.9873042690031609;0.9873042690031609;0.9873042690031609
3.5;0.9290792567370217;0.9328951252976041;0.9304206587210008;0.9276964136915657;0.9309747218586358;0.9277525187499234
3.0;0.9635525899098688;0.9635525899098688;0.9682931478111473;0.97840132015824;0.97840132015824;0.9798704147865352
4.5;0.9679557549913754;0.9679557549913754;0.9679557549913754;0.9543440196627135;0.9543440196627135;0.9543440196627135
2.5;0.9395301750741925;0.9395301750741925;0.9395301750741925;0.9460760112042869;0.9460760112042869;0.9460760112042869
3.5;0.930841838498262;0.930841838498262;0.9287682286208044;0.9429193000579701;0.9429193000579701;0.9387412801273884
3.0;0.9603982349687299;0.9603982349687299;0.9603982349687299;0.9822395876102462;0.9822395876102462;0.9822395876102462
2.5;0.9335753552509264;0.9335753552509264;0.9335753552509264;0.9699258196467371;0.9699258196467371;0.9699258196467371
4.0;0.9727429581943126;0.9727429581943126;0.9745984899771987;0.9659430942100883;0.9659430942100883;0.9693401476762722
3.5;0.9832381075358867;0.9832381075358867;0.9680054109868672;0.9795263748127353;0.9795263748127353;0.9694823536782929
3.5;0.9515253901448082;0.9515253901448082;0.9538223303772357;0.945283673316153;0.945283673316153;0.9429532291315762
3.0;0.9740252774736677;0.9740252774736677;0.976970469905788;0.9823584540128416;0.9823584540128416;0.9823733336555213
2.5;0.9548634814273977;0.9548634814273977;0.9548634814273977;0.9900128345290414;0.9900128345290414;0.9900128345290414
4.0;0.9707500239480479;0.9707500239480479;0.9707500239480479;0.9827128497022526;0.9827128497022526;0.9827128497022526
3.5;0.9005624797375965;0.8993045496505904;0.9106898032660089;0.9384706493258205;0.9368027372860485;0.9449597170608972
2.5;0.9178949817468354;0.9178949817468354;0.9178949817468354;0.9361807972620194;0.9361807972620194;0.9361807972620194
2.5;0.9563749325527335;0.9563749325527335;0.9563749325527335;0.9643354311592313;0.9643354311592313;0.9643354311592313
5.0;0.9892588433798277;0.9892588433798277;0.9892588433798277;0.9902897335655677;0.9902897335655677;0.9902897335655677
4.25;0.9742584664192397;0.972026824501392;0.972026824501392;0.9771680579692312;0.9714235325956251;0.9714235325956251
2.5;0.9460725241983186;0.9460725241983186;0.9460725241983186;0.9502650366943953;0.9502650366943953;0.9502650366943953
2.95;0.9780827205050133;0.9780827205050133;0.9780827205050133;0.9766337273532572;0.9766337273532572;0.9766337273532572
3.0;0.976626908524223;0.976626908524223;0.9766269085242234;0.9895504229789062;0.9895504229789062;0.9895504229789059
3.45;0.9851452196938429;0.9851452196938429;0.9851452196938429;0.9860552112501504;0.9860552112501504;0.9860552112501504
2.5;0.9490604317507689;0.9490604317507689;0.9490604317507689;0.9723953940783763;0.9723953940783763;0.9723953940783763
0.5;0.93491020826618;0.93491020826618;0.93491020826618;0.9409794053730186;0.9409794053730186;0.9409794053730186
4.5;0.9342662047280895;0.9342662047280895;0.9342662047280895;0.9484453957712105;0.9484453957712105;0.9484453957712105
2.0;0.9113025270315699;0.9113025270315699;0.9089053458946063;0.9206681914620657;0.9206681914620657;0.9244782089575543
2.0;0.9296568726022685;0.9296568726022685;0.9296568726022685;0.9343907033814445;0.9343907033814445;0.9343907033814445
3.5;0.9910233417677363;0.9908931292271952;0.9912729565321219;0.9943738123827749;0.9914718357918316;0.9932543691727634
3.5;0.9677729380825255;0.9677729380825255;0.9677729380825255;0.981223785783114;0.981223785783114;0.981223785783114
4.0;0.9887210914045431;0.9887210914045431;0.9887210914045431;0.9925567976428904;0.9925567976428904;0.9925567976428904
3.5;0.9791690919761753;0.9796235639787396;0.9816209384414009;0.9875891470993435;0.9894057309204086;0.9894649860793033
4.0;0.9834009879454269;0.9845909177030099;0.9882132757080901;0.9951617153764042;0.9958064466626121;0.992899840520577
2.5;0.9068133014150451;0.9068133014150451;0.9068133014150451;0.9528330375855253;0.9528330375855253;0.9528330375855253
3.0;0.9694299482570827;0.9689098707865089;0.9689391177131216;0.9743272872032157;0.9712656197232131;0.9693506698996933
3.0;0.9424905813956843;0.9424905813956843;0.9424905813956843;0.9637054178887291;0.9637054178887291;0.9637054178887291
3.0;0.9054113567583804;0.9054113567583804;0.9054113567583804;0.9180318837204479;0.9180318837204479;0.9180318837204479
1.0;0.9081379768774055;0.9081379768774055;0.9081379768774055;0.9279894512824848;0.9279894512824848;0.9279894512824848
2.0;0.9606091081596853;0.972581291188182;0.963627046560806;0.9582177124375076;0.9644554679253347;0.9600671209880529
2.0;0.9025622785193669;0.9025622785193669;0.9025622785193669;0.9152875545720395;0.9152875545720395;0.9152875545720395
4.5;0.9953927023753634;0.9953927023753634;0.9892646440728226;0.9907102032549857;0.9907102032549857;0.9868560143322441
4.0;NaN;NaN;NaN;NaN;NaN;NaN
3.0;0.9771365165653727;0.9771365165653727;0.9771365165653727;0.983666611965387;0.983666611965387;0.983666611965387
3.0;0.9774651550638089;0.9774651550638089;0.9774651550638089;0.9809617057033686;0.9809617057033686;0.9809617057033686
4.15;0.9691215682183508;0.9691215682183508;0.9691215682183508;0.9753395012313328;0.9753395012313328;0.9753395012313328
2.5;0.9120133855739017;0.9120133855739017;0.9085923714745929;0.9393522617007173;0.9393522617007173;0.9379172636886612
3.5;0.9712393614476413;0.9712393614476413;0.9712393614476413;0.9661926566697591;0.9661926566697591;0.9661926566697591
4.0;0.9341437527252043;0.9341437527252043;0.9341437527252043;0.9475989968235233;0.9475989968235233;0.9475989968235233
5.0;0.9849508175178349;0.9849508175178349;0.9919699383598998;0.9815797279670023;0.9815797279670023;0.9896811778769408
4.8;0.9987367323740792;0.9987367323740792;0.9963916029179917;0.9983012035029732;0.9983012035029732;0.9928091883057343
0.0;0.8453081131035631;0.8453081131035631;0.850199867522632;0.8867040801768367;0.8867040801768367;0.8903863001999139
4.6;0.9721018176811584;0.9721018176811584;0.9721018176811584;0.986031263883513;0.986031263883513;0.986031263883513
3.0;0.9510275933921688;0.9510275933921688;0.9694352113337127;0.9512902457353973;0.9512902457353973;0.9684225224719101
2.7;0.9402354992860615;0.9402354992860615;0.9400885357389257;0.9555667975588963;0.9555667975588963;0.9537017197547918
3.6;0.9675859697799151;0.9675859697799151;0.9675859697799151;0.9897494452081679;0.9897494452081679;0.9897494452081679
3.75;0.9857466152511271;0.9857466152511271;0.9857466152511271;0.9834700653047528;0.9834700653047528;0.9834700653047528
3.65;0.960621466022609;0.960621466022609;0.960621466022609;0.9715089711812283;0.9715089711812283;0.9715089711812283
0.0;0.9316391118366005;0.9316391118366005;0.9316391118366005;0.9424972520998037;0.9424972520998037;0.9424972520998037
3.0;0.9513342828674135;0.9513342828674135;0.9513342828674135;0.9439118050459281;0.9439118050459281;0.9439118050459281
4.75;0.9939592593988381;0.9939592593988381;0.9939592593988381;0.9918726954844339;0.9918726954844339;0.9918726954844339
3.6;0.9819008283126239;0.9819008283126239;0.9832419476773006;0.9954289932809439;0.9954289932809439;0.9962367774036835
3.5;0.9894162487899826;0.9894162487899826;0.9761358529900117;0.9903509313964318;0.9903509313964318;0.984665020634477
2.75;0.9495303571616401;0.9479582106707511;0.951854946708117;0.9734159704971647;0.9719950863445617;0.9727831888770143
5.0;0.9941785391284109;0.9941785391284109;0.9941785391284109;0.9869044281451778;0.9869044281451778;0.9869044281451778
4.0;0.9564821006221707;0.9564821006221707;0.9564821006221707;0.951870438807975;0.951870438807975;0.951870438807975
3.0;0.9590755674177045;0.9590755674177045;0.9868288943355141;0.9085308205383779;0.9085308205383779;0.9746716592013289
3.5;0.9720975875767441;0.9720975875767441;0.9720975875767441;0.9761738341932263;0.9761738341932263;0.9761738341932263
3.35;0.9610837543330165;0.9610837543330165;0.9610837543330165;0.9690768086172776;0.9690768086172776;0.9690768086172776
3.2;0.9683630461757263;0.9683630461757263;0.9683630461757263;0.9627683690987802;0.9627683690987802;0.9627683690987802
3.6;0.9643278859398241;0.9643278859398241;0.9643278859398241;0.9734930674377505;0.9734930674377505;0.9734930674377505
3.75;0.9298345598731207;0.9298345598731207;0.9210208027221675;0.9835696998683009;0.9835696998683009;0.9796664493320284
4.0;0.9855444628577945;0.9855444628577945;0.9855444628577945;0.9847978814503652;0.9847978814503652;0.9847978814503652
3.75;0.9696633602351373;0.9696633602351373;0.9696633602351373;0.9839612786550905;0.9839612786550905;0.9839612786550905
3.5;0.987293819090578;0.987293819090578;0.987293819090578;0.9786075392862665;0.9786075392862665;0.9786075392862665
3.5;0.9802971866364648;0.9802971866364648;0.9802971866364648;0.9799562908797399;0.9799562908797399;0.9799562908797399
4.25;0.994632621874933;0.994632621874933;0.9966959753841457;0.9951704764035646;0.9951704764035646;0.9962332695097538
0.0;0.8530214426947088;0.8530214426947088;0.8530214426947088;0.8894702238836694;0.8894702238836694;0.8894702238836694
3.5;0.9627713304927007;0.9627713304927007;0.9627713304927007;0.9767932927452202;0.9767932927452202;0.9767932927452202
2.75;0.9359575101231985;0.9359575101231985;0.9359575101231985;0.9422361171835814;0.9422361171835814;0.9422361171835814
5.0;0.9877260765549106;0.9877260765549106;0.9889798427543163;0.9801993320908692;0.9801993320908692;0.9827384271873321
3.75;0.9720651595253147;0.9720651595253147;0.9720651595253147;0.9883835831214558;0.9883835831214558;0.9883835831214558
3.45;0.973379587289971;0.973379587289971;0.973379587289971;0.9791514548857696;0.9791514548857696;0.9791514548857696
3.0;0.9733393638175186;0.9733393638175186;0.9733393638175186;0.9902128654821072;0.9902128654821072;0.9902128654821072
2.25;0.906206160859252;0.906206160859252;0.906206160859252;0.9405014990582911;0.9405014990582911;0.9405014990582911
3.25;0.9329154455250841;0.9329154455250841;0.9329154455250841;0.9529023146018495;0.9529023146018495;0.9529023146018495
4.2;0.9715353402598116;0.9715353402598116;0.9715353402598116;0.9846760899720036;0.9846760899720036;0.9846760899720036
4.25;0.9783771457762118;0.9783771457762118;0.9805168789375855;0.9816616087983302;0.9816616087983302;0.9853163834615891
4.4;0.9935112100746357;0.9937213644190266;0.9926015273603712;0.9915872545644423;0.992313394482364;0.9890578907641836
2.5;0.9308834044439623;0.9308834044439623;0.9346271444147171;0.9557773652296031;0.9557773652296031;0.9541758569461917
1.75;0.9280427769104236;0.9280427769104236;0.9280427769104236;0.9419955168292743;0.9419955168292743;0.9419955168292743
3.5;0.9737144468887432;0.9737144468887432;0.9737144468887432;0.9723855530319895;0.9723855530319895;0.9723855530319895
3.5;0.9889233635339155;0.9889233635339155;0.9889233635339155;0.9824490244074752;0.9824490244074752;0.9824490244074752
5.0;0.9998877249079171;0.9998877249079171;0.9998877249079171;0.9958150155510032;0.9958150155510032;0.9958150155510032
3.95;0.9878396825095321;0.9878810129174321;0.992142371434063;0.9831336480514395;0.9846609530160961;0.9912800357240545
3.5;0.9767113166391392;0.9558297613261668;0.9558297613261668;0.9781568100601419;0.9764475898251821;0.9764475898251821
3.25;0.9031827457464251;0.9031827457464251;0.9074444886955831;0.9276159141888992;0.9276159141888992;0.9389011972583681
4.5;0.9641003682523976;0.9641003682523976;0.9669665281283814;0.9434433415357508;0.9434433415357508;0.9519290976786529
0.0;0.8791837072973352;0.8791837072973352;0.8688373141698055;0.8969019719147827;0.8969019719147827;0.9039071550502832
3.1;0.9647208896713587;0.9647208896713587;0.9647208896713587;0.9695340367800527;0.9695340367800527;0.9695340367800527
3.5;0.984483675588543;0.984483675588543;0.984483675588543;0.9746724448468165;0.9746724448468165;0.9746724448468165
4.25;0.9911105847973044;0.9911105847973044;0.9899532194766523;0.9905615560721945;0.9905615560721945;0.9888074564064979
2.75;0.9146345004746982;0.9090111313483442;0.9090111313483442;0.9207951991113176;0.9212242743723936;0.9212242743723936
3.5;0.954444559388218;0.954444559388218;0.954444559388218;0.9658638065967864;0.9658638065967864;0.9658638065967864
4.5;0.9889737365576411;0.8812359780828389;0.9867532109381995;0.9925228570862503;0.9160384741439239;0.9881881470872047
3.5;0.9844039659990567;0.9844039659990567;0.9844039659990567;0.978715403643463;0.978715403643463;0.978715403643463
2.9;0.9559170067174377;0.9538498171630841;0.958292458716269;0.9730453339749923;0.9733831875333729;0.9736431026256881
3.0;0.9677385657589691;0.9677385657589691;0.9677385657589691;0.9608388634914754;0.9608388634914754;0.9608388634914754
3.0;0.9737337817012325;0.9737337817012325;0.9737337817012325;0.9757033464549033;0.9757033464549033;0.9757033464549033
3.0;0.9407407415143401;0.9408504584684386;0.9574660446087421;0.9633804721556269;0.961246924019257;0.9689425102494345
4.0;0.9255227698282927;0.9255227698282927;0.9255227698282927;0.9439518183066306;0.9439518183066306;0.9439518183066306
0.0;0.8663531611743133;0.8729808187581047;0.8729808187581047;0.8872892406881865;0.8948162851826716;0.8948162851826716
3.75;0.9536628655606234;0.9631099283467106;0.9662884185392694;0.9726581497249857;0.9790411605893281;0.9813755287345696
3.0;0.9944438782653181;0.9944438782653181;0.9944438782653181;0.9907243632016904;0.9907243632016904;0.9907243632016904
2.5;0.9548249152252491;0.9548249152252491;0.943298477342274;0.9644416473671421;0.9644416473671421;0.9616006600384227
3.5;0.9692487889561399;0.9692487889561399;0.9692487889561399;0.9866180428974552;0.9866180428974552;0.9866180428974552
4.0;0.9261331518587953;0.9261331518587953;0.9261331518587953;0.9716182179132472;0.9716182179132472;0.9716182179132472
4.5;0.9755951869984731;0.9755951869984731;0.9630179758329427;0.9650394769738184;0.9650394769738184;0.9576847357997043
3.5;0.9806054713367824;0.9806054713367824;0.962818102587207;0.9858964544882071;0.9858964544882071;0.9702811076963099
2.5;0.9102670242246197;0.9102670242246197;0.9102670242246197;0.9543524564845327;0.9543524564845327;0.9543524564845327
3.75;0.9653581872582244;0.9653581872582244;0.964853859745246;0.9846744464911509;0.9846744464911509;0.9837982673977955
3.5;0.9671068512729278;0.9671068512729278;0.9671068512729278;0.974966653580059;0.974966653580059;0.974966653580059
3.0;0.9531737247764693;0.9531737247764693;0.9531737247764693;0.9750116781178783;0.9750116781178783;0.9750116781178783
3.9;0.9680381440362538;0.9680381440362538;0.9680381440362538;0.9714464313121295;0.9714464313121295;0.9714464313121295
3.25;0.9617553056646412;0.9617553056646412;0.9617553056646412;0.9682526527970685;0.9682526527970685;0.9682526527970685
3.75;0.9913943756778623;0.9913943756778623;0.9914810655385701;0.9986079713941072;0.9986079713941072;0.998999099989409
3.4;0.921039248017415;0.921039248017415;0.921039248017415;0.9420994238797938;0.9420994238797938;0.9420994238797938
4.75;0.9908536818528494;0.9908536818528494;0.9908536818528494;0.987623440398116;0.987623440398116;0.987623440398116
3.5;0.9728767861510036;0.9728767861510036;0.9728767861510036;0.9780916048384063;0.9780916048384063;0.9780916048384063
3.75;0.8941003193150148;0.8941003193150148;0.8941003193150148;0.9136436723918092;0.9136436723918092;0.9136436723918092
3.25;0.931166578577628;0.931166578577628;0.931166578577628;0.9551140902569331;0.9551140902569331;0.9551140902569331
0.5;0.908262435358467;0.908262435358467;0.9119576122128745;0.8963698220667019;0.8963698220667019;0.9044467582807962
0.5;0.9171761183748408;0.9171761183748408;0.9171761183748408;0.9431961629983119;0.9431961629983119;0.9431961629983119
3.75;0.9782777301339398;0.9782777301339398;0.9782777301339398;0.9806072176116286;0.9806072176116286;0.9806072176116286
3.25;0.9753368825551998;0.9753368825551998;0.9753368825551998;0.9885094109217307;0.9885094109217307;0.9885094109217307
2.5;0.8957567388256789;0.9095765863364278;0.9198297909991934;0.9325658268986697;0.939639540967501;0.9393255161735065
4.95;0.9922188404935259;0.9922188404935259;0.9953567062112705;0.9909623158211972;0.9909623158211972;0.9908557375199
0.0;0.8697992256475748;0.8697992256475748;0.8697992256475748;0.8948412801427095;0.8948412801427095;0.8948412801427095
3.4;0.9890458111884581;0.9890458111884581;0.9890458111884581;0.9918957865783393;0.9918957865783393;0.9918957865783393
3.0;0.9706160839906284;0.9706160839906284;0.9706160839906284;0.9767468329802282;0.9767468329802282;0.9767468329802282
