Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;bio_embedding_intrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none_Max
3.5;0.9970854368267583;0.9970854368267583;0.9982874496695863;0.9927784306960749;0.9927784306960749;0.9979066546990754
2.5;0.96558690925904;0.96558690925904;0.96558690925904;0.974446788235157;0.974446788235157;0.974446788235157
3.45;0.9754040933320202;0.9754040933320202;0.9754040933320202;0.9626622206050414;0.9626622206050414;0.9626622206050414
4.0;0.9841167379355018;0.9841167379355018;0.9850745520230374;0.9942859806904741;0.9942859806904741;0.9944093756207967
3.0;0.9512311488639243;0.9512311488639243;0.9544377835834946;0.9557009734099275;0.9557009734099275;0.9563117217824314
2.0;0.9447832461511948;0.9447832461511948;0.9447832461511948;0.9477513927871516;0.9477513927871516;0.9477513927871516
2.5;0.9694115132510662;0.9694115132510662;0.9709618486919984;0.9755780623283334;0.9755780623283334;0.9751524946932981
3.0;0.9492882613164765;0.9492882613164765;0.9492882613164765;0.935610030007174;0.935610030007174;0.935610030007174
0.0;0.8936472957344662;0.8936472957344662;0.8936472957344662;0.8833486278511119;0.8833486278511119;0.8833486278511119
2.5;0.9366361945519582;0.9366361945519582;0.9366361945519582;0.9514550925157338;0.9514550925157338;0.9514550925157338
3.0;0.9788836986429716;0.9788836986429716;0.9788836986429716;0.9795836581844924;0.9795836581844924;0.9795836581844924
0.5;0.9195565656602813;0.9247063802415859;0.9247063802415859;0.897229907435409;0.9058765992783387;0.9058765992783387
3.0;0.9606103636467124;0.9606103636467124;0.9597761106382368;0.9680161484734943;0.9680161484734943;0.9679811424499867
4.1;0.976140211956908;0.976140211956908;0.976140211956908;0.9769059180345775;0.9769059180345775;0.9769059180345775
