Human;Flair_tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.7354885900892988;0.7655154929606192;0.6999184347343005;0.7683955408308127
1.3333333333333333;0.7623395283918616;0.7624437626634744;0.7388159656271627;0.7532190701970846
4.0;0.8367306415313238;0.8202601475469611;0.8202601475469611;0.8122762846506818
2.6666666666666665;0.6986994303557256;0.761490034181755;0.7272004773591654;0.7634878514175624
2.6666666666666665;0.6867970731012041;0.7348169784669762;0.6952239569941452;0.7348169784669762
1.6666666666666667;0.7549357139238361;0.7051560540152098;0.7376960105768237;0.7037269634401556
2.3333333333333335;0.7664435979796671;0.7661521743853634;0.7661521743853634;0.7661521743853634
1.0;0.6809116558158053;0.7591131829638841;0.7258216515200109;0.7720597403266892
1.6666666666666667;0.760193270606891;0.8307212883647278;0.7827032870993433;0.8367764680229643
3.0;0.7472212106676501;0.755100549216501;0.7352068237285956;0.7639728097188565
1.6666666666666667;0.8113626965700326;0.8045787972210481;0.8045787972210481;0.8045787972210481
1.3333333333333333;0.6888293867054065;0.7211453840897857;0.6928961053255908;0.731058472486944
1.3333333333333333;0.7877217325691529;0.7900234685050681;0.7882115532858087;0.7900234685050681
1.0;0.6220745650558056;0.582676813866746;0.5733498471196118;0.582676813866746
1.6666666666666667;0.6890050792630643;0.6982700245995254;0.6413735136921818;0.7023208044391752
2.3333333333333335;0.7127040224334934;0.7439192771886303;0.6925045502521229;0.7659666834886267
3.0;0.8691104606232926;0.8660663924377869;0.837448686350727;0.8826738106059647
2.3333333333333335;0.7462840765025506;0.7343786700226667;0.7101494088787674;0.7272286597810935
3.0;0.6179683131511264;0.6639181024626896;0.6066500185083032;0.6639181024626896
1.6666666666666667;0.7637691038520895;0.7761229309295565;0.7724866697933896;0.7649514089314913
3.0;0.8248414941043573;0.8170533917822568;0.8170533917822568;0.8088975051735635
2.6666666666666665;0.6209337887694402;0.6321524395557168;0.6321524395557168;0.632982858914176
1.6666666666666667;0.6510744842753675;0.6291998486191566;0.6291998486191566;0.6291998486191566
3.0;0.7599548226954457;0.744713831947966;0.744713831947966;0.744713831947966
2.6666666666666665;0.8400224035523287;0.8458857871277873;0.8247079567552142;0.8568238545686047
2.6666666666666665;0.7325377080609565;0.7593333215354979;0.7232513999496563;0.7593333215354979
2.0;0.7618774158117062;0.7656674615072487;0.7621079755692204;0.7584979177651274
2.0;0.7193763934779748;0.6995150681134508;0.6989536678238703;0.6954506376729875
2.6666666666666665;0.8369469814376692;0.8260872465503573;0.8237660711276032;0.8312229136751662
1.0;0.7655857971713047;0.7809962725977269;0.766346776475414;0.7809962725977269
3.0;0.7612468657702542;0.8072183727787722;0.7510184187764005;0.834578598034801
3.0;0.6800896314072934;0.6983807985624925;0.6983807985624925;0.47228352436475657
1.0;0.7473107025545215;0.7246724619207856;0.7246724619207856;0.7219549118420312
2.0;0.6586661144624324;0.6916452634587901;0.6916452634587901;0.703380586889657
2.0;0.8130085000318171;0.8183186367927575;0.8183186367927575;0.8300352126986493
0.0;0.688647519715589;0.6776260690108122;0.6776260690108122;0.6880160757121575
1.3333333333333333;0.6721031668332621;0.7154281346324722;0.7154281346324722;0.7216887210336135
2.3333333333333335;0.7244342397439238;0.7095146594454224;0.7095146594454224;0.690068177335422
0.3333333333333333;0.556325248125118;0.5836251479133554;0.5836251479133554;0.5906298756274322
1.0;0.7597600338264013;0.7600536533866399;0.7600536533866399;0.7425180350935872
3.0;0.8236373851581222;0.8193492962090849;0.8193492962090849;0.8183911863517384
2.0;0.6933454009944141;0.7481218238752242;0.7071316310078446;0.733649303653907
1.0;0.7563613985189669;0.7436612737654972;0.7494176839567191;0.7349209746997142
1.3333333333333333;0.8208897910035295;0.8314808859037366;0.8064927958975783;0.8207357968332806
1.6666666666666667;0.7671400085824912;0.7071096397360684;0.7311252762555933;0.7191486136731516
0.6666666666666666;0.7960066696405851;0.7300419205314721;0.7919481117999727;0.7081821966191322
1.3333333333333333;0.8978960677192361;0.8965173995635137;0.9060041828490307;0.8909279679637021
2.0;0.9159265751596877;0.9050178798664344;0.9094648330311423;0.8953563463548406
2.0;0.7822083956925677;0.7538836178173803;0.7385813467995738;0.7578185555249518
0.6666666666666666;0.6641813084847433;0.7000793375084594;0.6248422796311423;0.6694011386772706
3.0;0.8791182904103868;0.916021141284488;0.880814876610446;0.9107774155937666
3.0;0.7767601694928463;0.7757958514081319;0.7662243395914561;0.7757958514081319
1.3333333333333333;0.7948451505417172;0.7874031318092285;0.7990580522907009;0.7864774079755523
2.0;0.840489675854489;0.8400358789913007;0.8402858154092552;0.8546067424616549
2.0;0.6975275478375806;0.7547869104303987;0.7339681442366701;0.7341776114617763
1.0;0.6606637611531627;0.6815542165090389;0.6570721105596663;0.6590202385575451
1.6666666666666667;0.7870759675077537;0.7777705556769697;0.7647706825358082;0.7780310407522337
2.0;0.8797339008648037;0.862652088564992;0.8791652739879131;0.8337878359276532
0.3333333333333333;0.7183780934062269;0.6984036187102703;0.7130752174775916;0.6984036187102703
2.3333333333333335;0.7670264014676543;0.7469948154488563;0.7644302954920761;0.7495227638165272
2.0;0.6032292802387484;0.6169176980313107;0.6169176980313107;0.6169176980313107
1.3333333333333333;0.8042378885992518;0.7802615420037378;0.7802615420037378;0.7802615420037378
2.6666666666666665;0.9980153190922072;0.9978850488233273;0.998068081311705;0.9983892239270074
1.0;0.7591705132139671;0.7188367167407362;0.7188367167407362;0.7188367167407362
0.3333333333333333;0.7097336725002906;0.7070176905718727;0.6957354087598117;0.7094338535062564
1.3333333333333333;0.8092474394379814;0.796209674169218;0.796209674169218;0.796209674169218
1.3333333333333333;0.7791202385987107;0.8016801080519642;0.7487782854903049;0.7965206768003187
2.3333333333333335;0.7006975790136583;0.6928457045892628;0.7063743317465618;0.6932058660390964
3.0;0.8190265081856702;0.8266881912447378;0.8266881912447378;0.8266881912447378
3.0;0.6926877708210306;0.713429063762894;0.6727885978991164;0.7139354287117011
3.0;0.8769972090900733;0.8695226059323689;0.8689454475459634;0.8684992532987281
1.3333333333333333;0.7219642895096424;0.7637740603996015;0.7618712641162024;0.7576972808638326
3.0;0.6947761629717213;0.6934914831961154;0.6934914831961154;0.6671050321663919
