Human;Sent2vec_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Sent2vec_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
3.5;0.9509705613951223;0.899940734567846
2.5;0.8267539115098456;0.7367333730073657
3.45;0.8119276318708842;0.7450246474462742
4.0;0.9632065315356892;0.962570912681232
3.0;0.5757870344821654;0.5528288557608735
2.0;0.6552645221828359;0.6318009575285962
2.5;0.861116662792344;0.8584056491648053
3.0;0.7857021529432374;0.7345055999658247
0.0;0.3601053149464766;0.34646262000982875
2.5;0.7116103333027419;0.6264502123198068
3.0;0.9203415644777324;0.9355603150967343
0.5;0.4670332916142434;0.46228081401771126
3.0;0.7491136430268516;0.7348765818706515
4.1;0.9121385441273134;0.9105431691730851
3.5;0.8135383827499875;0.8036773490740802
4.0;0.9652062137762676;0.9781955593874754
2.5;0.723747382708242;0.5362990806656206
4.0;0.9580988599505242;0.9139366305599413
4.0;0.925473808906506;0.8502021568900816
4.1;0.8030887611806754;0.7924490935813796
4.0;0.8901071154670085;0.9018215932071174
3.0;0.903392480657619;0.8596013675806136
4.0;0.8951921021143049;0.8959584965407993
3.0;0.8493403118559184;0.8024132004633124
4.5;0.9746682260148406;0.9756846515729779
3.5;0.9028421181355674;0.8972406367301581
3.5;0.5338960545348952;0.5307672734900853
3.0;0.9148094591518228;0.8890006630490153
3.5;0.9693161044696645;0.942339557186467
4.0;0.9918521313075399;0.9927078063797237
4.0;0.9801641227954034;0.9688119503828251
4.0;0.9422186409237036;0.8830014518764093
3.0;0.8697456719154726;0.8668999028009997
2.5;0.8741678671075696;0.8224397016792017
2.5;0.6517297260180857;0.6701990187753405
3.0;0.8497064581094939;0.8310934347053165
0.0;0.257042509423525;0.2697682298591594
4.25;0.8365208971145544;0.8335521682739478
3.0;0.7381138382712342;0.7098063090182796
3.0;0.767322111353931;0.741378849709924
4.0;0.7994664019099715;0.787442755452343
0.0;0.4328594318430134;0.3656885377155025
3.5;0.8215264083200425;0.7755290591474937
1.0;0.4797068386913042;0.5378550669954347
0.0;0.3524183796810935;0.3024032556107585
1.5;0.7029024855334151;0.6368731948931975
3.6;0.7442488480476954;0.7339532019873705
3.0;0.8985787157846038;0.8268589725366066
3.0;0.8890552418886418;0.8612558749951335
5.0;0.9064116635985602;0.8930885184517654
3.5;0.6063460224475776;0.5763026407398255
0.0;0.34992654482210755;0.32778534270626764
4.0;0.8147903790603332;0.9324547207539505
4.5;0.9690641226552088;0.9420108366739233
3.0;0.8661629435453607;0.8124855548336503
3.5;0.8913972046830357;0.8878592043843951
4.0;0.9462194014843034;0.9210607322422418
3.0;0.92308505219451;0.8882279006225375
3.0;0.8054073306749936;0.7980517778989271
3.5;0.8766576656029342;0.8612651629658402
2.5;0.6214263592591359;0.6007090155243939
3.5;0.8996824470015035;0.892825141723404
3.5;0.5566831023849097;0.5493372805727498
3.0;0.9000441760897592;0.9027802313436807
4.5;0.5914099051687125;0.5940869719330533
2.5;0.6367731390980487;0.6424134428971524
3.5;0.6377767765752307;0.6041395380144238
3.0;0.8535320758999722;0.847744757655668
2.5;0.8187259561567193;0.7508698057253544
4.0;0.833337649199799;0.3723253821514879
3.5;0.8824531633695452;0.8752824762526024
3.5;0.6535315054121379;0.6732212453798044
3.0;0.8899547894875115;0.8915982052502563
2.5;0.9331724153837658;0.8494787839342786
4.0;0.8119095725300063;0.81166032923754
3.5;0.7023160393003274;0.6871263157056461
2.5;0.6001985880280267;0.4908291350325817
2.5;0.8861542912782879;0.84620514552308
5.0;0.8930226311590652;0.8703074713750233
4.25;0.837606240086917;0.8224666034854056
2.5;0.7626558084349815;0.7626361023754528
2.95;0.9060644381891705;0.872765209827805
3.0;0.9150933432877658;0.9135495684008631
3.45;0.9341216560352599;0.9112064945182782
2.5;0.8732122647453674;0.7752829341712847
0.5;0.7297680041394184;0.7318415400925905
4.5;0.5633930705097203;0.5671115377664985
2.0;0.5610955772928238;0.5088124084423572
2.0;0.6595271212730895;0.6531913340728842
3.5;0.9653815859903919;0.9628429958273323
3.5;0.899360452684647;0.7635889375307592
4.0;0.9297843718633202;0.920978135688987
3.5;0.9320850446785501;0.9285822184996008
4.0;0.9307341593739178;0.91547950378394
2.5;0.7054655359607942;0.6331736630292077
3.0;0.8155635186070906;0.7675330108576673
3.0;0.6826924002080841;0.6793199177872965
3.0;0.6148942860034589;0.5979369426037159
1.0;0.4054633059598275;0.45842928118008297
2.0;0.7996812395538264;0.7698330626192287
2.0;0.3982262559533925;0.36239191455468406
4.5;0.9395761355862304;0.9401466462552246
4.0;NaN;NaN
3.0;0.9487958441882502;0.9605676875572355
3.0;0.916345279631316;0.9115885359788338
4.15;0.8853915136558024;0.8955321991133376
2.5;0.6911150739996988;0.6825881326750517
3.5;0.7487242317211147;0.74459687437116
4.0;0.6187698541621661;0.6124489505582933
5.0;0.94828636112447;0.4039519852651413
4.8;0.9621686475515671;0.9607912425535785
0.0;0.23808827810344327;0.1961943852150156
4.6;0.8494155054600312;0.8306895122286151
3.0;0.8281322018151018;0.7547672489251951
2.7;0.6572157071694391;0.6467198963312731
3.6;0.9468290638027572;0.8954277369413711
3.75;0.9471614019266541;0.9462152557680498
3.65;0.7608326570347257;0.7642405599638471
0.0;0.5487609247505556;0.41161835417194687
3.0;0.7587043993227438;0.7393852336191288
4.75;0.908291295995654;0.9201839373637708
3.6;0.9761850351985987;0.9868617994126615
3.5;0.9099316550323238;0.899427285600903
2.75;0.780456224108284;0.7749001377681608
5.0;0.8705253387576412;0.8079390556962677
4.0;0.7225901386425218;0.7173224813980621
3.0;0.8778487841022236;0.8433833339575623
3.5;0.7623605767852527;0.7504412848369862
3.35;0.7556786388452874;0.7424826394129761
3.2;0.8959631775301891;0.9086788620365273
3.6;0.7638491226712282;0.7349938127225558
3.75;0.8959257012952235;0.8903919299468149
4.0;0.9578602969191692;0.9522382132090966
3.75;0.9234354588870536;0.8597562856089546
3.5;0.8636633810638351;0.8641474227582768
3.5;0.9006988437881668;0.8810847124629971
4.25;0.9457630502865646;0.9433796499390636
0.0;0.36586247208618816;0.27099876396668615
3.5;0.859506032192834;0.7910988998257871
2.75;0.6498215803145944;0.6241344315784857
5.0;0.9553822144592029;0.7591201397190107
3.75;0.9173410660959649;0.9100963844422164
3.45;0.8810260198090506;0.8782704819332641
3.0;0.9074283495183504;0.9030149593771981
2.25;0.5814219677459506;0.5991311185012224
3.25;0.7186226712305978;0.7032194177920892
4.2;0.8384296420100997;0.8881593449479918
4.25;0.9599221496591068;0.9596729345240551
4.4;0.9568925644904519;0.9572782290871276
2.5;0.7315535392445396;0.721521435228021
1.75;0.7034313501657383;0.7676788560369514
3.5;0.9131352790750799;0.8569911451750245
3.5;0.8802566952132206;0.8697527882912857
5.0;0.9254211322059237;0.9056198020073996
3.95;0.9380437865790002;0.9310164539039809
3.5;0.788026072873058;0.7820589484951326
3.25;0.6152760440649448;0.5793280364262287
4.5;0.7221918418604312;0.7168292673858598
0.0;0.6502292199961391;0.6585356083436615
3.1;0.8620936228761663;0.8552443024033662
3.5;0.929786101790891;0.863794345930978
4.25;0.9675608995979693;0.9713713373425311
2.75;0.5646122536504435;0.5571514043678542
3.5;0.703386667301639;0.6410796465484967
4.5;0.9498855638671002;0.9728412711610439
3.5;0.9203989984656431;0.8333457578381721
2.9;0.7581589218930265;0.7519681685008518
3.0;0.8967978081238293;0.8884765635900449
3.0;0.919813680575379;0.9179945542344028
3.0;0.7275895265811329;0.7161204700938196
4.0;0.6266913008135332;0.6307128889833978
0.0;0.34119789912092036;0.32264749489899064
3.75;0.8710320563668018;0.8357817842686823
3.0;0.963637138663602;0.9607635960315316
2.5;0.8041117076967882;0.907744300750592
3.5;0.9198038800346671;0.876189906654389
4.0;0.7950310869502308;0.7904873327217357
4.5;0.7333161266057577;0.69738444335265
3.5;0.8531920141662114;0.795338124831593
2.5;0.7193963337364762;0.7713745510362647
3.75;0.9375125814268285;0.9264093719713756
3.5;0.7745137865567855;0.7709127604541659
3.0;0.8399042253294629;0.8297645773155046
3.9;0.6745905713704601;0.6738621689431583
3.25;0.7811108240864928;0.7662408959148206
3.75;0.983532521648381;0.9698296407624553
3.4;0.7391544210870042;0.71525282667975
4.75;0.9477970229543144;0.9312442654403729
3.5;0.8504515900279187;0.8545632800560192
3.75;0.44438778956962993;0.4249168307365168
3.25;0.8204615531538806;0.8127037249446977
0.5;0.4405602654758013;0.4485654538890576
0.5;0.6428461285181999;0.5668486079854941
3.75;0.8731557200294703;0.8960428266995452
3.25;0.8951921021143049;0.8959584965407993
2.5;0.6419711663828797;0.5784148755120154
4.95;0.9658237026070398;0.9699911070126299
0.0;0.3932488988118028;0.38851967379023505
3.4;0.9177673964712475;0.9172956589213711
3.0;0.9083723147883378;0.8576010978463716
3.5;0.7112762271107118;0.7236666051198755
4.25;0.8282258072473626;0.8084505290772833
3.0;0.9486240128132967;0.9612504265410751
3.9;0.9265138057584131;0.9395332885461224
3.25;0.6405192326673561;0.5986732096107112
3.0;0.5997450910658215;0.5721731074741708
3.5;0.8836891771105307;0.849090005918635
3.25;0.7572612692979818;0.7650158802965265
4.45;NaN;NaN
1.5;0.5108185451718203;0.49002631648970424
3.0;0.8083694332372968;0.8014054690121183
3.25;0.8676696890653588;0.7960519931816578
3.9;0.9475641378615983;0.9514431187360441
2.9;0.8027870775914955;0.7945974683997089
2.0;0.46584746581001857;0.6712013213738922
3.75;0.8077213247369857;0.7996798976167527
3.0;0.9384629046458581;0.8356926253656299
3.0;0.7989768348698568;0.7927062510661543
1.5;0.39318600882197247;0.4299922283653821
2.4;0.7919784703027201;0.7454877629283178
3.0;0.8885612132886642;0.8853692848661706
0.0;0.21807958763449373;0.22135506935948143
3.5;0.8172954062081944;0.8210846231958583
3.5;0.9549170587396937;0.9336160615478785
3.75;0.8785954349535288;0.8756400362317532
4.9;0.9746051756563596;0.9738765375277783
1.25;0.5455193660483643;0.49679873622675846
3.0;0.8971866592592014;0.878609834474458
3.75;0.6313108786205242;0.6059345019094912
2.0;0.5451084780957324;0.5651829495250467
3.0;0.8568420719252093;0.7619364892590084
3.0;0.5430916272240094;0.5296063200425015
2.1;0.6341452915875876;0.5723884216371408
3.0;0.4928306330101481;0.48219191363651326
1.5;0.39763222621742633;0.3664675676659061
4.75;0.8062389321244621;0.7767049065464852
3.6;0.7097951562209276;0.7216989854659773
3.0;0.7247091860988617;0.7395997040466831
3.25;0.5791492086375499;0.5816204885342409
3.0;0.7727607246409172;0.6864347596594824
1.5;0.6160697234200774;0.6078514814606837
0.0;0.5996933892628041;0.5918729072711069
3.9;0.9532009750547875;0.8883212654361805
4.45;0.9174737623762742;0.9278822693971371
0.0;0.4223047525891211;0.2954103296843495
3.0;0.6612021426312864;0.5067323815387947
3.6;0.6824901638751879;0.6982129802565546
3.5;0.8796563853626032;-0.004454284528647445
3.45;0.9809774004378353;0.9806853904449987
3.0;0.8763304108493737;0.8010289982624057
3.0;0.7948087865431442;0.7619392775029188
3.5;0.9585348127091556;0.973269832347774
4.2;0.9796624616352151;0.9678408342805307
3.25;0.801286331978108;0.7980984821656599
2.0;0.6863071898936466;0.5837729707455771
0.0;0.3546448738261703;0.31601043411756075
4.25;0.8467016552446689;0.784973922797119
4.25;0.8370405496147454;0.8401498732142959
3.0;0.8980390524451919;0.8214761391842912
1.5;0.6279055307725852;0.554934727609966
4.25;0.8749438827439241;0.8637523620688974
3.5;0.7194882455037762;0.7260795443745768
3.75;0.8189850232592949;0.9484854672525628
3.75;0.9109254167017731;0.967038177293669
3.75;0.9384787925745732;0.9088780079312493
3.5;0.808769333271969;0.7993659269174436
4.25;0.9441619903001333;0.939475616549593
3.0;0.834797140154855;0.832622162959637
3.5;0.7664155392395536;0.7578920826078419
3.35;0.7852673209750175;0.8128963670381376
3.25;0.5796977335983848;0.6946272429254076
4.4;0.911314859261703;0.6858680025296761
5.0;0.944148136941911;0.8241696456906701
4.4;0.9054528282547974;0.897994182724381
0.0;0.3204132888916747;0.2797938116122926
3.5;0.8460947744506229;0.8675026266218862
3.9;0.9375574287058517;0.9265586846840597
5.0;0.9004392695546951;0.9473774572301525
0.0;0.3931256569126417;0.3936070021056342
3.0;0.818064973180225;0.8335907927588747
3.0;0.8494425200345045;0.8066821532735811
4.25;0.90260772248299;0.9112959665911881
0.0;0.3442853828813243;0.36373665183981835
3.5;0.8540462271098616;0.6891893773144029
3.1;0.6196068540803721;0.5852440148307806
3.0;0.8147014283241191;0.7594856299451788
3.0;0.8507479220239871;0.8473247306325988
3.0;0.9183133833717915;0.8960743235078413
3.75;0.9615690719430682;0.8062247007161728
0.5;0.6323601887769655;0.6373320831145587
2.5;0.7117438199093915;0.28183649960561646
3.0;0.8473063105268369;0.7556446374232427
3.75;0.8288127258164729;0.8179435612558286
3.5;0.9494424102101803;0.910014063356114
3.9;0.8862144786812709;0.8648979942060893
2.75;0.8471761878059502;0.8365007598117146
3.0;0.9362664067927571;0.9136797325903607
4.4;0.9058067777627474;0.9001577987806849
2.0;0.7889783197102225;0.8021277094401087
3.5;0.9442535437148365;0.8974802660932564
3.4;0.7398744846012228;0.7320029882388602
4.95;0.9130062348388439;0.9702662661437251
3.75;0.8906611516010536;0.8893949333326893
0.0;0.47281786792144476;0.4651516012954872
3.75;0.8759206133834121;0.7223131861902871
2.9;0.5470622594093785;0.5325581114440316
4.75;0.47172457696168096;0.4167291330400573
4.9;0.9329792036807013;0.9217552295638956
4.25;0.9425504033621297;1.0000000000000002
3.9;0.9537082523581318;0.9546948109676948
1.95;0.8357782663887144;0.8568190983383253
3.75;0.9618245194767281;0.9590713165409566
4.25;NaN;NaN
3.0;0.8951787603904675;0.8644900699377916
2.25;0.841466664563346;0.9039716928502972
2.5;0.6857568680378721;0.6225585526609343
3.0;0.8512672425712353;0.83909909786964
3.25;0.7585913566623131;0.6945610595108134
4.0;0.8500340958980078;0.748720866648173
4.75;0.8179111445601522;0.8186572068592748
3.0;0.8715438728545297;0.7723002863226844
3.4;0.9067455726043245;0.9061777074635645
3.4;0.7363967725787661;0.7467219745193209
0.5;0.6450940738297632;0.6468828583688654
1.9;0.7362596101928758;0.4065530372893701
4.5;0.9778431861382045;0.9750928811327677
3.2;0.8868936018288339;0.844927566504324
3.25;0.8978094073412554;0.8884458645710072
3.25;0.907369324581111;0.9090270520219457
3.25;0.9540399308249601;0.9531771042336004
3.0;0.8806611050446863;0.8255759184244542
3.45;0.7771696096367948;0.7785277454785303
3.7;0.9027215010876727;0.8874040168129487
3.5;0.8610080256880662;0.8406416551311915
2.75;0.7671491630252969;0.7685370234846814
3.1;0.791191448414255;0.7602573740912236
3.4;0.9183475513528196;0.8597315909050618
3.25;0.5411987275670764;0.48517253805623745
3.35;0.732237182854089;0.7086186910313768
4.9;0.9378040426821805;0.5000506502292436
3.5;0.8516438620963696;0.8536862116930433
4.65;0.9837248289955515;0.8627236488940435
4.75;0.7589018496753487;0.7242281472456576
4.7;0.98120321913472;0.9810391668705265
3.5;0.8641875601381472;0.8553670628016639
3.25;0.9285278945328965;0.9261040482086779
1.5;0.5820302218975498;0.6651591205269858
4.2;0.6190612012240598;0.6274593601753167
5.0;0.9308984344001697;0.9288280784414401
3.0;0.6685197076699038;0.6656254416655655
3.0;0.7528432499821984;0.7224002607547784
5.0;0.9582890281099068;0.9503100191449529
0.0;0.4354924841991863;0.44884944524328485
3.5;0.7898333659303917;0.7866167687563838
3.75;0.7618831147808726;0.7467219745193209
4.5;0.780198583824227;0.7608184059521819
3.7;0.9275968133420959;0.9214014108287161
3.25;0.6583416585836914;0.6245054300292342
4.25;0.8711970061904767;0.8558021789703985
2.0;0.5253555075302134;0.5060200196152231
4.0;0.847872065421254;0.9073387575915842
3.75;0.937414900883244;0.9451389568071753
3.5;0.9200625417102313;0.9184154391674649
3.0;0.8292778791443526;0.8206809039199494
4.95;0.8897994950001976;0.879790754683079
4.0;0.8725712505444233;0.8088189676646189
4.0;0.8815516233898317;0.8052908073552661
4.9;0.9290833514188315;0.9233005845181719
4.9;0.9335362451907615;0.9167240752237417
3.7;0.936841495201831;0.9325875060641743
4.0;0.702340845130902;0.7177852819061886
3.25;0.7543980123453603;0.7587269399176156
3.0;0.9713349104882926;0.9710726044923794
2.25;0.6026904043298716;0.5887699746015095
3.0;0.9140083729962621;0.8776668214646773
4.0;0.7768801533216733;0.8229846743288445
3.4;0.6401068956452926;0.5679161776127317
2.9;0.6176817449955198;0.6166147727661345
3.25;0.8358736435924677;0.830057577222379
2.5;0.748218533559917;0.7419348175702172
3.7;0.9094465310885947;0.9046758038485577
3.25;0.9438056590766382;0.9390389281762944
0.5;0.3792281145063838;0.33782553205981203
2.75;0.8214002045250536;0.8287900422304141
4.0;0.7762112129134153;0.7763061282973986
1.75;0.5875830490096193;0.5107281945861611
4.0;0.9410758372407168;0.9661547948920143
3.45;0.7053909010513564;0.6742036934880706
3.4;0.9428169782929094;0.9538249076212341
3.0;0.8313322921375618;0.8268200502883134
4.25;0.8949833772739695;0.8258843561163354
3.0;0.876311353681512;0.8747829189040581
3.0;0.7640726061009423;0.714086226361495
3.5;0.7083263725134538;0.6647736212634688
3.25;0.9360881630782709;0.9322397996030176
3.45;0.8422088590883672;0.7847633642739202
4.6;0.8473589241386942;0.6402137355194031
4.25;0.8097022985942898;0.8102473673285207
1.5;0.6054410271707069;0.5908184191757347
2.5;0.6230769963616215;0.596242055356019
4.75;0.937089348429416;0.9453327005576502
4.4;0.8251751052332443;0.8022061852745666
0.0;0.6082532618778776;0.6026736457158646
3.25;0.6538828335623509;0.6539099755804711
0.5;0.7220155316713079;0.6451034544266211
3.4;0.9349229083233702;0.910014063356114
3.25;0.9707386647375752;0.9704360393891346
3.25;0.8617346773278014;0.7073531570206681
3.0;0.4130053003088768;0.4088983887320824
3.25;0.7814044579876089;0.7365326278155763
1.5;0.6331906674750887;0.5857400975872016
3.2;0.8691266150801221;0.8227921112008608
0.0;0.390827233299807;0.34986950586654586
3.0;0.7529812619005506;0.7471581114227369
3.4;0.7673717408501781;0.7148262723378406
3.25;0.7559115110413686;0.748932568812571
3.5;0.8251956774229832;0.8514005295555434
1.5;0.5416809132319305;0.538605003095585
3.0;0.8414981455837943;0.6462892153728739
4.9;0.8029568433476315;0.8008258771574238
3.45;0.822956486881478;0.8156738682238928
4.25;0.801436362375416;0.7867084673450551
4.5;0.9659035157217281;0.9520473743093721
3.0;0.8342376666917144;0.829374296810927
3.5;0.40765679697553625;0.4460695693387707
2.25;0.4969091203053435;0.4808280301996907
4.25;0.7338340552088122;0.6019973853590833
3.4;0.9269829107065917;0.8599889855478079
3.75;0.989941775535648;0.9898190989039225
4.25;0.9653185125320238;0.9613050124837638
3.25;0.9687620412089425;0.9437705552048665
3.25;0.6587210838189931;0.6721928540496589
3.65;0.8941533248280661;0.9104168607296722
2.75;0.5030809958581599;0.5137550185171752
1.5;0.45740231058759945;0.4286810069409624
3.0;0.8422809490521377;0.8391004651054983
4.25;0.5655605458950308;0.45318763841386395
3.5;0.6082703928045181;0.6000719676353556
3.0;0.798604022791778;0.8339725037554868
2.0;0.7787903689741081;0.7777886325117256
2.5;0.47568855180186514;0.4718096250213484
0.0;0.3668315971149426;0.29953195132335064
0.0;0.42762815876603977;0.3895286944489415
4.0;0.9037751070494038;0.9171148354012177
3.35;0.801406403638112;0.7017439497593142
4.25;0.8160143763399873;0.8112189289184808
4.25;0.8139184766030906;0.802322602455127
3.45;0.9257768280677025;0.9076890647791029
4.25;0.862977199327994;0.8474342615250257
3.0;0.9369759710817909;0.9370454237757023
3.45;0.6512899668776587;0.5171777393313671
0.0;0.3994340647254825;0.36726793485030074
4.2;0.7277495237605004;0.7157325979271406
0.0;0.3280642469664364;0.2932699686430741
3.0;0.8142787991400503;0.7920972463787729
4.75;0.8944410045945318;0.8809742844658996
3.25;0.856887010219232;0.851688376032575
3.25;0.9644166525500834;0.9622345307347536
3.65;0.941047433407203;0.9377322656648334
3.5;0.9514924154657611;0.9278462117184451
3.0;0.9017763763353365;0.8779026943884217
3.25;0.8670366453851365;0.847808515572421
3.0;0.7799255323107613;0.7656188720101019
3.4;0.9187144168851351;0.9150966720934032
3.25;0.6064787242729673;0.3028602039028801
4.25;0.972607053129007;0.9654980887643365
3.4;0.8732361065792864;0.8633962790451168
3.0;0.8600635783239107;0.8450931467383627
4.75;0.9772241380235169;0.9767709418190904
5.0;0.9759515217924216;0.9755442995032174
4.5;0.8982567539721094;0.8910918598592246
3.0;0.7910910487971983;0.7880274939148405
4.2;0.8611163835673519;0.8669202852742923
3.25;0.8551012016603003;0.8465479236573911
4.25;0.956664016212666;0.9754827330450009
0.5;0.3443082817828886;0.30733028066886264
3.95;0.8487357765518501;0.8445857001268169
3.95;0.9741685999691964;0.9585269777183585
1.75;0.503564297872773;0.4474867663173784
3.95;0.6884654662808619;0.6667116027944332
4.25;0.943501841365839;0.9249178253648828
3.25;0.8235492242169711;0.7010988217388142
4.2;0.7569915119831402;0.7453527683794667
2.95;0.7668153914523925;0.7821715956686623
3.0;0.7848585965044126;0.7883724595487733
3.25;0.7531831315422272;0.6884293893747879
0.0;0.3852397759441034;0.34845823225414824
4.9;0.9613617223158358;0.9574671869159158
2.9;0.7950983669568675;0.8310989294802795
2.0;0.5148918614606058;0.5062858952442439
1.75;0.7923512717026319;0.9368419253629927
3.65;0.9157939194212763;0.8926210774745128
2.5;0.6476848761139293;0.6349725104394002
0.0;0.3580170802503069;0.3249747290903809
3.0;0.7546828953815986;0.7563091040539157
5.0;0.8977943303651675;0.9295714206976964
2.25;0.7926887744550213;0.7904604020770079
2.5;0.9363106565311763;0.9393929915964765
3.0;0.8453036630699436;0.8440255572063177
2.5;0.6824511786969005;0.5884454828172297
4.5;0.8865842182030708;0.8928948071731128
3.45;0.8313769209890978;0.828216818462395
4.2;0.9156850685754516;0.8883357224234385
3.95;0.8492426367892993;0.8307623059694981
4.4;0.9765217580578316;0.9867472925953622
4.15;0.9514943738745429;0.949007574201325
3.25;0.869454066027961;0.8433089410129515
0.5;0.4469632660107429;0.38062242377527733
4.15;0.9642252977783698;0.9320599021671496
3.25;0.6306223915775839;0.5702528916806047
3.4;0.9006131838208832;0.8960967330014894
2.75;0.7458957939067788;0.7307596817031212
4.85;0.8831415130170609;0.9062949694366178
