Human;LiBlock;Jaccard;BlockDistance;Levenshtein;OverlapCoefficient;Qgram
4.0;0.37079080196449066;0.2;0.3333333134651184;0.4482758620689655;0.5;0.3795620437956204
3.0;0.26089727686719233;0.10810810810810811;0.2222222089767456;0.27064220183486243;0.3333333333333333;0.3425414364640884
2.2;0.11119704065165212;0.06060606060606061;0.1111111044883728;0.22077922077922074;0.11764705882352941;0.2049469964664311
3.2;0.3308068809951297;0.2;0.3265306353569031;0.32280701754385965;0.42105263157894735;0.45687645687645684
3.2;0.3479691628593362;0.23076923076923078;0.3529411554336548;0.30379746835443033;0.35294117647058826;0.4104234527687296
3.2;0.22018481337629978;0.0967741935483871;0.162162184715271;0.2543352601156069;0.29411764705882354;0.292358803986711
1.4;0.06834033344721209;0.03571428571428571;0.06666666269302368;0.22388059701492535;0.08333333333333333;0.10480349344978168
3.0;0.23665242102532286;0.13043478260869565;0.23076921701431274;0.30625;0.3333333333333333;0.3706896551724138
1.4;0.09761904478073119;0.05405405405405406;0.0952380895614624;0.2731707317073171;0.1;0.17191977077363896
3.0;0.1131852912365578;0.058823529411764705;0.10810810327529907;0.27441860465116275;0.15384615384615385;0.19935691318327975
3.0;0.22937358368618932;0.12903225806451613;0.2222222089767456;0.34883720930232553;0.3076923076923077;0.3761194029850746
1.0;0.0;0.0;0.0;0.20571428571428574;0.0;0.09282700421940926
3.0;0.30814949463830044;0.18181818181818182;0.307692289352417;0.3013698630136986;0.3333333333333333;0.2857142857142857
2.0;0.2822737291807283;0.1724137931034483;0.2777777910232544;0.2911392405063291;0.3125;0.34042553191489366
2.4;0.32996597291810437;0.21052631578947367;0.3333333134651184;0.3380281690140845;0.4;0.4
3.4;0.3417973165623087;0.17391304347826086;0.29629629850387573;0.4122137404580153;0.4;0.4291845493562232
3.0;0.2818043831303846;0.1724137931034483;0.2777777910232544;0.23376623376623373;0.29411764705882354;0.32413793103448274
2.0;0.06574351752412005;0.03571428571428571;0.06666666269302368;0.2364864864864865;0.07142857142857142;0.14876033057851235
3.2;0.4018018262779648;0.22727272727272727;0.3999999761581421;0.34013605442176875;0.46153846153846156;0.4427480916030534
2.0;0.2470931777934781;0.12121212121212122;0.2222222089767456;0.2654545454545455;0.38461538461538464;0.2774869109947644
3.0;0.24173667141799574;0.1111111111111111;0.19999998807907104;0.29357798165137616;0.375;0.33333333333333337
1.2;0.0;0.0;0.0;0.24347826086956526;0.0;0.11428571428571432
3.4;0.44731121914335265;0.23333333333333334;0.3684210777282715;0.375;0.5789473684210527;0.45272206303724927
1.8;0.1351921422882955;0.07692307692307693;0.13793104887008667;0.3109756097560976;0.16666666666666666;0.31999999999999995
3.6;0.23363061499574772;0.1111111111111111;0.19999998807907104;0.30000000000000004;0.3333333333333333;0.2033898305084746
2.0;0.12954454708592705;0.047619047619047616;0.08695650100708008;0.24637681159420288;0.2222222222222222;0.18181818181818177
2.4;0.31693479029789146;0.16666666666666666;0.2857142686843872;0.3287037037037037;0.5454545454545454;0.4067796610169492
3.4;0.2497861535446801;0.13333333333333333;0.2222222089767456;0.16666666666666663;0.5;0.19718309859154926
3.0;0.29005447784358174;0.16129032258064516;0.27027028799057007;0.3297297297297297;0.4;0.36363636363636365
4.0;0.3095459335085131;0.19047619047619047;0.307692289352417;0.3515625;0.36363636363636365;0.321608040201005
4.0;0.4096569554234547;0.25;0.3999999761581421;0.2952380952380952;0.5714285714285714;0.3821656050955414
3.4;0.3966307334101695;0.23529411764705882;0.3478260636329651;0.26027397260273977;0.5555555555555556;0.3886255924170616
3.4;0.4444444311989678;0.2857142857142857;0.4444444179534912;0.2567567567567568;0.4444444444444444;0.3609022556390977
3.0;0.11764705181121826;0.0625;0.11764705181121826;0.16216216216216217;0.0;0.17142857142857137
2.0;0.3119600276846275;0.18181818181818182;0.307692289352417;0.33333333333333337;0.4;0.3584905660377359
3.8;0.5063531236070756;0.2631578947368421;0.4166666865348816;0.4885496183206107;0.75;0.5701357466063348
3.4;0.33267625829621666;0.16666666666666666;0.27586209774017334;0.23571428571428577;0.4117647058823529;0.41860465116279066
2.0;0.20631122453306822;0.058823529411764705;0.1111111044883728;0.25263157894736843;0.3333333333333333;0.25988700564971756
4.0;0.45328231754575854;0.2631578947368421;0.4166666865348816;0.3897058823529411;0.6;0.417910447761194
3.2;0.39222823488833936;0.24;0.3870967626571655;0.46590909090909094;0.5;0.5342960288808665
2.2;0.07571427736963544;0.041666666666666664;0.07999998331069946;0.1282051282051282;0.07142857142857142;0.1842105263157895
3.0;0.2767165212272521;0.14285714285714285;0.25;0.33333333333333337;0.35294117647058826;0.32738095238095233
2.0;0.22058715176561466;0.10526315789473684;0.17391306161880493;0.28515625;0.3333333333333333;0.3381642512077294
0.6;0.15803378290348552;0.09375;0.1538461446762085;0.1955307262569832;0.16666666666666666;0.24501424501424507
3.2;0.23936317570125518;0.10714285714285714;0.23529410362243652;0.2532467532467533;0.26666666666666666;0.26877470355731226
3.6;0.34344335202919607;0.2;0.3333333134651184;0.485981308411215;0.5;0.45962732919254656
1.0;0.08548261445466404;0.034482758620689655;0.0625;0.1258278145695364;0.11764705882352941;0.2310469314079422
1.8;0.17550804697539113;0.0625;0.10256409645080566;0.18965517241379315;0.3333333333333333;0.24451410658307215
2.8;0.10129892952518665;0.058823529411764705;0.10000002384185791;0.215311004784689;0.10526315789473684;0.14634146341463417
2.8;0.0;0.0;0.0;0.22983870967741937;0.0;0.16574585635359118
1.8;0.10817268265856708;0.05;0.09090906381607056;0.22972972972972971;0.13636363636363635;0.22589531680440766
1.8;0.16058389976381393;0.05263157894736842;0.09756100177764893;0.33689839572192515;0.25;0.21451104100946372
2.6;0.35073685695456425;0.15789473684210525;0.27272725105285645;0.38815789473684215;0.625;0.4910714285714286
1.4;0.12710245150424912;0.045454545454545456;0.08695650100708008;0.23469387755102045;0.18181818181818182;0.1573033707865169
3.0;0.28788650720925985;0.16666666666666666;0.27272725105285645;0.30708661417322836;0.42857142857142855;0.2751322751322751
0.6;0.051569592107686496;0.027777777777777776;0.05263155698776245;0.22881355932203384;0.07142857142857142;0.1807228915662651
1.8;0.21405898231365159;0.15789473684210525;0.260869562625885;0.3023255813953488;0.18181818181818182;0.33484162895927605
3.0;0.28438180875315167;0.19230769230769232;0.32258063554763794;0.20118343195266275;0.3333333333333333;0.384
3.0;0.24366734630977568;0.14285714285714285;0.24390244483947754;0.2648401826484018;0.26666666666666666;0.3526170798898072
3.8;0.4620730148768073;0.2962962962962963;0.4444444179534912;0.4678362573099415;0.5625;0.5498281786941581
2.4;0.12933649946474401;0.07407407407407407;0.12903225421905518;0.24;0.14285714285714285;0.16342412451361865
3.6;0.29893285763452515;0.1702127659574468;0.2711864113807678;0.25435540069686413;0.391304347826087;0.4118811881188119
2.8;0.3182827339632337;0.125;0.20689654350280762;0.2440944881889764;0.46153846153846156;0.4473684210526315
3.6;0.25409944487358055;0.14285714285714285;0.25;0.24590163934426235;0.3333333333333333;0.31472081218274117
3.0;0.3162009456625777;0.17391304347826086;0.2857142686843872;0.32061068702290074;0.38461538461538464;0.3489361702127659
0.0;0.07179486950238545;0.043478260869565216;0.07692307233810425;0.19117647058823528;0.06666666666666667;0.15254237288135597
0.0;0.0;0.0;0.0;0.22142857142857142;0.0;0.03200000000000003
0.2;0.0;0.0;0.0;0.25316455696202533;0.0;0.125
0.0;0.0;0.0;0.0;0.2532467532467533;0.0;0.15827338129496404
0.2;0.0;0.0;0.0;0.2093023255813954;0.0;0.09302325581395354
0.2;0.0;0.0;0.0;0.2272727272727273;0.0;0.1496598639455783
1.8;0.24500000476837158;0.14285714285714285;0.24000000953674316;0.2564102564102564;0.3333333333333333;0.24137931034482762
1.4;0.0;0.0;0.0;0.2024539877300614;0.0;0.12186379928315416
1.8;0.06352486121839514;0.03333333333333333;0.0625;0.19999999999999996;0.06666666666666667;0.17213114754098358
2.0;0.1804329062394574;0.08333333333333333;0.1538461446762085;0.27192982456140347;0.21428571428571427;0.2314814814814815
0.0;0.0;0.0;0.0;0.26086956521739135;0.0;0.04784688995215314
0.8;0.1331603338387382;0.047619047619047616;0.09090906381607056;0.2941176470588235;0.2;0.1871345029239766
2.2;0.313735197087178;0.19230769230769232;0.3125;0.23076923076923073;0.35714285714285715;0.3320158102766798
1.4;0.18652518247899008;0.10526315789473684;0.1904761791229248;0.2149532710280374;0.25;0.13095238095238093
1.8;0.23439296342436178;0.13513513513513514;0.23255813121795654;0.24096385542168675;0.3125;0.2727272727272727
3.0;0.14684264516171408;0.058823529411764705;0.1111111044883728;0.2978723404255319;0.2;0.2359550561797753
1.2;0.10555719919258115;0.05714285714285714;0.10526317358016968;0.20958083832335328;0.11764705882352941;0.2857142857142857
