Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min
2.6666666666666665;0.9234440720957958;0.9133750126522135;0.9428172315656159
1.3333333333333333;0.8424174863076823;0.8277402781238198;0.8623523392671859
4.0;0.9381390306519094;0.9382936370543958;0.9486915859605195
2.6666666666666665;0.8838819869631173;0.8838819869631173;0.9033767444673693
2.6666666666666665;0.8999043729457312;0.8990870413471693;0.9058590779512387
1.6666666666666667;0.8263962658657706;0.8453175774855834;0.8641559306438495
2.3333333333333335;0.9122634412698456;0.9122634412698456;0.9337917050339037
1.0;0.7943426069821544;0.7943426069821544;0.8413625675946745
1.6666666666666667;0.9414931725564578;0.9414931725564578;0.9483362992533639
3.0;0.8186801999040341;0.8186801999040341;0.8564488841505493
1.6666666666666667;0.8549178558492789;0.8549178558492789;0.8897565553287213
1.3333333333333333;0.818787620379425;0.818787620379425;0.8533827873514253
1.3333333333333333;0.8788943000926259;0.8788943000926259;0.8918232514713448
1.0;0.788942836237954;0.788942836237954;0.7917788155242597
1.6666666666666667;0.8181553785654239;0.8181553785654239;0.817276528934438
2.3333333333333335;0.8644465556195718;0.8644465556195718;0.8774827251304267
3.0;0.9322935125325789;0.9322935125325789;0.9418992980828816
2.3333333333333335;0.9100526939371413;0.9100526939371413;0.9262310299707519
3.0;0.9279872840628239;0.9279872840628239;0.9236567791326001
1.6666666666666667;0.9290545548073149;0.9290545548073149;0.9360402001969637
3.0;0.9051366333451323;0.9051366333451323;0.9286209113325835
2.6666666666666665;0.8626885097690667;0.8626885097690667;0.8739021346808035
1.6666666666666667;0.8667504131329292;0.8667504131329292;0.8782810542330468
3.0;0.9035805299503279;0.9034672542598058;0.9123168300098106
2.6666666666666665;0.9156345254340605;0.9156345254340605;0.9293653143118793
2.6666666666666665;0.9461999932239018;0.9461999932239018;0.9562229224791265
2.0;0.8262924429124752;0.8262924429124752;0.8871017756271196
2.0;0.8213837801252728;0.8213837801252728;0.8366069998131141
2.6666666666666665;0.9790750595777059;0.9790750595777059;0.9822320263571985
1.0;0.8824477506617566;0.8824477506617566;0.9007519557448923
3.0;0.9349738403103149;0.9349738403103149;0.9405541096187429
3.0;0.8873203861354548;0.8873203861354548;0.9021751444741694
1.0;0.8527776081293752;0.8527776081293752;0.888942282853129
2.0;0.8847867365420802;0.8892228950969923;0.9017560497282755
2.0;0.9533353730842504;0.9639352347778387;0.9699607427971219
0.0;0.7494002114080728;0.756627591483921;0.7757847021335781
1.3333333333333333;0.8672879089548733;0.8768993113609133;0.8835694084140657
2.3333333333333335;0.8751970237063026;0.8751970237063026;0.8920727305933134
0.3333333333333333;0.861009814602899;0.861009814602899;0.8643116142099674
1.0;0.8859323045547008;0.8859323045547008;0.8990307545532424
3.0;0.9046627006423154;0.9046627006423154;0.9259396062360067
2.0;0.912095423385243;0.9121511766276695;0.9213691340068229
