Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Sum
4.0;0.9395360497846166;0.9578032099314276;0.9680056281749467;0.9578032099314276;0.9395360497846166;0.9578032099314276;0.9680056281749467;0.9578032099314276;0.9426615875589887;0.9607190467743784;0.9653278598428259;0.9607190467743784
3.0;0.9373416655619478;0.9617898324858423;0.9431249981409893;0.9617898324858423;0.9373416655619478;0.9617898324858423;0.9431249981409893;0.9617898324858423;0.9633752866139773;0.9630674715365255;0.9642165657221959;0.9630674715365255
2.2;0.9364517487402795;0.9546447711601136;0.9350807222691452;0.9546447711601136;0.9364517487402795;0.9546447711601136;0.9350807222691452;0.9546447711601136;0.9359339399046994;0.9499597351986823;0.9310563309678503;0.9499597351986823
3.2;0.9616188102877928;0.980120993020521;0.9669973991308066;0.980120993020521;0.9616188102877928;0.980120993020521;0.9669973991308066;0.980120993020521;0.9693323549366303;0.9830145949739696;0.9697087207181301;0.9830145949739696
3.2;0.9661950230779619;0.9669373732661934;0.9710355505554118;0.9669373732661934;0.9661950230779619;0.9669373732661934;0.9710355505554118;0.9669373732661934;0.9617006381720868;0.9674056683742542;0.9743163564594262;0.9674056683742542
3.2;0.9413275611782145;0.9475009428516656;0.9482482355311574;0.9475009428516656;0.9413275611782145;0.9475009428516656;0.9482482355311574;0.9475009428516656;0.961577011492389;0.9693784279002529;0.9668672658539678;0.9693784279002529
1.4;0.8962106068866746;0.912005422658737;0.8976644580846734;0.912005422658737;0.8962106068866746;0.912005422658737;0.8976644580846734;0.912005422658737;0.8962106068866746;0.912005422658737;0.8976644580846734;0.912005422658737
3.0;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864;0.9471599284769019;0.9648471447909864;0.9569397775739913;0.9648471447909864
1.4;0.9168270018263878;0.8938720728289319;0.9222365825532994;0.8938720728289319;0.9198109500566302;0.9031539499496886;0.9251601558547675;0.9031539499496886;0.9150947021159591;0.881927619098287;0.921953109247419;0.881927619098287
3.0;0.9495787027174093;0.9725193429312443;0.9479840584314683;0.9725193429312443;0.9495787027174093;0.9725193429312443;0.9479840584314683;0.9725193429312443;0.9501983924550043;0.9746101067912806;0.9481445880638585;0.9746101067912806
3.0;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598;0.9569408575823047;0.9688129734819598;0.9538878810122386;0.9688129734819598
1.0;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247;0.9091874370348416;0.9241924394660247;0.9026679950944664;0.9241924394660247
3.0;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224;0.9550523956835002;0.9113196468123224;0.9564704802413024;0.9113196468123224
