Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Max;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max
2.6666666666666665;0.9680391814888594;0.9651894804227823;0.9651894804227823;0.9681157451408343;0.9570624566336506;0.9488614148741287;0.9556075425496382;0.949002910472904
1.3333333333333333;0.9485251254714637;0.9472374683842416;0.9472374683842416;0.9485251254714637;0.9294304783994826;0.911416489430786;0.9271878080797057;0.9104581741460451
4.0;0.9740293201034799;0.9776121436277896;0.9776121436277896;0.9776121436277896;0.9517146421652659;0.9493915047356709;0.9493915047356709;0.9493915047356709
2.6666666666666665;0.9499942581842659;0.9489713347881807;0.9489713347881807;0.9489713347881807;0.9332771496781441;0.926474061145845;0.9264860672958708;0.926474061145845
2.6666666666666665;0.9760519464670588;0.9747856592956681;0.9747856592956681;0.9747856592956681;0.9487509795564231;0.940534005749978;0.9417046515539175;0.940534005749978
1.6666666666666667;0.8787409350385248;0.8835185733660845;0.8835185733660845;0.884794051609083;0.9000495693472174;0.891828767720099;0.8962397313339481;0.8891321851870876
2.3333333333333335;0.9527337135091449;0.9527337135091449;0.9527337135091449;0.9527337135091449;0.9326494689665492;0.9288466307877202;0.9288466307877202;0.9288466307877202
1.0;0.9000508931862425;0.9004073969280022;0.9004073969280022;0.9004073969280022;0.9161156231473;0.9135850336286316;0.9142712818795199;0.9135850336286316
1.6666666666666667;0.9531383909864597;0.9461349653380364;0.9461349653380364;0.9461349653380364;0.9571650114692161;0.9606784638112115;0.9546440597286464;0.9606784638112115
3.0;0.977885436072472;0.9780896492857177;0.9780896492857177;0.9780896492857177;0.9443585502771839;0.9392637446608084;0.9397177681389098;0.9392637446608084
1.6666666666666667;0.9525135597441942;0.9525135597441942;0.9525135597441942;0.9525135597441942;0.9303156323275645;0.9233616878231637;0.9233616878231637;0.9233616878231637
1.3333333333333333;0.8924293118417912;0.8927674087189035;0.8927674087189035;0.8927674087189035;0.9100692408325537;0.9054893856681405;0.9063155411167988;0.9054893856681405
1.3333333333333333;0.9127415743306094;0.9127415743306094;0.9127415743306094;0.9127415743306094;0.9429083608364851;0.9399383590659501;0.9419806468917608;0.9399383590659501
1.0;0.9236605206810828;0.9236605206810828;0.9236605206810828;0.9236605206810828;0.8492041464747436;0.8228989820697193;0.8222204744845847;0.8228989820697193
1.6666666666666667;0.8260170232508206;0.8260170232508206;0.8260170232508206;0.8260170232508206;0.839961269970854;0.8088944560178712;0.8090364598217772;0.8088944560178712
2.3333333333333335;0.9057693234029169;0.9006242437046826;0.9006242437046826;0.9006242437046826;0.909335963686252;0.8988466750242099;0.8991731726990488;0.8988466750242099
