Human;UBSM_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-default_ner-none_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-default_ner-metamaplite
4.0;0.4398264056274473
3.0;0.3049148496026147
2.2;0.11280768345496867
3.2;0.313062938338478
3.2;0.4481843706889387
3.2;0.27820744203732856
1.4;0.15598469981924987
3.0;0.3070818437966166
1.4;0.2590179688554055
3.0;0.2173068673200632
3.0;0.27703931640530544
1.0;0.0
3.0;0.3086066999241838
2.0;0.25809270060438194
2.4;0.3265986323710904
3.4;0.4195731958391368
3.0;0.4318021580960075
2.0;0.20485815785074568
3.2;0.4619776573489256
2.0;0.43627725915539867
3.0;0.3758189717707214
1.2;0.0
3.4;0.4867074780291959
1.8;0.11993523340620967
3.6;0.4191503968020547
2.0;0.32831708813814164
2.4;0.5014341955009185
3.4;0.2108438327050105
3.0;0.4500562844768854
4.0;0.3028655253700435
4.0;0.44071608026520814
3.4;0.5521856280441202
3.4;0.5337934086176352
3.0;0.0
2.0;0.3622380282403505
3.8;0.5822874021471154
3.4;0.36624379456863887
2.0;0.30151134457776363
4.0;0.3849769826811188
3.2;0.45320293136406736
2.2;0.07142857142857142
3.0;0.2840305522334929
2.0;0.3472358045399182
0.6;0.22418398284329513
3.2;0.21564976755280935
3.6;0.35566213349662
1.0;0.23877812524075284
1.8;0.3701775590669974
2.8;0.16411515817465983
2.8;0.07485442604884349
1.8;0.1483102492527144
1.8;0.22651126581027037
2.6;0.3164353040441018
1.4;0.25029086766737574
3.0;0.3146187173750707
0.6;0.24559568330077808
1.8;0.1904011068021893
3.0;0.3866769205788021
3.0;0.3334448623238876
3.8;0.4911864335695222
2.4;0.32673422864899104
3.6;0.33855593113375865
2.8;0.4296689244236597
3.6;0.3379839335324493
3.0;0.4090098070398802
0.0;0.2520791404395376
0.0;0.1481917147269897
0.2;0.20017887627265912
0.0;0.0
0.2;0.03874194221130299
0.2;0.20765337356928776
1.8;0.3375118592516207
1.4;0.21112727411262502
1.8;0.18703744835652708
2.0;0.20701966780270628
0.0;0.0
0.8;0.31013122295017825
2.2;0.3414269989326677
1.4;0.14047898971185585
1.8;0.3045856658799054
3.0;0.1389602223798073
1.2;0.27292917345088374
0.2;0.19608763470364174
0.2;0.014642685316435568
0.6;0.19049293055681915
0.2;0.18590119766338375
0.2;0.1036470239335977
0.0;0.15407705887351503
0.2;0.2667778472704827
0.2;0.04583492485141056
2.0;0.0
2.8;0.23166455614783382
2.0;0.1646188163529081
4.0;0.4987162668555622
3.0;0.20282540304274282
3.2;0.30337745248461667
1.6;0.07804881763180783
2.4;0.12534025451923794
3.2;0.253546276418555
1.8;0.0
