Human;FlairA;FlairB;Flair
3.5;0.9817449649081009;0.9856380926251227;0.9778354644701072
2.5;0.9223341552525525;0.9487912530674576;0.9223341552525525
3.45;0.9269967970838584;0.933256165483251;0.9269967970838584
4.0;0.9790735814923839;0.9805691504956889;0.9773345609413394
3.0;0.8323312893863517;0.8436189200451877;0.8323312893863517
2.0;0.746259279832614;0.7474508406990004;0.746259279832614
2.5;0.9661267241013988;0.9710548271448233;0.9748784340565249
3.0;0.9175164587211203;0.9166238707795477;0.9175164587211203
0.0;0.709144421386715;0.7025849400892639;0.709144421386715
2.5;0.9129550020845894;0.9009086622742921;0.9129550020845894
3.0;0.9625365340190855;0.9688864904660746;0.9625365340190855
0.5;0.6974173672720346;0.7278062173077715;0.6974173672720346
3.0;0.8970404858189241;0.9118441666925245;0.8986999089379457
4.1;0.9736454907634843;0.9747970369489491;0.9736454907634843
3.5;0.875984980853898;0.8816990747096697;0.875984980853898
4.0;0.9813947379801042;0.9849004087261155;0.9813947379801042
2.5;0.9149813965475829;0.9111896154712996;0.9149813965475829
4.0;0.9817879060838653;0.9851180825697182;0.9817879060838653
4.0;0.9655987889705253;0.971374864876313;0.9655987889705253
4.1;0.9482353690389469;0.9552591781758006;0.9482353690389469
4.0;0.9206651223295922;0.9191147616032671;0.9206651223295922
3.0;0.9637842726975381;0.9637595451125579;0.9637842726975381
4.0;0.9406181377860918;0.9270935458666093;0.9406181377860918
3.0;0.9535157844416665;0.948284488933049;0.9535157844416665
4.5;0.9640335889668884;0.9665750808546606;0.983575373437398
3.5;0.9530350874840242;0.9354351903764537;0.9530350874840242
3.5;0.7949835570832482;0.8028295874472329;0.7949835570832482
3.0;0.9607945604919033;0.9698593500110032;0.9607945604919033
3.5;0.983272455088548;0.9858438734271194;0.983272455088548
4.0;0.9901120650922868;0.9963586788159483;0.9896704814245812
4.0;0.9921845817320277;0.9880307274465441;0.9921845817320277
4.0;0.9753552042514885;0.9808568057235657;0.9702380038867704
3.0;0.9452474460753517;0.9483630680527064;0.9438490952713684
2.5;0.9697057866595707;0.9690177327133824;0.9697057866595707
2.5;0.8099187236759879;0.8111292110134138;0.8099187236759879
3.0;0.9078599791336068;0.886397390004397;0.9078599791336068
0.0;0.6261702813949649;0.6378427413192256;0.6261702813949649
4.25;0.9181990019080627;0.9449881072359193;0.9226477774527261
3.0;0.9572384685045238;0.9419910168407652;0.9520572637928232
3.0;0.8804930725497248;0.8947650976291741;0.8804930725497248
4.0;0.8850820038867622;0.9091287286424663;0.8850820038867622
0.0;0.7517551571175161;0.7517354870261278;0.7517551571175161
3.5;0.93866244088292;0.943417936850223;0.93866244088292
1.0;0.7656966613271795;0.7574629351212676;0.7656966613271795
0.0;0.6471574261233762;0.6453720026460702;0.6471574261233762
1.5;0.8002114561502306;0.8084865304560936;0.8002114561502306
3.6;0.8968264036670389;0.8700570221189114;0.8968264036670389
3.0;0.975274201176144;0.975790792840768;0.9625801383959968
3.0;0.9639749788466089;0.969173001827887;0.9640316279808417
5.0;0.9644717324771456;0.9689548264206873;0.9644717324771456
3.5;0.785295210864906;0.7547704223879398;0.785295210864906
0.0;0.7545678937165461;0.7470070366936657;0.7477110863496184
4.0;0.9109831782726422;0.9301365624952082;0.9109831782726422
4.5;0.9843640916845017;0.9838182269166276;0.9843640916845017
3.0;0.9321496793052242;0.9427131371198112;0.9321496793052242
3.5;0.9307142837964218;0.9393995546510162;0.9307142837964218
4.0;0.9721717578845956;0.978694055625155;0.9721717578845956
3.0;0.9679582325438383;0.9127520117159971;0.9679582325438383
3.0;0.892182915243231;0.9229988086362243;0.8748783934404574
3.5;0.9494194658630811;0.9400622464581254;0.9494194658630811
2.5;0.9088697383947374;0.9165550119337683;0.9088697383947374
3.5;0.8947599928599992;0.9292412497589358;0.9599673435396656
3.5;0.8282364796890576;0.8275657815677964;0.8282364796890576
3.0;0.9318390845915163;0.9441282274001556;0.9318390845915163
4.5;0.8116929589859198;0.8231331569167512;0.8116929589859198
2.5;0.7847884346871558;0.7468982504547694;0.8463326742875784
3.5;0.825945325223354;0.8046442816293903;0.8332106996299258
3.0;0.9432367535750661;0.946864605523507;0.9335814934596259
2.5;0.9324499225687419;0.9564653951170985;0.9324499225687419
4.0;0.8820217033119505;0.8527695541532528;0.8820217033119505
3.5;0.9299849355867518;0.9365893912342267;0.9299849355867518
3.5;0.833538169391486;0.8561297158215042;0.833538169391486
3.0;0.9596705916489384;0.96469372314747;0.9568017688518138
2.5;0.975077801520701;0.9777111110781966;0.975077801520701
4.0;0.9430370354438153;0.9560843350584644;0.9430370354438153
3.5;0.865116212880211;0.8814290394128844;0.865116212880211
2.5;0.7566825309320964;0.7514742359529463;0.7566825309320964
2.5;0.9516492588953332;0.9612506273375304;0.9516492588953332
5.0;0.9710027612522929;0.9842460318117742;0.9710027612522929
4.25;0.9333845346509211;0.9212078741796036;0.9333845346509211
2.5;0.8793316574880014;0.8607511664677503;0.8793316574880014
2.95;0.9682076701357838;0.9733718717965543;0.9682076701357838
