Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Min
3.5;1.0;0.999994513909451
2.5;0.9984720013722409;0.9968456049097406
3.45;0.9890375512471717;0.9850969321965872
4.0;0.9992556854253958;0.9992553331926918
3.0;0.9946370270481907;0.994670579588266
2.0;0.9906299701321235;0.9906830189795841
2.5;0.9990910558098755;0.9990889481256825
3.0;0.9797230682127118;0.9928910910887503
0.0;0.982560342400636;0.9823852646062721
2.5;0.9870808775191718;0.9853820871411471
3.0;0.9926082673685909;0.9936754252149413
0.5;0.9762674921734112;0.9762674921734115
3.0;0.9932267693774509;0.9929661800713622
4.1;0.9999765413176889;0.99997654131769
3.5;0.9718565232101164;0.9949776143267097
4.0;0.999871546049803;1.0000000000000002
2.5;0.9968044355782443;0.9939267745386252
4.0;0.999951451156062;0.9999003356904692
4.0;0.9990360092054998;0.9982143130685646
4.1;0.9927245808699692;0.9927245808699696
4.0;0.9943755988321169;0.9943755988321163
3.0;0.9967779598932859;0.9979671964100504
4.0;0.987357200560556;0.997236552256198
3.0;0.9903698036660913;0.9901392511178508
4.5;0.9999999188913874;0.9999999188912077
3.5;0.9842510322758072;0.9842510322758066
3.5;0.9928665469018727;0.9928855241678683
3.0;0.9988801357339323;0.9986758704251086
3.5;0.9990605751941226;0.9982763939309179
4.0;1.0000000000000002;1.0
4.0;0.9999421331511881;0.9997448191120233
4.0;1.0000000000000004;1.0000000000000002
3.0;0.9975100470738667;0.9975300816025746
2.5;0.9956981822314486;0.9957954081478025
2.5;0.9965374739584805;0.9965374739584801
3.0;0.9858371754470843;0.9824596573488591
0.0;0.959725551766298;0.9802132854446752
4.25;0.9930478700962333;0.9930478700962337
3.0;0.9864533473432101;0.9769852689361941
3.0;0.9944894716597595;0.9948764986057652
4.0;0.9967435691711747;0.9992722556782021
0.0;0.9909833954823185;0.9908065570023045
3.5;0.9912603276863893;0.9912609518589522
1.0;0.98598285652881;0.9701264620078663
0.0;0.9952052044296905;0.9846858977832255
1.5;0.9978900047378964;0.9963651840618788
3.6;0.9791756875327386;0.9791755064747003
3.0;0.9998706685168263;0.9999076133332466
3.0;0.9993322939544629;0.9869786642488353
5.0;0.9973879206316493;0.9973781036449851
3.5;0.9882259065036294;0.9887961288251892
0.0;0.9843685510815047;0.9843685510815043
4.0;0.9954439546278843;0.9999989478110387
4.5;0.999931553123989;0.9980088805669652
3.0;0.9972226016928943;0.9978605035378106
3.5;0.9970099849349873;0.9969646190270767
4.0;0.9999784129984758;0.9999684185549778
3.0;0.9923920412070323;0.9830429763478261
3.0;0.9713163032762702;0.9706960766544184
3.5;0.9773950148582572;0.9773950148582575
2.5;0.9721909571606271;0.9718702604495736
3.5;0.9940349220653845;0.9940349220653849
3.5;0.9885590540959794;0.9683671729436734
3.0;0.9891803147869751;0.9891243716473966
4.5;0.8254950254652409;0.9284182967330096
2.5;0.9893071294531898;0.9893071294531902
3.5;0.9962196721567426;0.9939690243637527
3.0;0.9961681166909993;0.9956876086825401
2.5;0.9960482697722721;0.9948309105306039
4.0;0.9793658570753646;0.9713049835605002
3.5;0.9848435846925478;0.9985325525475336
3.5;0.9747466266641072;0.974551196959096
3.0;0.998952354305868;0.998951825677371
2.5;0.9956909966857526;0.9989093872750633
4.0;0.9939706074417376;0.9939706074417373
3.5;0.8292955206493597;0.9902255678430336
2.5;0.9867557646712778;0.9826624948912588
2.5;0.9986930414802349;0.9997483230436772
5.0;0.9997418856961431;0.9997343298711127
4.25;0.994178118999626;0.9941781190327365
2.5;0.9952626149671616;0.9952733765584034
2.95;0.9877726216720775;0.9889847637413253
3.0;0.9996185051859064;0.9996185051859061
3.45;0.9999898084487131;0.9975936006843156
2.5;0.9915733846560775;0.9913832757313444
0.5;0.9692999533894037;0.9674064937240036
4.5;0.9863008145195756;0.9823469460247942
2.0;0.999438136578735;0.9913101473476076
2.0;0.9884454041681096;0.9883984360877157
3.5;0.9999983298975483;0.999998329897548
3.5;0.9987434052244016;0.9978288547800241
4.0;0.999583662086584;0.9995836620865843
3.5;0.9975960118466248;0.997530686661687
4.0;0.9999998689636349;0.9999998689601817
2.5;0.9826085774505386;0.9808525772543182
3.0;0.9955571591141005;0.9948134066268836
3.0;0.994064360785247;0.9940621333385158
3.0;0.9923995520516758;0.9923962651311783
1.0;0.9771693771345019;0.9956111664343605
2.0;0.9778598439140942;0.9778598439140938
2.0;0.9989210340148225;0.9980843796966079
4.5;0.9843130535337395;0.9843130535337395
4.0;NaN;NaN
3.0;0.989059640388784;0.9999999999999999
3.0;0.9999914537276219;0.9999662575568607
4.15;0.9437299921832613;0.9999980426679199
2.5;0.9913448892247593;0.9908679367406755
3.5;0.9960918040559855;0.9920561951527135
4.0;0.9864055265445091;0.9863592794925121
5.0;0.9885136443827249;0.9728728312219606
4.8;0.9901130408404125;0.9883838523169306
0.0;0.9490207042782399;0.9489396978659153
4.6;0.9999946627899717;0.9999946627899713
3.0;0.9798714792116361;0.9811541537354506
2.7;0.9937749599354919;0.9937633451287591
3.6;0.9993928190543386;0.9994054909813144
3.75;0.9913533176534587;0.9872755422117566
3.65;0.9940169296396287;0.9940065615394994
0.0;0.9965701120171603;0.9662641583915088
3.0;0.9761771333180513;0.976529792295163
4.75;0.9930508550962098;0.9805424250907505
3.6;0.9972853320037053;0.9999999999999996
3.5;0.9991845403377271;0.9991206208305119
2.75;0.9964348271057553;0.9964320301056027
5.0;0.9999798828432879;0.9999798828432876
4.0;0.991718964849475;0.991718964849475
3.0;0.9948777262545929;0.9919702333247384
3.5;0.9251374376243567;0.9908382104843004
3.35;0.9940253538301616;0.9940253538301616
3.2;0.9717334038825065;0.979306528515393
3.6;0.9924097756930308;0.9923188563242963
3.75;0.9741175518585439;0.9773880865596274
4.0;0.9999850332589345;0.9999850332589348
3.75;0.9990117658909288;0.9981286613460105
3.5;0.9904521484269627;0.9904519105538232
3.5;0.9967852371276521;0.9837240943866645
4.25;0.9986571031751206;0.9986183816223418
0.0;0.9959740911519107;0.9987036419655569
3.5;0.994097646085833;0.9982195106245464
2.75;0.9974787628941926;0.9949605847772228
5.0;0.9968100577076855;0.9965804056114593
3.75;0.9999956891419447;0.9999956890684654
3.45;0.9996645076309201;0.9997159707135631
3.0;0.9950661803051538;0.9948374388651912
2.25;0.8717804496201217;0.9933493208425606
3.25;0.9935269415450242;0.993538333514904
4.2;0.9994806876802662;0.9989744363378411
4.25;0.995053971324385;0.9950439926364213
4.4;0.9999558926474372;0.99995478084212
2.5;0.9730163111359716;0.9730268337338649
1.75;0.9858240151894218;0.9995903901812159
3.5;0.998293148119851;0.9982927686176699
3.5;0.9940853112341381;0.994085311234138
5.0;0.9999911127399221;0.9770597907562694
3.95;0.9999312563907884;0.9998956832172998
3.5;0.9973156920999133;0.9973153992828451
3.25;0.9300140451543987;0.9604086427482829
4.5;0.9900135370031807;0.9900135370031805
0.0;0.9756222900538039;0.9766570706908726
3.1;0.9998854393326899;0.9978881448241985
3.5;0.99993545501614;0.9997205873121378
4.25;0.9992141827996025;0.99970053199156
2.75;0.9761429695276025;0.9759605330893111
3.5;0.9897171841405865;0.991239399569218
4.5;0.9998944643126236;0.9940303050201938
3.5;0.9998929772520607;0.9995585944568592
2.9;0.9925599278437325;0.992452050413489
3.0;0.9937458243014281;0.999298686305019
3.0;0.9940623117432561;0.9940315274482973
3.0;0.9898719039690607;0.9423527673050339
4.0;0.9875370708884027;0.9874952693369637
0.0;0.978924144395298;0.9789241443952981
3.75;0.9999570845331424;0.9998447236916227
3.0;0.9999798334194886;0.999979830649896
2.5;0.9980850058904931;0.9991728212645402
