Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bio_embedding_intrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average
2.6666666666666665;0.9606999681900108;0.9633268448911666;0.9092003594058898;0.9128978479243827
1.3333333333333333;0.9434197674033149;0.9443181504190148;0.8565864129224694;0.8759634248407359
4.0;0.9704049129086684;0.9620044359132578;0.9222538316669052;0.9258041379134362
2.6666666666666665;0.9551731253691089;0.9503187708747574;0.8949641176125801;0.8898361947300705
2.6666666666666665;0.9534976992075599;0.9515810433406748;0.898937767118894;0.8980214725525878
1.6666666666666667;0.9188267055952724;0.9441830528778737;0.8807173325765976;0.8789175321976616
2.3333333333333335;0.9578940962328976;0.9660622913900687;0.8903484162184694;0.8924208989137316
1.0;0.9196032874310659;0.9354515560027589;0.8799043472387044;0.8478118729557269
1.6666666666666667;0.9509898657290896;0.9543132332736719;0.9142671158860142;0.9148910501917692
3.0;0.9596187626611642;0.9474322029151308;0.8743013018901332;0.881665693780415
1.6666666666666667;0.951210193686064;0.9366361568236593;0.8703372007405357;0.8794666458267631
1.3333333333333333;0.9236319948283868;0.922487754222237;0.8698018904813803;0.8652634327047978
1.3333333333333333;0.9537701760386754;0.9610740560983891;0.9017040248175847;0.913325548191311
1.0;0.8298793099603444;0.8257816544869357;0.5971657091777608;0.6162028998306004
1.6666666666666667;0.8134104793195093;0.8665256083343041;0.6596779657586394;0.6639503839867132
2.3333333333333335;0.9269746035599934;0.9381886022338897;0.8379693236458312;0.8522532116437704
3.0;0.9614985065083006;0.9625530187212579;0.892243618277378;0.9218731777999724
2.3333333333333335;0.9484651633792672;0.951859986601496;0.9028431218741956;0.8990733854863555
3.0;0.936684272239264;0.9458755440004144;0.8440771199576967;0.8589058437159798
1.6666666666666667;0.9671637699501666;0.9603562810021155;0.9089502499700054;0.9193211766273383
3.0;0.9591261161015247;0.959573457725498;0.9141741164856817;0.9244725025682176
