Human;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-none_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-biosses_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-blagec2019_ner-none_Min;bioconceptvec_fasttext__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min
2.6666666666666665;0.9945595780420755;0.9921842300150849;0.9922545295063853;0.9921787233450954
1.3333333333333333;0.9825295596674938;0.9822132466733751;0.9826397972810136;0.982092208739402
4.0;0.9952560314485142;0.9952639209131224;0.9952639209131224;0.9952639209131224
2.6666666666666665;0.9739554645232216;0.9564447484789989;0.9564422876588335;0.9564447484789989
2.6666666666666665;0.9937421425451654;0.9753505335998844;0.9753480241373518;0.9753505335998844
1.6666666666666667;0.988883762732856;0.9816049685218889;0.9816080591367596;0.9945845845892586
2.3333333333333335;0.9886319427980821;0.9885842303974057;0.9885842303974057;0.9885842303974057
1.0;0.9803137276179514;0.9599294111302816;0.9599372203241805;0.9599294111302816
1.6666666666666667;0.9657865777915629;0.9659723397084232;0.965786577791563;0.9659723397084232
3.0;0.9715959358456404;0.9665110781188876;0.9665102324488294;0.9665110781188876
1.6666666666666667;0.9879998816977088;0.9879998816977096;0.9879998816977096;0.9879998816977096
1.3333333333333333;0.9883913532333578;0.9760997542646674;0.9761461807774999;0.9760997542646674
1.3333333333333333;0.9773114297363611;0.9773019766340277;0.9773114297363612;0.9773019766340277
1.0;0.9756661461888394;0.9743287626398003;0.9743154127129603;0.9743287626398003
1.6666666666666667;0.976023733288224;0.9751998208759713;0.9756593236353059;0.9751998208759713
2.3333333333333335;0.9167128826231357;0.9149761434623641;0.9166525407012379;0.9149761434623641
3.0;0.9443795210857099;0.944250759956934;0.944232089707839;0.944250759956934
2.3333333333333335;0.9695423017306024;0.9694484492772897;0.9694261335771704;0.9694484492772897
3.0;0.9718887075936166;0.9719053357390487;0.9718887075936167;0.9719053357390487
1.6666666666666667;0.987635054393995;0.9743310904382956;0.9743438676106888;0.9876249290857945
3.0;0.9953590894816536;0.9953585891889509;0.9953585891889509;0.9953585891889509
2.6666666666666665;0.9822927642717236;0.9652078474151966;0.9652078474151966;0.9652078474151966
1.6666666666666667;0.9820528304755498;0.9647942046645867;0.9647942046645867;0.9647942046645867
3.0;0.989322578117626;0.9734982128840957;0.9734982128840957;0.9734982128840957
2.6666666666666665;0.9824063192727313;0.9845315979219008;0.9824024566487441;0.9845315979219008
2.6666666666666665;0.9989578593407094;0.9989651343205395;0.9989578593407099;0.9989651343205395
2.0;0.9694598483325233;0.9664804668815954;0.9694346680101644;0.9664805159078446
2.0;0.990643749980304;0.9700346933516502;0.9686826375957464;0.9700494324674345
2.6666666666666665;0.9934858234406206;0.9853797950500599;0.986956329866167;0.985382056885609
1.0;0.9930008075280686;0.9855927390598541;0.9846562814457761;0.9855927390598541
3.0;0.9916309101309092;0.9916263620387726;0.9916263291600433;0.9916395043911556
3.0;0.9841668198912802;0.9724041676155737;0.9724041676155737;0.9737958376302696
1.0;0.992511733730372;0.992493997322446;0.992493997322446;0.9939760853510333
2.0;0.9347896758935468;0.9347439834972591;0.9347439834972591;0.9350549755941496
2.0;0.9976457199778452;0.997635116522457;0.997635116522457;0.997651263048935
0.0;0.9783191635682015;0.977692907706324;0.977692907706324;0.9719399735156647
1.3333333333333333;0.9422841469404117;0.941979203530724;0.941979203530724;0.9405912943108968
2.3333333333333335;0.9758534364106869;0.9759712706572632;0.9759712706572632;0.9776845674951934
0.3333333333333333;0.9910274109029625;0.9908064567224509;0.9908064567224509;0.9907833299518365
1.0;0.9798370332568678;0.9849476307359148;0.9849476307359148;0.9844502671009526
3.0;0.9905364547854165;0.9908282949187914;0.9908282949187914;0.9929445064068474
2.0;0.9897388961339086;0.9825857495265015;0.9824340233976206;0.9825857495265015
1.0;0.9748441460392668;0.9748485913924145;0.9748645878472367;0.9748294691745336
1.3333333333333333;0.9798050558270519;0.9798167551304574;0.9798050558270515;0.9798167551304569
1.6666666666666667;0.9851424366794659;0.9792541528746751;0.9792539285015037;0.9792541528746751
0.6666666666666666;0.9787714591632835;0.9687086891216502;0.9687479717207649;0.9687632788257422
1.3333333333333333;0.9739452086847115;0.9781460467736627;0.9782748869916819;0.9781723749722062
2.0;0.985013663144333;0.9872107597632135;0.9872901601545877;0.9872114721404756
2.0;0.9865556062846431;0.986471386964717;0.9865628017760674;0.9864434353939213
0.6666666666666666;0.9795583308203557;0.9855204137415832;0.985442171894382;0.9855042602384013
3.0;0.989750033385449;0.9904699297698732;0.9904987278123135;0.9904688004937001
3.0;0.9863364942144186;0.9863427793487426;0.9863364942144184;0.9863427793487426
1.3333333333333333;0.9558720250990945;0.9589738184323472;0.9590052033357578;0.9589738184323472
2.0;0.9911329233826797;0.9910002727783769;0.9908466101846226;0.9910659416438463
2.0;0.9628649563156051;0.9628330458980489;0.9628272308960234;0.9628330458980489
1.0;0.9842794359795018;0.9842585059505766;0.9842190524229135;0.9842585059505766
1.6666666666666667;0.9447026287535206;0.9491576564815025;0.9491497577114368;0.9491576564815025
2.0;0.9700821937454974;0.9701571632617194;0.9701738774231784;0.9701571632617194
0.3333333333333333;0.9314917131082107;0.9314557981496684;0.9314906535910231;0.9314557981496684
2.3333333333333335;0.9696363629735827;0.969637891158962;0.9696433702895472;0.9696308837187918
2.0;0.9951138717880821;0.9949549550696423;0.9949549550696423;0.9949549550696423
1.3333333333333333;0.9781616292430156;0.9781616292430158;0.9781616292430158;0.9781616292430158
2.6666666666666665;0.9999728921537843;0.9999860513956548;0.9999868003426546;0.9999874958279001
1.0;0.972741471156382;0.9723149856893181;0.9723149856893181;0.9723149856893181
0.3333333333333333;0.9784731782378495;0.9783398672255875;0.9784266497195307;0.9783577903334836
1.3333333333333333;0.9864360927713928;0.9863182600811435;0.9863182600811435;0.9863182600811435
1.3333333333333333;0.9632763486364269;0.9669828690488171;0.9669782000834128;0.9669828690488171
2.3333333333333335;0.9622780289144659;0.9622569153458506;0.9622519980068573;0.962287007481506
3.0;0.9901523638653678;0.9699057632243102;0.9699057632243102;0.9699057632243102
