Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct
3.5;0.8040302522073697;0.8040302522073697;0.8040302522073697;0.8040302522073697;0.8040302522073697
2.5;0.5142594772265799;0.5142594772265799;0.5142594772265799;0.5142594772265799;0.5142594772265799
3.45;0.46291004988627577;0.46291004988627577;0.46291004988627577;0.46291004988627577;0.46291004988627577
4.0;0.8724643430254019;0.8724643430254019;0.8724643430254019;0.8724643430254019;0.8724643430254019
3.0;0.2842676218074806;0.2842676218074806;0.2842676218074806;0.2842676218074806;0.2842676218074806
2.0;0.45056355688958294;0.45056355688958294;0.45056355688958294;0.45056355688958294;0.45056355688958294
2.5;0.6575959492214292;0.6575959492214292;0.6575959492214292;0.6575959492214292;0.6575959492214292
3.0;0.2721655269759087;0.2721655269759087;0.2721655269759087;0.2721655269759087;0.2721655269759087
0.0;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383
2.5;0.6324555320336759;0.6324555320336759;0.6324555320336759;0.6324555320336759;0.6324555320336759
3.0;0.8999999999999998;0.8999999999999998;0.8999999999999998;0.8999999999999998;0.8999999999999998
0.5;0.3009646327144231;0.3009646327144231;0.3009646327144231;0.3009646327144231;0.3009646327144231
3.0;0.4743416490252569;0.4743416490252569;0.4743416490252569;0.4743416490252569;0.4743416490252569
4.1;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699
3.5;0.753778361444409;0.753778361444409;0.753778361444409;0.753778361444409;0.753778361444409
4.0;0.890870806374748;0.890870806374748;0.890870806374748;0.890870806374748;0.890870806374748
2.5;0.5227282102428386;0.5227282102428386;0.5227282102428386;0.5227282102428386;0.5227282102428386
4.0;0.9207509207513811;0.9207509207513811;0.9207509207513811;0.9207509207513811;0.9207509207513811
4.0;0.760608730574164;0.760608730574164;0.760608730574164;0.760608730574164;0.760608730574164
4.1;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942
4.0;0.7284927963857741;0.7284927963857741;0.7284927963857741;0.7284927963857741;0.7284927963857741
3.0;0.7867183938373667;0.7867183938373667;0.7867183938373667;0.7867183938373667;0.7867183938373667
4.0;0.7938566201357354;0.7938566201357354;0.7938566201357354;0.7938566201357354;0.7938566201357354
3.0;0.7272727272727273;0.7272727272727273;0.7272727272727273;0.7272727272727273;0.7272727272727273
4.5;0.8863184218031273;0.8863184218031273;0.8863184218031273;0.8863184218031273;0.8863184218031273
3.5;0.8215838362577491;0.8215838362577491;0.8215838362577491;0.8215838362577491;0.8215838362577491
3.5;0.34668762264076824;0.34668762264076824;0.34668762264076824;0.34668762264076824;0.34668762264076824
3.0;0.8172694126965068;0.8172694126965068;0.8172694126965068;0.8172694126965068;0.8172694126965068
3.5;0.9128709291752768;0.9128709291752768;0.9128709291752768;0.9128709291752768;0.9128709291752768
4.0;0.9771277064839348;0.9771277064839348;0.9771277064839348;0.9771277064839348;0.9771277064839348
4.0;0.9492889050691345;0.9492889050691345;0.9492889050691345;0.9492889050691345;0.9492889050691345
4.0;0.5773502691896257;0.5773502691896257;0.5773502691896257;0.5773502691896257;0.5773502691896257
3.0;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195
2.5;0.7637626158259734;0.7637626158259734;0.7637626158259734;0.7637626158259734;0.7637626158259734
2.5;0.46475800154489005;0.46475800154489005;0.46475800154489005;0.46475800154489005;0.46475800154489005
3.0;0.7833494518006403;0.7833494518006403;0.7833494518006403;0.7833494518006403;0.7833494518006403
0.0;0.16012815380508716;0.16012815380508716;0.16012815380508716;0.16012815380508716;0.16012815380508716
4.25;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849;0.7863570994927849
3.0;0.6415330278717848;0.6415330278717848;0.6415330278717848;0.6415330278717848;0.6415330278717848
3.0;0.7484551991837489;0.7484551991837489;0.7484551991837489;0.7484551991837489;0.7484551991837489
4.0;0.5;0.5;0.5;0.5;0.5
0.0;0.23529411764705882;0.23529411764705882;0.23529411764705882;0.23529411764705882;0.23529411764705882
3.5;0.7468160448149386;0.7468160448149386;0.7468160448149386;0.7468160448149386;0.7468160448149386
1.0;0.41602514716892186;0.41602514716892186;0.41602514716892186;0.41602514716892186;0.41602514716892186
0.0;0.25;0.25;0.25;0.25;0.25
1.5;0.5303300858899107;0.5303300858899107;0.5303300858899107;0.5303300858899107;0.5303300858899107
3.6;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894;0.6842105263157894
3.0;0.5345224838248487;0.5345224838248487;0.5345224838248487;0.5345224838248487;0.5345224838248487
3.0;0.7276068751089989;0.7276068751089989;0.7276068751089989;0.7276068751089989;0.7276068751089989
5.0;0.8181818181818182;0.8181818181818182;0.8181818181818182;0.8181818181818182;0.8181818181818182
3.5;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494
0.0;0.20180183819889375;0.20180183819889375;0.20180183819889375;0.20180183819889375;0.20180183819889375
4.0;0.6445033866354896;0.6445033866354896;0.6445033866354896;0.6445033866354896;0.6445033866354896
4.5;0.9486832980505138;0.9486832980505138;0.9486832980505138;0.9486832980505138;0.9486832980505138
3.0;0.6735753140545634;0.6735753140545634;0.6735753140545634;0.6735753140545634;0.6735753140545634
3.5;0.7377253439645218;0.7377253439645218;0.7377253439645218;0.7377253439645218;0.7377253439645218
4.0;0.8520128672302585;0.8520128672302585;0.8520128672302585;0.8520128672302585;0.8520128672302585
3.0;0.9128709291752769;0.9128709291752769;0.9128709291752769;0.9128709291752769;0.9128709291752769
3.0;0.59336610396393;0.59336610396393;0.59336610396393;0.59336610396393;0.59336610396393
3.5;0.8215838362577491;0.8215838362577491;0.8215838362577491;0.8215838362577491;0.8215838362577491
2.5;0.2545139051903111;0.2545139051903111;0.2545139051903111;0.2545139051903111;0.2545139051903111
3.5;0.7761140001162655;0.7761140001162655;0.7761140001162655;0.7761140001162655;0.7761140001162655
3.5;0.33633639699815626;0.33633639699815626;0.33633639699815626;0.33633639699815626;0.33633639699815626
3.0;0.6389151433378877;0.6389151433378877;0.6389151433378877;0.6389151433378877;0.6389151433378877
4.5;0.4003203845127179;0.4003203845127179;0.4003203845127179;0.4003203845127179;0.4003203845127179
2.5;0.5004345937369794;0.5004345937369794;0.5004345937369794;0.5004345937369794;0.5004345937369794
3.5;0.5809475019311126;0.5809475019311126;0.5809475019311126;0.5809475019311126;0.5809475019311126
3.0;0.7276877967435826;0.7276877967435826;0.7276877967435826;0.7276877967435826;0.7276877967435826
2.5;0.6556100681071858;0.6556100681071858;0.6556100681071858;0.6556100681071858;0.6556100681071858
4.0;0.46709936649691375;0.46709936649691375;0.46709936649691375;0.46709936649691375;0.46709936649691375
3.5;0.7590721152765897;0.7590721152765897;0.7590721152765897;0.7590721152765897;0.7590721152765897
3.5;0.4244373438135827;0.4244373438135827;0.4244373438135827;0.4244373438135827;0.4244373438135827
3.0;0.741249316661101;0.741249316661101;0.741249316661101;0.741249316661101;0.741249316661101
2.5;0.8104432008587533;0.8104432008587533;0.8104432008587533;0.8104432008587533;0.8104432008587533
4.0;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942
3.5;0.5345224838248488;0.5345224838248488;0.5345224838248488;0.5345224838248488;0.5345224838248488
2.5;0.48536267169707553;0.48536267169707553;0.48536267169707553;0.48536267169707553;0.48536267169707553
2.5;0.7431605356175384;0.7431605356175384;0.7431605356175384;0.7431605356175384;0.7431605356175384
5.0;0.8807048459279794;0.8807048459279794;0.8807048459279794;0.8807048459279794;0.8807048459279794
4.25;0.8058229640253802;0.8058229640253802;0.8058229640253802;0.8058229640253802;0.8058229640253802
2.5;0.45184805705753195;0.45184805705753195;0.45184805705753195;0.45184805705753195;0.45184805705753195
2.95;0.7205766921228922;0.7205766921228922;0.7205766921228922;0.7205766921228922;0.7205766921228922
3.0;0.7888934916555407;0.7888934916555407;0.7888934916555407;0.7888934916555407;0.7888934916555407
3.45;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001
2.5;0.7456011350793257;0.7456011350793257;0.7456011350793257;0.7456011350793257;0.7456011350793257
0.5;0.294174202707276;0.294174202707276;0.294174202707276;0.294174202707276;0.294174202707276
4.5;0.5381382351970501;0.5381382351970501;0.5381382351970501;0.5381382351970501;0.5381382351970501
2.0;0.30618621784789724;0.30618621784789724;0.30618621784789724;0.30618621784789724;0.30618621784789724
2.0;0.280056016805602;0.280056016805602;0.280056016805602;0.280056016805602;0.280056016805602
3.5;0.9325048082403138;0.9325048082403138;0.9325048082403138;0.9325048082403138;0.9325048082403138
3.5;0.7905694150420948;0.7905694150420948;0.7905694150420948;0.7905694150420948;0.7905694150420948
4.0;0.8651809126974003;0.8651809126974003;0.8651809126974003;0.8651809126974003;0.8651809126974003
3.5;0.7079742198048931;0.7079742198048931;0.7079742198048931;0.7079742198048931;0.7079742198048931
4.0;0.9057894597833126;0.9057894597833126;0.9057894597833126;0.9057894597833126;0.9057894597833126
2.5;0.40009880202694836;0.40009880202694836;0.40009880202694836;0.40009880202694836;0.40009880202694836
3.0;0.629940788348712;0.629940788348712;0.629940788348712;0.629940788348712;0.629940788348712
3.0;0.4763305116224668;0.4763305116224668;0.4763305116224668;0.4763305116224668;0.4763305116224668
3.0;0.485071250072666;0.485071250072666;0.485071250072666;0.485071250072666;0.485071250072666
1.0;0.36084391824351614;0.36084391824351614;0.36084391824351614;0.36084391824351614;0.36084391824351614
2.0;0.6324555320336759;0.6324555320336759;0.6324555320336759;0.6324555320336759;0.6324555320336759
2.0;0.26906911759852503;0.26906911759852503;0.26906911759852503;0.26906911759852503;0.26906911759852503
4.5;0.8153742483272114;0.8153742483272114;0.8153742483272114;0.8153742483272114;0.8153742483272114
4.0;NaN;NaN;NaN;NaN;NaN
3.0;0.8767140075192092;0.8767140075192092;0.8767140075192092;0.8767140075192092;0.8767140075192092
3.0;0.8864052604279183;0.8864052604279183;0.8864052604279183;0.8864052604279183;0.8864052604279183
4.15;0.8003267306650412;0.8003267306650412;0.8003267306650412;0.8003267306650412;0.8003267306650412
2.5;0.22237479499833038;0.22237479499833038;0.22237479499833038;0.22237479499833038;0.22237479499833038
3.5;0.5657789498610037;0.5657789498610037;0.5657789498610037;0.5657789498610037;0.5657789498610037
4.0;0.3872983346207417;0.3872983346207417;0.3872983346207417;0.3872983346207417;0.3872983346207417
5.0;0.7453559924999299;0.7453559924999299;0.7453559924999299;0.7453559924999299;0.7453559924999299
