Human;USE_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;USE_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;USE_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
2.6666666666666665;0.4168878541277483;0.41688784601011836;0.4168878630837496
1.3333333333333333;0.20480963771793545;0.20480964301930812;0.2048096628951434
4.0;0.44876781445905123;0.4487678137142503;0.4487678165620288
2.6666666666666665;0.24623109002622165;0.24623106004049441;0.24623108092920448
2.6666666666666665;0.4315168724615703;0.43151685498641956;0.4315168662186911
1.6666666666666667;0.35288663567256184;0.35288662621196326;0.352886671808783
2.3333333333333335;0.23479774877429144;0.23479775801249284;0.2347977580874147
1.0;0.41633217940102;0.41633217817781737;0.4163321852833143
1.6666666666666667;0.5564025612242097;0.5564025298593905;0.5564025529752713
3.0;0.5233248326942229;0.5233248431237659;0.5233248363749565
1.6666666666666667;0.46038044899194186;0.46038044654260185;0.46038044975480863
1.3333333333333333;0.44230344447399733;0.4423034225886618;0.4423034208816602
1.3333333333333333;0.4192910539289626;0.41929105237148456;0.419291031237306
1.0;0.03853629688991014;0.03853629306206144;0.03853628679591699
1.6666666666666667;0.29210158803599867;0.29210160189579054;0.2921015946614248
2.3333333333333335;0.41457162632833455;0.41457164572078453;0.4145716327416962
3.0;0.6834601470232814;0.6834601616757203;0.6834601527802979
2.3333333333333335;0.25279882739523246;0.25279883604779374;0.2527988387276652
3.0;0.13972448269151552;0.13972446839663413;0.13972450913689344
1.6666666666666667;0.5653571764003952;0.5653571646766846;0.5653571727798965
3.0;0.5573724541364891;0.5573724954887763;0.557372470370719
2.6666666666666665;0.07821034047604392;0.07821036137329891;0.0782103520600626
1.6666666666666667;0.1738830547936759;0.1738830483195374;0.17388303387549273
3.0;0.38538905175160615;0.38538904471503016;0.3853890585290926
2.6666666666666665;0.5589140047492304;0.5589140017961158;0.5589140009272138
2.6666666666666665;0.5990914951387402;0.599091492109979;0.5990914981908233
2.0;0.2463946741216115;0.246394631278494;0.2463946669507649
2.0;0.13912598873199578;0.13912599718589114;0.1391259911027365
2.6666666666666665;0.6577069495943999;0.6577069203876795;0.6577070011791448
1.0;0.3673669104506632;0.367366917813969;0.36736689897053443
3.0;0.4494780361365287;0.44947807076710994;0.44947807957401764
3.0;0.3405573390210731;0.34055734794779813;0.3405573395228446
1.0;0.18976152282630263;0.18976149564285696;0.1897615144836947
2.0;0.31393607180071753;0.31393609356893415;0.31393608163403963
2.0;0.46572766507248253;0.4657276278926541;0.465727647042462
0.0;0.105319711858347;0.10531971888674942;0.10531970926827695
1.3333333333333333;0.33296451204276467;0.3329645146782356;0.33296452023575074
2.3333333333333335;0.23739569323163287;0.23739566770694215;0.23739569525091497
0.3333333333333333;0.2984462346311521;0.2984462226834054;0.29844622345907684
1.0;0.33370819414157876;0.3337081936593326;0.33370819441603816
3.0;0.372084905311721;0.3720849089776907;0.3720848794797786
2.0;0.18786995106740892;0.1878698828815997;0.18786991811272535
1.0;0.38582464807987804;0.3858246566410458;0.3858246543552707
1.3333333333333333;0.3680254414391121;0.3680254654667541;0.36802542464413507
1.6666666666666667;0.2077507525382807;0.20775070304521495;0.20775072531335148
