Human;Jaccard_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Jaccard_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;BlockDistance_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Levenshtein_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;OverlapCoefficient_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;Qgram_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-biocnlptokenizer_lc_sw-nonestopwords_cf-default_ner-none;LiMixed_tok-stanfordcorenlpv4_2_0_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.8666666666666667;0.8666666666666667;0.8235294117647058;0.9285714030265808;0.9285714030265808;0.9032257795333862;0.8811881188118812;0.8811881188118812;0.8811881188118812;1.0;1.0;1.0;0.9278350515463918;0.9278350515463918;0.9278350515463918;0.9238080113930722;0.9238080113930722;0.9120759497539559
2.5;0.39285714285714285;0.39285714285714285;0.39285714285714285;0.6086956262588501;0.6086956262588501;0.6086956262588501;0.5853658536585367;0.5853658536585367;0.5853658536585367;0.7857142857142857;0.7857142857142857;0.7857142857142857;0.6510263929618768;0.6510263929618768;0.6510263929618768;0.6189873541827379;0.6189873541827379;0.6189873541827379
3.45;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.6060606241226196;0.6060606241226196;0.6060606241226196;0.505050505050505;0.505050505050505;0.505050505050505;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6326530612244898;0.6326530612244898;0.6326530612244898;0.6331121383900173;0.6331121383900173;0.6331121383900173
4.0;0.72;0.72;0.72;0.8354430198669434;0.8354430198669434;0.8395061492919922;0.7091836734693877;0.7091836734693877;0.7091836734693877;1.0;1.0;1.0;0.8305252725470763;0.8305252725470763;0.8305252725470763;0.8401932669770041;0.8401932669770041;0.8401932669770041
3.0;0.20689655172413793;0.20689655172413793;0.2;0.307692289352417;0.307692289352417;0.292682945728302;0.3841059602649006;0.3841059602649006;0.3841059602649006;0.4;0.4;0.375;0.291497975708502;0.291497975708502;0.291497975708502;0.2982050807568877;0.2982050807568877;0.29270509831248426
2.0;0.29411764705882354;0.29411764705882354;0.29411764705882354;0.4399999976158142;0.4399999976158142;0.4399999976158142;0.5135135135135135;0.5135135135135135;0.5135135135135135;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.44982698961937717;0.44982698961937717;0.44982698961937717;0.4147727272727273;0.4147727272727273;0.4147727272727273
2.5;0.5;0.5;0.5;0.6725664138793945;0.6725664138793945;0.6724138259887695;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.8157894736842105;0.8157894736842105;0.8157894736842105;0.6284875183553598;0.6284875183553598;0.6284875183553598;0.6285196280683336;0.6285196280683336;0.6285196280683336
3.0;0.3684210526315789;0.3684210526315789;0.3684210526315789;0.5714285373687744;0.5714285373687744;0.5714285373687744;0.5769230769230769;0.5769230769230769;0.5769230769230769;0.5833333333333334;0.5833333333333334;0.5833333333333334;0.5726495726495726;0.5726495726495726;0.5726495726495726;0.5663271609375367;0.5663271609375367;0.5663271609375367
0.0;0.13793103448275862;0.13793103448275862;0.13793103448275862;0.3500000238418579;0.3500000238418579;0.3500000238418579;0.31506849315068497;0.31506849315068497;0.31506849315068497;0.26666666666666666;0.26666666666666666;0.26666666666666666;0.21886792452830184;0.21886792452830184;0.21886792452830184;0.12171612389003691;0.12171612389003691;0.12171612389003691
2.5;0.35294117647058826;0.35294117647058826;0.35294117647058826;0.52173912525177;0.52173912525177;0.52173912525177;0.5729166666666667;0.5729166666666667;0.5729166666666667;0.5454545454545454;0.5454545454545454;0.5454545454545454;0.47120418848167545;0.47120418848167545;0.47120418848167545;0.49921170783720276;0.49921170783720276;0.49921170783720276
