Human;COMMixed_WBSM-AncSPLWeightedJiangConrath_String-Jaccard;COMMixed_WBSM-AncSPLWeightedJiangConrath_String-Jaccard
4.0;0.2600257934265415;0.2600257934265415
3.0;0.15763210282528126;0.15763210282528126
2.2;0.07286244595678555;0.07286244595678555
3.2;0.2001844599442998;0.2001844599442998
3.2;0.3077164537331475;0.3077164537331475
3.2;0.1712915908141043;0.1712915908141043
1.4;0.07810049416781387;0.07810049416781387
3.0;0.16991271810686193;0.16991271810686193
1.4;0.1724074401054769;0.1724074401054769
3.0;0.17462002158725165;0.17462002158725165
3.0;0.21215546900981083;0.21215546900981083
1.0;0.12515683330463687;0.12515683330463687
3.0;0.10107583749052299;0.10107583749052299
2.0;0.24666148998424653;0.24666148998424653
2.4;0.18112460318647539;0.18112460318647539
3.4;0.2645047797270133;0.2645047797270133
3.0;0.2576731954260302;0.2576731954260302
2.0;0.12501857155124874;0.12501857155124874
3.2;0.2662275933112765;0.2662275933112765
2.0;0.2207210752838405;0.2207210752838405
3.0;0.13326022166865997;0.13326022166865997
1.2;0.10090506521831145;0.10090506521831145
3.4;0.16066130664267003;0.16066130664267003
1.8;0.1684187248909786;0.1684187248909786
3.6;0.21968647373853578;0.21968647373853578
2.0;0.043727235370276174;0.043727235370276174
2.4;0.2823217877594001;0.2823217877594001
3.4;0.08154376226407682;0.08154376226407682
3.0;0.15017413248057615;0.15017413248057615
4.0;0.049462473604038076;0.049462473604038076
4.0;0.3208642103883894;0.3208642103883894
3.4;0.2584293849516225;0.2584293849516225
3.4;0.30765831707324737;0.30765831707324737
3.0;0.08144255793701102;0.08144255793701102
2.0;0.261843280529454;0.261843280529454
3.8;0.29759046532603123;0.29759046532603123
3.4;0.20937326529581202;0.20937326529581202
2.0;0.15470470321726332;0.15470470321726332
4.0;0.19460330834664147;0.19460330834664147
3.2;0.33116539022819347;0.33116539022819347
2.2;0.11585243759529566;0.11585243759529566
3.0;0.2272435740140913;0.2272435740140913
2.0;0.1539885810594721;0.1539885810594721
0.6;0.16701401086182655;0.16701401086182655
3.2;0.08105631606015609;0.08105631606015609
3.6;0.23838834764831845;0.23838834764831845
1.0;0.08912092886586934;0.08912092886586934
1.8;0.08170323079807283;0.08170323079807283
2.8;0.12647523094862553;0.12647523094862553
2.8;0.060908922550361594;0.060908922550361594
1.8;0.09842635890804041;0.09842635890804041
1.8;0.08554354893856059;0.08554354893856059
2.6;0.2416661699070287;0.2416661699070287
1.4;0.053593422410353225;0.053593422410353225
3.0;0.22720844427116071;0.22720844427116071
0.6;0.11486553229413549;0.11486553229413549
1.8;0.1493939000162303;0.1493939000162303
3.0;0.0862274158981522;0.0862274158981522
3.0;0.2362727024782185;0.2362727024782185
3.8;0.3825936397829699;0.3825936397829699
2.4;0.15199331457959905;0.15199331457959905
3.6;0.21085707966642825;0.21085707966642825
2.8;0.13617530875577394;0.13617530875577394
3.6;0.25550157945119567;0.25550157945119567
3.0;0.17830964885110612;0.17830964885110612
0.0;0.07450546391457614;0.07450546391457614
0.0;0.11761001381026424;0.11761001381026424
0.2;0.09006014798361214;0.09006014798361214
0.0;0.09059138145078624;0.09059138145078624
0.2;0.07307220296289568;0.07307220296289568
0.2;0.06412413452726475;0.06412413452726475
1.8;0.1400832191520382;0.1400832191520382
1.4;0.11653034662230234;0.11653034662230234
1.8;0.0780590160748311;0.0780590160748311
2.0;0.137963700961574;0.137963700961574
0.0;0.09981560005583721;0.09981560005583721
0.8;0.15728353516018284;0.15728353516018284
2.2;0.23941433420993785;0.23941433420993785
1.4;0.09129088754721931;0.09129088754721931
1.8;0.16181535976695216;0.16181535976695216
3.0;0.10465872014048327;0.10465872014048327
1.2;0.13693194908721187;0.13693194908721187
0.2;0.09470846759661788;0.09470846759661788
0.2;0.0813934497454483;0.0813934497454483
0.6;0.10152408965338679;0.10152408965338679
0.2;0.0526873231428136;0.0526873231428136
0.2;0.06421146727596633;0.06421146727596633
0.0;0.08383899119260252;0.08383899119260252
0.2;0.060038083802010374;0.060038083802010374
0.2;0.04767722037647808;0.04767722037647808
2.0;0.11589065000679884;0.11589065000679884
2.8;0.19566870392549268;0.19566870392549268
2.0;0.14769394718037135;0.14769394718037135
4.0;0.2523486118085591;0.2523486118085591
3.0;0.0982047219244517;0.0982047219244517
3.2;0.21462565596421262;0.21462565596421262
1.6;0.09661667236496109;0.09661667236496109
2.4;0.08030863901062599;0.08030863901062599
3.2;0.2219969567430598;0.2219969567430598
1.8;0.04571256699419194;0.04571256699419194
