Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLRada_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct;UBSM_JiangConrath_tok-whitespace_lc_sw-user_cf-default_ner-metamapsnomedct
2.6666666666666665;0.4290581651605165;0.4290581651605165;0.4290581651605165;0.4290581651605165;0.4290581651605165
1.3333333333333333;0.13608276348795434;0.13608276348795434;0.13608276348795434;0.13608276348795434;0.13608276348795434
4.0;0.3785166493051126;0.3785166493051126;0.3785166493051126;0.3785166493051126;0.3785166493051126
2.6666666666666665;0.3244428422615251;0.3244428422615251;0.3244428422615251;0.3244428422615251;0.3244428422615251
2.6666666666666665;0.29346959282671103;0.29346959282671103;0.29346959282671103;0.29346959282671103;0.29346959282671103
1.6666666666666667;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383
2.3333333333333335;0.3402069087198859;0.3402069087198859;0.3402069087198859;0.3402069087198859;0.3402069087198859
1.0;0.12171612389003691;0.12171612389003691;0.12171612389003691;0.12171612389003691;0.12171612389003691
1.6666666666666667;0.43082021842766455;0.43082021842766455;0.43082021842766455;0.43082021842766455;0.43082021842766455
3.0;0.0;0.0;0.0;0.0;0.0
1.6666666666666667;0.23145502494313788;0.23145502494313788;0.23145502494313788;0.23145502494313788;0.23145502494313788
1.3333333333333333;0.23904572186687872;0.23904572186687872;0.23904572186687872;0.23904572186687872;0.23904572186687872
1.3333333333333333;0.18898223650461363;0.18898223650461363;0.18898223650461363;0.18898223650461363;0.18898223650461363
1.0;0.0;0.0;0.0;0.0;0.0
1.6666666666666667;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055;0.12909944487358055
2.3333333333333335;0.06666666666666665;0.06666666666666665;0.06666666666666665;0.06666666666666665;0.06666666666666665
3.0;0.3042903097250923;0.3042903097250923;0.3042903097250923;0.3042903097250923;0.3042903097250923
2.3333333333333335;0.12171612389003691;0.12171612389003691;0.12171612389003691;0.12171612389003691;0.12171612389003691
