Human;bio_embedding_intrinsic__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bio_embedding_intrinsic__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Min
4.0;0.9540516807724835;0.9053159893128169;0.9328467158490927;0.9405516848094198
3.0;0.9388085994412171;0.9383255718396419;0.9402006050190665;0.9406335154506438
2.2;0.9417681930551974;0.9461249863741867;0.9399576000456834;0.944704412244647
3.2;0.9545791869817334;0.9566908805989491;0.95750128433992;0.9528281476305227
3.2;0.9752366379972923;0.9626326428428299;0.9353344806984158;0.9378888017365419
3.2;0.9450991717195056;0.9509670148493624;0.9433559230491312;0.9443109759382975
1.4;0.9176581105240131;0.8991891929453034;0.9054169826337484;0.924305447633422
3.0;0.9438945891884508;0.9351363772144113;0.9372519525524989;0.9353673791664002
1.4;0.9353255389330837;0.9376566847121953;0.9487656373532369;0.9495562902316355
3.0;0.9565587528245368;0.956558752824537;0.9511236224695682;0.9509440842094454
3.0;0.9520346822327662;0.944270991541554;0.957720262978102;0.9526217774175745
1.0;0.8997857015846417;0.8769279468161207;0.8971093104466203;0.8860071109565418
3.0;0.9564469610022266;0.9350148706036243;0.9077411517012058;0.9241779065438313
2.0;0.9431135004622601;0.8988781191722897;0.9427251486986433;0.9410582638699284
2.4;0.9638365848965198;0.9318492712176025;0.9404040003469246;0.9284955216804106
3.4;0.9397415027591727;0.9382037298894216;0.9456846571813544;0.9460659624366187
3.0;0.9497456829673713;0.9269832618462377;0.9481583985438519;0.9395217767850279
2.0;0.9188019267155579;0.9186056166373076;0.9309009188890429;0.9332683878109829
3.2;0.9575780786076067;0.9579367941010806;0.9418962254982173;0.9401432194927022
2.0;0.9504718067990405;0.9518452316108857;0.9496323489335706;0.9449745417897343
3.0;0.8821502860367079;0.9075938068104514;0.9193900032672855;0.9113964288674611
1.2;0.9067745521010725;0.8871848099582025;0.8917316878317534;0.905235587356391
3.4;0.9131468023949998;0.9333779450326779;0.9299152322624875;0.9333275030427979
1.8;0.9131122701708109;0.9297609715635654;0.9211830466898314;0.9052732549158552
3.6;0.9105920095387834;0.9102704478568521;0.87374531183608;0.8889688235801537
2.0;0.9276498462733077;0.9409958181167662;0.9195726073977877;0.9071693516355769
2.4;0.900110292850306;0.9166629376216198;0.9355598816463608;0.9317418653456343
3.4;0.941230797896914;0.8887757804819293;0.8831853191717478;0.9167325095635273
3.0;0.9586757342051558;0.9350266255200603;0.9407878178842307;0.9495129019918235
4.0;0.9657501223036651;0.9412884513470687;0.920517398514854;0.926399795210414
4.0;0.9800896555073749;0.9579986158976697;0.9305544081866084;0.9371297805932303
3.4;0.9716541605960917;0.908591675241031;0.9205679065339859;0.9502838426784701
3.4;0.9696072582707983;0.9331023139726808;0.9126867896227335;0.8943335333476193
3.0;0.8902535732681097;0.8967543918689221;0.8708698721871685;0.8866909367340529
2.0;0.9211754391384317;0.8703898507636272;0.8795411996533485;0.8780445831899599
3.8;0.9750029081298452;0.9559563055889571;0.9540691552974251;0.9449010744045635
3.4;0.9557065593795429;0.9562527244688054;0.9302209149331789;0.9304702682581181
2.0;0.9244213339274127;0.8749682998499904;0.863830220778341;0.9216869064093446
4.0;0.9457248027006623;0.8635022166592494;0.9302823157220602;0.920527517880918
3.2;0.9537470779121018;0.9466966583450226;0.9537267635378363;0.9439180612890554
2.2;0.9007616644140406;0.8570346113235218;0.8772991546166757;0.8845054001714159
3.0;0.930675025874074;0.9522993193658392;0.955198497235723;0.9454702406891643
2.0;0.9090836489281727;0.9089830062842505;0.9404925883440745;0.9405015018729856
0.6;0.9218987191388057;0.9214459932625347;0.9468951220711512;0.9416477440809792
3.2;0.943498706032767;0.9428424146305725;0.9063505930584105;0.914236302971383
3.6;0.9569938995564057;0.9480332188002187;0.9402383585793508;0.9557153542016411
1.0;0.8894171222409781;0.8903405501283689;0.9091437191312868;0.9163025772861256
1.8;0.8865785782293445;0.8831927729329063;0.9105128536260785;0.890763292558477
2.8;0.9320812424759735;0.9053963516564927;0.9175582202983462;0.9332930143805694
2.8;0.9287932285150661;0.9183077363602529;0.9163814299178845;0.9219430395322291
1.8;0.9459257437714591;0.9355180964210137;0.9403408882240983;0.9362623016833987
1.8;0.9187508018524333;0.935419102161175;0.917635434761127;0.9221123093555622
2.6;0.9202217674138998;0.9136541438631377;0.9260658338068646;0.9231496180429446
1.4;0.8870925280688262;0.8903458711510602;0.8689454271268489;0.8849488702720911
3.0;0.9287037954850325;0.9178846070546166;0.9207465383668423;0.908721222903313
0.6;0.9104611636708898;0.9301150455504933;0.9146403170579582;0.9295642851596565
1.8;0.9087238905011757;0.9018658597012231;0.920494227143962;0.9271385589105875
3.0;0.9291788370294026;0.908155099139936;0.9064275241354635;0.9184410938674756
