Human;bio_embedding_extrinsic__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;bio_embedding_extrinsic__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Sum;bio_embedding_extrinsic__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-whitespace_lc_sw-user_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-biocnlptokenizer_lc_sw-user_cf-default_ner-none_Sum;BioNLP2016_PubMed-shuffle-win-2__tok-stanfordcorenlpv4_2_0_lc_sw-user_cf-default_ner-none_Sum
2.6666666666666665;0.9387723030691829;0.9387723030691829;0.9450963267278077;0.9092003594058898;0.9092003594058898;0.9190052357178567
1.3333333333333333;0.9142507404910051;0.9142507404910051;0.9142507404910051;0.8565864129224694;0.8565864129224694;0.8565864129224694
4.0;0.9518503015696144;0.9518503015696144;0.9509596814636516;0.9222538316669052;0.9222538316669052;0.9200731367481952
2.6666666666666665;0.9355139140358658;0.9355139140358658;0.9290589913506403;0.8949641176125801;0.8949641176125801;0.8977504693657749
2.6666666666666665;0.9296425677467807;0.9296425677467807;0.9296425677467807;0.898937767118894;0.898937767118894;0.898937767118894
1.6666666666666667;0.890373095750057;0.890373095750057;0.8878902814661783;0.8807173325765976;0.8807173325765976;0.8763159804936945
2.3333333333333335;0.9284723307397544;0.9284723307397544;0.9284723307397544;0.8903484162184694;0.8903484162184694;0.8903484162184694
1.0;0.8952253100865657;0.8952253100865657;0.893638529843784;0.8799043472387044;0.8799043472387044;0.8765628027427632
1.6666666666666667;0.9395228944864125;0.9395228944864125;0.9450350912763478;0.9142671158860142;0.9142671158860142;0.9211972196426771
3.0;0.9422141636830488;0.9422141636830488;0.9422141636830488;0.8743013018901332;0.8743013018901332;0.8743013018901332
1.6666666666666667;0.925304092285884;0.925304092285884;0.925304092285884;0.8703372007405357;0.8703372007405357;0.8703372007405357
1.3333333333333333;0.8979765437494496;0.8979765437494496;0.8979765437494496;0.8698018904813803;0.8698018904813803;0.8698018904813803
1.3333333333333333;0.9358974241235252;0.9358974241235252;0.9358974241235252;0.9017040248175847;0.9017040248175847;0.9017040248175847
1.0;0.7653619753797163;0.7653619753797163;0.7653619753797163;0.5971657091777608;0.5971657091777608;0.5971657091777608
1.6666666666666667;0.7554626346198721;0.7554626346198721;0.7554626346198721;0.6596779657586394;0.6596779657586394;0.6596779657586394
2.3333333333333335;0.8957412394485448;0.8957412394485448;0.8979429956091387;0.8379693236458312;0.8379693236458312;0.838742912240186
3.0;0.9410060909507152;0.9410060909507152;0.9516778845520456;0.892243618277378;0.892243618277378;0.9109735153305807
2.3333333333333335;0.9248916027270202;0.9248916027270202;0.923312935006184;0.9028431218741956;0.9028431218741956;0.9021570038509603
3.0;0.9110766904453812;0.9110766904453812;0.9110766904453812;0.8440771199576967;0.8440771199576967;0.8440771199576967
1.6666666666666667;0.9507683625790732;0.9507683625790732;0.9390753800876068;0.9089502499700054;0.9089502499700054;0.8849009815294614
3.0;0.9451193924345712;0.9451193924345712;0.9281000309678493;0.9141741164856817;0.9141741164856817;0.8812215313670198
2.6666666666666665;0.9321193244345166;0.9321193244345166;0.9294271856583947;0.8752437526471484;0.8752437526471484;0.8814430838555944
1.6666666666666667;0.9203315760745899;0.9203315760745899;0.9203315760745899;0.8659783696312874;0.8659783696312874;0.8659783696312874
3.0;0.9457920263715417;0.9457920263715417;0.9457920263715417;0.9096403801779102;0.9096403801779102;0.9096403801779102
2.6666666666666665;0.9639871928085307;0.9639871928085307;0.9712256021790323;0.9065964390936774;0.9065964390936774;0.9301794283656294
2.6666666666666665;0.9077943089969895;0.9077943089969895;0.9077943089969895;0.912251303082671;0.912251303082671;0.912251303082671
2.0;0.8805856840366767;0.8805856840366767;0.8908335133397939;0.9120222928574919;0.9120222928574919;0.9189959462755836
2.0;0.9025805763195062;0.9025805763195062;0.906362958990571;0.8389920414759704;0.8389920414759704;0.8474440517907212
2.6666666666666665;0.9763461764446397;0.9763461764446397;0.9760856516564513;0.9512153178696406;0.9512153178696406;0.9495615875157296
1.0;0.8481806960948941;0.8481806960948941;0.8481806960948941;0.9267522089364301;0.9267522089364301;0.9267522089364301
3.0;0.9286291881063272;0.9286291881063272;0.935079160513763;0.900354175391861;0.900354175391861;0.9104313073234938
3.0;0.9317375761511413;0.9317375761511413;0.9440519416929608;0.8858827601342184;0.8858827601342184;0.9055743244945973
1.0;0.9131720072964887;0.9131720072964887;0.9167525207424982;0.8639821133951746;0.8639821133951746;0.871164513088923
2.0;0.9205950596619313;0.9205950596619313;0.9186818717858872;0.865959666093532;0.865959666093532;0.8652068998860156
2.0;0.9551830982429685;0.9551830982429685;0.9551830982429685;0.9347863891602478;0.9347863891602478;0.9347863891602478
0.0;0.7905939855969425;0.7905939855969425;0.7762049286274932;0.6825753049695839;0.6825753049695839;0.6756767746477851
1.3333333333333333;0.891247232758142;0.891247232758142;0.891247232758142;0.8512784773082499;0.8512784773082499;0.8512784773082499
2.3333333333333335;0.9208380988981963;0.9208380988981963;0.913364550029053;0.8671109613588788;0.8671109613588788;0.8475588892849543
0.3333333333333333;0.8488975210483354;0.8488975210483354;0.8653695206164561;0.7376707009018804;0.7376707009018804;0.7639024986104217
1.0;0.9081810429199054;0.9081810429199054;0.9199284279444486;0.8873503359724735;0.8873503359724735;0.9020732628632909
