Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-none_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-biosses_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-blagec2019_ner-none_Max;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Max
2.6666666666666665;0.9527592469844771;0.9133988819605535;0.9290827666987996;0.9478103226209619
1.3333333333333333;0.9055797319501183;0.887101738573285;0.9049994843462607;0.8832455151672165
4.0;0.9524713329302388;0.9518424654030192;0.9518424654030192;0.9518424654030192
2.6666666666666665;0.8970744115973472;0.8951184254300775;0.8952769140766585;0.8951184254300775
2.6666666666666665;0.9281017687058661;0.9289741331389351;0.9293535806606492;0.9289741331389351
1.6666666666666667;0.8753119133902131;0.850251985204867;0.8529144981992002;0.8708301196553476
2.3333333333333335;0.9115578548192435;0.9089259545100793;0.9089259545100793;0.9089259545100793
1.0;0.8838023533167396;0.8891973337014637;0.8894455437874174;0.8891973337014637
1.6666666666666667;0.9440893567837263;0.9435594865421387;0.9435991692780709;0.9435594865421387
3.0;0.8969225916788383;0.8838490524747972;0.8840147727344979;0.8838490524747972
1.6666666666666667;0.9005351009862356;0.897688649478311;0.897688649478311;0.897688649478311
1.3333333333333333;0.8778325442158958;0.887190903304185;0.8873499163658626;0.887190903304185
1.3333333333333333;0.8972854666177431;0.8960716747883217;0.8963072534380793;0.8960716747883217
1.0;0.8139229293765837;0.7892310793070622;0.7890809766263956;0.7892310793070622
1.6666666666666667;0.7997519192973841;0.7787397618369736;0.7784757548354946;0.7787397618369736
2.3333333333333335;0.8585377761648021;0.856704984182885;0.8570843451412568;0.856704984182885
3.0;0.9360617632518957;0.9341430845014816;0.9349143341281909;0.9341430845014816
2.3333333333333335;0.9013789755689764;0.8992192006827918;0.9002879152375972;0.8992192006827918
3.0;0.9331833254006139;0.9307677667278083;0.9313345986669206;0.9307677667278083
1.6666666666666667;0.9324164248423678;0.9311685783709652;0.9334106802646722;0.928847632229835
3.0;0.9179801116839663;0.9149120840930395;0.9149120840930395;0.9149120840930395
2.6666666666666665;0.881866599793115;0.8817820979200928;0.8817820979200928;0.8817820979200928
1.6666666666666667;0.8917408173305166;0.8834605547811223;0.8834605547811223;0.8834605547811223
3.0;0.9224971275223852;0.9171682696173131;0.9171682696173131;0.9171682696173131
2.6666666666666665;0.9170042831398458;0.9159727997615188;0.9135898507692346;0.9159727997615188
2.6666666666666665;0.9517304471680628;0.9501674587683944;0.9507150011177653;0.9501674587683944
2.0;0.9032743041246251;0.8752552818101618;0.9016531072885815;0.8747368113691434
2.0;0.8625830978344275;0.8507944354227054;0.858100704659236;0.8396052836628993
2.6666666666666665;0.9808693213064079;0.9764980583573993;0.9801524320388788;0.9784858999036607
1.0;0.9098231650826115;0.908638189254282;0.9060265735581646;0.908638189254282
3.0;0.949012228730422;0.9500890866226003;0.9501734804819884;0.9476462079045606
3.0;0.8889538596770815;0.9037090485082184;0.9037090485082184;0.9075460619702264
1.0;0.9181016696754316;0.9225599024976893;0.9225599024976893;0.9141689771193134
2.0;0.9220857679200254;0.9224066198498548;0.9224066198498548;0.9226315280496209
2.0;0.9584546845849159;0.9575675063215171;0.9575675063215171;0.9574052014216053
0.0;0.8519273389851856;0.8222061838084771;0.8222061838084771;0.8127842359801564
1.3333333333333333;0.8939621687639212;0.8899981455712023;0.8899981455712023;0.882673192505294
2.3333333333333335;0.8872875706863113;0.9043272058210605;0.9043272058210605;0.9049557259913596
0.3333333333333333;0.9204316078901174;0.9172754475132586;0.9172754475132586;0.9172754475132586
1.0;0.9312477426156155;0.9030078696595477;0.9030078696595477;0.8964999414159082
3.0;0.9471409695761737;0.9436834643421242;0.9436834643421242;0.94561121125462
2.0;0.9268537572607322;0.9266319452920718;0.928412401685676;0.9266319452920718
1.0;0.8911220358902354;0.8883236823154586;0.8901725439167961;0.8883236823154586
1.3333333333333333;0.8862017280861452;0.8958082295381504;0.89581175097212;0.8968763803910274
1.6666666666666667;0.9138536645203784;0.9092043165482053;0.9104453580931483;0.9092043165482053
0.6666666666666666;0.9000181223812447;0.8827101624588115;0.8919872781748565;0.8853605276486134
1.3333333333333333;0.9535857826777229;0.9479046428164722;0.9494744555138609;0.9499238411824565
2.0;0.9439719677791879;0.9438739929575565;0.9439138660087779;0.9449787601689991
2.0;0.9619114793060181;0.9573238810734986;0.9575034325114723;0.9573238810734986
0.6666666666666666;0.8770653629345257;0.8838283368489877;0.8783469735671533;0.8851511128458153
3.0;0.9586464546823287;0.9545813840390807;0.9537762722667172;0.9545813840390804
3.0;0.9148411180099765;0.9105018188863993;0.9108289842375373;0.9105018188863993
1.3333333333333333;0.9298795694929296;0.9288304641004629;0.9298298736228869;0.9288304641004629
2.0;0.9529886922982802;0.954771821566641;0.9506885571125699;0.9546137446780713
2.0;0.9294370409336993;0.9248453552523717;0.9268829354485982;0.9248453552523717
1.0;0.8660030818818756;0.8738223762880465;0.8749204083156795;0.8591665580995151
1.6666666666666667;0.9180958865503035;0.9153078372692616;0.9154377648304899;0.9153078372692616
2.0;0.9153470862071912;0.914288912188565;0.9143164915521035;0.914288912188565
0.3333333333333333;0.8844749749832066;0.8822281047235508;0.8836134131740715;0.8822281047235508
2.3333333333333335;0.9134823629702448;0.9120744624423596;0.9124727532401558;0.9121009753320748
2.0;0.837444440659553;0.8200900444650655;0.8200900444650655;0.8200900444650655
1.3333333333333333;0.9206671545322784;0.9190751015720935;0.9190751015720935;0.9190751015720935
2.6666666666666665;0.9908372065742567;0.994662010671172;0.9948014127930248;0.9954195652953953
1.0;0.9292622575279563;0.9262688132554991;0.9262688132554991;0.9262688132554991
0.3333333333333333;0.8500326300203458;0.8487058082080725;0.8499866524698401;0.8476872778122296
1.3333333333333333;0.9442537351934078;0.9428127161309879;0.9428127161309879;0.9428127161309879
1.3333333333333333;0.9447993633638849;0.9407692735794131;0.9407692735794116;0.9407692735794131
2.3333333333333335;0.8898542362151232;0.8879725538063065;0.8879725538063059;0.887519965899516
3.0;0.9502384936775747;0.9477581292603152;0.9477581292603152;0.9477581292603152
3.0;0.9367849245583669;0.9348653347106628;0.9348653347106634;0.9349293269657519
3.0;0.9555560751617074;0.9559808630215844;0.9560903430219746;0.9648475795722942
1.3333333333333333;0.9153548424431333;0.9127002487973761;0.9133956791583778;0.9127002487973761
3.0;0.8996465008347249;0.8940693557792725;0.8940693557792725;0.8940693557792725
1.3333333333333333;0.8497154411014256;0.8414533963447037;0.8466711870362814;0.8407532496721389
4.0;0.9461281271363073;0.9454207506039486;0.9454207506039486;0.9454207506039486
2.6666666666666665;0.9042174659036092;0.9184263711039731;0.9184226350451992;0.8973181455260377
0.3333333333333333;0.8827574400616007;0.8925519798381062;0.8925519798381062;0.8925519798381062
0.0;0.850240955164565;0.8412469013594686;0.8431699637897444;0.8412469013594686
0.0;0.8767393160829378;0.8610750435760648;0.8634882930577591;0.8584651990655947
0.0;0.8468889011041643;0.8365038332711651;0.8365038332711651;0.8362600636432658
0.6666666666666666;0.8538766147959115;0.8508444078196689;0.8523034691670434;0.8417095574779994
0.3333333333333333;0.9154104164099254;0.9078545265484224;0.9078986003141675;0.9032019498867483
0.6666666666666666;0.8965138097395373;0.892507730735207;0.898340841750995;0.8875962439026215
