Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes
2.6666666666666665;0.3903600291794133;0.3903600291794133;0.3903600291794133;0.3903600291794133;0.3903600291794133;0.3903600291794133
1.3333333333333333;0.13245323570650439;0.13245323570650439;0.13245323570650439;0.13245323570650439;0.13245323570650439;0.13245323570650439
4.0;0.3077935056255462;0.3077935056255462;0.3077935056255462;0.3077935056255462;0.3077935056255462;0.3077935056255462
2.6666666666666665;0.33371190623595726;0.33371190623595726;0.33371190623595726;0.33371190623595726;0.33371190623595726;0.33371190623595726
2.6666666666666665;0.2558408596267325;0.2558408596267325;0.2558408596267325;0.2558408596267325;0.2558408596267325;0.2558408596267325
1.6666666666666667;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383
2.3333333333333335;0.4036036763977875;0.4036036763977875;0.4036036763977875;0.4036036763977875;0.4036036763977875;0.4036036763977875
1.0;0.17149858514250885;0.17149858514250885;0.17149858514250885;0.17149858514250885;0.17149858514250885;0.17149858514250885
1.6666666666666667;0.43082021842766455;0.43082021842766455;0.43082021842766455;0.43082021842766455;0.43082021842766455;0.43082021842766455
3.0;0.3450327796711771;0.3450327796711771;0.3450327796711771;0.3450327796711771;0.3450327796711771;0.3450327796711771
1.6666666666666667;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.2857142857142857;0.2857142857142857
1.3333333333333333;0.23328473740792174;0.23328473740792174;0.23328473740792174;0.23328473740792174;0.23328473740792174;0.23328473740792174
1.3333333333333333;0.21850711221876895;0.21850711221876895;0.21850711221876895;0.21850711221876895;0.21850711221876895;0.21850711221876895
1.0;0.16609095970747995;0.16609095970747995;0.16609095970747995;0.16609095970747995;0.16609095970747995;0.16609095970747995
1.6666666666666667;0.22360679774997896;0.22360679774997896;0.22360679774997896;0.22360679774997896;0.22360679774997896;0.22360679774997896
2.3333333333333335;0.30316953129541624;0.30316953129541624;0.30316953129541624;0.30316953129541624;0.30316953129541624;0.30316953129541624
3.0;0.3796283011826483;0.3796283011826483;0.3796283011826483;0.3796283011826483;0.3796283011826483;0.3796283011826483
2.3333333333333335;0.16770509831248423;0.16770509831248423;0.16770509831248423;0.16770509831248423;0.16770509831248423;0.16770509831248423
3.0;0.24209101306752098;0.24209101306752098;0.24209101306752098;0.24209101306752098;0.24209101306752098;0.24209101306752098
1.6666666666666667;0.28;0.28;0.28;0.28;0.28;0.28
3.0;0.42640143271122083;0.42640143271122083;0.42640143271122083;0.42640143271122083;0.42640143271122083;0.42640143271122083
2.6666666666666665;0.15430334996209194;0.15430334996209194;0.15430334996209194;0.15430334996209194;0.15430334996209194;0.15430334996209194
1.6666666666666667;0.1143323900950059;0.1143323900950059;0.1143323900950059;0.1143323900950059;0.1143323900950059;0.1143323900950059
3.0;0.3279680246763151;0.3279680246763151;0.3279680246763151;0.3279680246763151;0.3279680246763151;0.3279680246763151
2.6666666666666665;0.4891159880445184;0.4891159880445184;0.4891159880445184;0.4891159880445184;0.4891159880445184;0.4891159880445184
2.6666666666666665;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843;0.44095855184409843
2.0;0.40201512610368484;0.40201512610368484;0.40201512610368484;0.40201512610368484;0.40201512610368484;0.40201512610368484
2.0;0.1734944795898721;0.1734944795898721;0.1734944795898721;0.1734944795898721;0.1734944795898721;0.1734944795898721
2.6666666666666665;0.6334460659719168;0.6334460659719168;0.6334460659719168;0.6334460659719168;0.6334460659719168;0.6334460659719168
1.0;0.3734080224074693;0.3734080224074693;0.3734080224074693;0.3734080224074693;0.3734080224074693;0.3734080224074693
3.0;0.1690308509457033;0.1690308509457033;0.1690308509457033;0.1690308509457033;0.1690308509457033;0.1690308509457033
3.0;0.18490006540840973;0.18490006540840973;0.18490006540840973;0.18490006540840973;0.18490006540840973;0.18490006540840973
1.0;0.24253562503633297;0.24253562503633297;0.24253562503633297;0.24253562503633297;0.24253562503633297;0.24253562503633297
2.0;0.16835875742536846;0.16835875742536846;0.16835875742536846;0.16835875742536846;0.16835875742536846;0.16835875742536846
2.0;0.4085297439895141;0.4085297439895141;0.4085297439895141;0.4085297439895141;0.4085297439895141;0.4085297439895141
0.0;0.06537204504606135;0.06537204504606135;0.06537204504606135;0.06537204504606135;0.06537204504606135;0.06537204504606135
1.3333333333333333;0.14433756729740646;0.14433756729740646;0.14433756729740646;0.14433756729740646;0.14433756729740646;0.14433756729740646
2.3333333333333335;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995;0.21677749238102995
0.3333333333333333;0.12309149097933275;0.12309149097933275;0.12309149097933275;0.12309149097933275;0.12309149097933275;0.12309149097933275
1.0;0.2567762955065478;0.2567762955065478;0.2567762955065478;0.2567762955065478;0.2567762955065478;0.2567762955065478
3.0;0.40406101782088427;0.40406101782088427;0.40406101782088427;0.40406101782088427;0.40406101782088427;0.40406101782088427
2.0;0.2710410824318283;0.2710410824318283;0.2710410824318283;0.2710410824318283;0.2710410824318283;0.2710410824318283
1.0;0.2680281337094487;0.2680281337094487;0.2680281337094487;0.2680281337094487;0.2680281337094487;0.2680281337094487
1.3333333333333333;0.17407765595569785;0.17407765595569785;0.17407765595569785;0.17407765595569785;0.17407765595569785;0.17407765595569785
1.6666666666666667;0.16357216402190616;0.16357216402190616;0.16357216402190616;0.16357216402190616;0.16357216402190616;0.16357216402190616
0.6666666666666666;0.14907119849998599;0.14907119849998599;0.14907119849998599;0.14907119849998599;0.14907119849998599;0.14907119849998599
1.3333333333333333;0.4779521193992432;0.4779521193992432;0.4779521193992432;0.4779521193992432;0.4779521193992432;0.4779521193992432
2.0;0.32954102182865386;0.32954102182865386;0.32954102182865386;0.32954102182865386;0.32954102182865386;0.32954102182865386
2.0;0.29543947393437575;0.29543947393437575;0.29543947393437575;0.29543947393437575;0.29543947393437575;0.29543947393437575
0.6666666666666666;0.15430334996209194;0.15430334996209194;0.15430334996209194;0.15430334996209194;0.15430334996209194;0.15430334996209194
3.0;0.46709936649691375;0.46709936649691375;0.46709936649691375;0.46709936649691375;0.46709936649691375;0.46709936649691375
3.0;0.25197631533948484;0.25197631533948484;0.25197631533948484;0.25197631533948484;0.25197631533948484;0.25197631533948484
1.3333333333333333;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.2279211529192759
