Human;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none_Sum;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Max;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Average;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Min;bioc_skipgram_defaultchar__tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none_Sum
2.6666666666666665;0.9460624077822251;0.9577890370087164;0.9567716455303814;0.9577890370087164;0.8775297122522926;0.9331160087606333;0.8687286324413039;0.9331160087606333
1.3333333333333333;0.9270945941382752;0.9386194659929025;0.9199402125000411;0.9386194659929025;0.7933447997075135;0.8852062910834325;0.7798664196058205;0.8852062910834325
4.0;0.974413995938662;0.9665807181386881;0.9720224735651679;0.9665807181386881;0.941759076159162;0.9468318037184098;0.935690896918632;0.9468318037184098
2.6666666666666665;0.9529269010902931;0.9435138907705627;0.9485496013401559;0.9435138907705627;0.8486521802570088;0.904937894432831;0.8139896446223499;0.904937894432831
2.6666666666666665;0.9701208669785838;0.9355790231522191;0.9684989797287151;0.9355790231522191;0.8878709754386251;0.9265686655372833;0.9297453701660542;0.9265686655372833
1.6666666666666667;0.8831712279304252;0.8983893547586087;0.8723909658341187;0.8983893547586087;0.8223613154617613;0.9292848790740408;0.7956693922103465;0.9292848790740408
2.3333333333333335;0.9512465714674609;0.9497826696807016;0.9540565807440304;0.9497826696807016;0.8199679248314852;0.928354023382504;0.7934425687605693;0.928354023382504
1.0;0.8682880578790738;0.8702919088234707;0.8700699356341621;0.8702919088234707;0.8933681928772946;0.9112984138048624;0.9350344451449749;0.9112984138048624
1.6666666666666667;0.967640864310352;0.9431859881511778;0.9456930053684661;0.9431859881511778;0.8964281579700464;0.8941546557030705;0.8177591457531218;0.8941546557030705
3.0;0.9241473169413323;0.9456092725336852;0.9454751033777482;0.9456092725336852;0.860648692674877;0.86845865275792;0.8707911081249119;0.86845865275792
1.6666666666666667;0.8980242271552327;0.9353800930581465;0.9075897715732784;0.9353800930581465;0.9443208156294185;0.9451615321921806;0.9614338700894729;0.9451615321921806
1.3333333333333333;0.8804205738767845;0.9096178916359238;0.87839388174086;0.9096178916359238;0.8781111351628531;0.9102055966366824;0.9330780091905347;0.9102055966366824
1.3333333333333333;0.9170253664675654;0.9363916469751039;0.8987078741789316;0.9363916469751039;0.8106498039956208;0.9304075948970155;0.7686468236584624;0.9304075948970155
1.0;0.9130021105901956;0.7865043769149209;0.9252152455112415;0.7865043769149209;0.6654604206974798;0.7510750287445492;0.6832170658415355;0.7510750287445492
1.6666666666666667;0.8264818343262662;0.7776345876400786;0.8396395239447382;0.7776345876400786;0.7287951635967207;0.792802423195455;0.7568928956975906;0.792802423195455
2.3333333333333335;0.9109195048848611;0.9188143180568036;0.8976008054925608;0.9188143180568036;0.9160609714555477;0.927129930818934;0.9358280512913807;0.927129930818934
3.0;0.9498221837364583;0.9579999187268414;0.9444689106147721;0.9579999187268414;0.9221227515939526;0.943800306329639;0.9123640890353404;0.943800306329639
2.3333333333333335;0.9194464267762102;0.9437117148073856;0.9235145140362406;0.9437117148073856;0.8743846580650427;0.9249551120553923;0.8648629909091898;0.9249551120553923
3.0;0.9517276267705852;0.9182348699849275;0.9507593225255708;0.9182348699849275;0.9382146053191265;0.9279193647228242;0.93633019867872;0.9279193647228242
1.6666666666666667;0.953096031261039;0.9605483445746659;0.9405230733624866;0.9605483445746659;0.8831602531090245;0.9468458076695906;0.8671887566093777;0.9468458076695906
3.0;0.9427507939783933;0.9496744701849567;0.9253933025587241;0.9496744701849567;0.9590177259636364;0.9451176319839855;0.9586993521099493;0.9451176319839855
2.6666666666666665;0.9309216567464793;0.9463688973205036;0.9375340491439437;0.9463688973205036;0.7926770523497314;0.8799276124116027;0.7856163927069105;0.8799276124116027
1.6666666666666667;0.8960474426842259;0.9352302823884558;0.9058504764571866;0.9352302823884558;0.7996598106737476;0.8919706009997179;0.8536709167438704;0.8919706009997179
3.0;0.9402654080169589;0.9573010249612381;0.9295759860055688;0.9573010249612381;0.838765442988645;0.9487770566667866;0.8711076423786595;0.9487770566667866
2.6666666666666665;0.9645294070276493;0.9713052281156795;0.9740594125323837;0.9713052281156795;0.8907465941671707;0.9405490627742954;0.8600925861768632;0.9405490627742954
