Human;Flair_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
4.0;0.7511350104769177;0.7511350104769177;0.8416621873833124
3.0;0.8361230397818535;0.8361230397818535;0.8026037636483426
2.2;0.710728998118302;0.710728998118302;0.7216693423675736
3.2;0.9019222498748483;0.9112429820632679;0.8929330631914931
3.2;0.8290101746051591;0.8290101746051591;0.8413668643367719
3.2;0.7785162095176014;0.7785162095176014;0.7846164219174036
1.4;0.6175465376426919;0.6175465376426919;0.6371706186776998
3.0;0.8383053276677715;0.8480705452653178;0.8230262350526892
1.4;0.7272328199076626;0.7272328199076626;0.6710130182408253
3.0;0.8063994169130237;0.8063994169130237;0.8566237503068789
3.0;0.8491264540353864;0.8380205693149276;0.8881726247364577
1.0;0.7164446535306557;0.7164446535306557;0.7083077538466193
3.0;0.8051381565946502;0.8051381565946502;0.7451441986805931
2.0;0.7340651099493971;0.7339625948074585;0.7938993189383048
2.4;0.8258013582989897;0.8258013582989897;0.8190372729032018
3.4;0.7561648876584268;0.7561648876584268;0.8046975727355665
3.0;0.8469306363447662;0.8469306363447662;0.8264483014764531
2.0;0.7816053665645712;0.7816053665645712;0.7927352948715393
3.2;0.8532364597526096;0.8532364597526096;0.8404119916547921
2.0;0.8457497806441492;0.8457497806441492;0.7615781971784125
3.0;0.8211668043781906;0.8211668043781906;0.7899763202984306
1.2;0.7454962929551424;0.7454962929551424;0.7394967175024995
3.4;0.8737361181587211;0.8737361181587211;0.8482464345339346
1.8;0.7674941040831812;0.7674941040831812;0.6987767001490102
3.6;0.7262659502507403;0.7262659502507403;0.8181842423239013
2.0;0.7663645920430876;0.7663645920430876;0.7304926277194943
2.4;0.7580736049258908;0.7580736049258908;0.8088883843954009
3.4;0.6907701129044249;0.6907701129044249;0.7092505485409282
3.0;0.8067799459227772;0.8067799459227772;0.8188960082947672
4.0;0.581077123568989;0.6051719694625277;0.59151948105289
4.0;0.8418567873185892;0.8418567873185892;0.8671710742882576
3.4;0.8680897061752277;0.8680897061752277;0.843862069628178
3.4;0.8490813607362202;0.8490813607362202;0.8351131896065243
3.0;0.7536066338821376;0.7536066338821376;0.72985018090022
2.0;0.7724178968403465;0.7724178968403465;0.7599663528029165
3.8;0.9286554311746448;0.938814420998834;0.9321701818049761
3.4;0.9073849601636819;0.9205751616601096;0.8927996882729314
2.0;0.8167060850766663;0.8167060850766663;0.8110625627278772
4.0;0.8729652927068982;0.8729652927068982;0.8465205815239226
3.2;0.8641688855444969;0.8641688855444969;0.8700410579677021
2.2;0.7570278760890445;0.7570278760890445;0.6662100156906459
3.0;0.7956333930735604;0.7956333930735604;0.7690225904481558
2.0;0.8002972890810577;0.8002972890810577;0.742881178763942
0.6;0.7824080881050705;0.7824080881050705;0.7794749858767772
3.2;0.8090290524397329;0.8090290524397329;0.7633157064233185
3.6;0.8056334278407846;0.8056334278407846;0.7902939758788853
1.0;0.7916410576286008;0.7916410576286008;0.8107756831002823
1.8;0.8581150014597692;0.8581150014597692;0.8471791066027832
2.8;0.4185268924932022;0.4185268924932022;0.4919154118128173
2.8;0.490465268683552;0.500039241149356;0.5226702148346672
1.8;0.7507093720105401;0.7507093720105401;0.6956404732785506
1.8;0.8415664474083796;0.8415664474083796;0.8019739663173059
2.6;0.8850599044734229;0.8850599044734229;0.8770833836703157
1.4;0.7827065828220173;0.7827065828220173;0.7224930775827172
3.0;0.6285642296907036;0.6285642296907036;0.7193811245728271
0.6;0.7119786652256307;0.7119786652256307;0.7357795957321271
1.8;0.7769981105783091;0.7769981105783091;0.7428205580385072
3.0;0.7796013819994464;0.7796013819994464;0.779023763301604
3.0;0.8139181908332251;0.7964765518026242;0.8310620964417298
3.8;0.8923785998571426;0.8923785998571426;0.8807342286744624
2.4;0.8394327087899829;0.8394327087899829;0.8223825836899638
3.6;0.8790996333752873;0.8790996333752873;0.8622853736674806
2.8;0.8881229496797324;0.8881229496797324;0.8398098313986224
3.6;0.8345547141176207;0.8258212179442626;0.8222742416507257
3.0;0.8687266062747673;0.8708579579274135;0.8752884521608295
0.0;0.6853360710739279;0.6853360710739279;0.6302459967197148
0.0;0.6930845184703619;0.6930845184703619;0.6692157133116121
0.2;0.548240176302081;0.548240176302081;0.5429965815499576
0.0;0.541740025239765;0.5749434767683604;0.6227217452355637
0.2;0.66352409783788;0.66352409783788;0.6592355579001495
0.2;0.741689564616846;0.741689564616846;0.7761364211725571
