Human;UBSM_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-default_ner-none_WBSM_AncSPLRada_tok-stanfordcorenlpv4_2_0_lc_sw-nltk2018stopwords_cf-default_ner-metamapsnomedct
2.6666666666666665;0.330188374866961
1.3333333333333333;0.0944911182523068
4.0;0.33333333333333337
2.6666666666666665;0.223606797749979
2.6666666666666665;0.23693955110363693
1.6666666666666667;0.09534625892455924
2.3333333333333335;0.4003834930466158
1.0;0.0
1.6666666666666667;0.40824829046386296
3.0;0.40201512610368484
1.6666666666666667;0.21081851067789195
1.3333333333333333;0.0816496580927726
1.3333333333333333;0.05892556509887897
1.0;0.22360679774997896
1.6666666666666667;0.2581988897471611
2.3333333333333335;0.23145502494313788
3.0;0.5520524474738834
2.3333333333333335;0.0816496580927726
3.0;0.25
1.6666666666666667;0.2581988897471611
3.0;0.34526397270962483
2.6666666666666665;0.08058229640253803
1.6666666666666667;0.0
3.0;0.337099931231621
2.6666666666666665;0.5012804118276031
2.6666666666666665;0.45454545454545453
2.0;0.33806170189140655
2.0;0.08058229640253803
2.6666666666666665;0.5577349928779807
1.0;0.21764287503300347
3.0;0.2897404557421588
3.0;0.3377868883443613
1.0;0.0
2.0;0.047565149415449405
2.0;0.2858309752375147
0.0;0.07692307692307693
1.3333333333333333;0.06537204504606135
2.3333333333333335;0.13804450315992944
0.3333333333333333;0.16116459280507606
1.0;0.2577332537633651
3.0;0.3986162069867645
2.0;0.22902105869098208
1.0;0.23145502494313785
1.3333333333333333;0.061313933948496574
1.6666666666666667;0.062017367294604234
0.6666666666666666;0.0999275357289783
1.3333333333333333;0.45291499982879624
2.0;0.3152187527945782
2.0;0.3131415538534874
0.6666666666666666;0.0
3.0;0.4588458922532856
3.0;0.3261938677427468
1.3333333333333333;0.22094857855980204
2.0;0.42717841181871763
2.0;0.23170587534589107
1.0;0.10482848367219183
1.6666666666666667;0.17201618629471893
2.0;0.17407765595569785
0.3333333333333333;0.02918231329049255
2.3333333333333335;0.28201276754613386
2.0;0.15075567228888181
1.3333333333333333;0.18786728732554484
2.6666666666666665;0.7925939239012171
1.0;0.12499999999999997
0.3333333333333333;0.0674199862463242
1.3333333333333333;0.39223227027636803
1.3333333333333333;0.24687945048538357
2.3333333333333335;0.14547859349066158
3.0;0.4449008050701531
3.0;0.20549010793652306
3.0;0.35032452487268534
1.3333333333333333;0.3089497200196708
3.0;0.24257833769207987
1.3333333333333333;0.06299407883487121
4.0;0.2760262237369417
2.6666666666666665;0.2886751345948129
0.3333333333333333;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.6666666666666666;0.21641849797274618
0.3333333333333333;0.08958535652389178
0.6666666666666666;0.07453559924999299
0.3333333333333333;0.0
0.3333333333333333;0.05014122105639002
0.0;0.11180339887498948
0.0;0.0
0.0;0.0
1.0;0.0
0.0;0.04756514941544941
0.0;0.0
0.0;0.0
0.6666666666666666;0.06666666666666667
0.0;0.0778498944161523
0.0;0.05812381937190964
0.6666666666666666;0.0
0.0;0.0
0.0;0.0
0.6666666666666666;0.0
0.3333333333333333;0.056613851707229795
0.0;0.0
0.3333333333333333;0.03993615319154358
0.3333333333333333;0.0
0.0;0.0
1.0;0.042257712736425826
0.0;0.0
0.3333333333333333;0.0
0.6666666666666666;0.0
0.0;0.0
0.0;0.0
0.3333333333333333;0.0
0.0;0.0
1.0;0.0
0.0;0.0
0.0;0.08247860988423225
0.3333333333333333;0.0
0.0;0.0
0.3333333333333333;0.019269110433869332
0.0;0.0
0.0;0.0
0.3333333333333333;0.12909944487358055
1.0;0.10540925533894598
0.0;0.0
0.3333333333333333;0.07407407407407407
0.6666666666666666;0.0
0.0;0.0
0.6666666666666666;0.0
1.0;0.11252522860080313
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.6666666666666666;0.0
0.3333333333333333;0.0
1.0;0.0
0.6666666666666666;0.0
0.3333333333333333;0.0
0.3333333333333333;0.03391779807375454
0.0;0.0
0.3333333333333333;0.041371440189206056
0.0;0.0
0.0;0.0
0.0;0.0
0.3333333333333333;0.0
0.3333333333333333;0.0
0.6666666666666666;0.0
0.3333333333333333;0.0
0.0;0.036581965695113135
0.3333333333333333;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.06900655593423542
0.3333333333333333;0.042591770999996
0.0;0.0
0.0;0.0
0.3333333333333333;0.0
0.3333333333333333;0.0
1.0;0.0
0.0;0.0
0.0;0.0
0.3333333333333333;0.0
0.0;0.04656201971797188
0.3333333333333333;0.0
0.3333333333333333;0.025187638421703816
0.3333333333333333;0.0
0.6666666666666666;0.04564354645876384
0.0;0.0
0.0;0.0
0.0;0.033072537342610564
0.0;0.0
