Human;Flair_tok-whitespace_lc_sw-nltk2018stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-biosses2017stopwords_cf-default_ner-none;Flair_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none
3.5;0.9630775907211898;0.9630775907211898;0.9627546095686784
2.5;0.9480949525836818;0.9480949525836818;0.9223367534856953
3.45;0.9252544428442973;0.9252544428442973;0.9269975219852902
4.0;0.9792990482501645;0.9792990482501645;0.9783842383631667
3.0;0.8074107350636217;0.8074107350636217;0.8245800782519214
2.0;0.7647949497467386;0.7647949497467386;0.74626893394284
2.5;0.9564389285878815;0.9564389285878815;0.9753452375617067
3.0;0.9318282877306607;0.9318282877306607;0.9175203658074947
0.0;0.6807566333832817;0.6807566333832817;0.7091335878058362
2.5;0.9053701254064456;0.9053701254064456;0.9129543485363282
3.0;0.9376072153468878;0.9376072153468878;0.9625354321651299
0.5;0.6923778663463439;0.6923778663463439;0.7063868127471852
3.0;0.8965919094844464;0.8965919094844464;0.893996542808105
4.1;0.9749794037361262;0.9749794037361262;0.9736467515048001
3.5;0.9400456381492306;0.9400456381492306;0.8759834794797926
4.0;0.9853445947755903;0.9853445947755903;0.9813968754397638
2.5;0.8930150806885059;0.8930150806885059;0.9006362629795737
4.0;0.9826034018439662;0.9826034018439662;0.9805980627291162
4.0;0.9716936116871847;0.9716936116871847;0.9657128786069403
4.1;0.9081499759579721;0.9081499759579721;0.948231908048096
4.0;0.9320008576006913;0.9320008576006913;0.9206586412832288
3.0;0.9650948328347659;0.9650948328347659;0.9626449598776907
4.0;0.9657060977685072;0.9657060977685072;0.9406157435273949
3.0;0.9615317582847577;0.9615317582847577;0.9535149100266489
4.5;0.9822636632214237;0.9822636632214237;0.9881790703198975
3.5;0.9552470451304887;0.9552470451304887;0.9475491778192175
3.5;0.7891556188531379;0.7891556188531379;0.7949784412950783
3.0;0.9704931903356794;0.9704931903356794;0.9616133611354907
3.5;0.9886050405570317;0.9886050405570317;0.9832738562509633
4.0;0.9934022771418765;0.9934022771418765;0.9902496803898658
4.0;0.9877980615727758;0.9877980615727758;0.9888399994822822
4.0;0.9741250622434002;0.9741250622434002;0.9684249489124719
3.0;0.9321791465227497;0.9321791465227497;0.9436986344207889
2.5;0.9701483118127782;0.9701483118127782;0.9697061689462674
2.5;0.7601177458395922;0.744491671434578;0.8099186393532573
3.0;0.9124900306316969;0.9124900306316969;0.9078571706805438
0.0;0.5971072843563078;0.5971072843563078;0.6261625107034078
4.25;0.944426475505412;0.944426475505412;0.922653229368416
3.0;0.9476902710664654;0.9476902710664654;0.9546326639387415
3.0;0.8647443988620859;0.8647443988620859;0.8804554368082289
4.0;0.935323543600544;0.935323543600544;0.873252302576557
0.0;0.737602393689551;0.737602393689551;0.7657521244495507
3.5;0.9002327048664823;0.9002327048664823;0.9386616605592975
1.0;0.7919753865380743;0.7843845818360965;0.7696254196493922
0.0;0.561075369824401;0.561075369824401;0.6471621852906343
1.5;0.7546827110802645;0.7546827110802645;0.8002079236317805
3.6;0.8432917570569582;0.8432917570569582;0.8968250328500997
3.0;0.9584329484865267;0.9584329484865267;0.9648191980610951
3.0;0.9659854393646546;0.9659854393646546;0.9673801593256578
5.0;0.9915343464840431;0.9915343464840431;0.9695002483457278
3.5;0.8226085155077898;0.8226085155077898;0.7852853043475374
0.0;0.7202231808080898;0.7202231808080898;0.7659697122138602
4.0;0.9024865348086969;0.9024865348086969;0.8882327003223787
4.5;0.9758870920653986;0.9758870920653986;0.9843634747250984
3.0;0.9401012178289196;0.9401012178289196;0.9321475136779553
3.5;0.9734001487187827;0.9734001487187827;0.9307107934392576
4.0;0.9754191489869476;0.9754191489869476;0.9721738426236733
3.0;0.96426790483453;0.96426790483453;0.9679597051507056
3.0;0.8993715338656298;0.8993715338656298;0.8748753281093726
3.5;0.9803011791438199;0.9803011791438199;0.9606062184113197
2.5;0.8704488487749138;0.8704488487749138;0.9088735020099685
3.5;0.9256185707842791;0.9256185707842791;0.9599698235682521
3.5;0.8458280655756946;0.8458280655756946;0.8243942753967628
3.0;0.9437866354689061;0.9437866354689061;0.9334549018351069
4.5;0.8788034188009615;0.8788034188009615;0.8116932235083872
2.5;0.7877799157941611;0.7974593350279326;0.8463280604561052
3.5;0.82598505395324;0.82598505395324;0.8164267172114072
3.0;0.9368779723681251;0.9368779723681251;0.9335824989465491
2.5;0.9483081882123645;0.9483081882123645;0.9324486199714416
4.0;0.8993271972620306;0.8993271972620306;0.8821308705378833
3.5;0.9622161087472214;0.9622161087472214;0.930276693678445
3.5;0.8859016204290839;0.8859016204290839;0.8421128908332867
3.0;0.9611740488832997;0.9611740488832997;0.9587360603151952
2.5;0.9803388385414676;0.9803388385414676;0.9750802724973407
4.0;0.9289731466677525;0.9289731466677525;0.9430327274316929
3.5;0.7748971583281211;0.8600172920331288;0.9028842455541817
2.5;0.8502587891668271;0.8380769873651968;0.7566639513010656
2.5;0.9574731959372277;0.9574731959372277;0.9516473794558928
5.0;0.9950853921861044;0.9950853921861044;0.9710008122968771
4.25;0.9062813281837119;0.9062813281837119;0.9377671680605149
2.5;0.8737905381901057;0.8737905381901057;0.8793286097669145
2.95;0.949028686409393;0.949028686409393;0.968209882369192
3.0;0.9505118050475988;0.9505118050475988;0.9652668025287374
3.45;0.9765935723108755;0.9765935723108755;0.9825372377785342
2.5;0.9648737252133459;0.9648737252133459;0.9589088313400916
0.5;0.8656375071362273;0.8656375071362273;0.8604851521520994
4.5;0.8657547088059224;0.8657547088059224;0.85938156853799
2.0;0.8680086422984234;0.8680086422984234;0.8554145702435222
2.0;0.9093356102145583;0.9010407129064567;0.8729310589709932
3.5;0.9665895264032837;0.9665895264032837;0.9821178466066327
3.5;0.9546762171606247;0.9546762171606247;0.9459380104933963
4.0;0.9252496875246473;0.9252496875246473;0.979276592900242
3.5;0.9654191251340376;0.9654191251340376;0.972744282218582
4.0;0.9819807356232143;0.9819807356232143;0.9751646979354387
2.5;0.6932744032534532;0.6984610934569407;0.7857556239865505
3.0;0.9324533108090779;0.9324533108090779;0.929202584221094
3.0;0.9030185605637608;0.9030185605637608;0.8859212491898405
3.0;0.829902931181515;0.829902931181515;0.8276210624937756
1.0;0.5612610010078437;0.5612610010078437;0.6248493408248177
2.0;0.9291295008099837;0.9291295008099837;0.8810244754276091
2.0;0.7666581367606219;0.7666581367606219;0.7746039812984555
4.5;0.9683951151718765;0.9683951151718765;0.9754620553358605
4.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0
4.15;0.0;0.0;0.0
2.5;0.0;0.0;0.0
3.5;0.0;0.0;0.0
4.0;0.0;0.0;0.0
5.0;0.0;0.0;0.0
4.8;0.0;0.0;0.0
0.0;0.0;0.0;0.0
4.6;0.0;0.0;0.0
3.0;0.0;0.0;0.0
2.7;0.0;0.0;0.0
3.6;0.0;0.0;0.0
3.75;0.0;0.0;0.0
3.65;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0
4.75;0.0;0.0;0.0
3.6;0.0;0.0;0.0
3.5;0.0;0.0;0.0
2.75;0.0;0.0;0.0
5.0;0.0;0.0;0.0
4.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0
3.5;0.0;0.0;0.0
3.35;0.0;0.0;0.0
3.2;0.0;0.0;0.0
3.6;0.0;0.0;0.0
3.75;0.0;0.0;0.0
4.0;0.0;0.0;0.0
3.75;0.0;0.0;0.0
3.5;0.0;0.0;0.0
3.5;0.0;0.0;0.0
4.25;0.0;0.0;0.0
0.0;0.0;0.0;0.0
3.5;0.0;0.0;0.0
2.75;0.0;0.0;0.0
5.0;0.0;0.0;0.0
3.75;0.0;0.0;0.0
3.45;0.0;0.0;0.0
3.0;0.0;0.0;0.0
2.25;0.0;0.0;0.0
3.25;0.0;0.0;0.0
4.2;0.0;0.0;0.0
4.25;0.0;0.0;0.0
4.4;0.0;0.0;0.0
