Human;PubMed-and-PMC-w2v__tok-whitespace_lc_sw-user_cf-default_ner-none_Min;PubMed-and-PMC-w2v__tok-whitespace_notlc_sw-user_cf-default_ner-none_Min
3.5;0.9958258144992149;0.9965332451443467
2.5;0.9692391430856552;0.9670420817924047
3.45;0.9555617674991732;0.9679849593712156
4.0;0.9919690989224645;0.9922664828846857
3.0;0.9603970279697667;0.9226248007474394
2.0;0.9457990551021986;0.9509442709202077
2.5;0.9804554019831421;0.981589482580817
3.0;0.9179002466422489;0.9495059517801336
0.0;0.8702729975129396;0.8757377182839496
2.5;0.9320134342569152;0.9319125522136623
3.0;0.9918038304380559;0.9722153364925301
0.5;0.8876938811118709;0.8953326793211833
3.0;0.9729901382593422;0.9759132866804956
4.1;0.977688837571635;0.9838900307172345
3.5;0.968672011435322;0.9306560480475133
4.0;0.9964640272518183;0.9959637618505396
2.5;0.9814899948070489;0.9793621514662808
4.0;0.9964527382759013;0.9918178689992745
4.0;0.9801500414559956;0.9815279047455424
4.1;0.9674055007942299;0.9689885349946927
4.0;0.9855281180773969;0.9567762044077327
3.0;0.9840140729887782;0.9694848323126283
4.0;0.9760709359396978;0.9309404992167262
3.0;0.9672766599515713;0.9693950158910227
4.5;0.9952414955248827;0.9954852535725887
3.5;0.9611008656434946;0.9608059149970106
3.5;0.8683935113214027;0.8758455777753872
3.0;0.9856175243051069;0.9842372505725062
3.5;0.9926859774353983;0.9886038553795699
4.0;0.9986176430725285;0.9710250243565829
4.0;0.9954652849604226;0.9980712925668052
4.0;0.9986525886020611;0.9984313319002841
3.0;0.944346707228647;0.9411722902033774
2.5;0.9787040481449334;0.9628341318824473
2.5;0.9238198147474859;0.9175974330863177
3.0;0.9590535239742287;0.9003376243259804
0.0;0.8612919040487006;0.8612028157941373
4.25;0.9749491504669663;0.9771456139882587
3.0;0.9286820481079364;0.9331912087693999
3.0;0.9324226419573989;0.9380235440520179
4.0;0.9380299236475668;0.9340509921554829
0.0;0.8807936495066774;0.8488063409451759
3.5;0.9314835213756055;0.9095585764348494
1.0;0.8669802402284748;0.8705034184092209
0.0;0.8751828138599059;0.8815963353931083
1.5;0.9535636467987921;0.9234563101007647
3.6;0.9544646951104873;0.9578843004401124
3.0;0.9735411430953146;0.9839801304008712
3.0;0.9845176363804382;0.9833060614380177
5.0;0.9838815137301823;0.9864445934416395
3.5;0.9571216433688077;0.9397630708014509
0.0;0.8683183807461045;0.877765459201659
4.0;0.9637322324221501;0.9350433194087591
4.5;0.9902990600685764;0.9713807562264465
3.0;0.9751465386522663;0.9705413483869092
3.5;0.9789826760610119;0.9814328092470249
4.0;0.9873954803512054;0.9886202961379118
3.0;0.9882264746250242;0.9888538705976943
3.0;0.9708717079658802;0.9727800562377098
3.5;0.9785056303754688;0.979009121281542
2.5;0.9143328984259198;0.9217457454180644
3.5;0.9819990723499825;0.9826248639233608
3.5;0.8924430921228509;0.8933721922577155
3.0;0.97256495798244;0.973016697747987
4.5;0.9595251065072667;0.9479173129002367
2.5;0.9321805308186848;0.9289765872353378
3.5;0.9121904111408162;0.9267965281933715
3.0;0.9784173579937043;0.9798470445720399
2.5;0.961289918089623;0.9470480878248698
4.0;0.9681662269590757;0.9273903642611621
3.5;0.9846943936755358;0.9216393909040693
3.5;0.9232853641286681;0.9203401304360916
3.0;0.9831620780306521;0.9836021859630099
2.5;0.9866331339644863;0.9863196502123274
4.0;0.9829201186686803;0.98489327608201
3.5;0.9287453528146863;0.9093587502296879
2.5;0.9028001515088195;0.8766422206358409
2.5;0.9700586089433798;0.9677975400209293
5.0;0.9554065442874529;0.9551714888268366
4.25;0.9614926529414256;0.9665425612236433
2.5;0.9562343483945613;0.9631692157492766
2.95;0.9437046099301227;0.9583156061674353
3.0;0.9831816807790382;0.983498705489281
3.45;0.9662839476888225;0.9764822652507493
2.5;0.9602245794102601;0.9570391832884655
0.5;0.9116520000373394;0.9144375417824122
4.5;0.9475207692023601;0.962249714564058
2.0;0.8530948228962685;0.8813825763280718
2.0;0.8966078876116819;0.893776318255108
3.5;0.9959869293306871;0.9953049002975809
3.5;0.9811768991506076;0.9781327733750164
4.0;0.9922011311881248;0.9925667249514875
3.5;0.9896659136646729;0.9892235066044175
4.0;0.9922607716252075;0.9940934988079714
2.5;0.8956393619795057;0.8997205824292186
3.0;0.9715177191259331;0.9770149654092938
3.0;0.9467223996591303;0.9512236253790148
3.0;0.8978753592682047;0.9079468951537422
1.0;0.906770551681047;0.8595671751096119
2.0;0.9526358779764877;0.9396997710806942
2.0;0.8805551267340379;0.8915965818285705
4.5;0.9922286083000582;0.991801915749235
4.0;NaN;NaN
3.0;0.9900105639530636;0.9810058697901263
3.0;0.9851225753656021;0.9857630944730872
4.15;0.9070172706348868;0.9348052379628108
2.5;0.9293130751012967;0.9294021794194133
3.5;0.9461559472286705;0.9519233410602118
4.0;0.9366672109073334;0.927778449914051
5.0;0.974596223555589;0.9655812801577167
4.8;0.9984209678642127;0.9980455604705215
0.0;0.8148877104258635;0.820506484287993
4.6;0.9747860790240307;0.9787918986975428
3.0;0.9265260127428376;0.9452194382914041
2.7;0.9523586276644896;0.9578608717226542
3.6;0.9822509985927996;0.9753304259654125
3.75;0.9691045845751061;0.9721189086273454
3.65;0.8964900293777058;0.9302755293539657
0.0;0.9438413883633373;0.9134958340149854
3.0;0.9386069647815714;0.9245216177420643
4.75;0.9904322430671291;0.9867438930888739
3.6;0.9934757860271366;0.9838694238013171
3.5;0.9907220080920895;0.989421494015243
2.75;0.9649310717876651;0.9645299926994347
5.0;0.9767452215873694;0.9517810768380568
4.0;0.9454770988941104;0.9487997708215479
3.0;0.9450658608524471;0.9668303572612424
3.5;0.9645109184098002;0.9468147908595097
3.35;0.9635084019029031;0.9666551077390542
3.2;0.952379743906225;0.8978849291321949
3.6;0.9515885765499748;0.9572373153144523
3.75;0.9603467653582374;0.9659064065621041
4.0;0.9783493419727324;0.9831377632885185
3.75;0.9833518640333996;0.9807666651157266
3.5;0.9840305506700635;0.9840656414412532
3.5;0.9922507437446075;0.9842456475577329
4.25;0.9959385145145957;0.9966406356610417
0.0;0.8738349677521365;0.8242639472291501
3.5;0.9595885962893813;0.9657479100198778
2.75;0.9472698840582024;0.9512902683390118
5.0;0.975984384388975;0.9466535851324669
3.75;0.9678060643485381;0.9754669155990039
3.45;0.9686336375764666;0.9708201384662783
3.0;0.9861297589892397;0.9868452879006692
2.25;0.9043201406470662;0.9194782414527625
3.25;0.908158998132406;0.8986120783379127
4.2;0.9703267836897658;0.9731700728431665
